Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y
Chris Webber,27.283333333333335,1.0,4.0,0.25,0.0,0.0,,3.0,4.0,0.75,2.0,1.0,3.0,4.0,1.0,0.0,1.0,3.0,5.0,-6.0,Starter,0.434,0.25,0.0,1.0,9.3,5.2,7.3,21.2,2.1,0.0,14.8,12.1,112.0,107.0,0.9,200704010DET,2007-04-01 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio McDyess,23.083333333333332,5.0,11.0,0.455,0.0,0.0,,2.0,2.0,1.0,2.0,5.0,7.0,1.0,1.0,1.0,0.0,6.0,12.0,10.0,Reserve,0.505,0.455,0.0,0.182,10.9,30.6,20.2,8.5,2.5,3.8,0.0,25.0,119.0,94.0,2.1,200704010DET,2007-04-01 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Murray,22.966666666666665,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,5.0,0.0,0.0,2.0,0.0,4.0,9.0,Reserve,0.4,0.4,0.4,0.0,0.0,18.4,8.7,33.9,0.0,0.0,28.6,14.8,85.0,108.0,-3.3,200704010DET,2007-04-01 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Delfino,16.016666666666666,4.0,6.0,0.667,0.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,12.0,6.0,Reserve,0.773,0.667,0.167,0.667,0.0,0.0,0.0,26.0,3.6,0.0,0.0,23.6,169.0,106.0,18.8,200704010DET,2007-04-01 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindsey Hunter,6.766666666666667,2.0,4.0,0.5,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-4.0,Reserve,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,142.0,114.0,18.3,200704010DET,2007-04-01 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale Davis,6.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,-2.0,Reserve,,,,,0.0,22.8,10.8,0.0,0.0,28.2,100.0,7.8,0.0,85.0,-8.1,200704010DET,2007-04-01 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Maxiell,2.2,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,Reserve,0.0,0.0,0.0,0.0,0.0,64.2,30.3,0.0,0.0,0.0,0.0,22.1,0.0,95.0,-20.8,200704010DET,2007-04-01 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luol Deng,43.1,12.0,22.0,0.545,0.0,0.0,,6.0,6.0,1.0,1.0,5.0,6.0,2.0,1.0,0.0,2.0,2.0,30.0,15.0,Starter,0.609,0.545,0.0,0.273,2.7,14.3,8.4,8.4,1.2,0.0,7.5,27.4,123.0,107.0,3.1,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirk Hinrich,37.8,8.0,16.0,0.5,1.0,4.0,0.25,5.0,5.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,22.0,8.0,Starter,0.604,0.531,0.25,0.313,3.1,6.5,4.8,12.8,2.7,1.8,9.9,23.7,122.0,105.0,5.2,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Wallace,36.416666666666664,2.0,3.0,0.667,0.0,0.0,,1.0,2.0,0.5,3.0,6.0,9.0,0.0,0.0,3.0,3.0,1.0,5.0,11.0,Starter,0.644,0.667,0.0,0.667,9.6,20.3,14.8,0.0,0.0,5.6,43.6,8.4,86.0,104.0,-2.7,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Gordon,35.46666666666667,6.0,14.0,0.429,2.0,5.0,0.4,1.0,2.0,0.5,0.0,3.0,3.0,7.0,2.0,0.0,4.0,4.0,15.0,7.0,Starter,0.504,0.5,0.357,0.143,0.0,10.4,5.1,29.7,2.9,0.0,21.2,23.6,95.0,105.0,-0.8,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.J. Brown,23.333333333333332,3.0,8.0,0.375,0.0,0.0,,2.0,2.0,1.0,5.0,4.0,9.0,1.0,0.0,1.0,1.0,3.0,8.0,13.0,Starter,0.45,0.375,0.0,0.25,25.1,21.1,23.1,6.1,0.0,2.9,10.1,18.7,113.0,106.0,-2.8,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Duhon,26.033333333333335,5.0,9.0,0.556,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,11.0,0.0,Reserve,0.611,0.611,0.222,0.0,0.0,4.7,2.3,12.0,4.0,0.0,0.0,15.3,135.0,104.0,4.5,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrus Thomas,25.516666666666666,3.0,9.0,0.333,0.0,0.0,,2.0,5.0,0.4,2.0,6.0,8.0,3.0,1.0,3.0,0.0,3.0,8.0,2.0,Reserve,0.357,0.333,0.0,0.556,9.2,28.9,18.8,16.4,2.0,8.1,0.0,19.4,99.0,96.0,3.1,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Allen,7.433333333333334,1.0,2.0,0.5,0.0,0.0,,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,-9.0,Reserve,0.798,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,179.0,114.0,1.3,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thabo Sefolosha,4.9,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-7.0,Reserve,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,18.1,0.0,104.0,-15.8,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Smith,44.35,9.0,22.0,0.409,1.0,4.0,0.25,5.0,6.0,0.833,3.0,9.0,12.0,3.0,1.0,5.0,2.0,5.0,24.0,-5.0,Starter,0.487,0.432,0.182,0.273,8.3,23.8,16.2,12.4,1.2,7.4,7.5,26.8,108.0,107.0,4.2,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
