player,year_min,year_max,pos,height,weight,birth_date,colleges,season,age,team_id,lg_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
B.J. Armstrong,1990,2000,,6-2,175,"September 9, 1967",Iowa,Career,,,NBA,747,341,23.8,3.8,8.0,.477,0.6,1.4,.425,3.2,6.6,.487,.513,1.6,1.9,.856,0.3,1.5,1.8,3.3,0.7,0.1,1.2,1.5,9.8
Bob Armstrong,1957,1957,,6-8,220,"June 17, 1933",Michigan State,Career,,,NBA,19,,5.8,0.6,1.9,.297,,,,,,,,0.3,0.6,.500,,,2.1,0.2,,,,0.7,1.5
Brandon Armstrong,2002,2004,,6-5,188,"June 16, 1980",Pepperdine,Career,,,NBA,108,0,6.5,0.9,2.7,.352,0.2,0.7,.333,0.7,2.0,.358,.395,0.1,0.2,.600,0.2,0.4,0.6,0.2,0.2,0.0,0.3,0.8,2.2
Curly Armstrong,1949,1951,,5-11,170,"November 1, 1918",Indiana,Career,,,TOT,153,,,2.3,7.7,.295,,,,,,,,2.3,3.3,.692,,,2.3,2.3,,,,3.0,6.8
Darrell Armstrong,1995,2008,,6-0,170,"June 22, 1968",Fayetteville State University,Career,,,NBA,840,337,23.7,3.2,7.7,.409,1.1,3.3,.334,2.1,4.5,.465,.480,1.7,2.0,.871,0.8,1.9,2.7,4.0,1.3,0.1,1.9,1.7,9.2
Hilton Armstrong,2007,2014,,6-11,235,"November 11, 1984",UConn,Career,,,NBA,292,40,11.6,1.2,2.4,.501,0.0,0.0,.286,1.2,2.3,.503,.502,0.6,1.1,.582,1.0,1.6,2.6,0.3,0.3,0.5,0.8,1.9,3.0
Tate Armstrong,1978,1979,,6-3,175,"October 5, 1955",Duke,Career,,,NBA,92,,10.6,1.7,3.8,.454,,,,,,,,0.3,0.4,.800,0.3,0.6,1.0,1.1,0.4,0.0,0.9,0.7,3.8
Jesse Arnelle,1956,1956,,6-5,220,"December 30, 1933",Penn State,Career,,,NBA,31,,13.2,1.7,5.3,.317,,,,,,,,1.4,2.2,.623,,,5.5,0.6,,,,1.9,4.7
Jay Arnette,1964,1966,,6-2,175,"December 19, 1938",Texas,Career,,,NBA,114,,10.3,1.4,3.9,.365,,,,,,,,0.9,1.1,.760,,,1.0,1.2,,,,2.0,3.7
Bob Arnzen,1970,1974,,6-5,205,"November 3, 1947",Notre Dame,Career,,,TOT,111,,8.6,1.7,3.7,.465,0.0,0.1,.200,1.7,3.7,.468,.466,0.5,0.7,.800,0.6,0.6,2.0,0.3,0.2,0.1,0.3,0.8,4.0
Carlos Arroyo,2002,2011,,6-2,202,"July 30, 1979",Florida International University,Career,,,NBA,569,191,18.7,2.5,5.7,.438,0.2,0.7,.338,2.3,5.0,.452,.459,1.4,1.7,.806,0.4,1.3,1.7,3.1,0.5,0.0,1.2,1.5,6.6
Darrell Arthur,2009,2018,,6-9,235,"March 25, 1988",Kansas,Career,,,NBA,503,106,17.8,2.7,6.2,.444,0.3,0.9,.352,2.4,5.3,.460,.470,0.7,0.9,.765,1.1,2.4,3.5,0.8,0.6,0.6,0.8,2.5,6.5
John Arthurs,1970,1970,,6-4,185,"August 15, 1947",Tulane,Career,,,NBA,11,,7.8,1.1,3.2,.343,,,,,,,,1.0,1.4,.733,,,1.3,1.5,,,,1.4,3.2
Jamel Artis,2018,2018,,6-7,213,"January 12, 1993",Pitt,Career,,,NBA,15,1,18.6,2.1,5.3,.392,0.5,1.9,.276,1.5,3.3,.460,.443,0.5,0.8,.583,0.3,2.3,2.5,1.2,0.1,0.2,0.5,0.7,5.1
Ömer Aşık,2011,2018,,7-0,255,"July 4, 1986",,Career,,,NBA,471,262,19.6,2.0,3.8,.528,0.0,0.0,.000,2.0,3.8,.528,.528,1.2,2.3,.551,2.2,4.9,7.1,0.6,0.4,0.7,1.2,2.0,5.3
Vincent Askew,1988,1998,,6-6,210,"February 28, 1966",Memphis,Career,,,NBA,467,27,20.0,2.6,5.4,.479,0.2,0.5,.300,2.4,4.9,.499,.494,1.7,2.3,.754,0.9,1.7,2.5,2.2,0.7,0.2,1.1,2.1,7.1
Keith Askins,1991,1999,,6-7,197,"December 15, 1967",Alabama,Career,,,NBA,486,80,16.4,1.4,3.5,.401,0.6,1.6,.355,0.8,1.9,.440,.483,0.5,0.6,.717,1.1,1.9,2.9,0.8,0.6,0.3,0.7,2.3,3.8
Don Asmonga,1954,1954,,6-2,185,"February 15, 1928",Alliance College,Career,,,NBA,7,,6.6,0.3,2.1,.133,,,,,,,,0.1,0.1,1.000,,,0.1,0.7,,,,1.7,0.7
Dick Atha,1956,1958,,6-2,190,"September 21, 1931",Indiana State University,Career,,,NBA,43,,10.4,1.2,3.1,.393,,,,,,,,0.7,0.9,.795,,,1.5,1.2,,,,1.5,3.2
Chucky Atkins,2000,2010,,5-11,160,"August 14, 1974",South Florida,Career,,,NBA,696,325,24.9,3.6,8.7,.412,1.3,3.7,.364,2.2,5.0,.447,.489,1.4,1.8,.772,0.3,1.4,1.7,3.4,0.7,0.1,1.5,1.8,9.9
Al Attles*,1961,1971,,6-0,175,"November 7, 1936",North Carolina A&T,Career,,,NBA,711,,25.1,3.5,7.8,.451,,,,,,,,1.9,3.0,.632,,,3.5,3.5,,,,3.4,8.9
Chet Aubuchon,1947,1947,,5-10,137,"May 18, 1916",Michigan State,Career,,,BAA,30,,,0.8,3.0,.253,,,,,,,,0.6,1.2,.543,,,,0.7,,,,1.5,2.2
Stacey Augmon,1992,2006,,6-8,205,"August 1, 1968",UNLV,Career,,,NBA,1001,472,21.6,3.0,6.5,.469,0.0,0.1,.152,3.0,6.4,.473,.470,1.9,2.6,.728,1.3,1.9,3.2,1.6,1.0,0.3,1.2,1.7,8.0
D.J. Augustin,2009,2021,,5-11,183,"November 10, 1987",Texas,Career,,,NBA,921,332,23.9,3.1,7.7,.411,1.3,3.4,.379,1.9,4.2,.437,.496,2.1,2.5,.867,0.3,1.6,1.9,4.0,0.6,0.0,1.5,1.4,9.7
James Augustine,2007,2008,,6-10,235,"February 27, 1984",Illinois,Career,,,NBA,27,0,5.8,0.7,1.4,.514,0.0,0.0,,0.7,1.4,.514,.514,0.1,0.3,.500,0.6,0.6,1.2,0.1,0.2,0.1,0.2,0.7,1.6
Isaac Austin,1992,2002,,6-10,255,"August 18, 1969",Arizona State,Career,,,NBA,432,166,19.3,3.0,6.7,.446,0.0,0.1,.176,3.0,6.6,.451,.448,1.6,2.4,.670,1.4,3.3,4.7,1.2,0.5,0.5,1.6,2.2,7.6
Johnny Austin,1967,1968,,6-0,170,"August 31, 1944",Boston College,Career,,,TOT,45,,16.7,2.5,6.7,.375,0.0,0.3,.000,2.5,6.4,.390,.375,2.5,3.5,.731,,,1.6,1.4,,,1.4,2.7,7.6
Ken Austin,1984,1984,,6-9,205,"July 15, 1961",Rice University,Career,,,NBA,7,0,4.0,0.9,1.9,.462,0.0,0.0,,0.9,1.9,.462,.462,0.0,0.0,,0.3,0.1,0.4,0.1,0.1,0.1,0.4,1.0,1.7
Deni Avdija,2021,2021,,6-9,210,"January 3, 2001",,Career,,,NBA,54,32,23.3,2.4,5.8,.417,1.0,3.1,.315,1.4,2.7,.535,.502,0.5,0.8,.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3
Anthony Avent,1993,2000,,6-9,235,"October 18, 1969",Seton Hall,Career,,,NBA,352,156,19.1,2.3,5.7,.403,0.0,0.0,.000,2.3,5.7,.404,.403,0.9,1.4,.686,1.6,2.9,4.5,0.8,0.5,0.6,1.2,2.3,5.6
Bird Averitt,1974,1978,,6-1,170,"July 22, 1952",Pepperdine,Career,,,TOT,366,,22.3,4.8,11.8,.405,0.2,1.0,.249,4.6,11.1,.414,.412,2.4,3.3,.743,0.5,1.3,1.9,2.9,0.9,0.2,2.5,2.3,12.1
William Avery,2000,2002,,6-2,197,"August 8, 1979",Duke,Career,,,NBA,142,1,8.5,1.0,2.9,.330,0.3,1.1,.255,0.7,1.8,.376,.378,0.5,0.6,.714,0.1,0.5,0.7,1.4,0.2,0.0,0.7,0.9,2.7
Dennis Awtrey,1971,1982,,6-10,235,"February 22, 1948",Santa Clara,Career,,,NBA,733,3,19.3,1.9,4.1,.459,0.0,0.0,,1.9,4.1,.459,.459,1.0,1.6,.652,1.3,2.9,4.6,2.0,0.4,0.3,1.1,2.3,4.8
Gustavo Ayón,2012,2014,,6-10,250,"April 1, 1985",,Career,,,NBA,135,41,16.7,2.1,3.9,.536,0.0,0.0,.000,2.1,3.9,.537,.536,0.5,1.0,.504,1.4,3.0,4.4,1.3,0.7,0.5,0.9,2.0,4.7
Jeff Ayres,2010,2016,,6-9,240,"April 29, 1987",Arizona State,Career,,,NBA,237,15,9.8,1.2,2.2,.553,0.0,0.0,.400,1.2,2.2,.554,.555,0.5,0.6,.776,0.8,1.8,2.7,0.4,0.2,0.3,0.6,1.5,2.9
Deandre Ayton,2019,2021,,6-11,250,"July 23, 1998",Arizona,Career,,,NBA,178,171,31.1,7.0,11.9,.588,0.0,0.2,.189,7.0,11.7,.595,.589,1.9,2.5,.756,3.4,7.3,10.6,1.7,0.7,1.2,1.7,2.9,16.0
Kelenna Azubuike,2007,2012,,6-5,220,"December 16, 1983",Kentucky,Career,,,NBA,208,84,24.2,3.9,8.4,.459,1.0,2.5,.409,2.8,5.9,.480,.519,1.8,2.3,.770,1.2,2.8,4.0,1.1,0.6,0.5,1.0,2.0,10.5
Udoka Azubuike,2021,2021,,6-10,280,"September 17, 1999",Kansas,Career,,,NBA,15,0,3.8,0.3,0.6,.444,0.0,0.0,,0.3,0.6,.444,.444,0.5,0.7,.800,0.3,0.6,0.9,0.0,0.1,0.3,0.2,0.6,1.1
