Player,MP,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,Starter,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y,GameID,DateTime,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM
Pascal Siakam,34.96666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010TOR,2019-03-01 20:00:00,4.0,8.0,0.5,2.0,4.0,0.5,6.0,8.0,0.75,0.0,4.0,4.0,4.0,0.0,0.0,3.0,4.0,16.0,19.0,0.694,0.625,0.5,1.0,0.0,14.1,7.4,13.9,0.0,0.0,20.7,19.1,115.0,123.0,-3.0
Kawhi Leonard,34.416666666666664,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010TOR,2019-03-01 20:00:00,14.0,22.0,0.636,2.0,4.0,0.5,8.0,8.0,1.0,0.0,3.0,3.0,5.0,3.0,0.0,2.0,1.0,38.0,14.0,0.745,0.682,0.182,0.364,0.0,10.7,5.7,27.4,4.2,0.0,7.3,36.8,137.0,114.0,14.3
Marc Gasol,32.28333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010TOR,2019-03-01 20:00:00,9.0,13.0,0.692,0.0,2.0,0.0,1.0,1.0,1.0,0.0,8.0,8.0,6.0,2.0,1.0,2.0,1.0,19.0,23.0,0.707,0.692,0.154,0.077,0.0,30.5,16.1,28.2,3.0,2.9,13.0,22.0,127.0,111.0,9.1
Danny Green,23.65,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010TOR,2019-03-01 20:00:00,4.0,5.0,0.8,3.0,4.0,0.75,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,11.0,13.0,1.1,1.1,0.8,0.0,0.0,5.2,2.7,5.5,0.0,0.0,16.7,11.7,155.0,125.0,4.4
Norman Powell,17.166666666666668,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010TOR,2019-03-01 20:00:00,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,-11.0,0.4,0.4,0.4,0.0,0.0,7.2,3.8,14.2,0.0,5.4,16.7,16.1,78.0,121.0,-7.1
Jeremy Lin,16.5,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010TOR,2019-03-01 20:00:00,4.0,8.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,-10.0,0.5,0.5,0.125,0.0,0.0,0.0,0.0,8.7,0.0,0.0,11.1,25.1,86.0,126.0,-11.1
Serge Ibaka,15.65,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010TOR,2019-03-01 20:00:00,0.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,6.0,7.0,0.0,0.0,1.0,0.0,3.0,2.0,-18.0,0.17,0.0,0.4,0.4,8.8,47.2,29.0,0.0,0.0,5.9,0.0,17.3,51.0,112.0,-16.3
OG Anunoby,13.8,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010TOR,2019-03-01 20:00:00,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,-14.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,6.7,92.0,121.0,-4.3
Patrick McCaw,11.216666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010TOR,2019-03-01 20:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,-12.0,,,,,12.2,0.0,5.8,0.0,12.8,0.0,100.0,4.1,73.0,97.0,8.2
Elfrid Payton,33.85,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,4.0,11.0,0.364,0.0,0.0,,0.0,0.0,,3.0,3.0,6.0,10.0,3.0,0.0,6.0,0.0,8.0,4.0,0.364,0.364,0.0,0.0,11.5,8.2,9.6,32.0,3.9,0.0,35.3,20.1,91.0,105.0,-5.4
Jrue Holiday,30.533333333333335,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,9.0,14.0,0.643,3.0,5.0,0.6,0.0,1.0,0.0,1.0,4.0,5.0,9.0,2.0,0.0,5.0,3.0,21.0,7.0,0.727,0.75,0.357,0.071,4.2,12.1,8.8,39.5,2.9,0.0,25.7,25.5,121.0,106.0,3.5
Kenrich Williams,28.116666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,,2.0,6.0,8.0,0.0,0.0,1.0,1.0,3.0,6.0,-1.0,1.0,1.0,1.0,0.0,9.2,19.7,15.3,0.0,0.0,2.8,25.0,5.7,142.0,109.0,-0.7
Julius Randle,27.85,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,8.0,14.0,0.571,1.0,3.0,0.333,5.0,7.0,0.714,1.0,2.0,3.0,3.0,0.0,0.0,2.0,2.0,22.0,7.0,0.644,0.607,0.214,0.5,4.7,6.6,5.8,14.3,0.0,0.0,10.5,27.4,125.0,115.0,-2.7
Anthony Davis,21.3,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,7.0,11.0,0.636,1.0,2.0,0.5,2.0,4.0,0.5,1.0,7.0,8.0,3.0,2.0,3.0,4.0,2.0,17.0,4.0,0.666,0.682,0.182,0.364,6.1,30.3,20.3,19.8,4.1,11.3,23.9,31.5,105.0,91.0,5.7
Frank Jackson,24.983333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,3.0,6.0,0.5,3.0,3.0,1.0,0.0,0.0,,0.0,5.0,5.0,0.0,1.0,0.0,3.0,1.0,9.0,13.0,0.75,0.75,0.5,0.0,0.0,18.5,10.8,0.0,1.8,0.0,33.3,14.4,84.0,107.0,-4.3
Darius Miller,22.366666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,3.0,7.0,0.429,2.0,6.0,0.333,0.0,0.0,,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,8.0,9.0,0.571,0.571,0.857,0.0,0.0,0.0,0.0,19.7,2.0,0.0,12.5,14.3,122.0,112.0,-0.7
E'Twaun Moore,21.85,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,5.0,9.0,0.556,4.0,5.0,0.8,6.0,6.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,2.0,4.0,20.0,17.0,0.859,0.778,0.556,0.667,0.0,12.7,7.4,16.9,4.0,0.0,14.7,25.0,151.0,104.0,9.8
Cheick Diallo,21.116666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,7.0,9.0,0.778,0.0,0.0,,1.0,2.0,0.5,2.0,9.0,11.0,1.0,2.0,0.0,0.0,1.0,15.0,12.0,0.759,0.778,0.0,0.222,12.3,39.3,28.1,6.7,4.1,0.0,0.0,18.7,159.0,95.0,8.6
Jahlil Okafor,8.016666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,-2.0,0.667,0.667,0.0,0.0,0.0,11.5,6.7,15.7,0.0,0.0,0.0,15.0,146.0,113.0,-0.5
Devin Booker,33.55,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,6.0,17.0,0.353,1.0,5.0,0.2,13.0,14.0,0.929,2.0,4.0,6.0,7.0,1.0,0.0,6.0,2.0,26.0,-12.0,0.561,0.382,0.294,0.824,5.5,15.5,9.6,31.9,1.3,0.0,20.6,33.3,105.0,123.0,-2.3
Kelly Oubre,30.183333333333334,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,8.0,22.0,0.364,1.0,8.0,0.125,2.0,3.0,0.667,2.0,3.0,5.0,2.0,4.0,0.0,2.0,4.0,19.0,-19.0,0.407,0.386,0.364,0.136,6.1,12.9,8.9,11.7,5.8,0.0,7.9,32.1,85.0,113.0,-5.9
Deandre Ayton,28.55,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,8.0,11.0,0.727,0.0,0.0,,0.0,0.0,,3.0,5.0,8.0,1.0,3.0,0.0,2.0,2.0,16.0,-1.0,0.727,0.727,0.0,0.0,9.7,22.7,15.1,6.3,4.6,0.0,15.4,17.4,124.0,115.0,1.9
Tyler Johnson,28.55,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,1.0,7.0,0.143,1.0,5.0,0.2,0.0,0.0,,1.0,2.0,3.0,5.0,1.0,1.0,2.0,0.0,3.0,-8.0,0.214,0.214,0.714,0.0,3.2,9.1,5.7,21.9,1.5,2.8,22.2,12.1,68.0,122.0,-7.1
Dragan Bender,16.55,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,3.0,4.0,0.75,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,8.0,-9.0,1.0,1.0,0.75,0.0,0.0,15.7,6.5,0.0,2.6,0.0,20.0,11.6,132.0,120.0,-0.3
Mikal Bridges,27.583333333333332,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,1.0,4.0,7.0,-1.0,1.215,1.25,0.5,1.0,0.0,9.4,3.9,19.1,4.8,0.0,25.8,5.4,180.0,116.0,3.8
Josh Jackson,21.683333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,2.0,8.0,0.25,0.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,1.0,6.0,1.0,0.338,0.25,0.25,0.25,0.0,17.9,7.5,18.7,0.0,0.0,18.4,19.2,72.0,126.0,-12.2
Richaun Holmes,19.45,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,3.0,7.0,0.429,0.0,0.0,,4.0,6.0,0.667,3.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,10.0,-13.0,0.519,0.429,0.0,0.857,14.2,6.7,11.1,7.6,4.5,4.1,9.4,21.0,113.0,114.0,-2.3
De'Anthony Melton,17.066666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,2.0,7.0,0.286,2.0,4.0,0.5,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,6.0,-5.0,0.429,0.429,0.571,0.0,0.0,15.2,6.3,16.4,2.6,0.0,12.5,18.0,86.0,121.0,-5.3
Troy Daniels,16.833333333333332,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010PHO,2019-03-01 21:00:00,5.0,9.0,0.556,4.0,6.0,0.667,1.0,1.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,15.0,-3.0,0.794,0.778,0.667,0.111,5.5,23.1,12.8,0.0,2.6,0.0,9.6,23.8,131.0,119.0,11.2
Landry Shamet,32.9,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,6.0,12.0,0.5,5.0,10.0,0.5,3.0,3.0,1.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,2.0,20.0,22.0,0.751,0.708,0.833,0.25,0.0,11.7,5.6,9.3,0.0,2.0,0.0,16.5,162.0,110.0,9.3
Shai Gilgeous-Alexander,32.38333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,6.0,13.0,0.462,3.0,3.0,1.0,0.0,0.0,,2.0,4.0,6.0,1.0,1.0,0.0,1.0,4.0,15.0,0.0,0.577,0.577,0.231,0.0,5.5,11.9,8.6,4.8,1.5,0.0,7.1,17.7,119.0,109.0,0.4
Patrick Beverley,31.266666666666666,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,5.0,8.0,0.625,2.0,3.0,0.667,0.0,0.0,,2.0,5.0,7.0,3.0,0.0,1.0,2.0,5.0,12.0,10.0,0.75,0.75,0.375,0.0,5.7,15.4,10.3,14.2,0.0,2.1,20.0,13.1,131.0,109.0,2.5
Danilo Gallinari,29.55,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,5.0,12.0,0.417,1.0,5.0,0.2,8.0,9.0,0.889,1.0,8.0,9.0,3.0,0.0,0.0,1.0,3.0,19.0,13.0,0.595,0.458,0.417,0.75,3.0,26.0,14.1,15.3,0.0,0.0,5.9,23.4,131.0,109.0,3.9
Ivica Zubac,18.066666666666666,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,4.0,9.0,0.444,0.0,0.0,,2.0,4.0,0.5,4.0,6.0,10.0,2.0,0.0,2.0,0.0,0.0,10.0,15.0,0.465,0.444,0.0,0.444,19.7,31.9,25.5,18.1,0.0,7.4,0.0,24.3,123.0,101.0,8.2
Montrezl Harrell,29.9,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,5.0,13.0,0.385,0.0,1.0,0.0,5.0,6.0,0.833,4.0,4.0,8.0,1.0,1.0,1.0,3.0,3.0,15.0,-10.0,0.48,0.385,0.077,0.462,11.9,12.8,12.3,5.0,1.6,2.2,16.1,25.5,98.0,106.0,-4.3
Lou Williams,28.166666666666668,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,6.0,17.0,0.353,0.0,5.0,0.0,5.0,9.0,0.556,1.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,17.0,-6.0,0.406,0.353,0.294,0.529,3.2,6.8,4.9,22.9,1.7,0.0,8.7,33.3,92.0,110.0,-4.5
JaMychal Green,19.516666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,3.0,7.0,0.429,1.0,3.0,0.333,1.0,2.0,0.5,2.0,8.0,10.0,0.0,1.0,1.0,1.0,2.0,8.0,-2.0,0.508,0.5,0.429,0.286,9.1,39.4,23.6,0.0,2.4,3.4,11.3,18.6,104.0,98.0,1.1
Garrett Temple,15.016666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,-4.0,0.0,0.0,1.0,0.0,0.0,6.4,3.1,24.0,0.0,0.0,0.0,2.7,116.0,113.0,-3.3
Tyrone Wallace,2.9,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.1,0.0,114.0,-26.8
Sindarius Thornwell,0.26666666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,115.0,-4.9
Harrison Barnes,37.9,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,5.0,10.0,0.5,1.0,2.0,0.5,4.0,4.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,4.0,15.0,-18.0,0.638,0.55,0.2,0.4,0.0,4.7,2.4,14.6,0.0,0.0,14.5,15.6,114.0,123.0,-3.0
Buddy Hield,35.766666666666666,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,6.0,19.0,0.316,3.0,8.0,0.375,8.0,8.0,1.0,3.0,3.0,6.0,3.0,1.0,0.0,1.0,6.0,23.0,-13.0,0.511,0.395,0.421,0.421,8.1,7.5,7.7,12.2,1.3,0.0,4.3,28.2,110.0,119.0,-0.3
Bogdan Bogdanović,35.266666666666666,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,3.0,15.0,0.2,1.0,4.0,0.25,2.0,2.0,1.0,1.0,5.0,6.0,2.0,1.0,0.0,1.0,1.0,9.0,-13.0,0.283,0.233,0.267,0.133,2.7,12.6,7.9,7.4,1.3,0.0,5.9,20.5,65.0,117.0,-11.1
Willie Cauley-Stein,31.433333333333334,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,7.0,11.0,0.636,0.0,0.0,,2.0,4.0,0.5,2.0,10.0,12.0,1.0,0.0,4.0,1.0,2.0,16.0,-12.0,0.627,0.636,0.0,0.364,6.1,28.3,17.6,5.0,0.0,10.0,7.3,18.8,118.0,107.0,4.7
De'Aaron Fox,29.016666666666666,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,5.0,9.0,0.556,0.0,1.0,0.0,2.0,3.0,0.667,0.0,5.0,5.0,12.0,1.0,0.0,1.0,3.0,12.0,-2.0,0.581,0.556,0.111,0.333,0.0,15.3,8.0,60.7,1.6,0.0,8.8,16.7,130.0,115.0,5.4
Corey Brewer,18.85,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,4.0,5.0,0.8,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,8.0,4.0,0.8,0.8,0.2,0.0,5.1,4.7,4.9,24.8,2.5,0.0,0.0,11.4,168.0,117.0,6.8
Harry Giles,16.566666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,7.0,13.0,0.538,0.0,0.0,,1.0,2.0,0.5,1.0,4.0,5.0,2.0,1.0,0.0,1.0,1.0,15.0,5.0,0.54,0.538,0.0,0.154,5.8,21.5,13.9,28.0,2.9,0.0,6.7,38.5,101.0,110.0,6.2
Alec Burks,13.5,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,2.0,4.0,0.5,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,4.0,9.0,0.5,0.5,0.5,0.0,0.0,19.8,10.3,0.0,3.5,5.8,0.0,12.7,95.0,105.0,0.2
Nemanja Bjelica,13.1,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,5.0,9.0,0.625,0.625,0.75,0.0,0.0,20.4,10.6,0.0,0.0,18.0,0.0,13.1,115.0,105.0,5.6
Yogi Ferrell,8.566666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010SAC,2019-03-01 22:00:00,0.0,3.0,0.0,0.0,0.0,,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,-4.0,0.258,0.0,0.0,0.667,0.0,20.8,10.8,0.0,0.0,0.0,20.5,24.4,44.0,116.0,-22.0
Giannis Antetokounmpo,32.5,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010LAL,2019-03-01 22:30:00,7.0,14.0,0.5,0.0,2.0,0.0,2.0,4.0,0.5,2.0,13.0,15.0,6.0,0.0,3.0,4.0,4.0,16.0,3.0,0.508,0.5,0.143,0.286,6.9,40.0,24.3,23.5,0.0,7.9,20.2,25.5,100.0,110.0,-0.9
Khris Middleton,32.18333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010LAL,2019-03-01 22:30:00,4.0,8.0,0.5,2.0,4.0,0.5,8.0,9.0,0.889,1.0,4.0,5.0,6.0,0.0,0.0,0.0,4.0,18.0,-3.0,0.753,0.625,0.5,1.125,3.5,12.4,8.2,21.3,0.0,0.0,0.0,15.6,174.0,121.0,5.2
Eric Bledsoe,30.883333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010LAL,2019-03-01 22:30:00,12.0,24.0,0.5,2.0,11.0,0.182,5.0,5.0,1.0,2.0,7.0,9.0,5.0,0.0,1.0,1.0,0.0,31.0,14.0,0.592,0.542,0.458,0.208,7.2,22.7,15.4,26.5,0.0,2.8,3.7,36.9,129.0,117.0,6.6
Malcolm Brogdon,27.766666666666666,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010LAL,2019-03-01 22:30:00,8.0,13.0,0.615,3.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,21.0,9.0,0.756,0.731,0.231,0.154,0.0,7.2,3.8,20.2,0.0,0.0,0.0,20.9,160.0,123.0,8.5
Brook Lopez,20.3,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010LAL,2019-03-01 22:30:00,4.0,8.0,0.5,3.0,6.0,0.5,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,11.0,0.0,0.688,0.688,0.75,0.0,0.0,14.8,7.8,0.0,0.0,4.2,20.0,20.6,99.0,118.0,-2.0
Pat Connaughton,25.716666666666665,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010LAL,2019-03-01 22:30:00,4.0,6.0,0.667,1.0,2.0,0.5,0.0,0.0,,4.0,1.0,5.0,4.0,0.0,1.0,1.0,1.0,9.0,13.0,0.75,0.75,0.333,0.0,17.4,3.9,10.3,18.4,0.0,3.3,14.3,11.4,157.0,120.0,5.9
Ersan İlyasova,23.666666666666668,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010LAL,2019-03-01 22:30:00,4.0,8.0,0.5,2.0,4.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,12.0,18.0,0.676,0.625,0.5,0.25,0.0,8.5,4.5,5.1,4.0,0.0,10.1,17.5,124.0,113.0,1.4
Nikola Mirotić,22.083333333333332,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010LAL,2019-03-01 22:30:00,4.0,7.0,0.571,1.0,4.0,0.25,2.0,2.0,1.0,1.0,4.0,5.0,2.0,1.0,0.0,2.0,1.0,11.0,5.0,0.698,0.643,0.571,0.286,5.1,18.1,11.9,11.1,2.1,0.0,20.2,18.7,120.0,116.0,1.4
Tony Snell,22.0,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010LAL,2019-03-01 22:30:00,1.0,5.0,0.2,0.0,4.0,0.0,0.0,0.0,,1.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.2,0.2,0.8,0.0,5.1,13.6,9.6,9.5,2.1,0.0,0.0,9.5,83.0,117.0,-6.3
Isaiah Canaan,2.9,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903010LAL,2019-03-01 22:30:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,,,,,0.0,34.5,18.2,0.0,0.0,0.0,,0.0,0.0,117.0,-5.0
Rajon Rondo,39.9,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010LAL,2019-03-01 22:30:00,7.0,19.0,0.368,4.0,12.0,0.333,2.0,2.0,1.0,2.0,6.0,8.0,9.0,2.0,0.0,3.0,5.0,20.0,-17.0,0.503,0.474,0.632,0.105,5.0,16.8,10.6,28.8,2.4,0.0,13.1,24.4,106.0,125.0,-0.3
Brandon Ingram,39.25,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010LAL,2019-03-01 22:30:00,13.0,21.0,0.619,1.0,4.0,0.25,4.0,5.0,0.8,1.0,7.0,8.0,2.0,0.0,1.0,0.0,3.0,31.0,-11.0,0.668,0.643,0.19,0.238,2.5,19.9,10.8,8.1,0.0,2.3,0.0,25.1,135.0,129.0,4.4
LeBron James,38.81666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903010LAL,2019-03-01 22:30:00,10.0,19.0,0.526,3.0,8.0,0.375,8.0,10.0,0.8,2.0,5.0,7.0,10.0,1.0,0.0,3.0,2.0,31.0,-4.0,0.662,0.605,0.421,0.526,5.2,14.4,9.5,36.8,1.2,0.0,11.4,28.9,131.0,129.0,9.9
