Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime
Nazr Mohammed,1.2666666666666666,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-2,Reserve,0.0,0.0,0.0,0.0,0.0,94.7,44.1,0.0,0.0,0.0,0.0,37.2,0,69,-42.0,200706020CLE,2007-06-02 20:30:00
Jason Maxiell,1.05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,125,-5.7,200706020CLE,2007-06-02 20:30:00
LeBron James,46.2,3,11,0.273,0,2,0.0,14,19,0.737,2,12,14,8,2,2,3,1,20,13,Starter,0.517,0.273,0.182,1.727,5.2,27.1,16.9,33.4,2.4,3.2,13.4,21.3,121,86,11.4,200706020CLE,2007-06-02 20:30:00
Larry Hughes,28.483333333333334,3,8,0.375,2,4,0.5,1,2,0.5,0,3,3,4,1,0,2,0,9,2,Starter,0.507,0.5,0.5,0.25,0.0,11.0,5.9,29.4,1.9,0.0,18.4,16.8,105,95,5.0,200706020CLE,2007-06-02 20:30:00
Drew Gooden,26.2,3,9,0.333,0,0,,1,2,0.5,2,2,4,0,0,0,4,2,7,5,Starter,0.354,0.333,0.0,0.222,9.2,8.0,8.5,0.0,0.0,0.0,28.8,23.3,61,100,-13.3,200706020CLE,2007-06-02 20:30:00
Zydrunas Ilgauskas,22.583333333333332,5,9,0.556,0,0,,1,1,1.0,7,5,12,0,1,1,1,3,11,-8,Starter,0.583,0.556,0.0,0.111,37.2,23.1,29.7,0.0,2.4,3.3,9.6,20.3,130,87,7.5,200706020CLE,2007-06-02 20:30:00
Sasha Pavlović,20.933333333333334,2,7,0.286,1,2,0.5,3,4,0.75,0,2,2,1,0,0,4,5,8,0,Starter,0.457,0.357,0.286,0.571,0.0,10.0,5.3,9.8,0.0,0.0,31.3,26.8,73,99,-13.4,200706020CLE,2007-06-02 20:30:00
Daniel Gibson,29.033333333333335,7,9,0.778,5,5,1.0,12,15,0.8,2,4,6,2,0,0,2,5,31,19,Reserve,0.994,1.056,0.556,1.667,8.3,14.4,11.5,20.1,0.0,0.0,11.4,26.6,174,98,27.1,200706020CLE,2007-06-02 20:30:00
Anderson Varejão,28.066666666666666,3,9,0.333,0,0,,1,3,0.333,3,4,7,0,2,0,1,4,7,21,Reserve,0.339,0.333,0.0,0.333,12.8,14.9,13.9,0.0,3.9,0.0,8.8,17.7,84,89,-3.8,200706020CLE,2007-06-02 20:30:00
Damon Jones,19.516666666666666,1,6,0.167,0,5,0.0,0,0,,0,2,2,4,0,0,0,1,2,14,Reserve,0.167,0.167,0.833,0.0,0.0,10.7,5.7,38.5,0.0,0.0,0.0,13.5,85,99,-4.0,200706020CLE,2007-06-02 20:30:00
Donyell Marshall,12.333333333333334,1,4,0.25,1,3,0.333,0,0,,1,2,3,0,0,1,0,3,3,13,Reserve,0.375,0.375,0.75,0.0,9.7,16.9,13.6,0.0,0.0,6.1,0.0,14.3,107,92,-1.4,200706020CLE,2007-06-02 20:30:00
Eric Snow,6.65,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1,Reserve,,,,,0.0,0.0,0.0,0.0,8.2,0.0,,0.0,0,86,6.6,200706020CLE,2007-06-02 20:30:00
LeBron James,44.0,4,16,0.25,2,6,0.333,4,4,1.0,1,6,7,4,1,1,6,1,14,-5,Starter,0.394,0.313,0.375,0.25,2.8,18.2,10.2,17.0,1.4,1.8,25.3,29.6,72,107,-4.0,200706070SAS,2007-06-07 21:00:00
Sasha Pavlović,36.833333333333336,6,12,0.5,0,1,0.0,1,2,0.5,2,3,5,0,0,0,1,2,13,-5,Starter,0.505,0.5,0.083,0.167,6.7,10.9,8.7,0.0,0.0,0.0,7.2,20.6,103,114,-2.1,200706070SAS,2007-06-07 21:00:00
Drew Gooden,25.8,6,9,0.667,0,0,,2,2,1.0,1,3,4,0,1,0,2,4,14,-5,Starter,0.709,0.667,0.0,0.222,4.8,15.5,9.9,0.0,2.4,0.0,16.8,25.2,120,107,3.7,200706070SAS,2007-06-07 21:00:00
Zydrunas Ilgauskas,23.433333333333334,1,8,0.125,0,0,,0,0,,2,4,6,1,1,1,0,2,2,-18,Starter,0.125,0.125,0.0,0.0,10.5,22.8,16.4,7.3,2.6,3.5,0.0,18.7,51,102,-6.8,200706070SAS,2007-06-07 21:00:00
Larry Hughes,23.433333333333334,1,5,0.2,0,1,0.0,0,0,,0,3,3,0,0,0,0,2,2,-18,Starter,0.2,0.2,0.2,0.0,0.0,17.1,8.2,0.0,0.0,0.0,0.0,11.7,46,112,-11.1,200706070SAS,2007-06-07 21:00:00
Anderson Varejão,31.033333333333335,3,6,0.5,0,0,,4,7,0.571,3,1,4,0,0,0,1,3,10,5,Reserve,0.551,0.5,0.0,1.167,11.9,4.3,8.2,0.0,0.0,0.0,9.9,17.8,114,117,-2.5,200706070SAS,2007-06-07 21:00:00
Daniel Gibson,27.8,7,9,0.778,2,3,0.667,0,0,,0,1,1,4,4,0,0,1,16,4,Reserve,0.889,0.889,0.333,0.0,0.0,4.8,2.3,38.6,8.8,0.0,0.0,17.7,186,98,30.0,200706070SAS,2007-06-07 21:00:00
Donyell Marshall,15.5,2,5,0.4,1,4,0.25,0,0,,0,2,2,0,1,0,1,1,5,3,Reserve,0.5,0.5,0.8,0.0,0.0,17.2,8.3,0.0,4.0,0.0,16.7,21.2,85,103,0.3,200706070SAS,2007-06-07 21:00:00
Damon Jones,11.933333333333334,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,119,-5.7,200706070SAS,2007-06-07 21:00:00
Eric Snow,0.23333333333333334,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,119,-6.5,200706070SAS,2007-06-07 21:00:00
Bruce Bowen,40.45,2,6,0.333,2,4,0.5,0,0,,1,2,3,1,0,0,1,1,6,12,Starter,0.5,0.5,0.667,0.0,3.3,6.1,4.7,3.8,0.0,0.0,14.3,8.6,104,105,-1.5,200706070SAS,2007-06-07 21:00:00
Tim Duncan,39.166666666666664,10,17,0.588,0,0,,4,5,0.8,5,8,13,1,2,5,2,2,24,8,Starter,0.625,0.588,0.0,0.294,17.0,25.1,21.2,5.6,3.1,11.1,9.4,27.1,128,83,15.7,200706070SAS,2007-06-07 21:00:00
Tony Parker,38.06666666666667,12,23,0.522,0,0,,3,6,0.5,1,3,4,7,2,0,4,1,27,3,Starter,0.527,0.522,0.0,0.261,3.5,9.7,6.7,46.8,3.2,0.0,13.5,38.9,108,97,9.7,200706070SAS,2007-06-07 21:00:00
Michael Finley,19.95,1,7,0.143,0,4,0.0,0,0,,0,3,3,0,0,0,0,1,2,4,Starter,0.143,0.143,0.571,0.0,0.0,18.5,9.6,0.0,0.0,0.0,0.0,17.5,39,101,-15.2,200706070SAS,2007-06-07 21:00:00
Fabricio Oberto,17.05,0,2,0.0,0,0,,0,0,,2,2,4,2,0,0,1,3,0,7,Starter,0.0,0.0,0.0,0.0,15.6,14.4,15.0,16.6,0.0,0.0,33.3,8.8,64,102,-7.0,200706070SAS,2007-06-07 21:00:00
Manu Ginóbili,28.383333333333333,5,12,0.417,3,5,0.6,3,4,0.75,0,8,8,0,1,0,2,3,16,9,Reserve,0.581,0.542,0.417,0.333,0.0,34.7,18.0,0.0,2.2,0.0,12.7,27.8,109,91,4.4,200706070SAS,2007-06-07 21:00:00
Robert Horry,23.0,1,3,0.333,1,3,0.333,0,0,,0,1,1,6,1,0,3,2,3,-2,Reserve,0.5,0.5,1.0,0.0,0.0,5.4,2.8,39.2,2.7,0.0,50.0,13.0,85,99,5.9,200706070SAS,2007-06-07 21:00:00
Francisco Elson,15.783333333333333,2,2,1.0,0,0,,1,1,1.0,3,3,6,0,0,0,0,1,5,3,Reserve,1.025,1.0,0.0,0.5,25.3,23.4,24.3,0.0,0.0,0.0,0.0,7.7,212,100,8.5,200706070SAS,2007-06-07 21:00:00
Jacque Vaughn,9.933333333333334,1,3,0.333,0,0,,0,0,,1,0,1,1,0,0,0,0,2,6,Reserve,0.333,0.333,0.0,0.0,13.4,0.0,6.4,16.6,0.0,0.0,0.0,15.1,106,107,-1.4,200706070SAS,2007-06-07 21:00:00
Brent Barry,7.916666666666667,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-3,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.3,0,107,-16.9,200706070SAS,2007-06-07 21:00:00
Beno Udrih,0.3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,107,-5.6,200706070SAS,2007-06-07 21:00:00
LeBron James,38.0,9,21,0.429,0,2,0.0,7,11,0.636,3,4,7,6,1,0,6,3,25,-5,Starter,0.484,0.429,0.095,0.524,8.1,12.3,10.0,35.0,1.4,0.0,18.8,38.4,93,119,1.4,200706100SAS,2007-06-10 21:00:00
Sasha Pavlović,26.916666666666668,4,11,0.364,2,3,0.667,0,2,0.0,2,2,4,0,1,0,3,1,10,-23,Starter,0.421,0.455,0.273,0.182,7.6,8.7,8.1,0.0,2.0,0.0,20.2,25.3,74,119,-5.8,200706100SAS,2007-06-10 21:00:00
Drew Gooden,24.35,6,12,0.5,0,1,0.0,1,1,1.0,3,3,6,0,0,1,0,2,13,-12,Starter,0.523,0.5,0.083,0.083,12.6,14.4,13.4,0.0,0.0,3.7,0.0,23.4,119,119,2.4,200706100SAS,2007-06-10 21:00:00
Zydrunas Ilgauskas,21.8,3,8,0.375,0,0,,3,3,1.0,1,3,4,0,0,1,0,3,9,-19,Starter,0.483,0.375,0.0,0.375,4.7,16.1,10.0,0.0,0.0,4.2,0.0,19.6,112,118,-2.2,200706100SAS,2007-06-10 21:00:00
Larry Hughes,20.283333333333335,0,5,0.0,0,1,0.0,0,0,,0,2,2,2,1,0,2,1,0,-14,Starter,0.0,0.0,0.2,0.0,0.0,11.5,5.4,14.3,2.7,0.0,28.6,15.8,16,116,-14.9,200706100SAS,2007-06-10 21:00:00
Daniel Gibson,31.85,6,12,0.5,2,5,0.4,1,1,1.0,0,1,1,0,1,0,0,3,15,-1,Reserve,0.603,0.583,0.417,0.083,0.0,3.7,1.7,0.0,1.7,0.0,0.0,17.9,127,121,2.6,200706100SAS,2007-06-10 21:00:00
Anderson Varejão,28.366666666666667,2,2,1.0,0,0,,4,7,0.571,1,9,10,2,0,0,0,4,8,2,Reserve,0.787,1.0,0.0,3.5,3.6,37.1,19.2,11.4,0.0,0.0,0.0,8.2,170,114,5.0,200706100SAS,2007-06-10 21:00:00
Donyell Marshall,20.566666666666666,1,4,0.25,1,3,0.333,2,2,1.0,1,1,2,3,1,0,0,2,5,7,Reserve,0.512,0.375,0.75,0.5,5.0,5.7,5.3,22.8,2.7,0.0,0.0,10.9,138,118,6.8,200706100SAS,2007-06-10 21:00:00
Damon Jones,15.45,2,4,0.5,2,3,0.667,0,0,,1,2,3,0,0,0,0,0,6,19,Reserve,0.75,0.75,0.75,0.0,6.6,15.2,10.6,0.0,0.0,0.0,0.0,11.9,158,122,7.1,200706100SAS,2007-06-10 21:00:00
Eric Snow,10.583333333333334,0,1,0.0,0,0,,1,2,0.5,1,1,2,2,0,0,0,0,1,-9,Reserve,0.266,0.0,0.0,2.0,9.6,11.1,10.3,27.5,0.0,0.0,0.0,8.1,113,123,0.1,200706100SAS,2007-06-10 21:00:00
Ira Newble,0.9166666666666666,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,0,Reserve,0.0,0.0,1.0,0.0,0.0,100.0,59.5,0.0,0.0,0.0,0.0,50.0,0,85,-39.0,200706100SAS,2007-06-10 21:00:00
Scot Pollard,0.9166666666666666,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,126,-4.9,200706100SAS,2007-06-10 21:00:00
Bruce Bowen,40.61666666666667,1,9,0.111,1,6,0.167,0,0,,1,4,5,0,1,1,1,1,3,6,Starter,0.167,0.167,0.667,0.0,2.9,10.1,6.7,0.0,1.4,1.9,10.0,12.0,43,107,-9.1,200706100SAS,2007-06-10 21:00:00
Tim Duncan,35.95,9,16,0.563,0,0,,5,7,0.714,4,5,9,8,0,0,1,4,23,10,Starter,0.603,0.563,0.0,0.438,13.0,14.2,13.7,42.8,0.0,0.0,5.0,27.2,140,109,11.3,200706100SAS,2007-06-10 21:00:00
Tony Parker,35.71666666666667,13,20,0.65,1,1,1.0,3,4,0.75,1,3,4,2,1,0,2,2,30,10,Starter,0.689,0.675,0.05,0.2,3.3,8.6,6.1,13.8,1.5,0.0,8.4,32.4,129,109,7.7,200706100SAS,2007-06-10 21:00:00
Fabricio Oberto,20.316666666666666,2,3,0.667,0,0,,0,2,0.0,1,3,4,0,0,0,1,3,4,1,Starter,0.515,0.667,0.0,0.667,5.8,15.1,10.7,0.0,0.0,0.0,20.5,11.7,85,109,-8.8,200706100SAS,2007-06-10 21:00:00
Michael Finley,14.6,1,4,0.25,0,3,0.0,0,0,,1,0,1,2,1,0,1,2,2,3,Starter,0.25,0.25,0.75,0.0,8.0,0.0,3.7,19.5,3.8,0.0,20.0,16.7,75,107,-6.8,200706100SAS,2007-06-10 21:00:00
Manu Ginóbili,28.116666666666667,5,11,0.455,4,6,0.667,11,11,1.0,0,6,6,2,3,0,3,5,25,17,Reserve,0.789,0.636,0.545,1.0,0.0,21.8,11.6,12.0,5.9,0.0,15.9,32.7,140,93,15.8,200706100SAS,2007-06-10 21:00:00
Robert Horry,26.433333333333334,1,3,0.333,1,2,0.5,2,2,1.0,2,7,9,4,0,5,0,3,5,27,Reserve,0.644,0.5,0.667,0.667,8.9,27.0,18.6,20.6,0.0,14.6,0.0,7.2,172,94,15.8,200706100SAS,2007-06-10 21:00:00
Francisco Elson,13.3,3,3,1.0,0,0,,0,0,,2,1,3,0,0,0,1,3,6,-16,Reserve,1.0,1.0,0.0,0.0,17.6,7.7,12.3,0.0,0.0,0.0,25.0,14.7,144,111,-0.9,200706100SAS,2007-06-10 21:00:00
Jacque Vaughn,12.283333333333333,1,2,0.5,0,0,,0,0,,0,3,3,2,0,0,0,0,2,1,Reserve,0.5,0.5,0.0,0.0,0.0,24.9,13.3,23.6,0.0,0.0,0.0,7.9,136,106,-0.2,200706100SAS,2007-06-10 21:00:00
Brent Barry,11.75,1,6,0.167,1,6,0.167,0,0,,0,2,2,1,0,0,0,0,3,-4,Reserve,0.25,0.25,1.0,0.0,0.0,17.4,9.3,12.4,0.0,0.0,0.0,24.9,69,109,-11.7,200706100SAS,2007-06-10 21:00:00
Beno Udrih,0.9166666666666666,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,116,-6.9,200706100SAS,2007-06-10 21:00:00
Bruce Bowen,43.65,4,6,0.667,4,5,0.8,1,4,0.25,0,9,9,1,1,0,1,1,13,-3,Starter,0.838,1.0,0.833,0.667,0.0,20.2,11.1,4.7,1.4,0.0,11.4,10.8,134,87,8.9,200706120CLE,2007-06-12 21:00:00
Tony Parker,38.95,7,17,0.412,1,3,0.333,2,4,0.5,1,4,5,3,0,0,3,0,17,1,Starter,0.453,0.441,0.176,0.235,3.1,10.1,6.9,19.1,0.0,0.0,13.8,30.1,86,95,-1.6,200706120CLE,2007-06-12 21:00:00
Tim Duncan,33.9,6,17,0.353,0,0,,2,2,1.0,2,7,9,3,1,2,2,4,14,0,Starter,0.391,0.353,0.0,0.118,7.1,20.2,14.3,21.8,1.8,4.7,10.1,31.6,84,83,2.0,200706120CLE,2007-06-12 21:00:00
Michael Finley,23.95,3,7,0.429,1,3,0.333,0,0,,0,2,2,1,4,0,1,1,7,-8,Starter,0.5,0.5,0.429,0.0,0.0,8.2,4.5,9.1,9.9,0.0,12.5,18.0,90,76,10.8,200706120CLE,2007-06-12 21:00:00
Fabricio Oberto,20.533333333333335,3,7,0.429,0,0,,0,0,,1,3,4,0,0,0,2,3,6,5,Starter,0.429,0.429,0.0,0.0,5.8,14.3,10.5,0.0,0.0,0.0,22.2,23.6,69,93,-10.0,200706120CLE,2007-06-12 21:00:00
Manu Ginóbili,27.183333333333334,0,7,0.0,0,3,0.0,3,4,0.75,0,4,4,5,0,0,3,2,3,7,Reserve,0.171,0.0,0.429,0.571,0.0,14.4,7.9,31.5,0.0,0.0,25.5,23.3,51,93,-12.2,200706120CLE,2007-06-12 21:00:00
Robert Horry,19.666666666666668,1,1,1.0,1,1,1.0,0,0,,1,4,5,2,0,0,0,1,3,3,Reserve,1.5,1.5,1.0,0.0,6.1,19.9,13.7,19.1,0.0,0.0,0.0,2.7,263,90,10.7,200706120CLE,2007-06-12 21:00:00
Brent Barry,17.45,3,5,0.6,3,4,0.75,0,0,,1,1,2,0,1,0,1,1,9,13,Reserve,0.9,0.9,0.8,0.0,6.9,5.6,6.2,0.0,3.4,0.0,16.7,18.5,133,91,15.2,200706120CLE,2007-06-12 21:00:00
Jacque Vaughn,8.966666666666667,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,1,2,2,Reserve,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,200,101,-1.4,200706120CLE,2007-06-12 21:00:00
Francisco Elson,5.75,0,0,,0,0,,1,2,0.5,1,0,1,0,0,0,1,1,1,-5,Reserve,0.568,,,,20.9,0.0,9.4,0.0,0.0,0.0,53.2,17.6,77,100,-12.9,200706120CLE,2007-06-12 21:00:00
LeBron James,41.983333333333334,9,23,0.391,0,5,0.0,7,8,0.875,0,8,8,7,2,1,5,3,25,4,Starter,0.471,0.391,0.217,0.348,0.0,22.9,10.3,42.8,2.8,2.3,15.9,36.9,92,88,9.7,200706120CLE,2007-06-12 21:00:00
Sasha Pavlović,41.733333333333334,5,15,0.333,2,6,0.333,1,2,0.5,0,0,0,3,0,0,1,3,13,-1,Starter,0.409,0.4,0.4,0.133,0.0,0.0,0.0,14.8,0.0,0.0,5.9,19.9,89,103,-2.4,200706120CLE,2007-06-12 21:00:00
Daniel Gibson,36.11666666666667,1,10,0.1,0,5,0.0,0,0,,0,3,3,1,1,0,0,0,2,-11,Starter,0.1,0.1,0.5,0.0,0.0,10.0,4.5,4.8,1.6,0.0,0.0,13.6,31,97,-9.3,200706120CLE,2007-06-12 21:00:00
Drew Gooden,32.68333333333333,5,11,0.455,0,0,,3,4,0.75,4,8,12,1,0,1,2,6,13,0,Starter,0.509,0.455,0.0,0.364,12.0,29.4,19.8,6.8,0.0,3.0,13.6,22.2,101,91,0.8,200706120CLE,2007-06-12 21:00:00
Zydrunas Ilgauskas,32.2,6,13,0.462,0,0,,0,1,0.0,10,8,18,0,1,1,3,2,12,-4,Starter,0.446,0.462,0.0,0.077,30.4,29.8,30.1,0.0,1.8,3.0,18.2,25.1,90,88,1.2,200706120CLE,2007-06-12 21:00:00
Damon Jones,17.85,1,2,0.5,1,2,0.5,0,0,,0,1,1,2,0,0,0,1,3,-5,Reserve,0.75,0.75,1.0,0.0,0.0,6.7,3.0,20.4,0.0,0.0,0.0,5.5,165,101,2.5,200706120CLE,2007-06-12 21:00:00
Eric Snow,16.633333333333333,0,0,,0,0,,0,0,,0,1,1,5,1,0,0,0,0,1,Reserve,,,,,0.0,7.2,3.2,49.8,3.6,0.0,,0.0,210,93,8.3,200706120CLE,2007-06-12 21:00:00
Anderson Varejão,14.633333333333333,2,4,0.5,0,0,,0,0,,1,3,4,0,2,2,1,1,4,3,Reserve,0.5,0.5,0.0,0.0,6.7,24.6,14.7,0.0,8.1,13.4,20.0,16.8,83,67,11.1,200706120CLE,2007-06-12 21:00:00
Donyell Marshall,6.183333333333334,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,1,0,-2,Reserve,0.0,0.0,1.0,0.0,0.0,19.4,8.7,0.0,0.0,0.0,0.0,8.0,0,97,-13.7,200706120CLE,2007-06-12 21:00:00
Bruce Bowen,42.13333333333333,1,6,0.167,0,3,0.0,0,0,,1,4,5,3,0,0,0,4,2,0,Starter,0.167,0.167,0.5,0.0,2.8,9.9,6.5,12.3,0.0,0.0,0.0,7.0,71,102,-3.0,200706140CLE,2007-06-14 21:00:00
Tim Duncan,40.13333333333333,4,15,0.267,0,0,,4,10,0.4,5,10,15,3,2,2,6,3,12,6,Starter,0.309,0.267,0.0,0.667,14.6,26.0,20.6,14.8,2.8,3.9,23.6,31.3,65,86,-4.1,200706140CLE,2007-06-14 21:00:00
Tony Parker,38.6,10,14,0.714,2,3,0.667,2,5,0.4,0,7,7,1,0,0,3,2,24,2,Starter,0.741,0.786,0.214,0.357,0.0,18.9,10.0,7.5,0.0,0.0,15.6,24.6,120,98,7.7,200706140CLE,2007-06-14 21:00:00
Fabricio Oberto,25.4,3,5,0.6,0,0,,1,1,1.0,3,2,5,0,1,0,0,2,7,5,Starter,0.643,0.6,0.0,0.2,13.8,8.2,10.9,0.0,2.2,0.0,0.0,10.6,147,98,5.3,200706140CLE,2007-06-14 21:00:00
Michael Finley,15.65,1,5,0.2,0,2,0.0,2,3,0.667,0,2,2,0,0,0,0,0,4,-10,Starter,0.316,0.2,0.4,0.6,0.0,13.3,7.1,0.0,0.0,0.0,0.0,20.0,74,101,-5.5,200706140CLE,2007-06-14 21:00:00
Manu Ginóbili,33.43333333333333,8,19,0.421,3,9,0.333,8,11,0.727,1,4,5,3,1,0,1,5,27,13,Reserve,0.566,0.5,0.474,0.579,3.5,12.5,8.3,24.6,1.7,0.0,4.0,36.8,122,97,14.3,200706140CLE,2007-06-14 21:00:00
Robert Horry,19.033333333333335,0,2,0.0,0,2,0.0,1,2,0.5,1,2,3,1,0,0,2,1,1,-1,Reserve,0.174,0.0,1.0,1.0,6.2,11.0,8.7,8.7,0.0,0.0,41.0,12.7,42,101,-7.8,200706140CLE,2007-06-14 21:00:00
Francisco Elson,10.916666666666666,1,1,1.0,0,0,,2,2,1.0,0,0,0,0,1,0,1,0,4,1,Reserve,1.064,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.2,0.0,34.7,13.1,133,95,9.0,200706140CLE,2007-06-14 21:00:00
Jacque Vaughn,9.4,1,1,1.0,0,0,,0,0,,0,1,1,1,0,0,0,1,2,-1,Reserve,1.0,1.0,0.0,0.0,0.0,11.1,5.9,21.4,0.0,0.0,0.0,5.3,204,101,4.0,200706140CLE,2007-06-14 21:00:00
Brent Barry,5.3,0,0,,0,0,,0,0,,0,2,2,1,0,0,1,1,0,-10,Reserve,,,,,0.0,39.4,20.8,31.2,0.0,0.0,100.0,9.3,38,89,-8.6,200706140CLE,2007-06-14 21:00:00
LeBron James,46.483333333333334,10,30,0.333,2,7,0.286,2,6,0.333,0,6,6,10,0,0,6,1,24,2,Starter,0.368,0.367,0.233,0.2,0.0,15.1,7.1,47.6,0.0,0.0,15.5,39.5,76,101,-0.3,200706140CLE,2007-06-14 21:00:00
Daniel Gibson,43.56666666666667,4,10,0.4,2,6,0.333,0,0,,1,1,2,5,0,0,0,4,10,2,Starter,0.5,0.5,0.6,0.0,2.4,2.7,2.5,20.0,0.0,0.0,0.0,10.9,120,104,1.6,200706140CLE,2007-06-14 21:00:00
Drew Gooden,27.35,5,12,0.417,0,0,,1,1,1.0,4,7,11,0,0,0,1,2,11,-11,Starter,0.442,0.417,0.0,0.083,15.3,30.0,22.2,0.0,0.0,0.0,7.4,23.3,94,95,-1.1,200706140CLE,2007-06-14 21:00:00
Zydrunas Ilgauskas,25.8,3,8,0.375,0,0,,2,2,1.0,5,8,13,1,0,1,1,3,8,-10,Starter,0.45,0.375,0.0,0.25,20.2,36.3,27.8,7.0,0.0,3.8,10.1,18.2,106,91,1.7,200706140CLE,2007-06-14 21:00:00
