Player,MP,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y,GameID,DateTime,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus
Robert Horry,40.583333333333336,,,,,,,,,,,,,,,,,,,,Starter,0.363,0.333,0.333,0.333,2.9,15.2,9.9,15.3,3.9,3.0,0.0,7.5,113,98,5.7,,,,,,,,,,,,,,,,,,,,200206050LAL,2002-06-05 21:00:00,2.0,6.0,0.333,0.0,2.0,0.0,1.0,2.0,0.5,1.0,7.0,8.0,4.0,3.0,2.0,0.0,2.0,5.0,9.0
Shaquille O'Neal,40.2,,,,,,,,,,,,,,,,,,,,Starter,0.576,0.545,0.0,0.955,5.9,31.1,20.2,6.5,1.3,6.2,13.8,40.3,107,92,9.0,,,,,,,,,,,,,,,,,,,,200206050LAL,2002-06-05 21:00:00,12.0,22.0,0.545,0.0,0.0,,12.0,21.0,0.571,2.0,14.0,16.0,1.0,1.0,4.0,5.0,2.0,36.0,-3.0
Rick Fox,39.35,,,,,,,,,,,,,,,,,,,,Starter,0.658,0.625,0.125,0.75,15.0,6.8,10.4,13.8,2.7,0.0,15.8,14.4,129,106,4.4,,,,,,,,,,,,,,,,,,,,200206050LAL,2002-06-05 21:00:00,5.0,8.0,0.625,0.0,1.0,0.0,4.0,6.0,0.667,5.0,3.0,8.0,3.0,2.0,0.0,2.0,5.0,14.0,2.0
Derek Fisher,35.68333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.742,0.643,0.286,0.571,0.0,2.5,1.4,9.6,1.5,0.0,18.6,13.3,130,112,1.6,,,,,,,,,,,,,,,,,,,,200206050LAL,2002-06-05 21:00:00,4.0,7.0,0.571,1.0,2.0,0.5,4.0,4.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,13.0,10.0
Devean George,11.316666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.276,0.2,0.2,0.2,10.6,16.2,13.8,0.0,0.0,0.0,15.5,26.1,66,105,-17.7,,,,,,,,,,,,,,,,,,,,200206050LAL,2002-06-05 21:00:00,1.0,5.0,0.2,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0
Brian Shaw,11.1,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.5,0.0,21.3,0.0,9.2,66.1,0.0,5.6,0.0,8.1,119,112,10.4,,,,,,,,,,,,,,,,,,,,200206050LAL,2002-06-05 21:00:00,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,-11.0
Samaki Walker,7.716666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.5,0.5,0.0,0.0,43.9,44.4,44.2,0.0,0.0,7.7,50.0,22.3,74,85,-5.8,,,,,,,,,,,,,,,,,,,,200206050LAL,2002-06-05 21:00:00,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,3.0,4.0,7.0,0.0,0.0,1.0,2.0,1.0,2.0,8.0
Lindsey Hunter,6.15,,,,,,,,,,,,,,,,,,,,Reserve,0.333,0.333,0.333,0.0,19.5,0.0,8.4,0.0,0.0,0.0,0.0,22.3,97,113,-12.7,,,,,,,,,,,,,,,,,,,,200206050LAL,2002-06-05 21:00:00,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0
Stanislav Medvedenko,4.833333333333333,,,,,,,,,,,,,,,,,,,,Reserve,1.0,1.0,0.0,0.0,23.4,0.0,10.1,0.0,0.0,0.0,0.0,8.9,200,115,4.8,,,,,,,,,,,,,,,,,,,,200206050LAL,2002-06-05 21:00:00,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-6.0
Jason Kidd,38.483333333333334,,,,,,,,,,,,,,,,,,,,Starter,0.464,0.441,0.471,0.176,9.0,17.6,12.3,38.1,2.8,2.0,21.4,25.9,93,118,4.8,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,6.0,17.0,0.353,3.0,8.0,0.375,2.0,3.0,0.667,4.0,5.0,9.0,7.0,2.0,1.0,5.0,3.0,17.0,-18.0
Kenyon Martin,35.1,,,,,,,,,,,,,,,,,,,,Starter,0.307,0.25,0.125,0.5,5.0,11.8,7.6,10.1,4.6,0.0,29.1,17.0,58,116,-9.3,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,2.0,8.0,0.25,0.0,1.0,0.0,2.0,4.0,0.5,2.0,3.0,5.0,2.0,3.0,0.0,4.0,5.0,6.0,-7.0
Kerry Kittles,29.333333333333332,,,,,,,,,,,,,,,,,,,,Starter,0.554,0.553,0.474,0.211,3.0,9.5,5.5,32.9,3.7,2.7,4.6,32.5,118,117,15.0,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,9.0,19.0,0.474,3.0,9.0,0.333,2.0,4.0,0.5,1.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,23.0,-10.0
Keith Van Horn,24.4,,,,,,,,,,,,,,,,,,,,Starter,0.418,0.333,0.111,0.444,14.5,22.9,17.8,8.3,4.5,0.0,0.0,19.4,112,113,3.4,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,3.0,9.0,0.333,0.0,1.0,0.0,3.0,4.0,0.75,4.0,4.0,8.0,1.0,2.0,0.0,0.0,2.0,9.0,-15.0
Todd MacCulloch,14.866666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.333,0.333,0.0,0.0,11.6,27.4,17.8,0.0,3.6,5.2,25.0,11.5,70,110,-8.8,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,2.0,3.0,5.0,0.0,1.0,1.0,1.0,4.0,2.0,-10.0
Richard Jefferson,32.13333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.525,0.5,0.0,1.333,5.5,12.9,8.3,17.6,0.0,0.0,9.5,14.2,113,126,-1.0,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,3.0,6.0,0.5,0.0,0.0,,4.0,8.0,0.5,2.0,3.0,5.0,3.0,0.0,0.0,1.0,2.0,10.0,-18.0
Jason Collins,21.05,,,,,,,,,,,,,,,,,,,,Reserve,1.042,1.0,0.0,1.0,0.0,6.5,2.5,0.0,0.0,3.7,25.8,8.0,144,126,-3.5,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,6.0,-6.0
Lucious Harris,17.55,,,,,,,,,,,,,,,,,,,,Reserve,0.101,0.0,0.222,0.222,9.7,0.0,5.9,17.8,3.0,0.0,0.0,23.8,49,124,-11.6,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,0.0,9.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,-7.0
Aaron Williams,15.066666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.286,0.286,0.0,0.0,11.6,9.1,10.7,0.0,0.0,5.2,0.0,20.2,79,124,-8.9,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,2.0,7.0,0.286,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,-7.0
Anthony Johnson,9.65,,,,,,,,,,,,,,,,,,,,Reserve,0.4,0.4,0.0,0.0,8.7,13.7,10.7,0.0,0.0,0.0,0.0,21.6,97,126,-3.0,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,-5.0
Brian Scalabrine,1.25,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,130,-8.1,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
Donny Marshall,1.1166666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,0,130,-38.7,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
Robert Horry,42.65,,,,,,,,,,,,,,,,,,,,Starter,0.5,0.5,0.333,0.0,12.8,12.2,12.4,12.9,3.8,5.2,18.2,11.7,113,88,8.1,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,4.0,9.0,0.444,1.0,3.0,0.333,0.0,0.0,,4.0,6.0,10.0,4.0,3.0,3.0,2.0,2.0,9.0,16.0
Kobe Bryant,41.71666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.716,0.7,0.2,0.267,3.3,14.5,10.2,11.9,2.6,1.8,19.3,22.7,119,90,7.8,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,9.0,15.0,0.6,3.0,3.0,1.0,3.0,4.0,0.75,1.0,7.0,8.0,3.0,2.0,1.0,4.0,2.0,24.0,20.0
Shaquille O'Neal,40.8,,,,,,,,,,,,,,,,,,,,Starter,0.686,0.609,0.0,0.609,10.0,19.2,15.6,41.4,0.0,1.8,12.1,37.1,138,93,18.2,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,14.0,23.0,0.609,0.0,0.0,,12.0,14.0,0.857,3.0,9.0,12.0,8.0,0.0,1.0,4.0,2.0,40.0,35.0
Rick Fox,36.56666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.727,0.667,0.667,0.333,3.8,17.0,11.9,22.9,1.5,2.1,22.5,11.3,136,90,7.2,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,3.0,6.0,0.5,2.0,4.0,0.5,2.0,2.0,1.0,1.0,7.0,8.0,6.0,1.0,1.0,2.0,5.0,10.0,30.0
Derek Fisher,29.433333333333334,,,,,,,,,,,,,,,,,,,,Starter,0.558,0.556,0.333,0.444,9.5,9.0,9.2,15.3,0.0,0.0,15.7,20.2,112,99,-2.3,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,4.0,9.0,0.444,2.0,3.0,0.667,2.0,4.0,0.5,2.0,3.0,5.0,3.0,0.0,0.0,2.0,5.0,12.0,24.0
Brian Shaw,21.733333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.417,0.417,0.333,0.0,0.0,7.9,4.8,12.6,0.0,3.4,14.3,14.6,91,99,-3.1,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,2.0,6.0,0.333,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,5.0,2.0
Devean George,16.783333333333335,,,,,,,,,,,,,,,,,,,,Reserve,0.429,0.429,0.0,0.0,8.1,5.1,6.3,0.0,0.0,0.0,0.0,18.9,102,103,-6.5,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,3.0,7.0,0.429,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
Samaki Walker,5.016666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,18.4,0,104,-31.3,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-15.0
Lindsey Hunter,3.25,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0,107,-33.9,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Madsen,2.05,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,107,-3.2,,,,,,,,,,,,,,,,,,,,200206070LAL,2002-06-07 21:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Kobe Bryant,45.53333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.657,0.63,0.13,0.435,3.6,13.7,9.3,18.6,1.1,2.9,18.0,34.0,115,108,3.8,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,14.0,23.0,0.609,1.0,3.0,0.333,7.0,10.0,0.7,1.0,5.0,6.0,4.0,1.0,2.0,6.0,3.0,36.0,1.0
Shaquille O'Neal,41.78333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.661,0.632,0.0,0.895,19.7,18.0,18.8,9.8,0.0,6.4,7.0,31.8,136,106,9.5,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,12.0,19.0,0.632,0.0,0.0,,11.0,17.0,0.647,5.0,6.0,11.0,2.0,0.0,4.0,2.0,1.0,35.0,2.0
Rick Fox,37.233333333333334,,,,,,,,,,,,,,,,,,,,Starter,0.509,0.417,0.5,0.333,0.0,13.7,7.7,7.5,1.4,1.8,30.4,12.5,83,109,-2.9,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,2.0,6.0,0.333,1.0,3.0,0.333,2.0,2.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,7.0,1.0
Robert Horry,30.683333333333334,,,,,,,,,,,,,,,,,,,,Starter,0.75,0.75,0.75,0.0,0.0,28.5,16.2,13.7,4.9,2.2,42.9,10.6,96,100,5.5,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,2.0,4.0,0.5,2.0,3.0,0.667,0.0,0.0,,0.0,7.0,7.0,3.0,3.0,1.0,3.0,5.0,6.0,13.0
Derek Fisher,30.633333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.742,0.786,0.429,0.571,0.0,12.2,6.9,30.2,0.0,0.0,25.5,17.8,124,114,2.9,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,4.0,7.0,0.571,3.0,3.0,1.0,2.0,4.0,0.5,0.0,3.0,3.0,6.0,0.0,0.0,3.0,3.0,13.0,-4.0
Devean George,23.933333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.615,0.5,0.0,0.5,6.9,36.8,23.9,0.0,2.1,5.6,17.0,11.5,114,101,3.5,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,2.0,4.0,0.5,0.0,0.0,,2.0,2.0,1.0,1.0,7.0,8.0,0.0,1.0,2.0,1.0,3.0,6.0,-5.0
Brian Shaw,17.366666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.375,0.375,1.0,0.0,0.0,7.4,4.2,0.0,3.0,0.0,20.0,13.8,63,109,-5.0,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,7.0
Samaki Walker,6.216666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0,115,-13.4,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Stanislav Medvedenko,4.15,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,114,-12.3,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.0
Lindsey Hunter,2.466666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,113,-18.3,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
Jason Kidd,42.93333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.595,0.587,0.217,0.217,2.9,15.4,8.3,39.2,3.5,2.1,7.4,29.1,121,110,12.0,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,13.0,23.0,0.565,1.0,5.0,0.2,3.0,5.0,0.6,1.0,4.0,5.0,10.0,3.0,1.0,2.0,3.0,30.0,2.0
Kenyon Martin,42.93333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.662,0.647,0.059,0.353,2.9,11.5,6.7,14.5,2.3,4.3,20.3,26.4,108,112,4.7,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,11.0,17.0,0.647,0.0,1.0,0.0,4.0,6.0,0.667,1.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,26.0,2.0
Keith Van Horn,31.233333333333334,,,,,,,,,,,,,,,,,,,,Starter,0.5,0.5,0.286,0.0,0.0,26.7,11.6,13.8,0.0,3.0,0.0,20.8,105,115,0.7,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,6.0,14.0,0.429,2.0,4.0,0.5,0.0,0.0,,0.0,5.0,5.0,3.0,0.0,1.0,0.0,5.0,14.0,-21.0
Kerry Kittles,28.516666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.509,0.5,0.333,0.333,4.4,11.4,7.4,13.1,5.2,0.0,0.0,10.9,120,109,5.3,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,3.0,6.0,0.5,0.0,2.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,7.0,-14.0
Todd MacCulloch,13.783333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.563,0.5,0.0,0.25,0.0,11.8,5.1,0.0,0.0,6.6,18.4,35.7,88,114,-8.3,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,4.0,8.0,0.5,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,10.0,-7.0
Jason Collins,27.016666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.205,0.0,0.0,0.5,9.4,6.1,8.0,0.0,0.0,0.0,29.1,11.7,52,120,-14.3,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,0.0,4.0,0.0,0.0,0.0,,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0
Richard Jefferson,21.833333333333332,,,,,,,,,,,,,,,,,,,,Reserve,0.8,0.8,0.0,0.0,0.0,22.6,9.8,0.0,4.6,0.0,28.6,14.6,101,108,1.8,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,4.0,5.0,0.8,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,8.0,13.0
Lucious Harris,19.483333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.2,0.2,0.0,0.0,0.0,26.1,11.3,12.5,7.9,0.0,0.0,12.1,60,100,1.1,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,1.0,5.0,0.2,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,11.0
Aaron Williams,7.2,,,,,,,,,,,,,,,,,,,,Reserve,1.064,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,227,117,-7.9,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,1.0,1.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0
Anthony Johnson,5.066666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,122,-6.6,,,,,,,,,,,,,,,,,,,,200206090NJN,2002-06-09 20:30:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
Kobe Bryant,43.65,,,,,,,,,,,,,,,,,,,,Starter,0.6,0.5,0.188,0.688,0.0,14.2,8.2,29.7,2.4,0.0,4.6,24.7,132,118,3.7,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,7.0,16.0,0.438,2.0,3.0,0.667,9.0,11.0,0.818,0.0,6.0,6.0,8.0,2.0,0.0,1.0,4.0,25.0,6.0
