Player,MP,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y,GameID,DateTime,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus
Robert Horry,43.6,,,,,,,,,,,,,,,,,,,,Starter,0.888,0.8,0.6,0.8,3.2,7.1,5.5,19.4,2.4,1.3,12.9,8.8,170,119,7.2,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,3.0,5.0,0.6,2.0,3.0,0.667,4.0,4.0,1.0,1.0,3.0,4.0,6.0,2.0,1.0,1.0,4.0,12.0,-3.0
Shaquille O'Neal,43.4,,,,,,,,,,,,,,,,,,,,Starter,0.629,0.6,0.0,0.8,9.8,17.0,14.0,18.9,1.3,2.7,10.0,34.8,123,117,4.4,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,12.0,20.0,0.6,0.0,0.0,,10.0,16.0,0.625,3.0,7.0,10.0,4.0,1.0,2.0,3.0,2.0,34.0,11.0
Derek Fisher,36.3,,,,,,,,,,,,,,,,,,,,Starter,0.597,0.6,0.4,0.2,0.0,14.5,8.3,17.6,0.0,0.0,0.0,15.1,130,123,-1.1,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,5.0,10.0,0.5,2.0,4.0,0.5,1.0,2.0,0.5,0.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,13.0,1.0
Rick Fox,32.56666666666667,,,,,,,,,,,,,,,,,,,,Starter,1.031,1.0,1.0,0.667,0.0,16.3,9.4,13.2,3.4,0.0,50.8,12.3,97,116,0.6,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,2.0,3.0,0.667,2.0,3.0,0.667,2.0,2.0,1.0,0.0,5.0,5.0,3.0,2.0,0.0,4.0,2.0,8.0,13.0
Devean George,19.833333333333332,,,,,,,,,,,,,,,,,,,,Reserve,0.786,0.786,0.571,0.0,14.1,20.9,18.0,0.0,0.0,0.0,0.0,17.4,151,121,6.7,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,4.0,7.0,0.571,3.0,4.0,0.75,0.0,0.0,,2.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0
Brian Shaw,14.65,,,,,,,,,,,,,,,,,,,,Reserve,0.333,0.333,0.222,0.0,9.4,7.0,8.0,35.0,0.0,0.0,0.0,29.9,95,126,-9.7,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,3.0,9.0,0.333,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,8.0
Samaki Walker,4.6,,,,,,,,,,,,,,,,,,,,Reserve,1.136,,,,0.0,20.9,12.0,0.0,0.0,0.0,0.0,8.8,250,121,1.8,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,0.0,0.0,,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-5.0
Mitch Richmond,1.4,,,,,,,,,,,,,,,,,,,,Reserve,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,200,128,22.2,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0
Kenyon Martin,42.86666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.563,0.536,0.0,0.25,4.9,29.5,15.3,7.9,1.3,2.1,6.0,34.5,114,124,3.7,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,15.0,28.0,0.536,0.0,0.0,,5.0,7.0,0.714,2.0,9.0,11.0,2.0,1.0,1.0,2.0,4.0,35.0,1.0
Jason Kidd,42.86666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.437,0.393,0.286,0.143,2.4,13.1,7.0,34.0,1.3,2.1,21.2,19.7,98,127,-0.2,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,5.0,14.0,0.357,1.0,4.0,0.25,2.0,2.0,1.0,1.0,4.0,5.0,12.0,1.0,1.0,4.0,1.0,13.0,1.0
Keith Van Horn,30.916666666666668,,,,,,,,,,,,,,,,,,,,Starter,0.5,0.5,0.143,0.0,3.4,13.7,7.7,15.3,0.0,0.0,12.5,11.6,111,132,-1.2,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,3.0,7.0,0.429,1.0,1.0,1.0,0.0,0.0,,1.0,3.0,4.0,4.0,0.0,0.0,1.0,2.0,7.0,-20.0
Kerry Kittles,23.0,,,,,,,,,,,,,,,,,,,,Starter,0.506,0.45,0.3,0.2,9.1,0.0,5.2,17.1,2.3,0.0,8.4,23.2,114,129,2.7,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,4.0,10.0,0.4,1.0,3.0,0.333,2.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,11.0,-11.0
Todd MacCulloch,19.55,,,,,,,,,,,,,,,,,,,,Starter,0.5,0.5,0.0,0.0,20.9,14.1,18.0,13.6,0.0,4.6,0.0,17.9,131,127,1.2,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,4.0,8.0,0.5,0.0,0.0,,0.0,0.0,,4.0,2.0,6.0,2.0,0.0,1.0,0.0,4.0,8.0,0.0
Lucious Harris,29.4,,,,,,,,,,,,,,,,,,,,Reserve,0.745,0.731,0.077,0.308,7.2,4.9,6.2,11.0,0.0,0.0,0.0,22.8,158,133,10.9,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,9.0,13.0,0.692,1.0,1.0,1.0,3.0,4.0,0.75,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,22.0,-4.0
Richard Jefferson,21.483333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.388,0.333,0.0,0.167,0.0,26.9,11.4,5.7,2.6,0.0,0.0,13.8,95,124,-3.6,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,2.0,6.0,0.333,0.0,0.0,,1.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0
Jason Collins,19.3,,,,,,,,,,,,,,,,,,,,Reserve,0.667,0.667,0.0,0.0,5.5,22.3,12.6,0.0,2.8,4.9,0.0,7.1,145,118,-2.2,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,0.0,1.0,1.0,0.0,6.0,4.0,3.0
Aaron Williams,9.15,,,,,,,,,,,,,,,,,,,,Reserve,0.333,0.333,0.0,0.0,11.6,15.7,13.3,0.0,0.0,0.0,0.0,14.9,93,130,-12.8,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,-9.0
Donny Marshall,0.7333333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,134,-5.9,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Anthony Johnson,0.7333333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,209,134,35.3,,,,,,,,,,,,,,,,,,,,200206120NJN,2002-06-12 21:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
