Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime
J.J. Barea,19.033333333333335,2,8,0.25,1,5,0.2,1,2,0.5,0,2,2,1,0,0,4,1,6,3,Reserve,0.338,0.313,0.625,0.25,0.0,12.9,6.5,11.0,0.0,0.0,31.1,33.9,52,112,-19.0,201106050DAL,2011-06-05 20:00:00
Ian Mahinmi,8.0,0,1,0.0,0,0,,2,2,1.0,1,0,1,0,0,0,0,5,2,-6,Reserve,0.532,0.0,0.0,2.0,15.4,0.0,7.7,0.0,0.0,0.0,0.0,11.8,145,115,-14.6,201106050DAL,2011-06-05 20:00:00
Peja Stojaković,6.066666666666666,1,2,0.5,0,1,0.0,0,0,,0,3,3,0,0,0,1,1,2,-11,Reserve,0.5,0.5,0.5,0.0,0.0,60.9,30.4,0.0,0.0,0.0,33.3,24.8,60,98,-11.4,201106050DAL,2011-06-05 20:00:00
Brian Cardinal,0.11666666666666667,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,116,-4.9,201106050DAL,2011-06-05 20:00:00
LeBron James,45.71666666666667,3,11,0.273,0,3,0.0,2,4,0.5,3,6,9,7,2,0,4,4,8,-6,Starter,0.313,0.273,0.273,0.364,7.2,15.4,11.1,25.5,2.6,0.0,23.9,17.9,75,104,-4.5,201106070DAL,2011-06-07 21:00:00
Chris Bosh,42.13333333333333,9,19,0.474,0,0,,6,8,0.75,1,5,6,1,0,1,4,1,24,-2,Starter,0.533,0.474,0.0,0.421,2.6,13.9,8.0,5.2,0.0,2.1,15.1,30.7,98,109,-0.3,201106070DAL,2011-06-07 21:00:00
Dwyane Wade,39.43333333333333,13,20,0.65,0,2,0.0,6,9,0.667,4,2,6,2,2,2,2,3,32,-7,Starter,0.668,0.65,0.1,0.45,11.1,5.9,8.6,15.1,3.0,4.5,7.7,32.1,131,105,19.5,201106070DAL,2011-06-07 21:00:00
Joel Anthony,28.416666666666668,2,6,0.333,0,0,,0,0,,5,3,8,1,0,1,0,4,4,-8,Starter,0.333,0.333,0.0,0.0,19.2,12.4,15.9,5.9,0.0,3.1,0.0,10.3,110,109,-2.7,201106070DAL,2011-06-07 21:00:00
Mike Bibby,16.2,0,1,0.0,0,1,0.0,0,0,,1,1,2,1,0,0,0,3,0,-4,Starter,0.0,0.0,1.0,0.0,6.7,7.2,7.0,9.3,0.0,0.0,0.0,3.0,84,113,-8.7,201106070DAL,2011-06-07 21:00:00
Mario Chalmers,29.466666666666665,1,5,0.2,0,3,0.0,3,3,1.0,0,4,4,6,3,0,2,2,5,3,Reserve,0.396,0.2,0.6,0.6,0.0,15.9,7.7,32.2,6.0,0.0,24.0,13.8,91,97,3.9,201106070DAL,2011-06-07 21:00:00
Udonis Haslem,21.4,2,5,0.4,0,0,,0,0,,0,4,4,0,0,1,0,3,4,4,Reserve,0.4,0.4,0.0,0.0,0.0,21.9,10.6,0.0,0.0,4.2,0.0,11.4,90,104,-4.5,201106070DAL,2011-06-07 21:00:00
Mike Miller,14.566666666666666,2,8,0.25,2,5,0.4,0,0,,1,2,3,1,1,0,1,2,6,2,Reserve,0.375,0.375,0.625,0.0,7.5,16.1,11.6,13.0,4.0,0.0,11.1,30.1,83,101,-0.3,201106070DAL,2011-06-07 21:00:00
Juwan Howard,2.6666666666666665,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0,3,Reserve,,,,,0.0,87.8,42.4,0.0,0.0,0.0,,0.0,0,79,-5.7,201106070DAL,2011-06-07 21:00:00
Tyson Chandler,42.93333333333333,4,7,0.571,0,0,,5,8,0.625,9,7,16,1,1,0,0,3,13,7,Starter,0.618,0.571,0.0,1.143,24.5,17.8,21.0,4.6,1.4,0.0,0.0,12.1,152,100,6.8,201106070DAL,2011-06-07 21:00:00
Dirk Nowitzki,39.15,6,19,0.316,0,2,0.0,9,10,0.9,0,11,11,1,0,0,3,2,21,7,Starter,0.449,0.316,0.105,0.526,0.0,30.7,15.9,5.7,0.0,0.0,11.4,33.3,91,97,-1.5,201106070DAL,2011-06-07 21:00:00
Jason Kidd,38.96666666666667,0,3,0.0,0,3,0.0,0,0,,0,3,3,3,3,1,4,1,0,12,Starter,0.0,0.0,1.0,0.0,0.0,8.4,4.3,12.7,4.5,2.0,57.1,8.9,20,97,-4.3,201106070DAL,2011-06-07 21:00:00
Shawn Marion,25.75,7,12,0.583,0,0,,2,2,1.0,2,2,4,0,0,1,2,2,16,-2,Starter,0.621,0.583,0.0,0.167,9.1,8.5,8.8,0.0,0.0,3.1,13.4,28.5,113,105,4.9,201106070DAL,2011-06-07 21:00:00
J.J. Barea,21.633333333333333,3,9,0.333,0,2,0.0,2,2,1.0,1,2,3,4,0,0,1,2,8,-7,Starter,0.405,0.333,0.222,0.222,5.4,10.1,7.8,39.7,0.0,0.0,9.2,24.8,98,106,0.4,201106070DAL,2011-06-07 21:00:00
Jason Terry,35.4,6,15,0.4,1,4,0.25,4,6,0.667,0,0,0,3,3,0,0,2,17,1,Reserve,0.482,0.433,0.267,0.4,0.0,0.0,0.0,19.5,5.0,0.0,0.0,24.6,113,101,8.9,201106070DAL,2011-06-07 21:00:00
DeShawn Stevenson,25.633333333333333,3,7,0.429,3,7,0.429,2,2,1.0,0,3,3,1,0,0,0,3,11,6,Reserve,0.698,0.643,1.0,0.286,0.0,12.8,6.6,8.0,0.0,0.0,0.0,15.2,154,105,8.1,201106070DAL,2011-06-07 21:00:00
Brian Cardinal,7.416666666666667,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,1,2,0,-1,Reserve,0.0,0.0,1.0,0.0,0.0,14.7,7.6,0.0,0.0,0.0,50.0,13.3,0,103,-21.4,201106070DAL,2011-06-07 21:00:00
Brendan Haywood,3.0833333333333335,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-10,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,109,-8.7,201106070DAL,2011-06-07 21:00:00
Peja Stojaković,0.03333333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,2,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,111,-3.4,201106070DAL,2011-06-07 21:00:00
LeBron James,45.63333333333333,8,19,0.421,0,4,0.0,1,2,0.5,1,9,10,10,0,1,4,3,17,-11,Starter,0.428,0.421,0.211,0.105,3.4,30.5,17.0,36.8,0.0,2.1,16.8,25.8,98,131,-5.1,201106090DAL,2011-06-09 21:00:00
Chris Bosh,39.38333333333333,6,12,0.5,0,1,0.0,7,9,0.778,6,4,10,1,0,1,4,3,19,-13,Starter,0.595,0.5,0.083,0.75,23.6,15.7,19.7,4.1,0.0,2.4,20.0,25.0,113,131,-4.7,201106090DAL,2011-06-09 21:00:00
Dwyane Wade,34.45,6,12,0.5,1,2,0.5,10,12,0.833,0,2,2,8,2,1,4,2,23,-13,Starter,0.666,0.542,0.167,1.0,0.0,9.0,4.5,38.9,3.2,2.8,18.8,30.4,126,124,9.5,201106090DAL,2011-06-09 21:00:00
Joel Anthony,16.2,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,3,2,-9,Starter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,200,135,-5.1,201106090DAL,2011-06-09 21:00:00
Mike Bibby,15.4,1,2,0.5,0,1,0.0,0,0,,0,2,2,0,0,0,1,1,2,-7,Starter,0.5,0.5,0.5,0.0,0.0,20.1,10.1,0.0,0.0,0.0,33.3,9.6,62,134,-11.0,201106090DAL,2011-06-09 21:00:00
Udonis Haslem,33.0,5,8,0.625,0,0,,0,0,,1,4,5,2,0,1,0,2,10,0,Reserve,0.625,0.625,0.0,0.0,4.7,18.8,11.7,9.8,0.0,2.9,0.0,11.9,140,131,1.7,201106090DAL,2011-06-09 21:00:00
Mario Chalmers,23.45,4,6,0.667,4,6,0.667,3,3,1.0,1,3,4,2,1,0,1,4,15,-1,Reserve,1.025,1.0,1.0,0.5,6.6,19.8,13.2,14.2,2.4,0.0,12.0,17.5,175,128,14.1,201106090DAL,2011-06-09 21:00:00
Mike Miller,23.2,3,5,0.6,3,4,0.75,0,0,,0,2,2,2,1,0,1,4,9,0,Reserve,0.9,0.9,0.8,0.0,0.0,13.3,6.7,13.4,2.4,0.0,16.7,12.7,143,128,6.5,201106090DAL,2011-06-09 21:00:00
Juwan Howard,5.816666666666666,3,3,1.0,0,0,,0,0,,0,0,0,0,0,0,0,3,6,6,Reserve,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,200,134,6.2,201106090DAL,2011-06-09 21:00:00
Eddie House,3.466666666666667,0,2,0.0,0,2,0.0,0,0,,0,1,1,0,1,0,1,1,0,3,Reserve,0.0,0.0,1.0,0.0,0.0,44.7,22.3,0.0,16.0,0.0,33.3,42.6,0,95,-34.7,201106090DAL,2011-06-09 21:00:00
Jason Kidd,39.86666666666667,4,6,0.667,3,5,0.6,2,2,1.0,0,2,2,6,3,1,3,1,13,13,Starter,0.945,0.917,0.833,0.333,0.0,7.8,3.9,21.1,4.2,2.4,30.4,12.9,139,115,9.1,201106090DAL,2011-06-09 21:00:00
Dirk Nowitzki,39.61666666666667,9,18,0.5,1,1,1.0,10,10,1.0,0,6,6,3,1,0,2,2,29,14,Starter,0.647,0.528,0.056,0.556,0.0,23.5,11.7,12.9,1.4,0.0,8.2,32.2,125,119,2.3,201106090DAL,2011-06-09 21:00:00
Tyson Chandler,38.666666666666664,5,7,0.714,0,0,,3,5,0.6,2,5,7,0,1,2,0,4,13,14,Starter,0.707,0.714,0.0,0.714,8.0,20.0,14.0,0.0,1.4,5.0,0.0,12.4,150,117,1.3,201106090DAL,2011-06-09 21:00:00
Shawn Marion,34.03333333333333,4,11,0.364,0,0,,0,0,,1,3,4,3,2,0,2,3,8,21,Starter,0.364,0.364,0.0,0.0,4.5,13.6,9.1,12.7,3.3,0.0,15.4,20.0,80,117,-7.2,201106090DAL,2011-06-09 21:00:00
J.J. Barea,25.65,6,11,0.545,4,5,0.8,1,1,1.0,1,1,2,5,0,0,1,1,17,4,Starter,0.743,0.727,0.455,0.091,6.0,6.0,6.0,33.7,0.0,0.0,8.0,25.3,146,126,10.1,201106090DAL,2011-06-09 21:00:00
Jason Terry,30.483333333333334,8,12,0.667,3,5,0.6,2,2,1.0,0,4,4,6,0,0,2,1,21,1,Reserve,0.815,0.792,0.417,0.167,0.0,20.3,10.2,35.8,0.0,0.0,13.4,25.5,146,123,9.2,201106090DAL,2011-06-09 21:00:00
DeShawn Stevenson,13.966666666666667,1,2,0.5,1,2,0.5,1,2,0.5,0,0,0,0,0,0,0,2,4,-12,Reserve,0.694,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,133,127,-3.9,201106090DAL,2011-06-09 21:00:00
Brian Cardinal,9.616666666666667,1,1,1.0,1,1,1.0,1,2,0.5,0,0,0,0,1,0,1,3,4,-7,Reserve,1.064,1.5,1.0,2.0,0.0,0.0,0.0,0.0,5.8,0.0,34.7,15.6,106,114,1.7,201106090DAL,2011-06-09 21:00:00
Ian Mahinmi,8.1,1,1,1.0,0,0,,1,3,0.333,0,1,1,0,0,0,0,3,3,-3,Reserve,0.647,1.0,0.0,3.0,0.0,19.1,9.6,0.0,0.0,0.0,0.0,15.0,123,123,-9.2,201106090DAL,2011-06-09 21:00:00
Dirk Nowitzki,38.9,9,27,0.333,1,7,0.143,2,2,1.0,0,11,11,1,2,0,2,4,21,-4,Starter,0.377,0.352,0.259,0.074,0.0,34.8,17.2,4.1,2.7,0.0,6.7,35.5,78,98,-7.2,201106120MIA,2011-06-12 20:00:00
Jason Kidd,36.28333333333333,2,4,0.5,2,3,0.667,3,4,0.75,0,4,4,8,0,1,2,1,9,18,Starter,0.781,0.75,0.75,1.0,0.0,13.6,6.7,27.6,0.0,2.7,25.8,9.9,143,108,5.6,201106120MIA,2011-06-12 20:00:00
Shawn Marion,35.36666666666667,4,10,0.4,0,0,,4,6,0.667,3,5,8,1,1,0,2,3,12,18,Starter,0.475,0.4,0.0,0.6,10.2,17.4,13.7,3.8,1.5,0.0,13.7,19.1,100,105,-3.1,201106120MIA,2011-06-12 20:00:00
Tyson Chandler,30.05,2,4,0.5,0,0,,1,2,0.5,2,6,8,1,2,0,1,5,5,3,Starter,0.512,0.5,0.0,0.5,8.0,24.6,16.2,4.2,3.5,0.0,17.0,9.0,108,98,-0.2,201106120MIA,2011-06-12 20:00:00
J.J. Barea,29.616666666666667,7,12,0.583,1,3,0.333,0,0,,2,1,3,5,2,0,3,3,15,-7,Starter,0.625,0.625,0.25,0.0,8.1,4.2,6.2,27.3,3.5,0.0,20.0,23.4,117,104,6.5,201106120MIA,2011-06-12 20:00:00
Jason Terry,33.93333333333333,11,16,0.688,3,7,0.429,2,4,0.5,1,2,3,2,2,0,3,1,27,13,Reserve,0.76,0.781,0.438,0.25,3.5,7.3,5.4,11.1,3.1,0.0,14.5,28.3,130,104,12.6,201106120MIA,2011-06-12 20:00:00
DeShawn Stevenson,12.633333333333333,3,5,0.6,3,5,0.6,0,0,,0,0,0,0,1,0,0,0,9,-8,Reserve,0.9,0.9,1.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,18.3,174,104,20.7,201106120MIA,2011-06-12 20:00:00
Brian Cardinal,12.2,1,1,1.0,1,1,1.0,0,0,,0,0,0,1,0,0,1,2,3,18,Reserve,1.5,1.5,1.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,50.0,7.6,131,111,1.6,201106120MIA,2011-06-12 20:00:00
Ian Mahinmi,11.033333333333333,2,3,0.667,0,0,,0,0,,2,1,3,0,1,0,0,5,4,-1,Reserve,0.667,0.667,0.0,0.0,21.8,11.2,16.5,0.0,4.7,0.0,0.0,12.6,154,96,-0.4,201106120MIA,2011-06-12 20:00:00
Dwyane Wade,41.11666666666667,6,16,0.375,0,4,0.0,5,7,0.714,3,5,8,6,1,2,5,3,17,3,Starter,0.445,0.375,0.25,0.438,9.0,14.6,11.8,25.9,1.3,4.2,20.8,27.4,90,112,-1.4,201106120MIA,2011-06-12 20:00:00
LeBron James,40.35,9,15,0.6,2,5,0.4,1,4,0.25,1,3,4,6,1,1,6,2,21,-24,Starter,0.626,0.667,0.333,0.267,3.1,8.9,6.0,30.6,1.3,2.1,26.4,26.4,97,115,1.9,201106120MIA,2011-06-12 20:00:00
Chris Bosh,38.86666666666667,7,9,0.778,0,0,,5,7,0.714,0,8,8,0,0,0,1,1,19,4,Starter,0.786,0.778,0.0,0.778,0.0,24.7,12.5,0.0,0.0,0.0,7.6,15.8,144,116,3.1,201106120MIA,2011-06-12 20:00:00
Mario Chalmers,38.516666666666666,5,12,0.417,2,7,0.286,6,9,0.667,0,3,3,7,4,0,3,2,18,5,Starter,0.564,0.5,0.583,0.75,0.0,9.3,4.7,31.4,5.4,0.0,15.8,23.0,110,108,7.2,201106120MIA,2011-06-12 20:00:00
Joel Anthony,10.916666666666666,0,2,0.0,0,0,,0,0,,2,1,3,0,0,0,0,0,0,-3,Starter,0.0,0.0,0.0,0.0,22.5,11.0,16.7,0.0,0.0,0.0,0.0,8.6,63,120,-9.2,201106120MIA,2011-06-12 20:00:00
Udonis Haslem,33.85,4,9,0.444,0,0,,3,4,0.75,3,6,9,0,0,0,0,3,11,-7,Reserve,0.511,0.444,0.0,0.444,10.9,21.3,16.2,0.0,0.0,0.0,0.0,14.9,119,117,-2.9,201106120MIA,2011-06-12 20:00:00
Eddie House,21.133333333333333,3,7,0.429,3,6,0.5,0,0,,0,3,3,1,1,0,0,3,9,-1,Reserve,0.643,0.643,0.857,0.0,0.0,17.0,8.6,8.4,2.5,0.0,0.0,15.5,131,112,5.4,201106120MIA,2011-06-12 20:00:00
Mike Miller,8.283333333333333,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,-16,Reserve,0.0,0.0,1.0,0.0,0.0,14.5,7.3,0.0,0.0,0.0,0.0,5.7,0,119,-9.2,201106120MIA,2011-06-12 20:00:00
Juwan Howard,6.966666666666667,0,1,0.0,0,0,,0,2,0.0,0,0,0,0,0,0,1,0,0,-11,Reserve,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,19.4,0,122,-23.4,201106120MIA,2011-06-12 20:00:00
