player,year_min,year_max,pos,height,weight,birth_date,colleges,season,age,team_id,lg_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
Larry Kenon,1974,1983,,6-9,205,"December 13, 1952",Memphis,Career,,,TOT,752,37,32.6,7.3,14.9,.487,0.0,0.0,.143,7.3,14.9,.488,.487,2.7,3.4,.784,3.1,5.8,8.9,2.2,1.3,0.3,2.7,2.3,17.2
Billy Kenville,1954,1960,,6-2,187,"December 1, 1930",St. Bonaventure,Career,,,NBA,345,,19.6,2.5,6.8,.363,,,,,,,,2.1,2.8,.758,,,3.5,2.1,,,,1.9,7.1
Jonathan Kerner,1999,1999,,6-11,245,"June 6, 1974","Florida State, East Carolina University",Career,,,NBA,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Red Kerr,1955,1966,,6-9,230,"July 17, 1932",Illinois,Career,,,NBA,905,,30.7,5.4,13.0,.418,,,,,,,,2.9,4.1,.723,,,11.2,2.2,,,,2.5,13.8
Steve Kerr,1989,2003,,6-3,175,"September 27, 1965",Arizona,Career,,,NBA,910,30,17.8,2.2,4.7,.479,0.8,1.8,.454,1.4,2.9,.494,.564,0.7,0.8,.864,0.2,1.0,1.2,1.8,0.5,0.1,0.6,0.9,6.0
Jack Kerris,1950,1953,,6-6,215,"January 30, 1925",Loyola Chicago,Career,,,NBA,271,,26.5,2.5,7.0,.363,,,,,,,,2.5,3.8,.662,,,6.3,2.5,,,,3.2,7.6
Jerome Kersey,1985,2001,,6-7,215,"June 26, 1962",Longwood University,Career,,,NBA,1153,571,24.4,4.1,8.8,.465,0.1,0.2,.201,4.0,8.6,.472,.467,2.0,2.9,.690,2.0,3.5,5.5,1.9,1.2,0.7,1.4,3.0,10.3
Tom Kerwin,1968,1968,,6-7,210,"July 19, 1944",Centenary (LA),Career,,,ABA,13,,5.2,0.5,1.7,.318,0.0,0.0,,0.5,1.7,.318,.318,0.0,0.2,.000,,,1.5,0.1,,,0.2,0.4,1.1
Alec Kessler,1991,1994,,6-11,230,"January 13, 1967",Georgia,Career,,,NBA,210,24,14.0,2.0,4.8,.426,0.0,0.1,.417,2.0,4.6,.426,.431,1.1,1.4,.744,1.2,2.3,3.6,0.4,0.2,0.3,0.9,2.1,5.2
Lari Ketner,2000,2001,,6-9,277,"February 1, 1977",UMass,Career,,,NBA,25,0,5.6,0.5,1.3,.406,0.0,0.0,,0.5,1.3,.406,.406,0.3,0.5,.667,0.5,0.9,1.4,0.1,0.2,0.1,0.5,0.8,1.4
Julius Keye,1970,1975,,6-10,200,"September 5, 1946","South Carolina State, Alcorn State",Career,,,ABA,418,,32.7,3.0,7.2,.418,0.0,0.1,.182,3.0,7.2,.419,.418,1.5,2.4,.623,3.3,7.7,11.0,1.6,0.5,2.2,1.6,3.4,7.6
Randolph Keys,1989,1996,,6-7,195,"April 19, 1966",Southern Miss,Career,,,NBA,241,19,13.8,2.2,5.1,.425,0.2,0.6,.272,2.0,4.5,.445,.441,0.7,1.0,.721,0.9,1.4,2.3,0.8,0.6,0.2,0.7,2.2,5.2
Viktor Khryapa,2005,2008,,6-9,210,"August 3, 1982",,Career,,,NBA,143,58,16.4,1.8,4.0,.443,0.1,0.3,.292,1.7,3.6,.457,.455,0.9,1.3,.658,1.2,2.3,3.4,1.0,0.6,0.3,1.0,2.5,4.5
Jason Kidd*,1995,2013,,6-4,205,"March 23, 1973",California,Career,,,NBA,1391,1350,36.0,4.5,11.2,.400,1.4,4.1,.349,3.0,7.1,.429,.464,2.2,2.8,.785,1.3,5.0,6.3,8.7,1.9,0.3,2.9,1.8,12.6
Stanton Kidd,2020,2020,,6-6,215,"March 18, 1992","South Plains College, NC Central, Colorado State",Career,,,NBA,4,0,3.8,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.8,0.0
Warren Kidd,1994,1994,,6-9,235,"September 9, 1970",Middle Tennessee,Career,,,NBA,68,14,13.0,1.5,2.5,.592,0.0,0.0,,1.5,2.5,.592,.592,0.7,1.3,.547,1.1,2.3,3.4,0.3,0.3,0.3,0.6,1.9,3.6
Michael Kidd-Gilchrist,2013,2020,,6-6,232,"September 26, 1993",Kentucky,Career,,,NBA,446,356,24.6,3.3,6.9,.474,0.1,0.2,.272,3.2,6.7,.481,.478,1.8,2.5,.715,1.6,3.8,5.4,1.2,0.7,0.7,0.9,2.1,8.4
Irv Kiffin,1980,1980,,6-9,225,"August 8, 1951",Oklahoma Baptist University,Career,,,NBA,26,,8.2,1.2,3.7,.333,0.0,0.0,,1.2,3.7,.333,.333,0.7,1.0,.720,0.5,1.1,1.5,0.7,0.4,0.1,1.2,1.7,3.2
Jack Kiley,1952,1953,,6-1,170,"January 5, 1929",Syracuse,Career,,,NBA,53,,9.5,0.9,3.8,.227,,,,,,,,0.6,1.1,.571,,,1.0,1.2,,,,1.2,2.3
Earnie Killum,1971,1971,,6-3,180,"June 11, 1948",Stetson University,Career,,,NBA,4,,3.0,0.0,1.0,.000,,,,,,,,0.3,0.3,1.000,,,0.5,0.0,,,,0.3,0.3
Carl Kilpatrick,1980,1980,,6-10,230,"May 16, 1956",Louisiana-Monroe,Career,,,NBA,2,,3.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,1.0,.500,0.5,1.5,2.0,0.0,0.0,0.0,0.0,0.5,1.5
Sean Kilpatrick,2015,2018,,6-4,210,"January 6, 1990",Cincinnati,Career,,,NBA,157,25,19.6,3.5,8.4,.413,1.2,3.7,.335,2.2,4.7,.474,.487,2.1,2.5,.862,0.3,2.5,2.7,1.5,0.5,0.1,1.3,1.2,10.3
Toby Kimball,1967,1975,,6-6,220,"September 7, 1942",UConn,Career,,,NBA,571,,18.3,2.4,5.7,.425,,,,,,,,1.2,2.2,.573,2.5,4.9,6.8,1.0,0.7,0.3,,2.2,6.1
Bo Kimble,1991,1993,,6-4,190,"April 9, 1966","USC, Loyola Marymount",Career,,,NBA,105,22,12.7,2.1,5.4,.386,0.2,0.8,.291,1.8,4.5,.403,.408,1.1,1.5,.728,0.6,1.0,1.5,0.9,0.4,0.1,0.9,2.0,5.5
Stan Kimbrough,1990,1993,,5-11,153,"April 24, 1966","Central Florida, Xavier",Career,,,NBA,13,0,5.0,0.7,1.7,.409,0.1,0.2,.500,0.6,1.5,.400,.432,0.2,0.2,1.000,0.3,0.2,0.5,0.5,0.4,0.0,0.3,0.4,1.6
Chad Kinch,1981,1981,,6-4,190,"May 22, 1958",UNC Charlotte,Career,,,NBA,41,,8.6,1.3,3.4,.369,0.0,0.0,,1.3,3.4,.369,.369,0.3,0.4,.778,0.2,0.6,0.8,1.1,0.3,0.1,0.7,0.8,2.9
Albert King,1982,1992,,6-6,190,"December 17, 1959",Maryland,Career,,,NBA,534,326,24.0,5.1,11.0,.461,0.1,0.4,.268,5.0,10.6,.468,.466,1.9,2.4,.791,1.4,2.8,4.2,2.2,0.8,0.4,2.2,3.0,12.1
Bernard King*,1978,1993,,6-7,205,"December 4, 1956",Tennessee,Career,,,NBA,874,547,33.7,9.0,17.3,.518,0.0,0.2,.172,8.9,17.1,.521,.519,4.5,6.2,.730,1.9,3.8,5.8,3.3,1.0,0.3,3.2,3.3,22.5
Chris King,1994,1999,,6-8,215,"July 24, 1969",Wake Forest,Career,,,NBA,103,66,20.0,2.6,6.2,.423,0.4,1.2,.383,2.2,5.0,.433,.459,1.0,1.6,.633,1.0,2.0,3.0,1.1,0.7,0.3,1.2,1.8,6.7
Dan King,1955,1955,,6-6,220,"January 7, 1931",Western Kentucky,Career,,,NBA,12,,8.6,0.6,1.8,.318,,,,,,,,0.4,0.8,.500,,,2.1,0.3,,,,0.4,1.6
Frankie King,1996,1997,,6-1,185,"June 6, 1972",Western Carolina University,Career,,,NBA,13,0,6.1,0.8,2.2,.357,0.1,0.2,.333,0.7,1.9,.360,.375,0.5,0.6,.750,0.4,0.8,1.2,0.5,0.5,0.0,0.4,0.8,2.1
George King,1952,1958,,6-0,175,"August 16, 1928",University of Charleston,Career,,,NBA,411,,32.6,3.7,9.7,.382,,,,,,,,2.9,4.5,.642,,,3.9,4.8,,,,2.5,10.3
George King,2019,2019,,6-6,225,"January 15, 1994",Colorado,Career,,,NBA,1,0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard King,1999,2001,,6-9,230,"November 25, 1972",Nicholls State,Career,,,NBA,126,31,14.5,1.9,3.7,.503,0.0,0.0,,1.9,3.7,.503,.503,0.8,1.0,.744,1.0,2.1,3.1,0.7,0.4,0.2,0.7,1.9,4.5
Jim King,1964,1973,,6-2,175,"February 7, 1941",Tulsa,Career,,,NBA,607,,18.4,2.8,6.7,.418,,,,,,,,1.6,2.1,.782,,,2.5,2.3,,,,2.0,7.2
Jimmy King,1996,1997,,6-5,210,"August 9, 1973",Michigan,Career,,,NBA,64,1,13.9,1.8,4.1,.429,0.1,0.5,.147,1.7,3.5,.471,.439,0.9,1.3,.691,0.7,1.0,1.8,1.4,0.4,0.2,1.0,1.2,4.5
Louis King,2020,2021,,6-7,205,"April 6, 1999",Oregon,Career,,,NBA,16,1,9.2,1.6,3.4,.455,0.5,1.4,.364,1.1,2.1,.515,.527,0.4,0.6,.667,0.4,1.4,1.8,0.9,0.6,0.2,0.4,1.2,4.0
Loyd King,1972,1973,,6-2,180,"May 29, 1949",Virginia Tech,Career,,,ABA,84,,14.9,2.3,6.2,.365,0.3,1.1,.233,2.0,5.2,.393,.385,1.2,1.5,.811,0.5,1.0,1.5,1.4,,,1.0,2.2,6.0
Maurice King,1960,1963,,6-2,195,"March 12, 1935",Kansas,Career,,,NBA,38,,25.6,2.6,6.6,.398,,,,,,,,0.7,0.9,.800,,,2.8,3.8,,,,2.4,5.9
Reggie King,1980,1985,,6-6,225,"February 14, 1957",Alabama,Career,,,NBA,438,128,25.9,3.5,6.7,.514,0.0,0.0,.000,3.5,6.7,.515,.514,2.0,2.9,.699,1.9,4.2,6.2,1.6,0.8,0.3,1.5,2.3,8.9
Rich King,1992,1995,,7-2,260,"April 4, 1969",Nebraska,Career,,,NBA,72,2,4.3,0.6,1.6,.393,0.0,0.0,.000,0.6,1.5,.400,.393,0.7,1.0,.662,0.4,0.6,1.0,0.3,0.1,0.1,0.4,0.9,1.9
Ron King,1974,1974,,6-4,185,"July 11, 1951",Florida State,Career,,,ABA,9,,14.0,2.7,7.8,.343,0.2,0.7,.333,2.4,7.1,.344,.357,1.6,1.9,.824,0.9,1.2,2.1,1.6,0.6,0.2,0.8,1.6,7.1
Stacey King,1990,1997,,6-11,230,"January 29, 1967",Oklahoma,Career,,,NBA,438,63,16.9,2.4,5.1,.478,0.0,0.0,.235,2.4,5.1,.480,.479,1.5,2.2,.707,1.4,2.0,3.3,0.9,0.4,0.5,1.2,2.1,6.4
Tom King,1947,1947,,6-0,165,"March 9, 1924",Michigan,Career,,,BAA,58,,,1.7,7.1,.237,,,,,,,,1.7,2.8,.631,,,,0.6,,,,1.8,5.1
Bob Kinney,1949,1950,,6-6,215,"September 16, 1920",Rice University,Career,,,TOT,118,,,3.3,9.5,.353,,,,,,,,2.9,4.7,.608,,,,1.5,,,,4.0,9.5
Tarence Kinsey,2007,2009,,6-6,185,"March 21, 1984",South Carolina,Career,,,NBA,109,15,12.3,1.7,3.8,.453,0.2,0.7,.324,1.5,3.1,.479,.481,1.1,1.3,.817,0.4,1.0,1.3,0.5,0.6,0.0,0.7,0.9,4.7
Andrei Kirilenko,2002,2015,,6-9,220,"February 18, 1981",,Career,,,NBA,797,546,30.0,3.9,8.3,.474,0.5,1.5,.310,3.5,6.8,.510,.502,3.5,4.6,.754,1.8,3.7,5.5,2.7,1.4,1.8,1.9,2.0,11.8
Alex Kirk,2015,2015,,7-0,245,"November 14, 1991",New Mexico,Career,,,NBA,5,0,2.8,0.2,0.8,.250,0.0,0.0,,0.2,0.8,.250,.250,0.4,0.4,1.000,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.8
Walt Kirk,1949,1952,,6-3,173,"September 3, 1924",Illinois,Career,,,TOT,118,,36.0,2.2,7.4,.305,,,,,,,,3.2,4.4,.718,,,4.0,2.1,,,,2.8,7.7
Wilbur Kirkland,1970,1970,,6-7,190,,Cheyney (PA),Career,,,ABA,2,,13.5,1.5,3.5,.429,0.0,0.0,,1.5,3.5,.429,.429,0.0,0.0,,0.5,5.0,5.5,0.5,,,1.0,2.5,3.0
Jim Kissane,1969,1969,,6-7,210,"August 17, 1946",Boston College,Career,,,ABA,2,,7.5,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,1.0,1.0,1.000,0.0,1.5,1.5,0.0,,,0.5,1.5,3.0
Doug Kistler,1962,1962,,6-9,210,"March 21, 1938",Duke,Career,,,NBA,5,,2.6,0.6,1.2,.500,,,,,,,,0.4,0.8,.500,,,0.2,0.0,,,,0.4,1.6
Curtis Kitchen,1987,1987,,6-9,235,"January 30, 1964",South Florida,Career,,,NBA,6,0,5.2,0.5,1.0,.500,0.0,0.2,.000,0.5,0.8,.600,.500,0.5,0.7,.750,0.7,0.8,1.5,0.2,0.3,0.5,0.0,0.7,1.5
Greg Kite,1984,1995,,6-11,250,"August 5, 1961",BYU,Career,,,NBA,680,225,14.8,1.1,2.4,.438,0.0,0.0,.167,1.1,2.4,.439,.438,0.4,0.9,.486,1.3,2.5,3.8,0.5,0.3,0.6,0.8,2.3,2.5
Kerry Kittles,1997,2005,,6-5,179,"June 12, 1974",Villanova,Career,,,NBA,507,455,33.4,5.5,12.5,.439,1.4,3.6,.378,4.1,8.9,.463,.493,1.8,2.3,.780,1.0,2.9,3.9,2.6,1.6,0.4,1.2,1.8,14.1
Maxi Kleber,2018,2021,,6-10,240,"January 29, 1992",,Career,,,NBA,267,115,22.2,2.5,5.6,.458,1.2,3.3,.368,1.3,2.3,.586,.566,0.8,1.0,.817,1.2,3.3,4.5,1.0,0.4,0.9,0.6,2.0,7.1
Joe Kleine,1986,2000,,6-11,255,"January 4, 1962","Notre Dame, Arkansas",Career,,,NBA,965,204,15.2,2.0,4.4,.453,0.0,0.0,.271,2.0,4.3,.455,.454,0.9,1.1,.794,1.3,2.8,4.1,0.6,0.3,0.3,0.8,2.1,4.8
Linas Kleiza,2006,2013,,6-8,245,"January 3, 1985",Missouri,Career,,,NBA,409,65,20.0,3.1,7.1,.435,0.9,2.8,.335,2.2,4.3,.501,.502,1.6,2.0,.763,0.9,2.6,3.6,0.8,0.4,0.2,1.0,2.2,8.7
Leo Klier,1949,1950,,6-2,170,"May 21, 1923",Notre Dame,Career,,,TOT,113,,,2.5,8.9,.280,,,,,,,,2.1,2.9,.728,,,,1.6,,,,2.7,7.1
Herm Klotz,1948,1948,,5-7,150,"October 21, 1921",Villanova,Career,,,BAA,11,,,0.6,2.8,.226,,,,,,,,0.1,0.3,.333,,,,0.6,,,,0.3,1.4
Duane Klueh,1950,1951,,6-3,175,"January 6, 1926",Indiana State University,Career,,,NBA,113,,,2.8,7.7,.362,,,,,,,,2.6,3.6,.719,,,3.0,1.5,,,,2.2,8.2
Lonnie Kluttz,1971,1971,,6-7,220,"September 17, 1945",North Carolina A&T,Career,,,ABA,3,,2.7,0.0,1.3,.000,0.0,0.0,,0.0,1.3,.000,.000,0.0,0.0,,0.7,1.0,1.7,0.0,,,0.0,1.0,0.0
Billy Knight,1975,1985,,6-6,195,"June 9, 1952",Pitt,Career,,,TOT,821,113,28.9,6.6,13.0,.507,0.1,0.3,.284,6.5,12.8,.511,.509,3.7,4.4,.827,2.1,3.2,5.3,2.3,1.0,0.2,2.4,2.0,16.9
Bob Knight,1955,1955,,6-2,185,"April 30, 1929",,Career,,,NBA,2,,14.5,1.5,3.5,.429,,,,,,,,0.5,0.5,1.000,,,0.5,4.0,,,,3.0,3.5
Brandin Knight,2005,2005,,6-0,180,"December 16, 1981",Pitt,Career,,,NBA,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Brandon Knight,2012,2020,,6-2,182,"December 2, 1991",Kentucky,Career,,,NBA,446,349,29.5,5.0,12.3,.411,1.6,4.5,.353,3.5,7.8,.445,.476,2.4,2.9,.806,0.5,2.6,3.1,4.0,0.9,0.2,2.4,2.0,14.1
Brevin Knight,1998,2009,,5-10,173,"November 8, 1975",Stanford,Career,,,NBA,729,423,24.9,2.8,6.7,.412,0.0,0.2,.134,2.7,6.6,.419,.414,1.8,2.2,.789,0.4,2.1,2.4,6.1,1.7,0.1,1.9,2.5,7.3
Nathan Knight,2021,2021,,6-10,253,"September 20, 1997",William & Mary,Career,,,NBA,33,0,8.5,1.1,3.0,.370,0.2,1.0,.182,0.9,2.0,.463,.400,1.3,1.7,.800,0.8,1.4,2.2,0.2,0.3,0.3,0.5,0.7,3.8
Negele Knight,1991,1999,,6-1,175,"March 6, 1967",Dayton,Career,,,NBA,276,77,16.4,2.4,5.6,.436,0.1,0.3,.263,2.3,5.2,.447,.444,1.2,1.6,.730,0.4,0.9,1.3,2.8,0.4,0.1,1.3,1.5,6.2
Ron Knight,1971,1972,,6-7,215,"August 4, 1947","California State University, Los Angeles",Career,,,NBA,101,,11.3,2.1,4.8,.433,,,,,,,,0.5,1.0,.500,,,2.8,0.8,,,,1.5,4.7
Toby Knight,1978,1982,,6-9,210,"May 3, 1955",Notre Dame,Career,,,NBA,283,0,25.9,5.7,10.9,.519,0.0,0.0,.000,5.7,10.9,.519,.519,1.5,2.1,.740,2.0,3.1,5.1,1.2,0.9,0.7,1.6,3.2,12.9
Travis Knight,1997,2003,,7-0,235,"September 13, 1974",UConn,Career,,,NBA,371,58,12.3,1.4,3.2,.438,0.0,0.2,.259,1.4,3.1,.447,.444,0.6,0.8,.696,1.2,1.9,3.1,0.6,0.4,0.6,0.7,2.2,3.4
Lee Knorek,1947,1950,,6-7,215,"July 15, 1921",Detroit Mercy,Career,,,TOT,131,,,2.4,8.0,.303,,,,,,,,1.8,2.9,.637,,,,1.6,,,,3.8,6.7
Dick Knostman,1954,1954,,6-6,215,"August 9, 1931",Kansas State,Career,,,NBA,5,,9.4,0.6,2.0,.300,,,,,,,,1.4,2.2,.636,,,3.4,1.2,,,,1.8,2.6
Rod Knowles,1969,1969,,6-9,215,"February 27, 1946",Davidson,Career,,,TOT,9,,4.8,0.4,1.6,.286,0.0,0.0,,0.4,1.6,.286,.286,0.1,0.3,.333,0.0,0.0,1.0,0.0,,,0.0,1.2,1.0
