player,year_min,year_max,pos,height,weight,birth_date,colleges,season,age,team_id,lg_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
Vernon Maxwell,1989,2001,,6-4,180,"September 12, 1965",Florida,Career,,,NBA,855,497,28.4,4.6,11.6,.398,1.5,4.6,.320,3.1,7.0,.450,.462,2.1,2.9,.733,0.4,2.1,2.6,3.4,1.1,0.2,1.9,2.1,12.8
Don May,1969,1975,,6-4,200,"January 3, 1946",Dayton,Career,,,NBA,379,,17.5,3.6,7.9,.453,,,,,,,,1.7,2.1,.798,0.3,1.4,3.5,1.0,0.3,0.1,,2.0,8.8
Scott May,1977,1983,,6-7,215,"March 19, 1954",Indiana,Career,,,NBA,355,8,22.6,4.0,8.7,.462,0.0,0.0,.000,4.0,8.7,.463,.462,2.3,2.9,.811,1.4,2.7,4.1,1.7,0.8,0.1,1.5,2.2,10.4
Sean May,2006,2010,,6-9,266,"April 4, 1984",UNC,Career,,,NBA,119,25,15.7,2.7,5.9,.458,0.0,0.1,.231,2.7,5.8,.462,.460,1.4,1.9,.746,1.3,2.7,4.0,1.0,0.4,0.4,1.1,2.0,6.9
Lee Mayberry,1993,1999,,6-1,172,"June 12, 1970",Arkansas,Career,,,NBA,496,150,20.8,1.9,4.6,.415,0.8,2.0,.377,1.2,2.6,.446,.498,0.5,0.8,.659,0.3,1.0,1.3,3.6,0.7,0.1,1.2,1.7,5.1
Clyde Mayes,1976,1977,,6-8,225,"March 17, 1953",Furman University,Career,,,NBA,74,,13.5,1.6,3.6,.446,,,,,,,,0.8,1.4,.567,1.4,2.3,3.8,0.5,0.1,0.6,,2.2,4.0
Tharon Mayes,1992,1992,,6-3,175,"September 9, 1968",Florida State,Career,,,NBA,24,0,10.6,1.3,4.1,.303,0.6,1.7,.366,0.6,2.4,.259,.379,1.0,1.5,.667,0.1,0.5,0.7,1.5,0.7,0.1,1.3,1.7,4.1
Bill Mayfield,1981,1981,,6-7,205,"October 17, 1957",Iowa,Career,,,NBA,7,,7.7,1.1,2.6,.444,0.0,0.0,,1.1,2.6,.444,.444,0.1,0.3,.500,1.0,0.3,1.3,0.1,0.0,0.1,0.4,1.1,2.4
Ken Mayfield,1976,1976,,6-2,185,"May 11, 1948",Tuskegee University,Career,,,NBA,13,,4.9,1.3,3.5,.370,,,,,,,,0.2,0.2,1.000,0.1,0.5,0.6,0.3,0.0,0.0,,1.4,2.8
Eric Maynor,2010,2014,,6-3,175,"June 11, 1987",VCU,Career,,,NBA,267,2,14.6,1.6,4.2,.392,0.4,1.2,.350,1.2,3.0,.409,.442,0.6,0.8,.721,0.3,1.1,1.3,2.8,0.4,0.1,1.1,1.1,4.3
O.J. Mayo,2009,2016,,6-5,210,"November 5, 1987",USC,Career,,,NBA,547,325,30.9,5.1,12.0,.429,1.6,4.2,.373,3.6,7.8,.459,.494,2.0,2.5,.820,0.5,2.6,3.1,2.9,1.0,0.3,2.1,2.3,13.8
Skylar Mays,2021,2021,,6-4,205,"September 5, 1997",LSU,Career,,,NBA,33,0,8.2,1.3,3.0,.449,0.4,1.2,.350,0.9,1.8,.517,.520,0.7,0.8,.880,0.3,0.8,1.1,0.9,0.4,0.1,0.3,0.5,3.8
Travis Mays,1991,1993,,6-2,190,"June 19, 1968",Texas,Career,,,NBA,115,64,25.8,3.7,9.1,.410,0.9,2.5,.362,2.8,6.6,.428,.459,2.7,3.6,.749,0.7,1.4,2.0,2.8,0.9,0.1,1.9,2.0,11.1
Matt Mazza,1950,1950,,6-3,210,"September 23, 1923",Michigan State,Career,,,NBA,26,,,1.3,4.2,.300,,,,,,,,1.2,1.7,.711,,,,1.1,,,,1.3,3.8
Luc Mbah a Moute,2009,2020,,6-8,230,"September 9, 1986",UCLA,Career,,,NBA,689,453,23.3,2.4,5.4,.454,0.3,0.9,.334,2.1,4.5,.478,.482,1.2,1.8,.659,1.4,2.7,4.1,0.9,0.9,0.4,0.9,1.8,6.4
Bob McAdoo*,1973,1986,,6-9,210,"September 25, 1951",UNC,Career,,,NBA,852,1,33.2,8.7,17.3,.503,0.0,0.1,.081,8.7,17.3,.504,.503,4.6,6.1,.754,2.4,7.1,9.4,2.3,1.0,1.5,2.6,3.2,22.1
James Michael McAdoo,2015,2018,,6-9,230,"January 4, 1993",UNC,Career,,,NBA,111,3,7.9,1.2,2.3,.528,0.0,0.2,.294,1.2,2.1,.545,.538,0.6,1.1,.534,0.7,1.0,1.7,0.3,0.3,0.4,0.4,1.0,3.0
Ken McBride,1955,1955,,6-3,190,"May 23, 1929",University of Maryland Eastern Shore,Career,,,NBA,12,,20.8,4.0,12.3,.327,,,,,,,,1.8,2.4,.724,,,2.6,1.2,,,,2.6,9.8
Tahjere McCall,2019,2019,,6-5,195,"August 17, 1994",Tennessee State,Career,,,NBA,1,0,8.0,2.0,3.0,.667,0.0,1.0,.000,2.0,2.0,1.000,.667,0.0,1.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
Ray McCallum,2014,2016,,6-3,190,"June 12, 1991",Detroit Mercy,Career,,,NBA,154,46,18.2,2.4,5.9,.408,0.5,1.4,.335,2.0,4.6,.430,.447,0.7,0.9,.711,0.5,1.5,2.0,2.4,0.5,0.2,1.0,1.2,6.0
Bob McCann,1990,1998,,6-6,244,"April 22, 1964","Upsala College, Morehead State University",Career,,,NBA,178,7,13.4,1.7,3.5,.479,0.0,0.0,.200,1.7,3.4,.481,.480,0.8,1.4,.577,0.9,1.8,2.6,0.6,0.4,0.4,0.8,2.0,4.2
Brendan McCann,1958,1960,,6-2,178,"July 5, 1935",St. Bonaventure,Career,,,NBA,41,,8.1,0.6,2.8,.204,,,,,,,,0.7,1.0,.700,,,1.2,1.6,,,,0.9,1.8
Mel McCants,1990,1990,,6-8,240,"August 19, 1967",Purdue,Career,,,NBA,13,0,5.0,0.6,2.0,.308,0.0,0.0,,0.6,2.0,.308,.308,0.5,0.6,.750,0.1,0.4,0.5,0.2,0.2,0.1,0.1,0.8,1.7
Rashad McCants,2006,2009,,6-4,207,"September 25, 1984",UNC,Career,,,NBA,249,39,20.2,3.7,8.6,.431,1.2,3.2,.368,2.5,5.4,.467,.499,1.4,1.8,.741,0.5,1.6,2.0,1.3,0.7,0.2,1.5,2.3,10.0
Mike McCarron,1947,1950,,5-11,180,"March 2, 1922",Seton Hall,Career,,,TOT,68,,,3.5,12.5,.280,,,,,,,,2.6,4.3,.614,,,,0.9,,,,2.8,9.7
Andre McCarter,1977,1981,,6-3,190,"August 25, 1953",UCLA,Career,,,NBA,103,,11.5,1.7,3.8,.431,0.0,0.2,.250,1.6,3.7,.435,.434,0.5,0.7,.725,0.3,0.6,0.9,1.7,0.4,0.0,0.5,1.0,3.8
Willie McCarter,1970,1972,,6-3,175,"July 26, 1946",Drake University,Career,,,NBA,155,,18.3,3.1,7.7,.402,,,,,,,,0.8,1.2,.656,,,1.6,2.0,,,,1.8,7.0
Johnny McCarthy,1957,1964,,6-1,185,"April 25, 1934",Canisius,Career,,,NBA,316,,27.9,3.0,8.6,.353,,,,,,,,1.7,2.7,.622,,,3.6,3.7,,,,2.8,7.8
Howie McCarty,1947,1947,,6-2,190,,Wayne State University,Career,,,BAA,19,,,0.5,4.3,.122,,,,,,,,0.1,0.5,.100,,,,0.1,,,,1.2,1.1
Kelly McCarty,1999,1999,,6-7,200,"August 24, 1975",Southern Miss,Career,,,NBA,2,0,2.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,1.0,0.0,2.0
Walter McCarty,1997,2006,,6-10,230,"February 1, 1974",Kentucky,Career,,,NBA,593,108,17.5,1.8,4.7,.392,0.8,2.2,.346,1.1,2.5,.433,.474,0.7,1.0,.698,0.7,1.9,2.6,1.1,0.6,0.3,0.9,2.0,5.2
Amal McCaskill,1997,2004,,6-11,235,"October 28, 1973",Marquette,Career,,,NBA,114,4,8.5,0.7,1.9,.377,0.0,0.0,.000,0.7,1.9,.382,.377,0.4,0.6,.609,0.7,1.2,1.9,0.3,0.2,0.3,0.5,1.2,1.8
Patrick McCaw,2017,2021,,6-7,181,"October 25, 1995",UNLV,Career,,,NBA,199,43,16.9,1.5,3.5,.420,0.5,1.5,.305,1.0,2.0,.508,.486,0.4,0.5,.785,0.3,1.3,1.6,1.4,0.7,0.2,0.6,1.2,3.8
Dwayne McClain,1986,1986,,6-6,185,"February 7, 1963",Villanova,Career,,,NBA,45,4,10.2,1.5,4.0,.383,0.0,0.2,.111,1.5,3.8,.398,.386,0.4,0.8,.514,0.3,0.4,0.7,1.5,0.8,0.1,0.9,1.4,3.5
Ted McClain,1972,1979,,6-1,180,"August 30, 1946",Tennessee State,Career,,,TOT,555,,22.9,3.3,7.4,.449,0.1,0.3,.218,3.3,7.2,.457,.453,1.7,2.2,.767,0.9,2.1,2.9,3.4,1.7,0.2,2.2,3.0,8.4
Dan McClintock,2001,2001,,7-0,270,"April 19, 1977",Northern Arizona University,Career,,,NBA,6,1,9.7,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,.500,0.0,0.8,.000,1.7,1.2,2.8,0.2,0.0,0.3,0.5,1.8,3.0
Jack McCloskey,1953,1953,,6-2,190,"September 19, 1925",Penn,Career,,,NBA,1,,16.0,3.0,9.0,.333,,,,,,,,0.0,0.0,,,,3.0,1.0,,,,2.0,6.0
George McCloud,1990,2002,,6-6,205,"May 27, 1967",Florida State,Career,,,NBA,766,194,22.8,3.2,8.0,.402,1.2,3.4,.358,2.0,4.7,.434,.477,1.4,1.7,.810,0.9,2.2,3.1,2.3,0.8,0.2,1.4,2.1,9.0
CJ McCollum,2014,2021,,6-3,190,"September 19, 1991",Lehigh,Career,,,NBA,528,431,31.2,7.2,15.9,.455,2.2,5.6,.398,5.0,10.3,.486,.525,2.2,2.6,.826,0.6,2.8,3.4,3.3,0.9,0.4,1.7,2.1,18.9
John McConathy,1952,1952,,6-5,195,"April 9, 1930",Northwestern State University,Career,,,NBA,11,,9.6,0.4,2.6,.138,,,,,,,,0.5,1.3,.429,,,1.8,0.7,,,,0.6,1.3
Bucky McConnell,1953,1953,,5-10,170,"July 1, 1928",Marshall,Career,,,NBA,14,,21.2,1.9,5.1,.380,,,,,,,,1.0,2.1,.483,,,2.4,2.9,,,,2.8,4.9
T.J. McConnell,2016,2021,,6-1,190,"March 25, 1992","Duquesne, Arizona",Career,,,NBA,454,78,22.1,3.0,6.0,.504,0.2,0.7,.329,2.8,5.3,.527,.523,0.5,0.7,.764,0.5,2.4,3.0,5.0,1.3,0.2,1.6,1.5,6.8
Keith McCord,1981,1981,,6-7,210,"June 22, 1957","Alabama, UAB",Career,,,NBA,2,,4.5,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.0,2.0
Tim McCormick,1985,1992,,6-11,240,"March 10, 1962",Michigan,Career,,,NBA,483,210,21.5,3.2,6.0,.535,0.0,0.0,.063,3.2,6.0,.537,.535,1.9,2.8,.703,1.6,3.3,4.9,1.0,0.3,0.4,1.3,2.6,8.3
Jelani McCoy,1999,2008,,6-10,245,"December 6, 1977",UCLA,Career,,,NBA,260,72,14.7,2.0,3.6,.539,0.0,0.0,,2.0,3.6,.539,.539,0.7,1.4,.490,1.1,2.4,3.5,0.5,0.3,0.7,0.9,2.0,4.6
Paul McCracken,1973,1977,,6-4,180,"September 11, 1950",Cal State Northridge,Career,,,NBA,37,,11.8,1.7,3.8,.450,,,,,,,,0.9,1.5,.596,0.5,1.2,2.0,0.9,0.5,0.0,,1.4,4.3
Chris McCray,2007,2007,,6-5,192,"May 27, 1984",Maryland,Career,,,NBA,5,0,2.4,0.0,0.6,.000,0.0,0.0,,0.0,0.6,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0
Rodney McCray,1984,1993,,6-7,220,"August 29, 1961",Louisville,Career,,,NBA,768,629,32.4,4.6,9.1,.503,0.1,0.3,.260,4.5,8.8,.510,.507,2.5,3.3,.761,2.1,4.5,6.6,3.6,0.8,0.6,1.8,2.3,11.7
Scooter McCray,1984,1987,,6-9,215,"February 8, 1960",Louisville,Career,,,NBA,77,8,11.6,1.1,2.5,.423,0.0,0.0,,1.1,2.5,.423,.423,0.8,1.2,.611,0.9,1.6,2.5,1.0,0.3,0.3,0.9,1.5,2.9
Erik McCree,2018,2018,,6-7,219,"December 20, 1993",Louisiana Tech,Career,,,NBA,4,0,2.0,0.0,0.5,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.0
Chris McCullough,2016,2018,,6-11,200,"February 5, 1995",Syracuse,Career,,,NBA,59,4,9.0,1.3,3.1,.426,0.3,0.8,.306,1.1,2.3,.470,.467,0.4,0.7,.548,0.7,1.2,1.9,0.3,0.5,0.3,0.3,0.9,3.3
John McCullough,1982,1982,,6-4,190,"October 5, 1956",Oklahoma,Career,,,NBA,8,0,2.9,1.1,1.6,.692,0.0,0.0,,1.1,1.6,.692,.692,0.4,0.6,.600,0.1,0.4,0.5,0.4,0.3,0.0,0.4,0.4,2.6
Clint McDaniel,1996,1996,,6-4,180,"February 26, 1972",Arkansas,Career,,,NBA,12,0,5.9,0.7,1.9,.348,0.2,0.5,.333,0.5,1.4,.353,.391,1.0,1.3,.750,0.3,0.6,0.8,0.6,0.4,0.0,0.2,0.8,2.5
Xavier McDaniel,1986,1998,,6-7,205,"June 4, 1963",Wichita State,Career,,,NBA,870,529,29.0,6.5,13.4,.485,0.1,0.3,.261,6.4,13.1,.491,.489,2.5,3.5,.718,2.4,3.7,6.1,2.0,0.9,0.5,2.2,2.9,15.6
Jaden McDaniels,2021,2021,,6-9,185,"September 29, 2000",Washington,Career,,,NBA,63,27,24.0,2.6,5.8,.447,1.1,3.1,.364,1.5,2.7,.544,.545,0.4,0.7,.600,0.8,2.9,3.7,1.1,0.6,1.0,0.7,2.7,6.8
Jalen McDaniels,2020,2021,,6-9,205,"January 31, 1998",San Diego State,Career,,,NBA,63,18,19.0,2.6,5.6,.469,0.7,2.0,.341,1.9,3.6,.542,.531,0.9,1.3,.728,1.0,2.8,3.7,1.0,0.6,0.3,0.9,2.1,6.9
Jim McDaniels,1972,1978,,6-11,228,"April 2, 1948",Western Kentucky,Career,,,TOT,271,,19.3,4.2,9.1,.466,0.0,0.0,,4.2,9.1,.466,.466,1.5,2.1,.720,2.2,4.8,6.5,1.1,0.2,0.6,2.0,2.5,10.0
K.J. McDaniels,2015,2017,,6-6,205,"February 9, 1993",Clemson,Career,,,NBA,148,16,14.1,1.9,4.6,.412,0.5,1.6,.290,1.4,2.9,.479,.464,1.1,1.4,.776,0.6,1.5,2.2,0.6,0.5,0.6,1.0,1.4,5.3
Doug McDermott,2015,2021,,6-7,225,"January 3, 1992",Creighton,Career,,,NBA,476,43,20.6,3.4,7.1,.478,1.3,3.2,.407,2.1,3.9,.535,.569,0.9,1.0,.824,0.4,1.9,2.4,0.9,0.2,0.1,0.6,1.5,9.0
Sean McDermott,2021,2021,,6-6,195,"November 3, 1996",Butler,Career,,,NBA,18,0,8.8,0.7,1.8,.394,0.3,1.2,.227,0.4,0.6,.727,.470,0.4,0.4,1.000,0.3,0.7,1.1,0.2,0.1,0.2,0.2,0.4,2.2
Ben McDonald,1986,1989,,6-8,210,"July 20, 1962","University of California, Irvine",Career,,,NBA,176,75,21.0,2.6,5.6,.468,0.1,0.3,.227,2.6,5.4,.479,.473,0.7,1.0,.727,1.2,2.0,3.2,1.3,0.4,0.1,0.8,2.8,6.0
Glenn McDonald,1975,1977,,6-6,190,"March 18, 1952",Cal State Long Beach,Career,,,NBA,146,,10.2,1.8,4.6,.400,,,,,,,,0.5,0.7,.732,0.6,0.9,1.5,0.7,0.3,0.2,,1.3,4.2
Michael McDonald,1998,1998,,6-10,232,"February 13, 1969","Utah Valley, New Orleans",Career,,,NBA,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
Roderick McDonald,1971,1973,,6-6,205,"April 9, 1945",Whitworth,Career,,,ABA,87,,6.7,1.3,2.9,.448,0.0,0.1,.375,1.2,2.8,.450,.454,0.7,0.9,.704,1.0,1.3,2.3,0.5,,,0.6,1.1,3.2
Hank McDowell,1982,1987,,6-9,215,"November 13, 1959",Memphis,Career,,,NBA,206,1,9.0,1.1,2.5,.451,0.0,0.0,.000,1.1,2.4,.457,.451,0.7,1.0,.710,0.9,1.3,2.3,0.5,0.2,0.1,0.6,1.3,2.9
Antonio McDyess,1996,2011,,6-9,220,"September 7, 1974",Alabama,Career,,,NBA,1015,645,27.6,5.0,10.0,.497,0.0,0.1,.117,5.0,10.0,.499,.497,2.1,3.1,.670,2.4,5.1,7.5,1.3,0.8,1.1,1.6,3.0,12.0
Jim McElroy,1976,1982,,6-3,190,"October 4, 1953",Central Michigan University,Career,,,NBA,418,17,24.3,3.9,8.4,.468,0.0,0.2,.206,3.9,8.3,.471,.469,2.0,2.6,.764,0.6,1.4,2.0,3.5,0.9,0.3,2.1,1.7,9.9
Patrick McFarland,1974,1976,,6-5,185,"December 7, 1951",Saint Joseph's,Career,,,ABA,148,,13.4,2.8,6.1,.458,0.1,0.3,.262,2.7,5.8,.468,.465,0.7,0.9,.771,0.8,1.2,2.0,1.5,0.5,0.1,1.2,1.0,6.4
Ivan McFarlin,2007,2007,,6-8,240,"April 26, 1982",Oklahoma State,Career,,,NBA,11,0,3.7,0.5,1.2,.385,0.0,0.1,.000,0.5,1.1,.417,.385,0.5,0.6,.714,0.6,0.4,1.0,0.1,0.0,0.0,0.1,0.7,1.4
Mel McGaha,1949,1949,,6-1,190,"September 26, 1926",Arkansas,Career,,,BAA,51,,,1.2,3.8,.318,,,,,,,,1.0,1.7,.591,,,,1.0,,,,2.0,3.5
Mitch McGary,2015,2016,,6-10,255,"June 6, 1992",Michigan,Career,,,NBA,52,2,10.7,1.9,3.6,.527,0.0,0.1,.000,1.9,3.5,.544,.527,0.6,1.0,.580,1.1,2.4,3.5,0.3,0.3,0.3,0.7,1.6,4.4
JaVale McGee,2009,2021,,7-0,270,"January 19, 1988",Nevada,Career,,,NBA,747,319,17.1,3.4,5.9,.571,0.0,0.1,.175,3.3,5.8,.576,.572,1.1,1.9,.595,1.9,3.3,5.2,0.4,0.4,1.5,1.0,2.2,7.8
Mike McGee,1982,1990,,6-5,190,"July 29, 1959",Michigan,Career,,,NBA,520,136,17.8,4.0,8.2,.487,0.6,1.7,.354,3.4,6.6,.521,.523,0.9,1.6,.597,1.0,1.1,2.1,1.2,0.7,0.1,1.2,1.9,9.6
Bill McGill,1963,1970,,6-9,225,"September 16, 1939",Utah,Career,,,TOT,295,,17.3,4.3,8.4,.514,0.0,0.0,,4.3,8.4,.514,.514,1.9,2.7,.701,1.5,3.5,4.4,1.1,,,1.7,2.7,10.5
George McGinnis*,1972,1982,,6-8,235,"August 12, 1950",Indiana,Career,,,TOT,842,158,33.5,7.6,16.6,.458,0.2,0.6,.273,7.5,16.2,.462,.461,4.9,7.4,.664,3.7,7.2,11.0,3.7,1.9,0.5,4.0,3.8,20.2
Jon McGlocklin,1966,1976,,6-5,205,"June 10, 1943",Indiana,Career,,,NBA,792,,26.4,5.1,10.3,.489,,,,,,,,1.5,1.7,.845,0.3,1.1,2.4,2.9,0.5,0.1,,1.7,11.6
Tracy McGrady*,1998,2012,,6-8,210,"May 24, 1979",,Career,,,NBA,938,703,32.7,7.2,16.4,.435,1.2,3.4,.338,6.0,13.0,.461,.470,4.1,5.5,.746,1.4,4.2,5.6,4.4,1.2,0.9,2.2,1.8,19.6
Gil McGregor,1972,1972,,6-8,240,"June 14, 1949",Wake Forest,Career,,,NBA,42,,12.7,1.6,4.3,.363,,,,,,,,0.9,1.3,.696,,,3.5,0.4,,,,2.9,4.1
Elton McGriff,1968,1969,,6-9,225,"August 21, 1942",Creighton,Career,,,ABA,56,,15.4,2.2,4.6,.477,0.0,0.0,.000,2.2,4.6,.479,.477,1.6,2.7,.592,1.7,2.3,4.6,0.2,,,0.9,2.7,6.0
Rodney McGruder,2017,2021,,6-4,205,"July 29, 1991",Kansas State,Career,,,NBA,234,118,20.9,2.2,5.3,.418,0.9,2.5,.341,1.4,2.8,.489,.500,0.5,0.8,.648,0.9,2.1,3.0,1.3,0.5,0.2,0.7,1.5,5.9
Alfred McGuire*,1952,1955,,6-2,180,"September 7, 1928",St. John's,Career,,,NBA,191,,15.5,1.3,3.5,.379,,,,,,,,1.3,2.4,.551,,,2.2,1.9,,,,2.6,4.0
Allie McGuire,1974,1974,,6-3,175,"July 10, 1951",Marquette,Career,,,NBA,2,,5.0,1.0,2.0,.500,,,,,,,,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,,1.0,2.0
Dick McGuire*,1950,1960,,6-0,180,"January 25, 1926",St. John's,Career,,,NBA,738,,28.3,2.8,7.1,.389,,,,,,,,2.5,3.8,.644,,,4.2,5.7,,,,2.3,8.0
Dominic McGuire,2008,2013,,6-9,220,"October 20, 1985","California, Fresno State",Career,,,NBA,342,84,15.6,1.1,2.7,.419,0.0,0.0,.188,1.1,2.7,.423,.420,0.5,0.7,.658,1.0,2.4,3.4,1.2,0.5,0.5,0.7,1.5,2.7
Kevin McHale*,1981,1993,,6-10,210,"December 19, 1957",Minnesota,Career,,,NBA,971,400,31.0,7.0,12.7,.554,0.0,0.2,.261,7.0,12.5,.558,.555,3.7,4.7,.798,2.4,4.9,7.3,1.7,0.4,1.7,1.9,2.8,17.9
Maurice McHartley,1968,1970,,6-3,185,"August 1, 1942",North Carolina A&T,Career,,,ABA,189,,28.1,4.6,11.5,.402,0.1,0.4,.188,4.6,11.1,.411,.406,3.1,4.2,.746,0.8,1.7,3.2,3.4,,,3.5,3.3,12.4
Jim McIlvaine,1995,2001,,7-1,240,"July 30, 1972",Marquette,Career,,,NBA,401,214,14.8,1.1,2.4,.446,0.0,0.0,.100,1.1,2.3,.450,.447,0.6,1.0,.551,1.2,1.9,3.1,0.3,0.3,1.7,0.6,2.6,2.7
Jeff McInnis,1997,2008,,6-4,190,"October 22, 1974",UNC,Career,,,NBA,576,334,27.7,3.8,8.8,.431,0.5,1.6,.328,3.3,7.2,.454,.461,1.2,1.6,.796,0.4,1.6,2.0,4.4,0.6,0.1,1.4,2.1,9.4
Kenny McIntosh,1972,1975,,6-7,225,"January 21, 1949",Eastern Michigan,Career,,,NBA,177,,20.9,2.3,6.3,.361,,,,,,,,0.7,1.3,.581,1.6,3.5,3.9,1.0,0.7,0.4,,1.9,5.3
Bob McIntyre,1968,1970,,6-6,215,"January 23, 1944",St. John's,Career,,,ABA,28,,19.5,2.9,7.8,.374,0.0,0.1,.250,2.9,7.7,.377,.377,1.2,2.1,.576,1.3,1.6,4.3,0.6,,,1.2,1.3,7.1
Jerry McKee,1970,1970,,6-3,190,"August 4, 1946",Ohio University,Career,,,ABA,1,,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
Kevin McKenna,1982,1988,,6-5,195,"January 8, 1959",Creighton,Career,,,NBA,243,26,14.2,2.0,5.0,.414,0.4,1.2,.367,1.6,3.8,.428,.456,0.9,1.1,.819,0.4,0.9,1.3,1.4,0.8,0.1,0.8,2.0,5.4
Forrest McKenzie,1987,1987,,6-7,200,"February 16, 1963",Loyola Marymount,Career,,,NBA,6,0,7.0,1.2,4.7,.250,0.2,0.3,.500,1.0,4.3,.231,.268,0.3,0.3,1.000,0.3,0.8,1.2,0.2,0.2,0.0,0.5,1.5,2.8
Stan McKenzie,1968,1974,,6-5,195,"October 6, 1944",NYU,Career,,,NBA,396,,18.9,3.2,7.3,.444,,,,,,,,2.6,3.2,.802,0.3,1.2,2.8,1.5,0.3,0.0,,2.3,9.0
Derrick McKey,1988,2002,,6-9,205,"October 10, 1966",Alabama,Career,,,NBA,937,639,29.1,4.2,8.6,.486,0.2,0.7,.316,4.0,7.9,.500,.498,2.4,3.1,.779,1.6,3.1,4.7,2.4,1.1,0.7,1.8,2.9,11.0
Aaron McKie,1995,2007,,6-5,209,"October 2, 1972",Temple,Career,,,NBA,793,287,24.2,2.9,6.5,.438,0.5,1.4,.350,2.4,5.1,.461,.475,1.2,1.5,.779,0.6,2.7,3.3,2.7,1.2,0.2,1.3,2.0,7.4
Billy McKinney,1979,1986,,6-0,160,"June 5, 1955",Northwestern,Career,,,NBA,476,65,19.3,3.3,6.6,.493,0.0,0.1,.063,3.3,6.5,.499,.493,1.5,1.8,.820,0.3,1.1,1.4,3.5,0.7,0.1,1.3,1.8,8.0
Bones McKinney,1947,1952,,6-6,185,"January 1, 1919",UNC,Career,,,TOT,318,,17.2,3.6,12.1,.298,,,,,,,,2.2,3.1,.711,,,3.5,1.6,,,,3.2,9.4
Carlton McKinney,1990,1992,,6-4,190,"October 21, 1964","Tulsa, SMU",Career,,,NBA,9,0,12.6,1.1,4.6,.244,0.0,0.1,.000,1.1,4.4,.250,.244,0.2,0.4,.500,0.4,1.0,1.4,0.8,0.7,0.1,0.8,1.8,2.4
Trey McKinney-Jones,2018,2018,,6-5,214,"August 27, 1990","Missouri-Kansas City, Miami (FL)",Career,,,NBA,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfonzo McKinnie,2018,2021,,6-7,215,"September 17, 1992",Green Bay,Career,,,NBA,165,6,11.6,1.6,3.4,.475,0.5,1.4,.325,1.1,2.0,.582,.542,0.4,0.6,.610,0.9,1.7,2.6,0.3,0.3,0.1,0.4,1.5,4.0
Jordan McLaughlin,2020,2021,,5-11,185,"April 9, 1996",USC,Career,,,NBA,81,4,18.9,2.3,5.2,.445,0.8,2.1,.369,1.5,3.1,.496,.519,0.6,0.9,.710,0.3,1.6,1.9,3.9,1.0,0.1,1.0,0.9,6.0
Ben McLemore,2014,2021,,6-3,195,"February 11, 1993",Kansas,Career,,,NBA,492,261,22.9,3.2,7.6,.416,1.5,4.0,.363,1.7,3.6,.476,.512,1.1,1.4,.776,0.4,1.9,2.4,1.0,0.6,0.2,1.1,2.2,8.9
McCoy McLemore,1965,1972,,6-7,230,"April 3, 1942",Drake University,Career,,,NBA,580,,21.1,3.4,8.5,.394,,,,,,,,2.1,2.8,.771,,,5.5,1.3,,,,2.5,8.8
George McLeod,1953,1953,,6-5,200,"January 3, 1931",TCU,Career,,,NBA,10,,8.5,0.2,1.6,.125,,,,,,,,0.8,1.5,.533,,,2.1,0.4,,,,1.6,1.2
Keith McLeod,2004,2007,,6-2,188,"November 5, 1979",Bowling Green,Career,,,NBA,200,88,18.6,1.8,5.1,.357,0.3,1.0,.282,1.5,4.0,.376,.386,1.6,2.0,.800,0.2,1.1,1.3,2.7,0.7,0.1,1.3,1.8,5.5
Roshown McLeod,1999,2001,,6-8,221,"November 17, 1975","St. John's, Duke",Career,,,NBA,113,45,18.8,3.0,7.3,.409,0.0,0.4,.111,2.9,6.9,.426,.412,1.2,1.5,.819,0.8,1.9,2.7,1.1,0.4,0.1,1.2,1.8,7.2
