Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y
Tim Duncan,35.766666666666666,9.0,17.0,0.529,0.0,0.0,,3.0,7.0,0.429,2.0,6.0,8.0,2.0,0.0,1.0,0.0,0.0,21.0,-3.0,Starter,0.523,0.529,0.0,0.412,6.5,26.0,14.9,9.3,0.0,2.1,0.0,27.2,115,120,4.0,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boris Diaw,33.516666666666666,5.0,11.0,0.455,2.0,4.0,0.5,0.0,0.0,,4.0,3.0,7.0,2.0,1.0,0.0,0.0,2.0,12.0,-8.0,Starter,0.545,0.545,0.364,0.0,14.0,13.9,13.9,8.5,1.6,0.0,0.0,15.9,131,120,5.0,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawhi Leonard,32.666666666666664,7.0,8.0,0.875,3.0,4.0,0.75,0.0,0.0,,1.0,8.0,9.0,0.0,1.0,0.0,2.0,1.0,17.0,-12.0,Starter,1.063,1.063,0.5,0.0,3.6,37.9,18.4,0.0,1.6,0.0,20.0,14.8,157,117,11.5,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Green,20.066666666666666,3.0,9.0,0.333,1.0,6.0,0.167,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,7.0,Starter,0.389,0.389,0.667,0.0,0.0,7.7,3.3,7.1,0.0,0.0,0.0,21.7,86,125,-6.6,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manu Ginóbili,24.716666666666665,4.0,7.0,0.571,2.0,3.0,0.667,3.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,6.0,13.0,-10.0,Reserve,0.781,0.714,0.429,0.429,0.0,0.0,0.0,23.4,2.1,0.0,41.9,28.1,97,121,-3.5,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Jackson,22.0,4.0,6.0,0.667,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,11.0,5.0,Reserve,0.854,0.833,0.5,0.167,0.0,0.0,0.0,13.5,2.4,0.0,13.4,16.4,149,120,6.2,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Neal,15.25,3.0,5.0,0.6,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,-8.0,Reserve,0.735,0.7,0.4,0.2,0.0,10.2,4.4,10.0,0.0,0.0,0.0,17.3,153,124,6.2,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeJuan Blair,9.6,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,Reserve,0.5,0.5,0.0,0.0,0.0,32.3,13.9,0.0,5.5,7.7,0.0,10.1,101,103,8.7,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Splitter,5.566666666666666,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,Reserve,0.0,0.0,0.0,2.0,0.0,27.8,12.0,21.0,0.0,0.0,0.0,16.4,32,122,-8.1,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Bonner,2.183333333333333,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0,126,-24.6,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patty Mills,0.11666666666666667,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,126,-7.9,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,43.5,13.0,20.0,0.65,1.0,2.0,0.5,9.0,9.0,1.0,0.0,6.0,6.0,8.0,0.0,1.0,1.0,0.0,36.0,1.0,Starter,0.751,0.675,0.1,0.45,0.0,16.1,9.2,29.8,0.0,1.9,4.0,27.8,155,116,16.3,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serge Ibaka,40.733333333333334,11.0,11.0,1.0,0.0,0.0,,4.0,4.0,1.0,1.0,4.0,5.0,0.0,0.0,3.0,1.0,2.0,26.0,6.0,Starter,1.019,1.0,0.0,0.364,3.8,11.5,8.2,0.0,0.0,6.0,7.3,16.3,187,113,11.2,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,33.71666666666667,2.0,10.0,0.2,2.0,3.0,0.667,1.0,4.0,0.25,0.0,4.0,4.0,5.0,1.0,0.0,3.0,2.0,7.0,-5.0,Starter,0.298,0.3,0.3,0.4,0.0,13.9,7.9,17.3,1.6,0.0,20.3,21.2,67,115,-10.7,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendrick Perkins,32.93333333333333,7.0,9.0,0.778,0.0,0.0,,1.0,2.0,0.5,3.0,6.0,9.0,1.0,0.0,1.0,3.0,3.0,15.0,3.0,Starter,0.759,0.778,0.0,0.222,14.1,21.3,18.2,4.3,0.0,2.5,23.3,18.9,119,114,1.1,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
