Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime
Ray Allen,40.75,6,11,0.545,3,6,0.5,2,3,0.667,1,1,2,2,0,0,2,3,17,2,Starter,0.69,0.682,0.545,0.273,3.4,3.1,3.2,8.1,0.0,0.0,14.0,16.9,118,124,-0.7,200806080BOS,2008-06-08 21:00:00
Kevin Garnett,39.11666666666667,7,19,0.368,0,0,,3,4,0.75,3,11,14,3,1,1,4,1,17,-9,Starter,0.409,0.368,0.0,0.211,10.5,35.5,23.5,13.4,1.4,2.0,16.2,30.5,85,110,-6.4,200806080BOS,2008-06-08 21:00:00
Kendrick Perkins,13.683333333333334,2,2,1.0,0,0,,3,3,1.0,3,0,3,1,0,0,2,4,7,5,Starter,1.054,1.0,0.0,1.5,30.1,0.0,14.4,12.1,0.0,0.0,37.6,18.7,141,125,0.2,200806080BOS,2008-06-08 21:00:00
P.J. Brown,22.616666666666667,3,4,0.75,0,0,,0,0,,1,2,3,0,1,0,0,1,6,20,Reserve,0.75,0.75,0.0,0.0,6.1,11.2,8.7,0.0,2.4,0.0,0.0,8.5,153,117,3.2,200806080BOS,2008-06-08 21:00:00
James Posey,19.716666666666665,2,3,0.667,2,3,0.667,2,2,1.0,0,3,3,0,1,0,0,1,8,-7,Reserve,1.031,1.0,1.0,0.667,0.0,19.2,10.0,0.0,2.8,0.0,0.0,9.5,197,113,10.5,200806080BOS,2008-06-08 21:00:00
Leon Powe,14.65,6,7,0.857,0,0,,9,13,0.692,1,1,2,0,0,0,0,4,21,6,Reserve,0.825,0.857,0.0,1.857,9.4,8.6,9.0,0.0,0.0,0.0,0.0,41.8,170,123,15.1,200806080BOS,2008-06-08 21:00:00
Sam Cassell,6.166666666666667,0,2,0.0,0,1,0.0,0,0,,0,0,0,1,1,0,0,0,0,11,Reserve,0.0,0.0,0.5,0.0,0.0,0.0,0.0,21.6,8.9,0.0,0.0,15.6,38,105,-3.9,200806080BOS,2008-06-08 21:00:00
Kevin Garnett,41.983333333333334,6,21,0.286,0,0,,1,2,0.5,3,9,12,5,1,3,3,2,13,-2,Starter,0.297,0.286,0.0,0.095,7.0,25.7,15.4,25.8,1.3,6.2,12.1,26.9,71,97,0.9,200806100LAL,2008-06-10 21:00:00
Ray Allen,41.416666666666664,8,13,0.615,5,7,0.714,4,6,0.667,3,2,5,2,1,1,1,3,25,-9,Starter,0.799,0.808,0.538,0.462,7.1,5.8,6.5,11.7,1.3,2.1,6.0,18.2,152,105,16.9,200806100LAL,2008-06-10 21:00:00
Paul Pierce,31.566666666666666,2,14,0.143,0,4,0.0,2,3,0.667,1,5,6,3,1,0,3,5,6,-5,Starter,0.196,0.143,0.286,0.214,3.1,19.0,10.3,17.6,1.8,0.0,16.4,26.4,48,102,-13.4,200806100LAL,2008-06-10 21:00:00
Kendrick Perkins,28.45,4,5,0.8,0,0,,0,1,0.0,2,4,6,1,3,2,1,4,8,6,Starter,0.735,0.8,0.0,0.2,6.9,16.9,11.4,7.6,5.8,6.1,15.5,10.3,123,89,9.2,200806100LAL,2008-06-10 21:00:00
Rajon Rondo,21.866666666666667,4,8,0.5,0,0,,0,0,,2,0,2,4,0,1,2,4,8,-9,Starter,0.5,0.5,0.0,0.0,9.0,0.0,4.9,43.4,0.0,4.0,20.0,20.8,98,107,2.2,200806100LAL,2008-06-10 21:00:00
James Posey,24.583333333333332,1,3,0.333,1,3,0.333,6,6,1.0,1,6,7,0,1,0,0,2,9,3,Reserve,0.798,0.5,1.0,2.0,4.0,29.3,15.4,0.0,2.3,0.0,0.0,10.4,181,98,8.7,200806100LAL,2008-06-10 21:00:00
Eddie House,19.8,2,8,0.25,2,3,0.667,0,0,,0,3,3,2,1,0,0,2,6,7,Reserve,0.375,0.375,0.375,0.0,0.0,18.2,8.2,20.1,2.8,0.0,0.0,18.4,93,100,3.2,200806100LAL,2008-06-10 21:00:00
P.J. Brown,17.483333333333334,1,4,0.25,0,0,,1,2,0.5,0,2,2,0,0,1,2,4,3,-13,Reserve,0.307,0.25,0.0,0.5,0.0,13.7,6.2,0.0,0.0,5.0,29.1,17.9,46,102,-13.7,200806100LAL,2008-06-10 21:00:00
Sam Cassell,6.85,1,4,0.25,0,1,0.0,0,0,,0,0,0,2,0,0,0,1,2,-4,Reserve,0.25,0.25,0.25,0.0,0.0,0.0,0.0,63.7,0.0,0.0,0.0,26.5,79,110,-3.9,200806100LAL,2008-06-10 21:00:00
Leon Powe,5.983333333333333,0,3,0.0,0,0,,1,2,0.5,2,0,2,0,0,0,1,1,1,-4,Reserve,0.129,0.0,0.0,0.667,32.7,0.0,18.0,0.0,0.0,0.0,20.5,37.0,43,110,-28.2,200806100LAL,2008-06-10 21:00:00
Kobe Bryant,45.25,12,20,0.6,1,2,0.5,11,18,0.611,3,4,7,1,2,0,3,4,36,2,Starter,0.645,0.625,0.1,0.9,8.0,8.7,8.3,6.1,2.4,0.0,9.7,34.2,121,94,12.3,200806100LAL,2008-06-10 21:00:00
Pau Gasol,39.46666666666667,3,9,0.333,0,0,,3,8,0.375,3,9,12,2,0,0,3,3,9,-1,Starter,0.359,0.333,0.0,0.889,9.1,22.3,16.4,9.2,0.0,0.0,19.3,19.7,75,93,-5.1,200806100LAL,2008-06-10 21:00:00
Derek Fisher,28.066666666666666,1,6,0.167,0,1,0.0,4,4,1.0,1,2,3,1,1,0,1,1,6,-3,Starter,0.387,0.167,0.167,0.667,4.3,7.0,5.8,6.0,2.0,0.0,11.4,15.6,87,97,-1.8,200806100LAL,2008-06-10 21:00:00
Lamar Odom,27.966666666666665,2,9,0.222,0,1,0.0,0,0,,1,8,9,4,1,1,5,5,4,-1,Starter,0.222,0.222,0.111,0.0,4.3,28.0,17.4,25.8,2.0,2.6,35.7,25.0,47,83,-7.9,200806100LAL,2008-06-10 21:00:00
Vladimir Radmanović,12.683333333333334,1,4,0.25,1,2,0.5,0,0,,0,1,1,0,0,0,0,4,3,1,Starter,0.375,0.375,0.5,0.0,0.0,7.7,4.3,0.0,0.0,0.0,0.0,15.8,79,99,-8.6,200806100LAL,2008-06-10 21:00:00
Sasha Vujačić,27.6,7,10,0.7,3,5,0.6,3,4,0.75,0,4,4,1,0,1,0,2,20,15,Reserve,0.85,0.85,0.5,0.4,0.0,14.2,7.8,9.8,0.0,2.7,0.0,21.3,167,95,19.9,200806100LAL,2008-06-10 21:00:00
Jordan Farmar,20.05,2,4,0.5,1,2,0.5,0,0,,0,4,4,5,0,1,0,0,5,9,Reserve,0.625,0.625,0.5,0.0,0.0,19.5,10.8,47.5,0.0,3.7,0.0,10.0,153,92,14.5,200806100LAL,2008-06-10 21:00:00
Ronny Turiaf,18.85,0,1,0.0,0,0,,0,0,,0,0,0,0,0,2,0,3,0,2,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,2.7,0,99,-3.4,200806100LAL,2008-06-10 21:00:00
Luke Walton,11.233333333333333,0,3,0.0,0,0,,0,0,,1,2,3,2,0,1,0,1,0,12,Reserve,0.0,0.0,0.0,0.0,10.7,17.4,14.4,28.5,0.0,6.6,0.0,13.4,55,91,0.7,200806100LAL,2008-06-10 21:00:00
Trevor Ariza,8.816666666666666,2,3,0.667,0,1,0.0,0,0,,0,1,1,1,0,0,0,0,4,-6,Reserve,0.667,0.667,0.333,0.0,0.0,11.1,6.1,28.5,0.0,0.0,0.0,17.0,140,99,10.8,200806100LAL,2008-06-10 21:00:00
Ray Allen,48.0,6,11,0.545,2,6,0.333,5,5,1.0,2,7,9,2,3,1,1,2,19,6,Starter,0.72,0.636,0.545,0.455,5.4,15.9,11.1,7.4,3.4,1.8,7.0,14.7,143,98,11.4,200806120LAL,2008-06-12 21:00:00
Paul Pierce,42.166666666666664,6,13,0.462,0,3,0.0,8,9,0.889,0,4,4,7,1,1,4,4,20,9,Starter,0.59,0.462,0.231,0.692,0.0,10.3,5.6,30.4,1.3,2.0,19.1,24.8,110,104,4.8,200806120LAL,2008-06-12 21:00:00
Kevin Garnett,37.15,7,14,0.5,0,0,,2,2,1.0,2,9,11,3,2,1,4,3,16,17,Starter,0.538,0.5,0.0,0.143,7.0,26.4,17.5,16.2,2.9,2.3,21.2,25.3,95,95,4.0,200806120LAL,2008-06-12 21:00:00
Rajon Rondo,17.016666666666666,2,4,0.5,0,0,,1,2,0.5,0,1,1,2,0,0,0,1,5,-10,Starter,0.512,0.5,0.0,0.5,0.0,6.4,3.5,20.6,0.0,0.0,0.0,14.3,118,109,0.9,200806120LAL,2008-06-12 21:00:00
Kendrick Perkins,13.25,1,3,0.333,0,0,,0,0,,0,1,1,0,0,1,0,4,2,-18,Starter,0.333,0.333,0.0,0.0,0.0,8.2,4.5,0.0,0.0,6.5,0.0,11.3,69,103,-7.3,200806120LAL,2008-06-12 21:00:00
James Posey,25.466666666666665,5,10,0.5,4,8,0.5,4,4,1.0,0,2,2,0,0,0,0,5,18,15,Reserve,0.765,0.7,0.8,0.4,0.0,8.6,4.7,0.0,0.0,0.0,0.0,23.0,153,108,10.2,200806120LAL,2008-06-12 21:00:00
Eddie House,24.566666666666666,4,9,0.444,2,4,0.5,1,2,0.5,0,4,4,1,0,0,0,0,11,20,Reserve,0.557,0.556,0.444,0.222,0.0,17.8,9.6,7.8,0.0,0.0,0.0,20.0,115,106,4.7,200806120LAL,2008-06-12 21:00:00
P.J. Brown,14.533333333333333,1,4,0.25,0,0,,1,2,0.5,1,1,2,0,1,0,0,2,3,-15,Reserve,0.307,0.25,0.0,0.5,8.9,7.5,8.2,0.0,3.7,0.0,0.0,16.7,79,101,-4.4,200806120LAL,2008-06-12 21:00:00
Leon Powe,9.05,1,4,0.25,0,0,,1,2,0.5,1,4,5,0,0,0,1,1,3,-1,Reserve,0.307,0.25,0.0,0.5,14.3,48.2,32.7,0.0,0.0,0.0,17.0,32.4,64,96,-13.1,200806120LAL,2008-06-12 21:00:00
Sam Cassell,6.566666666666666,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,2,0,-3,Reserve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.2,0,110,-23.3,200806120LAL,2008-06-12 21:00:00
Tony Allen,2.25,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,10,Reserve,,,,,0.0,48.5,26.3,0.0,0.0,0.0,,0.0,0,97,1.0,200806120LAL,2008-06-12 21:00:00
Kobe Bryant,43.35,6,19,0.316,0,2,0.0,5,6,0.833,0,4,4,10,4,0,2,4,17,-9,Starter,0.393,0.316,0.105,0.316,0.0,12.0,5.5,43.7,5.0,0.0,8.5,25.7,93,103,5.5,200806120LAL,2008-06-12 21:00:00
Lamar Odom,39.0,8,11,0.727,0,1,0.0,3,4,0.75,4,6,10,4,0,1,2,1,19,6,Starter,0.745,0.727,0.091,0.364,11.2,20.0,15.2,22.2,0.0,2.4,13.6,17.9,137,111,11.0,200806120LAL,2008-06-12 21:00:00
Pau Gasol,37.983333333333334,6,13,0.462,0,0,,5,7,0.714,1,9,10,2,0,0,3,5,17,-6,Starter,0.529,0.462,0.0,0.538,2.9,30.7,15.6,10.4,0.0,0.0,15.7,23.7,95,111,-2.3,200806120LAL,2008-06-12 21:00:00
Vladimir Radmanović,26.583333333333332,3,8,0.375,2,5,0.4,2,2,1.0,1,4,5,2,0,0,0,3,10,-1,Starter,0.563,0.5,0.625,0.25,4.1,19.5,11.1,13.6,0.0,0.0,0.0,15.8,126,113,4.0,200806120LAL,2008-06-12 21:00:00
Derek Fisher,25.333333333333332,4,5,0.8,0,1,0.0,5,6,0.833,0,0,0,3,0,0,3,2,13,7,Starter,0.851,0.8,0.2,1.2,0.0,0.0,0.0,23.3,0.0,0.0,28.2,19.8,122,116,2.8,200806120LAL,2008-06-12 21:00:00
Sasha Vujačić,23.816666666666666,1,9,0.111,1,5,0.2,0,0,,1,2,3,1,1,0,1,3,3,-14,Reserve,0.167,0.167,0.556,0.0,4.6,10.9,7.5,6.7,2.3,0.0,10.0,19.8,44,109,-11.6,200806120LAL,2008-06-12 21:00:00
Jordan Farmar,21.416666666666668,1,6,0.167,1,3,0.333,0,0,,0,3,3,1,0,0,0,0,3,-5,Reserve,0.25,0.25,0.5,0.0,0.0,18.2,8.3,7.5,0.0,0.0,0.0,13.2,62,113,-6.8,200806120LAL,2008-06-12 21:00:00
Ronny Turiaf,10.016666666666667,0,1,0.0,0,0,,0,2,0.0,0,1,1,0,0,1,0,2,0,0,Reserve,0.0,0.0,0.0,2.0,0.0,13.0,5.9,0.0,0.0,9.4,0.0,8.9,0,106,-10.9,200806120LAL,2008-06-12 21:00:00
Trevor Ariza,8.716666666666667,2,2,1.0,1,1,1.0,1,2,0.5,3,2,5,0,1,1,0,2,6,-6,Reserve,1.042,1.25,0.5,1.0,37.5,29.8,34.0,0.0,6.2,10.8,0.0,15.6,196,88,35.4,200806120LAL,2008-06-12 21:00:00
Luke Walton,3.783333333333333,1,3,0.333,1,3,0.333,0,0,,0,0,0,0,0,0,1,1,3,-2,Reserve,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,49.9,65,116,-12.3,200806120LAL,2008-06-12 21:00:00
Paul Pierce,47.96666666666667,10,22,0.455,2,6,0.333,16,19,0.842,1,5,6,8,1,0,5,5,38,-4,Starter,0.626,0.5,0.273,0.864,2.4,13.9,7.8,34.8,1.1,0.0,14.1,32.6,122,110,10.1,200806150LAL,2008-06-15 21:00:00
Ray Allen,39.483333333333334,4,13,0.308,3,8,0.375,5,5,1.0,0,2,2,2,0,1,2,6,16,-15,Starter,0.526,0.423,0.615,0.385,0.0,6.8,3.2,8.6,0.0,2.3,11.6,19.2,104,112,-0.7,200806150LAL,2008-06-15 21:00:00
Kevin Garnett,33.1,6,11,0.545,0,0,,1,4,0.25,7,7,14,0,2,0,4,5,13,-10,Starter,0.509,0.545,0.0,0.364,24.8,28.2,26.4,0.0,3.0,0.0,23.9,22.4,91,102,-1.6,200806150LAL,2008-06-15 21:00:00
Rajon Rondo,14.533333333333333,1,7,0.143,0,0,,1,2,0.5,1,1,2,3,1,1,2,1,3,-15,Starter,0.19,0.143,0.0,0.286,8.1,9.2,8.6,33.4,3.5,6.4,20.2,30.0,56,102,-5.2,200806150LAL,2008-06-15 21:00:00
Leon Powe,4.983333333333333,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0,-10,Starter,,,,,0.0,53.5,25.0,0.0,0.0,0.0,,0.0,0,102,-3.3,200806150LAL,2008-06-15 21:00:00
James Posey,32.416666666666664,1,2,0.5,1,2,0.5,0,0,,1,5,6,2,1,0,2,3,3,9,Reserve,0.75,0.75,1.0,0.0,3.6,20.6,11.5,9.4,1.6,0.0,50.0,5.5,90,107,1.5,200806150LAL,2008-06-15 21:00:00
P.J. Brown,24.883333333333333,2,5,0.4,0,0,,0,0,,1,2,3,0,0,0,0,5,4,-2,Reserve,0.4,0.4,0.0,0.0,4.7,10.7,7.5,0.0,0.0,0.0,0.0,8.9,95,113,-4.7,200806150LAL,2008-06-15 21:00:00
Sam Cassell,18.0,4,8,0.5,0,1,0.0,1,1,1.0,0,1,1,2,0,0,1,0,9,23,Reserve,0.533,0.5,0.125,0.125,0.0,7.4,3.5,23.9,0.0,0.0,10.6,23.2,105,114,2.0,200806150LAL,2008-06-15 21:00:00
Eddie House,13.633333333333333,2,5,0.4,2,5,0.4,0,0,,0,1,1,2,0,0,2,2,6,-7,Reserve,0.6,0.6,1.0,0.0,0.0,9.8,4.6,27.1,0.0,0.0,28.6,22.7,92,113,0.4,200806150LAL,2008-06-15 21:00:00
Tony Allen,10.983333333333333,3,4,0.75,0,0,,0,0,,0,0,0,1,1,0,0,0,6,6,Reserve,0.75,0.75,0.0,0.0,0.0,0.0,0.0,22.0,4.6,0.0,0.0,16.1,153,106,15.9,200806150LAL,2008-06-15 21:00:00
Kobe Bryant,44.333333333333336,8,21,0.381,4,9,0.444,5,7,0.714,3,4,7,4,5,0,6,4,25,8,Starter,0.519,0.476,0.429,0.333,9.0,10.6,9.8,15.8,5.7,0.0,19.9,29.7,96,99,4.9,200806150LAL,2008-06-15 21:00:00
Pau Gasol,42.11666666666667,6,10,0.6,0,0,,7,10,0.7,3,10,13,6,1,2,0,3,19,13,Starter,0.66,0.6,0.0,1.0,9.5,27.8,19.2,23.4,1.2,4.1,0.0,15.0,156,101,13.0,200806150LAL,2008-06-15 21:00:00
Lamar Odom,41.233333333333334,8,10,0.8,1,1,1.0,3,3,1.0,2,9,11,2,0,4,4,3,20,9,Starter,0.883,0.85,0.1,0.3,6.5,25.6,16.6,8.7,0.0,8.5,26.1,16.3,130,101,9.3,200806150LAL,2008-06-15 21:00:00
Derek Fisher,35.233333333333334,3,10,0.3,1,5,0.2,8,11,0.727,1,1,2,2,2,0,2,2,15,11,Starter,0.505,0.35,0.5,1.1,3.8,3.3,3.5,8.5,2.9,0.0,11.9,20.9,105,107,0.3,200806150LAL,2008-06-15 21:00:00
Vladimir Radmanović,19.216666666666665,3,6,0.5,1,2,0.5,0,0,,0,5,5,2,1,0,3,2,7,20,Starter,0.583,0.583,0.333,0.0,0.0,30.5,16.2,17.5,2.6,0.0,33.3,20.5,83,99,-0.2,200806150LAL,2008-06-15 21:00:00
Jordan Farmar,22.3,5,9,0.556,1,4,0.25,0,0,,0,1,1,1,1,1,0,3,11,-13,Reserve,0.611,0.611,0.444,0.0,0.0,5.2,2.8,8.5,2.3,3.9,0.0,17.7,130,105,6.4,200806150LAL,2008-06-15 21:00:00
Sasha Vujačić,19.716666666666665,2,10,0.2,0,5,0.0,0,0,,1,0,1,0,1,0,0,2,4,-11,Reserve,0.2,0.2,0.5,0.0,6.8,0.0,3.2,0.0,2.6,0.0,0.0,22.2,54,109,-13.2,200806150LAL,2008-06-15 21:00:00
Luke Walton,10.433333333333334,1,2,0.5,0,1,0.0,0,0,,0,0,0,2,0,0,0,5,2,0,Reserve,0.5,0.5,0.5,0.0,0.0,0.0,0.0,29.3,0.0,0.0,0.0,8.4,136,114,-5.0,200806150LAL,2008-06-15 21:00:00
Chris Mihm,2.7666666666666666,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-6,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,31.6,0,113,-48.8,200806150LAL,2008-06-15 21:00:00
Ronny Turiaf,1.4,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-2,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31.3,0,113,-51.6,200806150LAL,2008-06-15 21:00:00
