Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime
James Jones,2.2666666666666666,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-3,Reserve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0,121,-18.5,201706010GSW,2017-06-01 21:00:00
Kevin Durant,37.55,14,26,0.538,3,6,0.5,7,8,0.875,2,7,9,8,0,0,0,1,38,16,Starter,0.644,0.596,0.231,0.308,4.4,17.5,10.6,37.7,0.0,0.0,0.0,32.2,141,97,21.7,201706010GSW,2017-06-01 21:00:00
Klay Thompson,36.36666666666667,3,16,0.188,0,5,0.0,0,0,,2,2,4,4,1,0,0,3,6,8,Starter,0.188,0.188,0.313,0.0,4.6,5.2,4.8,12.9,1.3,0.0,0.0,18.0,63,100,-10.3,201706010GSW,2017-06-01 21:00:00
Draymond Green,36.15,3,12,0.25,1,5,0.2,2,3,0.667,1,10,11,2,2,1,2,4,9,12,Starter,0.338,0.292,0.417,0.25,2.3,26.0,13.4,6.5,2.7,2.4,13.1,17.4,71,85,-4.9,201706010GSW,2017-06-01 21:00:00
Stephen Curry,34.483333333333334,11,22,0.5,6,11,0.545,0,0,,1,5,6,10,3,0,2,3,28,20,Starter,0.636,0.636,0.5,0.0,2.4,13.6,7.7,46.9,4.2,0.0,8.3,28.5,126,89,19.9,201706010GSW,2017-06-01 21:00:00
Zaza Pachulia,14.433333333333334,4,5,0.8,0,0,,0,1,0.0,2,3,5,0,2,0,0,3,8,5,Starter,0.735,0.8,0.0,0.2,11.5,19.6,15.3,0.0,6.7,0.0,0.0,15.5,147,80,9.2,201706010GSW,2017-06-01 21:00:00
Andre Iguodala,23.983333333333334,3,4,0.75,1,1,1.0,0,2,0.0,1,2,3,1,2,1,0,3,7,14,Reserve,0.717,0.875,0.25,0.5,3.5,7.8,5.5,5.1,4.0,3.6,0.0,8.3,140,90,5.9,201706010GSW,2017-06-01 21:00:00
Ian Clark,18.083333333333332,1,4,0.25,0,3,0.0,2,2,1.0,0,1,1,0,1,0,0,0,4,6,Reserve,0.41,0.25,0.75,0.5,0.0,5.2,2.4,0.0,2.7,0.0,0.0,11.1,92,97,-4.2,201706010GSW,2017-06-01 21:00:00
Shaun Livingston,15.266666666666667,1,5,0.2,0,0,,0,0,,1,1,2,2,1,0,0,1,2,9,Reserve,0.2,0.2,0.0,0.0,5.4,6.2,5.8,15.0,3.2,0.0,0.0,13.4,75,95,-4.1,201706010GSW,2017-06-01 21:00:00
David West,8.05,1,4,0.25,0,0,,0,0,,1,0,1,1,0,0,0,3,2,3,Reserve,0.25,0.25,0.0,0.0,10.3,0.0,5.5,15.3,0.0,0.0,0.0,20.4,80,105,-13.7,201706010GSW,2017-06-01 21:00:00
JaVale McGee,5.533333333333333,2,3,0.667,0,0,,0,0,,3,1,4,1,0,1,0,1,4,8,Reserve,0.667,0.667,0.0,0.0,44.9,17.0,31.8,31.4,0.0,15.8,0.0,22.2,162,89,22.1,201706010GSW,2017-06-01 21:00:00
James Michael McAdoo,4.366666666666666,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,2,2,3,Reserve,1.0,1.0,0.0,0.0,0.0,21.6,10.1,0.0,0.0,0.0,0.0,9.4,200,94,-1.9,201706010GSW,2017-06-01 21:00:00
Patrick McCaw,3.466666666666667,0,2,0.0,0,1,0.0,0,0,,0,3,3,1,0,0,0,0,0,3,Reserve,0.0,0.0,0.5,0.0,0.0,81.4,38.1,30.8,0.0,0.0,0.0,23.7,30,63,-11.7,201706010GSW,2017-06-01 21:00:00
Matt Barnes,2.2666666666666666,1,2,0.5,1,1,1.0,0,0,,0,0,0,1,0,0,0,0,3,3,Reserve,0.75,0.75,0.5,0.0,0.0,0.0,0.0,88.9,0.0,0.0,0.0,36.2,162,106,43.7,201706010GSW,2017-06-01 21:00:00
Kyrie Irving,40.03333333333333,8,23,0.348,2,6,0.333,1,2,0.5,0,2,2,7,2,0,3,1,19,-17,Starter,0.398,0.391,0.261,0.087,0.0,5.8,2.6,23.7,2.3,0.0,11.2,27.5,82,127,-5.7,201706040GSW,2017-06-04 20:00:00
LeBron James,39.36666666666667,12,18,0.667,1,3,0.333,4,5,0.8,0,11,11,14,3,1,4,2,29,-11,Starter,0.718,0.694,0.167,0.278,0.0,32.7,14.3,56.2,3.4,2.7,16.5,25.1,131,117,15.8,201706040GSW,2017-06-04 20:00:00
Kevin Love,30.183333333333334,12,23,0.522,2,7,0.286,1,1,1.0,4,3,7,0,2,0,1,3,27,-8,Starter,0.576,0.565,0.304,0.043,12.0,11.6,11.8,0.0,3.0,0.0,4.1,33.1,112,124,3.2,201706040GSW,2017-06-04 20:00:00
Tristan Thompson,21.233333333333334,4,7,0.571,0,0,,0,0,,2,2,4,1,2,0,0,2,8,-18,Starter,0.571,0.571,0.0,0.0,8.5,11.0,9.6,6.3,4.2,0.0,0.0,13.5,127,122,1.2,201706040GSW,2017-06-04 20:00:00
J.R. Smith,13.983333333333333,0,2,0.0,0,2,0.0,0,0,,1,1,2,0,0,0,1,4,0,-18,Starter,0.0,0.0,1.0,0.0,6.5,8.4,7.3,0.0,0.0,0.0,33.3,8.8,26,132,-19.3,201706040GSW,2017-06-04 20:00:00
Kyle Korver,23.35,2,4,0.5,1,3,0.333,3,3,1.0,0,0,0,1,1,0,0,0,8,-3,Reserve,0.752,0.625,0.75,0.75,0.0,0.0,0.0,5.0,1.9,0.0,0.0,9.3,158,129,0.6,201706040GSW,2017-06-04 20:00:00
Iman Shumpert,21.683333333333334,1,6,0.167,0,2,0.0,4,4,1.0,1,3,4,0,3,0,0,1,6,-5,Reserve,0.387,0.167,0.333,0.667,4.2,16.2,9.4,0.0,6.2,0.0,0.0,14.6,93,116,-1.6,201706040GSW,2017-06-04 20:00:00
Deron Williams,14.183333333333334,0,5,0.0,0,2,0.0,0,0,,1,2,3,3,1,0,0,2,0,-8,Reserve,0.0,0.0,0.4,0.0,6.4,16.5,10.8,22.6,3.2,0.0,0.0,14.4,46,123,-11.6,201706040GSW,2017-06-04 20:00:00
Richard Jefferson,13.15,2,3,0.667,1,2,0.5,2,4,0.5,0,1,1,0,1,0,0,3,7,-7,Reserve,0.735,0.833,0.667,1.333,0.0,8.9,3.9,0.0,3.4,0.0,0.0,14.8,142,124,1.7,201706040GSW,2017-06-04 20:00:00
Channing Frye,11.183333333333334,1,5,0.2,0,1,0.0,0,0,,0,3,3,1,0,0,0,0,2,0,Reserve,0.2,0.2,0.2,0.0,0.0,31.4,13.7,10.5,0.0,0.0,0.0,18.3,53,127,-11.5,201706040GSW,2017-06-04 20:00:00
Dahntay Jones,4.083333333333333,1,1,1.0,0,0,,0,0,,1,2,3,0,0,0,0,0,2,0,Reserve,1.0,1.0,0.0,0.0,22.2,57.3,37.5,0.0,0.0,0.0,0.0,10.0,206,122,9.4,201706040GSW,2017-06-04 20:00:00
Derrick Williams,3.783333333333333,2,3,0.667,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,5,0,Reserve,0.833,0.833,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,145,134,20.2,201706040GSW,2017-06-04 20:00:00
James Jones,3.783333333333333,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0,Reserve,,,,,0.0,30.9,13.5,0.0,0.0,0.0,,0.0,0,127,-7.4,201706040GSW,2017-06-04 20:00:00
Kevin Durant,40.7,13,22,0.591,4,8,0.5,3,3,1.0,2,11,13,6,3,5,3,4,33,21,Starter,0.708,0.682,0.364,0.136,5.8,24.5,16.3,23.1,3.3,8.3,11.4,26.0,133,93,16.4,201706040GSW,2017-06-04 20:00:00
Klay Thompson,37.11666666666667,8,12,0.667,4,7,0.571,2,3,0.667,1,6,7,1,0,0,2,2,22,24,Starter,0.826,0.833,0.583,0.25,3.2,14.6,9.6,3.6,0.0,0.0,13.1,16.6,134,111,4.0,201706040GSW,2017-06-04 20:00:00
Stephen Curry,36.25,7,17,0.412,4,11,0.364,14,14,1.0,2,8,10,11,1,0,8,3,32,21,Starter,0.691,0.529,0.647,0.824,6.5,20.0,14.1,39.7,1.2,0.0,25.7,34.5,122,107,6.2,201706040GSW,2017-06-04 20:00:00
Draymond Green,24.65,4,8,0.5,3,6,0.5,1,2,0.5,0,6,6,6,1,0,3,5,12,14,Starter,0.676,0.688,0.75,0.25,0.0,22.0,12.4,30.6,1.8,0.0,25.3,19.3,115,105,5.0,201706040GSW,2017-06-04 20:00:00
Zaza Pachulia,12.716666666666667,1,2,0.5,0,0,,0,0,,2,0,2,0,0,0,2,1,2,13,Starter,0.5,0.5,0.0,0.0,18.4,0.0,8.0,0.0,0.0,0.0,50.0,12.6,75,114,-11.0,201706040GSW,2017-06-04 20:00:00
Andre Iguodala,28.333333333333332,2,6,0.333,1,4,0.25,0,0,,1,3,4,5,0,1,1,0,5,9,Reserve,0.417,0.417,0.667,0.0,4.1,9.6,7.2,19.9,0.0,2.4,14.3,9.9,113,110,1.6,201706040GSW,2017-06-04 20:00:00
Shaun Livingston,19.133333333333333,4,7,0.571,0,0,,2,2,1.0,0,1,1,1,0,0,0,2,10,-10,Reserve,0.635,0.571,0.0,0.286,0.0,4.7,2.7,7.0,0.0,0.0,0.0,16.5,135,113,-1.6,201706040GSW,2017-06-04 20:00:00
Ian Clark,12.55,4,8,0.5,2,5,0.4,0,0,,0,2,2,2,0,0,1,1,10,1,Reserve,0.625,0.625,0.625,0.0,0.0,14.4,8.1,24.9,0.0,0.0,11.1,28.8,114,111,2.8,201706040GSW,2017-06-04 20:00:00
David West,11.333333333333334,1,2,0.5,0,1,0.0,0,0,,0,3,3,2,0,1,0,0,2,4,Reserve,0.5,0.5,0.5,0.0,0.0,24.0,13.5,20.3,0.0,6.0,0.0,7.1,141,103,7.2,201706040GSW,2017-06-04 20:00:00
Patrick McCaw,7.216666666666667,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,3,Reserve,,,,,0.0,12.5,7.1,0.0,0.0,0.0,,0.0,0,111,-1.9,201706040GSW,2017-06-04 20:00:00
James Michael McAdoo,4.1,1,2,0.5,0,0,,0,0,,1,0,1,0,0,0,0,0,2,-2,Reserve,0.5,0.5,0.0,0.0,28.6,0.0,12.5,0.0,0.0,0.0,0.0,19.6,125,114,-3.4,201706040GSW,2017-06-04 20:00:00
Matt Barnes,3.15,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-2,Reserve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0,114,-17.7,201706040GSW,2017-06-04 20:00:00
JaVale McGee,2.7666666666666666,1,2,0.5,0,0,,0,0,,1,2,3,0,0,0,0,1,2,-1,Reserve,0.5,0.5,0.0,0.0,42.3,65.5,55.4,0.0,0.0,0.0,0.0,29.0,125,98,-4.8,201706040GSW,2017-06-04 20:00:00
Kevin Durant,40.916666666666664,10,18,0.556,4,7,0.571,7,8,0.875,0,9,9,4,1,1,3,2,31,0,Starter,0.72,0.667,0.389,0.444,0.0,23.0,13.0,16.6,1.2,2.6,12.2,25.8,130,112,9.4,201706070CLE,2017-06-07 21:00:00
Klay Thompson,40.666666666666664,11,18,0.611,6,11,0.545,2,2,1.0,0,5,5,2,0,0,1,4,30,3,Starter,0.794,0.778,0.611,0.111,0.0,12.8,7.3,8.7,0.0,0.0,5.0,21.0,145,118,7.8,201706070CLE,2017-06-07 21:00:00
Stephen Curry,39.36666666666667,8,19,0.421,5,9,0.556,5,5,1.0,5,8,13,6,2,0,1,3,26,11,Starter,0.613,0.553,0.474,0.263,17.4,21.2,19.6,24.2,2.4,0.0,4.5,24.3,139,111,11.0,201706070CLE,2017-06-07 21:00:00
Draymond Green,32.9,3,9,0.333,0,3,0.0,2,2,1.0,1,7,8,7,1,1,4,5,8,14,Starter,0.405,0.333,0.333,0.222,4.2,22.2,14.4,28.7,1.5,3.2,28.8,18.2,89,111,-2.6,201706070CLE,2017-06-07 21:00:00
Zaza Pachulia,13.466666666666667,0,3,0.0,0,0,,0,0,,0,1,1,1,0,0,4,4,0,-2,Starter,0.0,0.0,0.0,0.0,0.0,7.7,4.4,8.9,0.0,0.0,57.1,22.4,10,120,-28.8,201706070CLE,2017-06-07 21:00:00
Andre Iguodala,29.65,2,6,0.333,1,3,0.333,2,2,1.0,1,4,5,5,4,1,2,3,7,10,Reserve,0.509,0.417,0.5,0.333,4.6,14.1,10.0,22.0,6.5,3.5,22.5,12.9,111,101,8.1,201706070CLE,2017-06-07 21:00:00
Shaun Livingston,11.866666666666667,3,6,0.5,0,0,,0,0,,0,0,0,1,0,0,1,1,6,-2,Reserve,0.5,0.5,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,14.3,25.4,89,122,-8.4,201706070CLE,2017-06-07 21:00:00
David West,10.583333333333334,3,3,1.0,0,0,,1,1,1.0,0,1,1,0,0,0,0,1,7,-6,Reserve,1.017,1.0,0.0,0.333,0.0,9.9,5.6,0.0,0.0,0.0,0.0,14.0,210,119,7.3,201706070CLE,2017-06-07 21:00:00
Ian Clark,8.533333333333333,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,2,0,-6,Reserve,,,,,0.0,12.2,6.9,14.1,0.0,0.0,100.0,5.0,52,118,-9.0,201706070CLE,2017-06-07 21:00:00
JaVale McGee,7.95,0,0,,0,0,,1,2,0.5,1,0,1,2,0,1,1,3,1,1,Reserve,0.568,,,,17.3,0.0,7.5,30.2,0.0,13.1,53.2,10.2,115,114,0.9,201706070CLE,2017-06-07 21:00:00
Patrick McCaw,3.9,0,1,0.0,0,0,,2,2,1.0,0,0,0,0,0,0,0,0,2,4,Reserve,0.532,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,125,122,-4.7,201706070CLE,2017-06-07 21:00:00
James Michael McAdoo,0.1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,122,-2.7,201706070CLE,2017-06-07 21:00:00
Matt Barnes,0.1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,122,-3.7,201706070CLE,2017-06-07 21:00:00
LeBron James,45.61666666666667,15,27,0.556,4,9,0.444,5,6,0.833,3,8,11,9,1,1,5,2,39,7,Starter,0.658,0.63,0.333,0.222,6.9,24.1,14.3,39.1,1.0,2.1,14.4,32.3,126,118,13.9,201706070CLE,2017-06-07 21:00:00
Kyrie Irving,44.38333333333333,16,29,0.552,0,7,0.0,6,6,1.0,1,5,6,3,0,0,2,5,38,-9,Starter,0.601,0.552,0.241,0.207,2.4,15.4,8.0,14.3,0.0,0.0,5.9,32.2,121,123,3.0,201706070CLE,2017-06-07 21:00:00
Kevin Love,37.266666666666666,1,9,0.111,1,7,0.143,6,7,0.857,4,9,13,1,6,0,2,3,9,-11,Starter,0.373,0.167,0.778,0.778,11.2,33.1,20.7,3.3,7.7,0.0,14.2,16.0,90,102,1.3,201706070CLE,2017-06-07 21:00:00
J.R. Smith,34.333333333333336,5,10,0.5,5,10,0.5,1,2,0.5,0,1,1,0,2,0,1,4,16,-8,Starter,0.735,0.75,1.0,0.2,0.0,4.0,1.7,0.0,2.8,0.0,8.4,14.7,131,119,5.5,201706070CLE,2017-06-07 21:00:00
Tristan Thompson,23.083333333333332,0,1,0.0,0,0,,0,0,,1,2,3,2,0,2,1,1,0,-6,Starter,0.0,0.0,0.0,0.0,4.5,11.9,7.7,10.4,0.0,8.3,50.0,3.7,72,119,0.1,201706070CLE,2017-06-07 21:00:00
Kyle Korver,24.133333333333333,3,7,0.429,2,6,0.333,0,0,,0,1,1,0,0,0,0,4,8,3,Reserve,0.571,0.571,0.857,0.0,0.0,5.7,2.5,0.0,0.0,0.0,0.0,12.3,117,125,-3.7,201706070CLE,2017-06-07 21:00:00
Richard Jefferson,15.683333333333334,0,2,0.0,0,2,0.0,1,2,0.5,1,1,2,1,0,0,1,3,1,-5,Reserve,0.174,0.0,1.0,1.0,6.7,8.7,7.6,7.7,0.0,0.0,25.8,10.5,58,125,-10.9,201706070CLE,2017-06-07 21:00:00
Iman Shumpert,11.883333333333333,0,3,0.0,0,2,0.0,2,2,1.0,0,0,0,1,0,0,0,2,2,0,Reserve,0.258,0.0,0.667,0.667,0.0,0.0,0.0,10.1,0.0,0.0,0.0,13.9,74,127,-10.1,201706070CLE,2017-06-07 21:00:00
Deron Williams,3.6166666666666667,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,0,4,Reserve,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0,127,-31.2,201706070CLE,2017-06-07 21:00:00
Draymond Green,39.483333333333334,6,16,0.375,1,6,0.167,3,4,0.75,5,9,14,4,2,1,3,4,16,-19,Starter,0.45,0.406,0.375,0.25,13.2,31.3,21.0,15.3,2.5,2.9,14.5,22.0,103,135,-1.8,201706090CLE,2017-06-09 21:00:00
Kevin Durant,39.31666666666667,9,22,0.409,2,9,0.222,15,16,0.938,2,2,4,4,0,2,1,3,35,-22,Starter,0.603,0.455,0.409,0.727,5.3,7.0,6.0,17.4,0.0,5.8,3.3,31.9,139,146,7.7,201706090CLE,2017-06-09 21:00:00
Stephen Curry,37.75,4,13,0.308,2,9,0.222,4,5,0.8,1,4,5,10,2,0,4,2,14,-26,Starter,0.461,0.385,0.692,0.385,2.8,14.5,7.8,37.5,2.6,0.0,20.8,21.3,103,141,-1.6,201706090CLE,2017-06-09 21:00:00
Klay Thompson,34.31666666666667,4,11,0.364,4,10,0.4,1,2,0.5,0,3,3,2,0,0,1,3,13,-6,Starter,0.547,0.545,0.909,0.182,0.0,12.0,5.2,8.4,0.0,0.0,7.8,15.7,113,147,-4.5,201706090CLE,2017-06-09 21:00:00
Zaza Pachulia,15.666666666666666,2,2,1.0,0,0,,2,4,0.5,2,1,3,0,0,0,0,2,6,-11,Starter,0.798,1.0,0.0,2.0,13.3,8.8,11.3,0.0,0.0,0.0,0.0,10.0,167,148,-1.9,201706090CLE,2017-06-09 21:00:00
Andre Iguodala,21.066666666666666,2,4,0.5,0,0,,0,2,0.0,0,1,1,3,0,2,1,3,4,10,Reserve,0.41,0.5,0.0,0.5,0.0,6.5,2.8,19.8,0.0,10.8,17.0,11.7,89,143,-4.0,201706090CLE,2017-06-09 21:00:00
Shaun Livingston,18.533333333333335,5,7,0.714,0,0,,0,0,,1,1,2,2,0,0,0,4,10,-16,Reserve,0.714,0.714,0.0,0.0,5.6,7.4,6.4,19.9,0.0,0.0,0.0,15.8,157,148,1.0,201706090CLE,2017-06-09 21:00:00
David West,9.666666666666666,3,4,0.75,0,0,,0,1,0.0,1,1,2,0,0,1,1,2,6,-1,Reserve,0.676,0.75,0.0,0.25,10.8,14.2,12.3,0.0,0.0,11.8,18.4,23.5,102,140,-2.1,201706090CLE,2017-06-09 21:00:00
Patrick McCaw,7.766666666666667,1,3,0.333,1,2,0.5,0,0,,2,1,3,0,0,0,0,0,3,-7,Reserve,0.5,0.5,0.667,0.0,26.9,17.7,22.9,0.0,0.0,0.0,0.0,16.1,135,146,1.9,201706090CLE,2017-06-09 21:00:00
JaVale McGee,6.133333333333334,1,1,1.0,0,0,,2,2,1.0,2,0,2,0,0,0,0,2,4,-4,Reserve,1.064,1.0,0.0,2.0,34.0,0.0,19.3,0.0,0.0,0.0,0.0,12.8,226,149,3.9,201706090CLE,2017-06-09 21:00:00
Ian Clark,5.083333333333333,2,4,0.5,1,3,0.333,0,0,,0,0,0,0,0,0,0,1,5,-1,Reserve,0.625,0.625,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9,126,150,1.7,201706090CLE,2017-06-09 21:00:00
James Michael McAdoo,2.6166666666666667,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,-1,Reserve,,,,,0.0,0.0,0.0,0.0,19.1,0.0,,0.0,0,105,13.8,201706090CLE,2017-06-09 21:00:00
Matt Barnes,2.6166666666666667,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,1,0,-1,Reserve,,,,,0.0,52.4,22.6,47.0,0.0,0.0,100.0,16.0,43,135,-13.7,201706090CLE,2017-06-09 21:00:00
LeBron James,40.766666666666666,11,22,0.5,3,8,0.375,6,10,0.6,1,9,10,11,1,0,2,2,31,32,Starter,0.587,0.568,0.364,0.455,3.4,23.0,14.5,39.2,1.2,0.0,7.0,30.0,139,117,7.4,201706090CLE,2017-06-09 21:00:00
Kyrie Irving,40.516666666666666,15,27,0.556,7,12,0.583,3,4,0.75,3,4,7,4,1,0,3,4,40,7,Starter,0.695,0.685,0.444,0.148,10.2,10.3,10.2,16.8,1.2,0.0,9.4,33.7,139,123,7.9,201706090CLE,2017-06-09 21:00:00
Tristan Thompson,35.6,2,3,0.667,0,0,,1,2,0.5,4,6,10,5,0,0,2,4,5,3,Starter,0.644,0.667,0.0,0.667,15.4,17.6,16.6,15.6,0.0,0.0,34.0,7.1,144,122,1.5,201706090CLE,2017-06-09 21:00:00
Kevin Love,29.4,7,14,0.5,6,8,0.75,3,3,1.0,2,3,5,1,3,1,1,2,23,18,Starter,0.751,0.714,0.571,0.214,9.3,10.6,10.1,4.7,5.1,3.4,6.1,23.9,152,113,13.4,201706090CLE,2017-06-09 21:00:00
J.R. Smith,28.6,5,10,0.5,5,9,0.556,0,0,,0,2,2,1,1,0,0,3,15,14,Starter,0.75,0.75,0.9,0.0,0.0,7.3,4.1,4.5,1.7,0.0,0.0,15.0,158,123,5.5,201706090CLE,2017-06-09 21:00:00
Richard Jefferson,21.983333333333334,2,4,0.5,0,2,0.0,4,6,0.667,1,2,3,1,0,1,0,2,8,13,Reserve,0.602,0.5,0.5,1.5,6.2,9.5,8.1,5.2,0.0,4.5,0.0,13.0,146,124,-0.1,201706090CLE,2017-06-09 21:00:00
Deron Williams,12.45,2,3,0.667,1,2,0.5,0,0,,0,0,0,0,0,0,1,1,5,3,Reserve,0.833,0.833,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.8,111,130,-5.1,201706090CLE,2017-06-09 21:00:00
Iman Shumpert,12.183333333333334,1,1,1.0,1,1,1.0,2,4,0.5,0,1,1,3,0,0,1,3,5,12,Reserve,0.906,1.5,1.0,4.0,0.0,8.6,4.9,28.1,0.0,0.0,26.6,13.3,149,125,4.6,201706090CLE,2017-06-09 21:00:00
Kyle Korver,11.7,1,2,0.5,1,2,0.5,0,0,,0,1,1,0,0,1,1,3,3,3,Reserve,0.75,0.75,1.0,0.0,0.0,8.9,5.1,0.0,0.0,8.5,33.3,11.0,89,122,-5.1,201706090CLE,2017-06-09 21:00:00
Derrick Williams,2.2666666666666666,0,1,0.0,0,1,0.0,2,2,1.0,0,1,1,1,0,0,0,0,2,0,Reserve,0.532,0.0,1.0,2.0,0.0,46.0,26.1,46.0,0.0,0.0,0.0,35.7,154,111,12.6,201706090CLE,2017-06-09 21:00:00
James Jones,2.2666666666666666,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,130,-4.7,201706090CLE,2017-06-09 21:00:00
Dahntay Jones,2.2666666666666666,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0,Reserve,,,,,0.0,46.0,26.1,0.0,0.0,0.0,,0.0,0,111,-1.3,201706090CLE,2017-06-09 21:00:00
LeBron James,46.21666666666667,19,30,0.633,2,5,0.4,1,4,0.25,2,11,13,8,2,1,2,3,41,-13,Starter,0.645,0.667,0.167,0.133,5.1,27.9,16.5,30.5,2.1,2.0,5.9,31.3,136,124,12.7,201706120GSW,2017-06-12 21:00:00
