Player,MP,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y,GameID,DateTime,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus
Andre Iguodala,36.35,,,,,,,,,,,,,,,,,,,,Starter,0.512,0.525,0.4,0.5,2.8,11.0,7.0,26.3,2.7,0.0,0.0,30.2,109,101,6.3,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,9.0,20.0,0.45,3.0,8.0,0.375,4.0,10.0,0.4,1.0,4.0,5.0,5.0,2.0,0.0,0.0,4.0,25.0,14.0
Harrison Barnes,35.45,,,,,,,,,,,,,,,,,,,,Starter,0.563,0.563,0.5,0.0,0.0,5.6,2.9,8.2,1.4,0.0,0.0,10.1,112,107,0.5,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,3.0,8.0,0.375,3.0,4.0,0.75,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,9.0,-2.0
Klay Thompson,24.666666666666668,,,,,,,,,,,,,,,,,,,,Starter,0.357,0.357,0.429,0.0,0.0,20.3,10.2,11.8,0.0,3.5,22.2,16.4,63,100,-10.8,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,2.0,7.0,0.286,1.0,3.0,0.333,0.0,0.0,,0.0,5.0,5.0,2.0,0.0,1.0,2.0,6.0,5.0,2.0
Shaun Livingston,32.31666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.727,0.667,0.0,0.333,3.2,6.2,4.7,0.0,0.0,2.7,0.0,9.6,147,108,-1.1,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,4.0,6.0,0.667,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,10.0,3.0
Leandro Barbosa,14.5,,,,,,,,,,,,,,,,,,,,Reserve,0.5,0.5,0.6,0.0,7.0,13.8,10.5,10.9,6.8,0.0,0.0,15.5,111,91,8.2,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,,1.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,5.0,-9.0
Festus Ezeli,10.933333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.61,0.5,0.0,0.833,28.0,9.1,18.5,0.0,0.0,7.8,10.9,37.8,122,104,2.4,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,3.0,6.0,0.5,0.0,0.0,,4.0,5.0,0.8,3.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,10.0,5.0
David Lee,1.2166666666666668,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0,113,-37.6,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
LeBron James,46.7,,,,,,,,,,,,,,,,,,,,Starter,0.438,0.424,0.303,0.242,6.4,32.8,19.5,49.6,2.1,0.0,14.1,38.0,94,104,6.5,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,13.0,33.0,0.394,2.0,10.0,0.2,4.0,8.0,0.5,3.0,15.0,18.0,9.0,2.0,0.0,6.0,3.0,32.0,-3.0
Tristan Thompson,37.45,,,,,,,,,,,,,,,,,,,,Starter,0.582,0.583,0.0,0.167,10.7,24.5,17.5,0.0,0.0,2.5,7.2,15.4,121,109,3.4,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,7.0,12.0,0.583,0.0,0.0,,1.0,2.0,0.5,4.0,9.0,13.0,0.0,0.0,1.0,1.0,2.0,15.0,-15.0
Iman Shumpert,35.96666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.42,0.167,0.5,1.333,2.8,5.7,4.2,0.0,0.0,2.6,17.4,13.4,84,112,-6.6,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,1.0,6.0,0.167,0.0,3.0,0.0,6.0,8.0,0.75,1.0,2.0,3.0,0.0,0.0,1.0,2.0,6.0,8.0,-8.0
Timofey Mozgov,32.516666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.738,0.625,0.0,1.0,21.5,15.7,18.6,12.0,0.0,11.6,20.7,18.6,135,103,10.7,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,5.0,8.0,0.625,0.0,0.0,,7.0,8.0,0.875,7.0,5.0,12.0,2.0,0.0,4.0,3.0,3.0,17.0,-6.0
Matthew Dellavedova,25.333333333333332,,,,,,,,,,,,,,,,,,,,Starter,0.129,0.0,0.0,0.667,3.9,12.1,8.0,11.8,0.0,0.0,34.0,9.7,43,112,-12.2,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,0.0,3.0,0.0,0.0,0.0,,1.0,2.0,0.5,1.0,3.0,4.0,2.0,0.0,0.0,2.0,6.0,1.0,-5.0
J.R. Smith,34.266666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.513,0.467,0.6,0.533,0.0,14.9,7.4,5.6,1.4,2.7,5.1,23.7,112,107,5.7,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,5.0,15.0,0.333,4.0,9.0,0.444,5.0,8.0,0.625,0.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,19.0,-7.0
James Jones,27.4,,,,,,,,,,,,,,,,,,,,Reserve,0.396,0.2,0.8,0.6,0.0,3.7,1.8,0.0,0.0,0.0,13.7,11.1,81,114,-7.5,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,1.0,5.0,0.2,0.0,4.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,4.0
Mike Miller,0.18333333333333332,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,116,-2.8,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Harris,0.18333333333333332,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,116,-3.6,,,,,,,,,,,,,,,,,,,,201506160CLE,2015-06-16 21:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
