Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime
Stephen Curry,40.666666666666664,6,17,0.353,3,10,0.3,8,9,0.889,0,3,3,4,3,0,1,3,23,12,Starter,0.549,0.441,0.588,0.529,0.0,6.9,3.9,15.3,3.5,0.0,4.6,24.2,112,104,2.9,201906020TOR,2019-06-02 20:00:00
Draymond Green,40.6,6,12,0.5,0,2,0.0,5,6,0.833,2,8,10,9,2,1,5,4,17,12,Starter,0.581,0.5,0.167,0.5,5.9,18.5,13.0,34.4,2.4,2.1,25.5,21.7,107,100,3.4,201906020TOR,2019-06-02 20:00:00
Klay Thompson,32.13333333333333,10,17,0.588,4,6,0.667,1,2,0.5,0,5,5,5,1,0,1,3,25,7,Starter,0.699,0.706,0.353,0.118,0.0,14.6,8.2,32.4,1.5,0.0,5.3,26.3,126,105,10.6,201906020TOR,2019-06-02 20:00:00
Andre Iguodala,28.066666666666666,3,8,0.375,2,4,0.5,0,0,,1,7,8,6,1,1,2,0,8,6,Starter,0.5,0.5,0.5,0.0,4.3,23.5,15.0,31.2,1.7,3.1,20.0,16.0,102,99,6.1,201906020TOR,2019-06-02 20:00:00
DeMarcus Cousins,27.633333333333333,3,8,0.375,1,3,0.333,4,4,1.0,1,9,10,6,0,2,3,5,11,12,Starter,0.564,0.438,0.375,0.5,4.3,30.7,19.1,31.8,0.0,6.2,23.5,20.7,107,98,3.8,201906020TOR,2019-06-02 20:00:00
Quinn Cook,21.216666666666665,3,6,0.5,3,5,0.6,0,0,,0,1,1,0,0,1,0,3,9,-7,Reserve,0.75,0.75,0.833,0.0,0.0,4.4,2.5,0.0,0.0,4.0,0.0,12.7,125,111,2.5,201906020TOR,2019-06-02 20:00:00
Shaun Livingston,16.083333333333332,2,4,0.5,0,0,,2,2,1.0,0,0,0,3,0,0,1,0,6,-2,Reserve,0.615,0.5,0.0,0.5,0.0,0.0,0.0,28.0,0.0,0.0,17.0,16.4,118,116,0.5,201906020TOR,2019-06-02 20:00:00
Kevon Looney,10.383333333333333,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,3,0,2,Reserve,,,,,0.0,9.1,5.1,0.0,0.0,0.0,100.0,4.3,0,111,-14.6,201906020TOR,2019-06-02 20:00:00
Alfonzo McKinnie,9.783333333333333,1,3,0.333,0,2,0.0,0,0,,1,0,1,1,0,0,1,2,2,-2,Reserve,0.333,0.333,0.667,0.0,12.3,0.0,5.4,14.8,0.0,0.0,25.0,18.3,75,115,-12.0,201906020TOR,2019-06-02 20:00:00
Andrew Bogut,7.15,3,3,1.0,0,0,,0,0,,0,1,1,0,0,0,0,2,6,-6,Reserve,1.0,1.0,0.0,0.0,0.0,13.2,7.4,0.0,0.0,0.0,0.0,18.8,200,109,7.8,201906020TOR,2019-06-02 20:00:00
