Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y
Tony Parker,36.05,7.0,15.0,0.467,0.0,3.0,0.0,3.0,4.0,0.75,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,17.0,-3.0,Starter,0.507,0.467,0.2,0.267,0.0,0.0,0.0,6.8,1.5,2.0,10.7,22.9,96.0,104.0,-2.1,200305010PHO,2003-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Jackson,33.75,6.0,14.0,0.429,5.0,9.0,0.556,4.0,7.0,0.571,3.0,3.0,6.0,5.0,0.0,0.0,3.0,1.0,21.0,-10.0,Starter,0.615,0.607,0.643,0.5,8.8,8.5,8.6,34.4,0.0,0.0,14.9,25.9,115.0,103.0,9.8,200305010PHO,2003-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Robinson,24.483333333333334,2.0,5.0,0.4,0.0,0.0,,2.0,6.0,0.333,3.0,9.0,12.0,1.0,3.0,1.0,2.0,4.0,6.0,0.0,Starter,0.393,0.4,0.0,1.2,12.5,36.0,24.5,8.0,6.6,3.0,20.7,17.6,78.0,69.0,1.3,200305010PHO,2003-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Bowen,20.416666666666668,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,-7.0,Starter,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.3,7.9,0.0,0.0,6.6,23.0,90.0,-2.9,200305010PHO,2003-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manu Ginóbili,29.533333333333335,4.0,10.0,0.4,4.0,7.0,0.571,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,12.0,9.0,Reserve,0.6,0.6,0.7,0.0,0.0,0.0,0.0,14.8,1.8,0.0,0.0,15.1,129.0,104.0,5.1,200305010PHO,2003-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Rose,26.233333333333334,3.0,7.0,0.429,0.0,0.0,,1.0,2.0,0.5,3.0,4.0,7.0,1.0,1.0,1.0,7.0,3.0,7.0,1.0,Reserve,0.444,0.429,0.0,0.286,11.5,14.8,13.2,7.9,2.0,2.8,47.0,25.1,53.0,93.0,-12.4,200305010PHO,2003-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Smith,12.683333333333334,1.0,7.0,0.143,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,10.0,Reserve,0.202,0.143,0.286,0.143,7.7,0.0,3.8,14.6,0.0,0.0,11.8,28.5,55.0,108.0,-19.0,200305010PHO,2003-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedy Claxton,11.95,2.0,3.0,0.667,0.0,0.0,,2.0,4.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,6.0,5.0,Reserve,0.63,0.667,0.0,1.333,0.0,8.0,4.1,38.1,4.4,0.0,17.4,21.1,112.0,93.0,7.2,200305010PHO,2003-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Ferry,0.03333333333333333,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,108.0,-5.1,200305010PHO,2003-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Marion,45.916666666666664,9.0,21.0,0.429,4.0,8.0,0.5,2.0,3.0,0.667,4.0,11.0,15.0,1.0,2.0,1.0,4.0,3.0,24.0,4.0,Starter,0.538,0.524,0.381,0.143,8.3,23.9,16.0,4.6,2.3,2.0,15.2,24.1,104.0,90.0,7.8,200305010PHO,2003-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anfernee Hardaway,43.38333333333333,4.0,13.0,0.308,2.0,4.0,0.5,0.0,0.0,,2.0,5.0,7.0,5.0,3.0,1.0,0.0,4.0,10.0,12.0,Starter,0.385,0.385,0.308,0.0,4.5,11.6,8.0,20.3,3.7,2.1,0.0,12.7,113.0,92.0,6.7,200305010PHO,2003-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephon Marbury,41.166666666666664,5.0,19.0,0.263,2.0,5.0,0.4,6.0,6.0,1.0,2.0,5.0,7.0,2.0,1.0,0.0,6.0,6.0,18.0,-11.0,Starter,0.416,0.316,0.263,0.316,4.7,12.2,8.4,9.0,1.3,0.0,21.7,28.4,81.0,98.0,-5.9,200305010PHO,2003-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amar'e Stoudemire,37.8,8.0,14.0,0.571,0.0,0.0,,2.0,3.0,0.667,5.0,5.0,10.0,3.0,3.0,1.0,2.0,5.0,18.0,11.0,Starter,0.587,0.571,0.0,0.214,12.6,13.2,12.9,17.3,4.2,2.4,11.5,19.2,122.0,90.0,10.8,200305010PHO,2003-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
