Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y
Cedi Osman,29.783333333333335,5.0,13.0,0.385,2.0,6.0,0.333,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,13.0,-11.0,Starter,0.484,0.462,0.462,0.077,0.0,13.4,6.1,0.0,0.0,2.7,13.0,23.8,89.0,131.0,-8.0,201811010CLE,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Thompson,28.233333333333334,4.0,6.0,0.667,0.0,0.0,,2.0,2.0,1.0,2.0,5.0,7.0,4.0,0.0,0.0,0.0,1.0,10.0,-17.0,Starter,0.727,0.667,0.0,0.333,7.9,23.6,15.1,25.0,0.0,0.0,0.0,11.2,167.0,129.0,5.9,201811010CLE,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Hood,27.533333333333335,1.0,9.0,0.111,0.0,3.0,0.0,6.0,6.0,1.0,0.0,4.0,4.0,4.0,2.0,1.0,0.0,2.0,8.0,-15.0,Starter,0.344,0.111,0.333,0.667,0.0,19.4,8.8,21.6,4.0,3.0,0.0,19.4,98.0,120.0,-1.5,201811010CLE,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Hill,23.816666666666666,4.0,7.0,0.571,2.0,2.0,1.0,0.0,0.0,,1.0,0.0,1.0,3.0,1.0,0.0,2.0,4.0,10.0,-12.0,Starter,0.714,0.714,0.286,0.0,4.7,0.0,2.6,23.3,2.3,0.0,22.2,17.4,119.0,132.0,-1.0,201811010CLE,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collin Sexton,25.066666666666666,5.0,11.0,0.455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,2.0,12.0,-9.0,Reserve,0.524,0.5,0.091,0.091,4.5,5.3,4.8,15.7,2.2,0.0,25.9,28.3,85.0,131.0,-8.4,201811010CLE,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Clarkson,19.716666666666665,7.0,14.0,0.5,0.0,3.0,0.0,3.0,3.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,3.0,17.0,-13.0,Reserve,0.555,0.5,0.214,0.214,17.0,6.8,12.3,0.0,0.0,4.1,0.0,35.7,125.0,133.0,5.2,201811010CLE,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Nance,18.566666666666666,3.0,8.0,0.375,0.0,0.0,,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,4.0,8.0,-10.0,Reserve,0.45,0.375,0.0,0.25,12.0,7.2,9.8,9.9,8.9,4.4,0.0,22.0,114.0,113.0,3.7,201811010CLE,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Korver,18.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,-2.0,Reserve,0.0,0.0,1.0,0.0,0.0,22.0,10.0,15.5,3.0,0.0,75.0,10.1,22.0,123.0,-13.1,201811010CLE,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Nwaba,9.816666666666666,1.0,1.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,-1.0,Reserve,1.064,1.0,0.0,2.0,0.0,27.2,12.4,16.8,0.0,0.0,0.0,8.8,224.0,127.0,5.2,201811010CLE,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ante Žižić,4.766666666666667,1.0,3.0,0.333,0.0,0.0,,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,Reserve,0.387,0.333,0.0,0.667,23.4,28.0,25.5,0.0,0.0,0.0,0.0,37.4,97.0,127.0,-12.4,201811010CLE,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avery Bradley,36.333333333333336,1.0,6.0,0.167,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,4.0,Starter,0.167,0.167,0.167,0.0,3.2,3.0,3.1,3.6,1.2,0.0,25.0,8.9,42.0,119.0,-8.7,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danilo Gallinari,35.46666666666667,5.0,14.0,0.357,4.0,8.0,0.5,11.0,11.0,1.0,0.0,8.0,8.0,1.0,0.0,0.0,1.0,1.0,25.0,11.0,Starter,0.663,0.5,0.571,0.786,0.0,24.6,12.7,4.3,0.0,0.0,5.0,22.7,135.0,117.0,4.6,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Harris,33.36666666666667,10.0,16.0,0.625,2.0,3.0,0.667,2.0,2.0,1.0,0.0,8.0,8.0,3.0,0.0,1.0,1.0,1.0,24.0,1.0,Starter,0.711,0.688,0.188,0.125,0.0,26.2,13.5,18.3,0.0,2.2,5.6,21.7,137.0,115.0,8.9,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Beverley,30.383333333333333,1.0,7.0,0.143,0.0,4.0,0.0,2.0,4.0,0.5,2.0,2.0,4.0,4.0,2.0,0.0,2.0,6.0,4.0,0.0,Starter,0.228,0.143,0.571,0.571,7.7,7.2,7.4,17.4,3.0,0.0,18.6,14.3,68.0,114.0,-8.1,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcin Gortat,9.133333333333333,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,1.0,2.0,4.0,0.0,-7.0,Starter,0.0,0.0,0.0,0.0,12.8,11.9,12.4,13.8,0.0,8.0,66.7,13.3,38.0,113.0,-16.2,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lou Williams,24.383333333333333,9.0,19.0,0.474,2.0,5.0,0.4,6.0,7.0,0.857,1.0,0.0,1.0,2.0,1.0,0.0,4.0,1.0,26.0,-16.0,Reserve,0.589,0.526,0.263,0.368,4.8,0.0,2.3,19.4,1.8,0.0,15.3,43.3,104.0,119.0,3.2,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boban Marjanović,22.65,5.0,7.0,0.714,0.0,0.0,,5.0,6.0,0.833,2.0,9.0,11.0,1.0,1.0,3.0,3.0,4.0,15.0,5.0,Reserve,0.778,0.714,0.0,0.857,10.3,43.3,27.4,7.7,2.0,9.6,23.7,22.6,124.0,100.0,7.2,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shai Gilgeous-Alexander,17.516666666666666,3.0,8.0,0.375,0.0,0.0,,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,7.0,-18.0,Reserve,0.415,0.375,0.0,0.125,0.0,12.5,6.4,18.4,0.0,4.2,10.6,21.8,86.0,116.0,-5.9,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montrezl Harrell,14.983333333333333,3.0,5.0,0.6,0.0,0.0,,1.0,2.0,0.5,0.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,7.0,-7.0,Reserve,0.595,0.6,0.0,0.4,0.0,0.0,0.0,22.6,3.0,4.9,0.0,15.9,131.0,111.0,3.1,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Scott,9.833333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,-14.0,Reserve,1.5,1.5,1.0,0.0,11.9,33.3,23.0,0.0,0.0,0.0,50.0,8.2,126.0,114.0,-1.1,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miloš Teodosić,5.05,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,-6.0,Reserve,0.0,0.0,0.5,0.0,0.0,0.0,0.0,50.0,0.0,0.0,33.3,24.1,35.0,123.0,-18.9,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrone Wallace,0.4666666666666667,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,123.0,-4.7,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Robinson,0.38333333333333336,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,123.0,-5.1,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Simmons,34.68333333333333,6.0,11.0,0.545,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,3.0,11.0,1.0,0.0,2.0,3.0,14.0,-2.0,Starter,0.589,0.545,0.0,0.182,3.1,6.8,4.9,42.6,1.3,0.0,14.4,16.1,131.0,110.0,4.0,201811010PHI,2018-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
