player,year_min,year_max,pos,height,weight,birth_date,colleges,season,age,team_id,lg_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
Dean Wade,2020,2021,,6-9,228,"November 20, 1996",Kansas State,Career,,,NBA,75,19,17.1,1.9,4.3,.441,1.1,2.9,.369,0.8,1.4,.589,.565,0.4,0.5,.750,0.5,2.6,3.1,1.0,0.5,0.3,0.4,1.1,5.3
Dwyane Wade,2004,2019,,6-4,220,"January 17, 1982",Marquette,Career,,,NBA,1054,909,33.9,8.0,16.7,.480,0.5,1.8,.293,7.5,14.9,.502,.495,5.4,7.1,.765,1.2,3.5,4.7,5.4,1.5,0.8,3.2,2.2,22.0
Mark Wade,1988,1990,,5-11,160,"October 15, 1965","Oklahoma, UNLV",Career,,,NBA,12,0,10.5,0.3,1.7,.150,0.0,0.2,.000,0.3,1.5,.167,.150,0.2,0.3,.500,0.3,1.0,1.3,3.0,0.6,0.1,1.1,1.1,0.7
Von Wafer,2006,2012,,6-5,210,"July 21, 1985",Florida State,Career,,,NBA,200,14,12.4,2.0,4.6,.420,0.5,1.6,.325,1.4,3.1,.469,.475,0.9,1.1,.751,0.2,1.0,1.2,0.7,0.4,0.1,0.6,0.8,5.3
Clint Wager,1950,1950,,6-6,210,"January 20, 1920",Saint Mary's University of Minnesota,Career,,,NBA,63,,,0.9,3.2,.281,,,,,,,,0.5,0.7,.617,,,,1.4,,,,2.8,2.3
Dajuan Wagner,2003,2007,,6-2,200,"February 4, 1983",Memphis,Career,,,NBA,103,28,21.4,3.4,9.4,.366,0.9,2.8,.321,2.5,6.6,.385,.414,1.6,2.1,.770,0.3,1.1,1.4,1.9,0.7,0.1,1.3,2.1,9.4
Danny Wagner,1950,1950,,6-0,170,"August 1, 1922",Texas,Career,,,NBA,11,,,1.7,4.9,.352,,,,,,,,2.8,3.2,.886,,,,1.6,,,,2.0,6.3
Milt Wagner,1988,1991,,6-5,185,"February 20, 1963",Louisville,Career,,,NBA,53,5,9.4,1.6,3.8,.422,0.2,0.5,.296,1.5,3.3,.441,.441,0.7,0.8,.875,0.1,0.6,0.7,1.4,0.2,0.1,0.6,1.1,4.1
Moritz Wagner,2019,2021,,6-11,245,"April 26, 1997",Michigan,Career,,,NBA,133,34,15.1,2.4,5.0,.480,0.6,1.9,.315,1.8,3.1,.579,.539,1.4,1.8,.817,0.8,2.6,3.4,1.0,0.5,0.4,1.1,2.4,6.8
Phillip Wagner,1969,1969,,6-2,190,"December 18, 1945",Georgia Tech,Career,,,ABA,12,,15.0,0.9,3.4,.268,0.1,0.3,.250,0.8,3.1,.270,.280,1.1,1.4,.765,0.7,1.3,1.9,1.2,,,1.5,2.3,3.0
Dion Waiters,2013,2020,,6-3,215,"December 10, 1991",Syracuse,Career,,,NBA,419,211,28.2,5.0,12.2,.412,1.4,4.0,.346,3.7,8.2,.444,.468,1.7,2.5,.694,0.4,2.2,2.6,2.8,0.9,0.3,1.8,1.9,13.1
Granville Waiters,1984,1988,,6-11,225,"January 8, 1961",Ohio State,Career,,,NBA,249,39,10.2,1.1,2.4,.458,0.0,0.0,.000,1.1,2.3,.462,.458,0.3,0.5,.559,0.7,1.4,2.2,0.5,0.2,0.7,0.6,1.6,2.4
Andre Wakefield,1979,1980,,6-3,175,"January 11, 1955",Loyola Chicago,Career,,,NBA,81,,7.8,0.8,2.4,.354,0.0,0.0,,0.8,2.4,.354,.354,0.6,0.9,.708,0.3,0.7,1.0,0.9,0.2,0.0,1.0,1.0,2.3
Neal Walk,1970,1977,,6-10,220,"July 29, 1948",Florida,Career,,,NBA,568,,24.4,5.2,11.2,.459,,,,,,,,2.3,3.0,.758,1.8,4.8,7.7,2.1,0.6,0.4,,3.1,12.6
Andy Walker,1977,1977,,6-4,190,"March 25, 1955",Niagara University,Career,,,NBA,40,,11.0,1.8,3.9,.462,,,,,,,,0.9,1.2,.766,0.6,1.3,1.9,0.8,0.5,0.2,,1.5,4.5
Antoine Walker,1997,2008,,6-8,224,"August 12, 1976",Kentucky,Career,,,NBA,893,707,35.3,6.8,16.5,.414,1.6,4.8,.325,5.3,11.7,.450,.461,2.3,3.7,.633,2.1,5.6,7.7,3.5,1.2,0.5,2.8,2.8,17.5
Brady Walker,1949,1952,,6-6,205,"March 15, 1921",BYU,Career,,,TOT,228,,20.0,3.0,7.8,.380,,,,,,,,1.1,1.8,.633,,,5.4,1.4,,,,1.4,7.0
Chet Walker*,1963,1975,,6-6,212,"February 22, 1940",Bradley,Career,,,NBA,1032,,32.4,6.7,14.2,.470,,,,,,,,4.9,6.2,.796,1.6,3.8,7.1,2.1,0.7,0.1,,2.6,18.2
Darrell Walker,1984,1993,,6-4,180,"March 9, 1961",Arkansas,Career,,,NBA,720,356,25.8,3.4,7.9,.435,0.0,0.1,.059,3.4,7.8,.441,.435,2.0,2.8,.713,1.5,2.9,4.4,4.6,1.5,0.3,2.0,2.5,8.9
Foots Walker,1975,1984,,6-0,184,"May 21, 1951",West Georgia,Career,,,NBA,658,64,22.9,2.3,5.4,.435,0.0,0.1,.227,2.3,5.3,.437,.436,1.7,2.2,.762,0.7,1.9,2.6,4.7,1.5,0.1,1.8,2.1,6.4
Henry Walker,2009,2015,,6-6,220,"October 9, 1987",Kansas State,Career,,,NBA,181,35,16.7,2.1,4.8,.446,1.0,2.8,.369,1.1,1.9,.560,.556,0.6,0.9,.760,0.3,1.9,2.2,0.8,0.5,0.1,0.8,2.1,6.0
Horace Walker,1962,1962,,6-3,210,"April 17, 1937",Michigan State,Career,,,NBA,65,,20.5,2.3,6.8,.339,,,,,,,,2.2,3.0,.725,,,7.2,1.1,,,,3.0,6.7
Jimmy Walker,1968,1976,,6-3,195,"April 8, 1944",Providence,Career,,,NBA,698,,33.8,6.6,14.4,.461,,,,,,,,3.4,4.2,.829,0.6,2.1,2.7,3.5,1.1,0.2,,2.5,16.7
Kemba Walker,2012,2021,,6-0,184,"May 8, 1990",UConn,Career,,,NBA,704,659,33.7,6.9,16.4,.419,2.3,6.3,.360,4.6,10.1,.455,.488,3.9,4.6,.840,0.6,3.3,3.8,5.4,1.3,0.4,2.2,1.5,19.9
Kenny Walker,1987,1995,,6-8,210,"August 18, 1964",Kentucky,Career,,,NBA,448,160,20.2,2.8,5.7,.485,0.0,0.1,.206,2.8,5.6,.489,.487,1.4,1.9,.749,1.7,2.3,4.0,0.7,0.5,0.7,0.8,2.6,7.0
Lonnie Walker,2019,2021,,6-4,204,"December 14, 1998",Miami (FL),Career,,,NBA,138,50,19.0,3.1,7.3,.419,1.1,2.9,.369,2.0,4.5,.451,.491,0.8,1.0,.773,0.3,2.0,2.3,1.3,0.5,0.2,0.8,1.3,8.0
Phil Walker,1978,1978,,6-3,180,"March 20, 1956",Millersville,Career,,,NBA,40,,9.6,1.4,4.0,.354,,,,,,,,1.6,2.4,.667,0.5,0.8,1.3,1.4,0.4,0.1,1.6,1.0,4.5
Samaki Walker,1997,2006,,6-9,240,"February 25, 1976",Louisville,Career,,,NBA,445,143,17.1,2.1,4.6,.462,0.0,0.0,.111,2.1,4.5,.464,.462,1.1,1.8,.630,1.4,3.3,4.7,0.6,0.3,0.7,0.9,2.0,5.3
Wally Walker,1977,1984,,6-7,190,"July 18, 1954",Virginia,Career,,,NBA,565,147,18.0,3.0,6.5,.467,0.0,0.0,.200,3.0,6.5,.468,.467,0.9,1.4,.643,1.1,2.0,3.1,1.5,0.4,0.2,1.2,2.0,7.0
John Wall,2011,2021,,6-3,210,"September 6, 1990",Kentucky,Career,,,NBA,613,601,35.6,6.9,16.0,.431,1.0,3.1,.323,5.9,12.9,.457,.462,4.3,5.5,.779,0.6,3.7,4.3,9.1,1.7,0.7,3.8,2.2,19.1
Ben Wallace*,1997,2012,,6-9,240,"September 10, 1974",Virginia Union University,Career,,,NBA,1088,912,29.5,2.4,5.0,.474,0.0,0.0,.137,2.4,4.9,.477,.475,1.0,2.5,.414,3.2,6.5,9.6,1.3,1.3,2.0,1.0,1.9,5.7
Gerald Wallace,2002,2015,,6-7,215,"July 23, 1982",Alabama,Career,,,NBA,832,611,29.7,4.2,9.0,.469,0.5,1.6,.312,3.7,7.4,.502,.496,3.0,4.2,.709,1.4,4.4,5.8,2.1,1.4,0.8,1.8,2.2,11.9
John Wallace,1997,2004,,6-8,225,"February 9, 1974",Syracuse,Career,,,NBA,381,45,16.1,3.0,6.6,.462,0.0,0.1,.300,3.0,6.4,.465,.465,1.5,2.1,.740,0.9,1.9,2.8,0.7,0.4,0.6,1.2,1.9,7.6
Rasheed Wallace,1996,2013,,6-10,225,"September 17, 1974",UNC,Career,,,NBA,1109,956,32.7,5.7,12.2,.467,1.0,2.9,.336,4.7,9.3,.508,.507,2.1,2.9,.721,1.4,5.3,6.7,1.8,1.0,1.3,1.5,2.9,14.4
Red Wallace,1947,1947,,6-1,185,"July 12, 1918",University of Scranton,Career,,,BAA,61,,,3.7,13.3,.278,,,,,,,,1.7,3.2,.541,,,,1.0,,,,2.7,9.1
Tyrone Wallace,2018,2020,,6-5,198,"June 10, 1994",California,Career,,,NBA,106,19,15.5,2.0,4.8,.425,0.1,0.7,.203,1.9,4.1,.463,.440,1.0,1.4,.671,0.4,1.7,2.2,1.2,0.5,0.2,0.9,1.7,5.2
Dwight Waller,1969,1972,,6-6,220,"October 5, 1945",Tennessee State,Career,,,TOT,20,,6.3,0.7,1.9,.378,0.0,0.1,.000,0.7,1.8,.389,.378,0.6,1.3,.462,1.9,2.9,2.7,0.3,,,1.9,1.2,2.0
Jamie Waller,1988,1988,,6-4,215,"November 20, 1964",Virginia Union University,Career,,,NBA,9,0,10.1,1.8,4.4,.400,0.0,0.2,.000,1.8,4.2,.421,.400,1.1,2.0,.556,1.0,0.4,1.4,0.3,0.4,0.1,1.2,1.4,4.7
Jim Walsh,1958,1958,,6-4,195,"August 29, 1930",Stanford,Career,,,NBA,10,,7.2,0.5,2.7,.185,,,,,,,,1.0,1.7,.588,,,1.5,0.8,,,,0.9,2.0
Matt Walsh,2006,2006,,6-6,205,"December 2, 1982",Florida,Career,,,NBA,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0
Rex Walters,1994,2000,,6-4,190,"March 12, 1970","Northwestern, Kansas",Career,,,NBA,335,67,13.7,1.7,3.9,.441,0.6,1.5,.361,1.1,2.3,.495,.514,0.6,0.8,.809,0.2,1.0,1.2,1.7,0.4,0.1,0.9,1.3,4.6
Paul Walther,1950,1955,,6-2,160,"March 23, 1927",Tennessee,Career,,,NBA,370,,28.6,2.6,7.2,.362,,,,,,,,2.4,3.4,.708,,,3.7,2.6,,,,2.9,7.7
Isaac Walthour,1954,1954,,5-11,163,"August 25, 1930",,Career,,,NBA,4,,7.5,0.3,1.5,.167,,,,,,,,0.0,0.0,,,,0.3,0.5,,,,1.5,0.5
Bill Walton*,1975,1987,,6-11,210,"November 5, 1952",UCLA,Career,,,NBA,468,117,28.3,5.5,10.5,.521,0.0,0.0,.000,5.5,10.5,.521,.521,2.4,3.6,.660,2.4,8.2,10.5,3.4,0.8,2.2,2.7,2.8,13.3
Derrick Walton,2018,2020,,6-0,189,"April 3, 1995",Michigan,Career,,,NBA,42,1,9.4,0.6,1.5,.406,0.4,1.0,.415,0.2,0.5,.391,.539,0.3,0.4,.867,0.1,0.7,0.8,1.0,0.3,0.1,0.2,0.7,2.0
Lloyd Walton,1977,1981,,6-0,160,"November 23, 1953",Marquette,Career,,,NBA,341,,15.8,1.8,3.9,.454,0.0,0.0,.250,1.8,3.9,.455,.455,0.7,1.0,.711,0.4,0.7,1.1,3.6,0.8,0.1,1.5,1.1,4.2
Luke Walton,2004,2013,,6-8,235,"March 28, 1980",Arizona,Career,,,NBA,564,138,17.2,1.9,4.3,.429,0.3,1.0,.326,1.5,3.4,.459,.466,0.7,0.9,.715,0.9,2.0,2.8,2.3,0.6,0.2,1.1,1.4,4.7
Brad Wanamaker,2019,2021,,6-3,210,"July 25, 1989",Pitt,Career,,,NBA,168,1,16.5,1.9,4.6,.427,0.4,1.3,.305,1.5,3.2,.478,.472,1.4,1.6,.906,0.3,1.5,1.7,2.4,0.7,0.2,1.0,1.6,5.7
Bobby Wanzer*,1949,1957,,6-0,170,"June 4, 1921",Seton Hall,Career,,,TOT,568,,32.5,4.0,10.2,.393,,,,,,,,4.2,5.2,.802,,,4.5,3.2,,,,2.2,12.2
Perry Warbington,1975,1975,,6-2,165,"September 7, 1952",Georgia Southern University,Career,,,NBA,5,,14.0,0.8,4.2,.190,,,,,,,,0.4,0.4,1.000,0.4,1.2,1.6,3.2,0.0,0.0,,3.2,2.0
Charlie Ward,1995,2005,,6-2,190,"October 12, 1970",Florida State,Career,,,NBA,630,285,22.3,2.2,5.4,.408,1.0,2.8,.364,1.2,2.7,.455,.502,0.8,1.0,.771,0.4,2.2,2.6,4.0,1.2,0.2,1.6,2.0,6.3
Gerry Ward,1964,1967,,6-4,195,"September 6, 1941",Boston College,Career,,,NBA,169,,12.1,1.2,3.4,.356,,,,,,,,0.8,1.3,.639,,,1.7,1.4,,,,2.2,3.2
Henry Ward,1976,1977,,6-4,195,"January 30, 1952",Jackson State University,Career,,,TOT,88,,9.8,2.1,4.8,.444,0.1,0.4,.261,2.1,4.5,.455,.452,0.4,0.5,.705,0.6,1.3,2.0,0.5,0.3,0.2,0.7,1.5,4.7
Casper Ware,2014,2014,,5-10,175,"January 17, 1990",Cal State Long Beach,Career,,,NBA,9,0,12.9,2.0,4.7,.429,0.8,2.3,.333,1.2,2.3,.524,.512,0.6,0.7,.833,0.0,1.0,1.0,1.1,0.9,0.0,0.6,1.2,5.3
Jim Ware,1967,1969,,6-7,210,"May 2, 1944",Oklahoma City University,Career,,,TOT,64,,6.9,0.9,3.1,.293,0.0,0.0,,0.9,3.1,.293,.293,0.5,0.8,.642,2.0,5.0,2.4,0.2,,,1.0,1.0,2.3
Ben Warley,1963,1970,,6-5,200,"September 4, 1936",Tennessee State,Career,,,TOT,436,,19.0,2.9,7.0,.418,0.7,2.3,.284,2.7,6.2,.435,.434,2.4,3.2,.751,1.0,2.9,5.6,0.8,,,1.7,3.0,8.5
Bob Warlick,1966,1970,,6-5,200,"March 20, 1941",Pepperdine,Career,,,TOT,186,,17.0,3.3,8.2,.401,0.0,0.0,.000,3.3,8.2,.401,.401,1.4,2.3,.603,1.8,2.2,3.0,2.1,,,2.0,2.0,7.9
Cornell Warner,1971,1977,,6-9,220,"August 12, 1948",Jackson State University,Career,,,NBA,445,,23.6,2.7,5.9,.452,,,,,,,,1.1,1.6,.672,2.4,5.7,7.5,1.1,0.5,0.6,,2.8,6.4
Jameel Warney,2018,2018,,6-8,260,"January 31, 1994",Stony Brook University,Career,,,NBA,3,0,9.0,2.3,4.0,.583,0.0,0.0,,2.3,4.0,.583,.583,1.0,1.7,.600,1.3,1.7,3.0,0.0,0.0,0.0,0.3,0.7,5.7
Bob Warren,1969,1976,,6-5,190,"July 17, 1946",Vanderbilt,Career,,,ABA,486,,20.4,3.1,7.1,.440,0.2,0.8,.262,2.9,6.4,.461,.454,2.5,3.1,.801,1.4,1.8,3.2,1.8,0.5,0.2,1.7,2.3,8.9
John Warren,1970,1974,,6-3,180,"July 7, 1947",St. John's,Career,,,NBA,303,,16.3,2.5,5.8,.430,,,,,,,,1.0,1.2,.827,0.6,1.2,2.3,1.9,0.4,0.1,,2.0,6.0
T.J. Warren,2015,2021,,6-8,220,"September 5, 1993",NC State,Career,,,NBA,332,236,28.8,6.4,12.6,.507,0.7,2.1,.357,5.7,10.5,.536,.536,1.9,2.5,.780,1.4,2.8,4.1,1.2,1.0,0.5,1.0,2.4,15.5
Willie Warren,2011,2011,,6-4,203,"October 22, 1989",Oklahoma,Career,,,NBA,19,0,7.1,0.7,1.8,.371,0.3,0.8,.333,0.4,1.1,.400,.443,0.3,0.4,.750,0.1,0.6,0.6,1.4,0.3,0.0,0.4,0.8,1.9
Bryan Warrick,1983,1986,,6-5,195,"July 22, 1959",Saint Joseph's,Career,,,NBA,169,26,14.1,1.6,3.5,.443,0.0,0.1,.208,1.5,3.4,.452,.447,0.9,1.2,.747,0.2,1.1,1.3,2.6,0.5,0.1,1.3,1.8,4.0
Hakim Warrick,2006,2013,,6-9,219,"July 8, 1982",Syracuse,Career,,,NBA,526,108,20.2,3.4,6.9,.490,0.0,0.2,.191,3.3,6.7,.499,.493,2.6,3.6,.726,1.3,2.7,4.0,0.8,0.4,0.3,1.2,1.8,9.4
Chris Washburn,1987,1988,,6-11,225,"May 13, 1965",NC State,Career,,,NBA,72,2,9.0,1.3,3.1,.412,0.0,0.0,.000,1.3,3.1,.413,.412,0.5,1.1,.439,0.9,1.6,2.4,0.3,0.2,0.2,0.8,1.1,3.1
Julian Washburn,2019,2019,,6-8,210,"December 18, 1991",Texas-El Paso,Career,,,NBA,18,3,14.1,0.9,2.7,.333,0.3,1.3,.208,0.6,1.3,.458,.385,0.2,0.2,.750,0.4,1.8,2.3,0.8,0.7,0.1,0.4,0.9,2.2
Bobby Washington,1970,1972,,5-11,175,"July 11, 1947",Eastern Kentucky University,Career,,,TOT,118,,15.2,2.1,5.3,.397,0.0,0.0,,2.1,5.3,.397,.397,1.8,2.3,.776,0.0,0.0,2.0,3.5,,,0.5,2.0,5.9
Darius Washington,2008,2008,,6-2,195,"December 6, 1985",Memphis,Career,,,NBA,18,0,8.1,1.2,2.7,.438,0.2,0.7,.333,0.9,2.0,.472,.479,0.4,0.7,.538,0.2,0.9,1.1,0.8,0.3,0.0,0.8,0.9,2.9
Donald Washington,1975,1976,,6-8,210,"April 22, 1952",UNC,Career,,,ABA,56,,8.9,1.6,3.6,.453,0.0,0.0,.000,1.6,3.6,.457,.453,0.7,1.0,.679,0.8,1.0,1.8,0.6,0.2,0.4,0.9,2.0,3.9
Duane Washington,1988,1993,,6-4,195,"August 31, 1964",Middle Tennessee,Career,,,NBA,19,0,9.7,0.9,2.5,.383,0.1,0.2,.500,0.8,2.3,.372,.404,0.8,1.1,.800,0.3,1.0,1.3,2.1,0.7,0.0,0.6,1.3,2.8
Eric Washington,1998,1999,,6-4,190,"March 23, 1974",Alabama,Career,,,NBA,104,42,22.1,2.6,6.6,.402,0.8,2.3,.346,1.9,4.3,.431,.461,0.8,1.1,.757,0.8,1.3,2.1,1.0,0.8,0.4,1.0,2.2,6.9
Jim Washington,1966,1976,,6-6,210,"July 1, 1943",Villanova,Career,,,NBA,774,,29.3,4.2,9.4,.449,,,,,,,,2.1,3.0,.705,2.1,5.2,8.6,1.4,0.5,0.6,,2.9,10.6
Kermit Washington,1974,1988,,6-8,230,"September 17, 1951",American University,Career,,,NBA,507,5,25.3,3.5,6.7,.526,0.0,0.0,.000,3.5,6.7,.526,.526,2.2,3.3,.656,3.0,5.3,8.3,1.4,0.8,1.1,2.0,3.2,9.2
P.J. Washington,2020,2021,,6-7,230,"August 23, 1998",Kentucky,Career,,,NBA,122,118,30.4,4.7,10.5,.447,1.6,4.3,.381,3.0,6.2,.493,.525,1.6,2.3,.698,1.2,4.8,6.0,2.3,1.0,1.0,1.8,2.7,12.6
Pearl Washington,1987,1989,,6-2,190,"January 6, 1964",Syracuse,Career,,,NBA,194,79,20.8,3.4,7.6,.452,0.1,0.4,.184,3.4,7.1,.469,.458,1.6,2.2,.746,0.7,1.2,1.9,3.8,1.3,0.1,2.3,2.3,8.6
Richard Washington,1977,1982,,6-11,220,"July 15, 1955",UCLA,Career,,,NBA,351,2,22.4,4.2,9.3,.453,0.0,0.0,.250,4.2,9.2,.453,.453,1.5,2.0,.711,2.0,4.3,6.3,1.2,0.6,0.8,1.6,3.4,9.8
Stan Washington,1975,1975,,6-4,190,"January 23, 1952",University of San Diego,Career,,,NBA,1,,4.0,0.0,1.0,.000,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0
Trooper Washington,1968,1973,,6-7,215,"April 21, 1944",Cheyney (PA),Career,,,ABA,426,,31.1,4.4,8.3,.532,0.0,0.0,.333,4.4,8.3,.533,.532,1.7,2.8,.615,3.8,6.2,10.0,2.4,,,2.5,3.4,10.6
Wilson Washington,1978,1979,,6-9,227,"August 3, 1955",Old Dominion,Career,,,NBA,100,,17.0,3.2,6.4,.497,,,,,,,,1.0,1.6,.605,1.4,3.1,4.5,0.6,0.5,1.0,1.6,2.6,7.3
Yuta Watanabe,2019,2021,,6-9,215,"October 13, 1994",George Washington,Career,,,NBA,83,4,12.1,1.3,3.2,.411,0.5,1.4,.360,0.8,1.8,.450,.489,0.4,0.6,.723,0.6,2.0,2.5,0.6,0.4,0.3,0.3,0.9,3.5
Tremont Waters,2020,2021,,5-10,175,"January 10, 1998",LSU,Career,,,NBA,37,4,9.6,1.3,3.6,.361,0.5,1.7,.306,0.8,1.9,.408,.432,0.6,0.7,.960,0.1,0.8,0.9,2.1,0.7,0.1,1.1,0.8,3.8
Darryl Watkins,2008,2012,,6-11,258,"November 8, 1984",Syracuse,Career,,,NBA,14,0,12.1,0.9,2.1,.414,0.0,0.0,,0.9,2.1,.414,.414,0.8,1.6,.478,0.9,1.9,2.8,0.2,0.5,0.4,1.1,1.6,2.5
Bobby Watson,1955,1955,,6-0,160,"March 22, 1930",Kentucky,Career,,,NBA,63,,11.1,1.1,3.5,.323,,,,,,,,0.5,0.7,.689,,,1.4,1.3,,,,1.1,2.8
C.J. Watson,2008,2017,,6-2,175,"April 17, 1984",Tennessee,Career,,,NBA,600,104,20.2,2.5,6.0,.419,0.8,2.1,.373,1.7,3.9,.444,.484,1.4,1.7,.812,0.4,1.6,1.9,2.5,0.9,0.1,1.1,1.5,7.2
Earl Watson,2002,2014,,6-1,195,"June 12, 1979",UCLA,Career,,,NBA,878,227,22.2,2.4,5.9,.411,0.6,1.8,.324,1.8,4.1,.449,.460,1.0,1.4,.703,0.5,1.7,2.3,4.4,1.0,0.2,1.8,2.0,6.4
Jamie Watson,1995,1999,,6-7,190,"February 23, 1972",South Carolina,Career,,,NBA,102,7,12.2,1.2,2.6,.468,0.1,0.4,.316,1.1,2.3,.494,.491,0.6,0.8,.694,0.4,1.1,1.5,1.1,0.6,0.2,0.9,1.5,3.2
Paul Watson,2020,2021,,6-6,210,"December 30, 1994",Fresno State,Career,,,NBA,37,2,10.4,1.3,2.9,.444,0.9,2.1,.447,0.4,0.9,.438,.602,0.3,0.5,.706,0.2,1.5,1.7,0.7,0.3,0.1,0.3,1.1,3.8
Ron Watts,1966,1967,,6-6,210,"May 21, 1943",Wake Forest,Career,,,NBA,28,,3.3,0.4,1.6,.261,,,,,,,,0.6,0.8,.696,,,1.4,0.1,,,,0.6,1.4
Samuel Watts,1971,1971,,6-3,185,"March 14, 1948",Florida A&M,Career,,,ABA,54,,12.0,2.0,5.3,.380,0.3,0.8,.341,1.8,4.6,.386,.404,0.9,1.2,.731,0.8,1.0,1.8,0.8,,,1.3,2.0,5.2
Slick Watts,1974,1979,,6-1,175,"July 22, 1951",Xavier University of Louisiana,Career,,,NBA,437,,26.3,3.7,8.9,.413,,,,,,,,1.6,2.7,.597,1.0,2.2,3.2,6.1,2.2,0.3,1.8,3.0,8.9
Maalik Wayns,2013,2014,,6-2,200,"May 2, 1991",Villanova,Career,,,NBA,29,1,7.3,0.9,3.1,.300,0.2,1.1,.226,0.7,2.0,.339,.339,0.6,0.7,.895,0.0,0.3,0.3,1.0,0.3,0.0,0.5,1.0,2.7
David Wear,2015,2015,,6-10,230,"September 21, 1990","UNC, UCLA",Career,,,NBA,2,0,3.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0
Travis Wear,2015,2018,,6-10,230,"September 21, 1990","UNC, UCLA",Career,,,NBA,68,1,13.2,1.6,4.1,.388,0.4,1.1,.364,1.2,3.0,.397,.438,0.4,0.5,.824,0.5,1.7,2.1,0.7,0.3,0.2,0.6,1.3,4.0
Clarence Weatherspoon,1993,2005,,6-6,240,"September 8, 1970",Southern Miss,Career,,,NBA,915,612,30.3,4.4,9.3,.471,0.0,0.1,.196,4.4,9.3,.473,.472,2.6,3.6,.743,2.3,5.2,7.5,1.5,1.0,0.9,1.6,2.2,11.5
Nick Weatherspoon,1974,1980,,6-7,195,"July 20, 1950",Illinois,Career,,,NBA,453,,21.4,3.8,8.3,.455,0.0,0.0,,3.8,8.3,.455,.455,1.5,2.1,.713,1.7,3.2,4.9,0.9,0.8,0.3,1.8,2.7,9.0
Quinndary Weatherspoon,2020,2021,,6-3,205,"September 10, 1996",Mississippi State,Career,,,NBA,31,0,6.4,0.7,1.7,.404,0.1,0.4,.182,0.6,1.3,.463,.423,0.5,0.6,.778,0.1,0.5,0.6,0.6,0.4,0.1,0.5,0.8,1.9
Kyle Weaver,2009,2011,,6-6,201,"February 18, 1986",Washington State,Career,,,NBA,73,19,18.9,1.8,4.2,.441,0.6,1.6,.353,1.3,2.5,.497,.510,0.7,1.0,.736,0.5,1.7,2.2,1.6,0.8,0.5,1.1,1.3,5.0
James Webb,2018,2018,,6-9,202,"August 19, 1993",Boise State,Career,,,NBA,10,0,12.0,0.6,2.4,.250,0.4,1.9,.211,0.2,0.5,.400,.333,0.0,0.0,,0.8,1.6,2.4,0.4,0.1,0.0,0.4,1.0,1.6
Jeff Webb,1971,1972,,6-4,170,"July 6, 1948",Kansas State,Career,,,NBA,75,,7.2,0.9,2.4,.376,,,,,,,,0.4,0.5,.711,,,0.8,0.6,,,,0.8,2.1
Marcus Webb,1993,1993,,6-9,255,"May 9, 1970",Alabama,Career,,,NBA,9,0,5.7,1.4,2.8,.520,0.0,0.1,.000,1.4,2.7,.542,.520,1.4,2.3,.619,0.6,0.6,1.1,0.2,0.1,0.2,0.6,1.2,4.3
Spud Webb,1986,1998,,5-6,133,"July 13, 1963","Midland College, NC State",Career,,,NBA,814,429,24.9,3.6,7.9,.452,0.4,1.3,.314,3.2,6.6,.478,.477,2.4,2.8,.848,0.4,1.7,2.1,5.3,1.1,0.1,2.0,2.0,9.9
Chris Webber*,1994,2008,,6-9,245,"March 1, 1973",Michigan,Career,,,NBA,831,827,37.1,8.7,18.1,.479,0.3,1.1,.299,8.3,17.0,.490,.487,3.0,4.7,.649,2.7,7.0,9.8,4.2,1.4,1.4,2.8,3.2,20.7
Briante Weber,2016,2018,,6-2,165,"December 29, 1992",VCU,Career,,,NBA,45,4,13.6,1.3,3.2,.408,0.1,0.6,.192,1.2,2.6,.457,.426,0.5,0.7,.733,0.5,1.4,1.9,1.4,0.9,0.2,0.7,1.2,3.2
Jake Weber,1947,1947,,6-6,225,"March 18, 1918",Purdue,Career,,,BAA,50,,,1.2,4.0,.292,,,,,,,,1.1,1.6,.696,,,,0.1,,,,2.2,3.5
Elnardo Webster,1972,1972,,6-5,190,"March 6, 1948",Saint Peter's College,Career,,,ABA,24,,9.9,2.1,4.5,.459,0.0,0.2,.250,2.0,4.4,.467,.463,0.9,1.2,.724,0.6,1.2,1.8,0.7,,,1.5,1.6,5.1
Jeff Webster,1996,1996,,6-8,232,"February 19, 1971",Oklahoma,Career,,,NBA,11,0,5.3,0.7,2.1,.348,0.2,0.5,.333,0.5,1.5,.353,.391,0.0,0.0,,0.2,0.5,0.6,0.3,0.4,0.0,0.3,0.6,1.6
