Player,MP,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y,GameID,DateTime,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus
Ian Clark,15.8,,,,,,,,,,,,,,,,,,,,Reserve,1.02,1.0,0.4,0.4,0.0,6.5,3.3,8.0,5.9,0.0,0.0,15.2,204.0,109.0,19.3,,,,,,,,,,,,,,,,,,,,201701020GSW,2017-01-02 22:30:00,4.0,5.0,0.8,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,12.0,5.0
David West,12.7,,,,,,,,,,,,,,,,,,,,Reserve,0.25,0.25,0.0,0.0,8.6,8.0,8.3,24.5,0.0,0.0,0.0,12.9,104.0,121.0,-3.5,,,,,,,,,,,,,,,,,,,,201701020GSW,2017-01-02 22:30:00,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,-2.0
JaVale McGee,8.983333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.846,1.0,0.0,0.75,12.1,34.1,23.5,0.0,5.2,0.0,0.0,24.2,162.0,101.0,18.0,,,,,,,,,,,,,,,,,,,,201701020GSW,2017-01-02 22:30:00,4.0,4.0,1.0,0.0,0.0,,1.0,3.0,0.333,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0
T.J. Warren,41.15,,,,,,,,,,,,,,,,,,,,Starter,0.6,0.6,0.05,0.0,10.1,8.5,9.4,9.3,1.2,1.8,9.1,20.7,118.0,112.0,4.0,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,12.0,20.0,0.6,0.0,1.0,0.0,0.0,0.0,,5.0,3.0,8.0,2.0,1.0,1.0,2.0,3.0,24.0,6.0
Eric Bledsoe,40.516666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.366,0.315,0.185,0.259,2.0,20.2,9.6,36.1,3.5,0.0,11.7,32.6,83.0,105.0,-0.3,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,8.0,27.0,0.296,1.0,5.0,0.2,5.0,7.0,0.714,1.0,7.0,8.0,9.0,3.0,0.0,4.0,4.0,22.0,-2.0
Devin Booker,33.166666666666664,,,,,,,,,,,,,,,,,,,,Starter,0.368,0.3,0.333,0.4,0.0,3.5,1.5,8.7,2.9,0.0,14.5,24.2,74.0,110.0,-9.5,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,4.0,15.0,0.267,1.0,5.0,0.2,4.0,6.0,0.667,0.0,1.0,1.0,2.0,2.0,0.0,3.0,5.0,13.0,5.0
Tyson Chandler,22.866666666666667,,,,,,,,,,,,,,,,,,,,Starter,1.064,1.0,0.0,2.0,7.2,20.5,12.7,6.4,2.1,0.0,15.1,11.3,185.0,107.0,6.4,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,3.0,3.0,1.0,0.0,0.0,,6.0,6.0,1.0,2.0,4.0,6.0,1.0,1.0,0.0,1.0,4.0,12.0,-6.0
Marquese Chriss,12.116666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.2,0.2,0.4,0.0,6.8,0.0,4.0,0.0,3.9,12.4,16.7,19.2,46.0,101.0,-9.1,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,-5.0
P.J. Tucker,35.88333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.375,0.375,0.0,0.0,9.2,29.4,17.6,0.0,1.3,2.1,0.0,8.7,101.0,105.0,-3.3,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,3.0,8.0,0.375,0.0,0.0,,0.0,0.0,,4.0,9.0,13.0,0.0,1.0,1.0,0.0,3.0,6.0,-6.0
Alex Len,20.366666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.5,0.5,0.0,0.0,16.3,17.2,16.7,0.0,2.3,0.0,0.0,19.1,118.0,108.0,0.2,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,5.0,10.0,0.5,0.0,0.0,,0.0,0.0,,4.0,3.0,7.0,0.0,1.0,0.0,0.0,2.0,10.0,-7.0
Leandro Barbosa,9.466666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.34,0.2,0.2,0.4,8.7,0.0,5.1,59.8,0.0,0.0,0.0,24.1,108.0,118.0,4.8,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,1.0,5.0,0.2,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,-20.0
Brandon Knight,7.483333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.563,0.5,0.0,0.25,0.0,0.0,0.0,73.5,0.0,0.0,0.0,23.0,139.0,117.0,9.1,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,2.0,4.0,0.5,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,-9.0
Tyler Ulis,6.85,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.0,0.0,12.1,0.0,7.1,18.0,0.0,0.0,0.0,17.0,35.0,118.0,-17.6,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-5.0
Jared Dudley,5.366666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,7.2,0.0,99.0,-4.8,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
Dragan Bender,4.766666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.0,0.0,0.0,49.1,20.3,0.0,0.0,0.0,50.0,16.3,0.0,103.0,-28.3,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-10.0
Austin Rivers,37.36666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.341,0.227,0.273,0.455,0.0,8.9,5.2,18.7,0.0,0.0,13.2,16.9,84.0,102.0,-7.0,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,2.0,11.0,0.182,1.0,3.0,0.333,4.0,5.0,0.8,0.0,4.0,4.0,5.0,0.0,0.0,2.0,4.0,9.0,4.0
Raymond Felton,36.96666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.484,0.385,0.154,0.615,0.0,9.0,5.2,21.3,1.3,3.0,19.5,23.0,94.0,97.0,-0.2,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,5.0,13.0,0.385,0.0,2.0,0.0,6.0,8.0,0.75,0.0,4.0,4.0,5.0,1.0,2.0,4.0,3.0,16.0,6.0
J.J. Redick,34.1,,,,,,,,,,,,,,,,,,,,Starter,0.762,0.75,0.357,0.071,3.4,7.3,5.7,0.0,0.0,0.0,12.2,20.0,133.0,103.0,4.8,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,9.0,14.0,0.643,3.0,5.0,0.6,1.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,22.0,7.0
DeAndre Jordan,30.75,,,,,,,,,,,,,,,,,,,,Starter,0.473,0.5,0.0,1.333,26.7,35.0,31.5,9.7,0.0,5.4,24.0,16.9,100.0,85.0,1.8,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,3.0,6.0,0.5,0.0,0.0,,3.0,8.0,0.375,7.0,13.0,20.0,2.0,0.0,3.0,3.0,3.0,9.0,5.0
Luc Mbah a Moute,23.366666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.888,0.917,0.167,0.5,5.0,7.1,6.2,0.0,0.0,2.4,29.1,18.3,117.0,101.0,3.4,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,5.0,6.0,0.833,1.0,1.0,1.0,2.0,3.0,0.667,1.0,2.0,3.0,0.0,0.0,1.0,3.0,3.0,13.0,14.0
Jamal Crawford,30.75,,,,,,,,,,,,,,,,,,,,Reserve,0.455,0.389,0.056,0.222,7.6,13.5,11.0,29.9,0.0,1.8,13.2,30.7,100.0,99.0,-1.6,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,7.0,18.0,0.389,0.0,1.0,0.0,4.0,4.0,1.0,2.0,5.0,7.0,5.0,0.0,1.0,3.0,3.0,18.0,10.0
Marreese Speights,17.7,,,,,,,,,,,,,,,,,,,,Reserve,0.678,0.375,0.5,1.5,0.0,28.1,16.4,0.0,0.0,6.2,13.1,17.9,132.0,88.0,5.3,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,1.0,4.0,0.25,1.0,2.0,0.5,6.0,6.0,1.0,0.0,6.0,6.0,0.0,0.0,2.0,1.0,2.0,9.0,4.0
Wesley Johnson,14.983333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.75,0.75,1.0,0.0,0.0,11.0,6.5,0.0,0.0,7.4,0.0,5.5,157.0,96.0,6.7,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0
Brandon Bass,14.016666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.683,0.667,0.0,0.5,8.4,0.0,3.5,0.0,0.0,0.0,12.0,24.6,124.0,107.0,2.7,,,,,,,,,,,,,,,,,,,,201701020LAC,2017-01-02 22:30:00,4.0,6.0,0.667,0.0,0.0,,2.0,3.0,0.667,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,3.0
Zach LaVine,40.43333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.643,0.625,0.4,0.2,0.0,9.5,5.0,6.0,1.2,2.2,12.1,27.3,109.0,98.0,5.1,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,11.0,20.0,0.55,3.0,8.0,0.375,3.0,4.0,0.75,0.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,28.0,7.0
Karl-Anthony Towns,37.45,,,,,,,,,,,,,,,,,,,,Starter,0.484,0.432,0.273,0.182,17.1,25.6,21.6,29.9,0.0,4.8,11.2,31.8,103.0,94.0,6.5,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,9.0,22.0,0.409,1.0,6.0,0.167,4.0,4.0,1.0,6.0,10.0,16.0,5.0,0.0,2.0,3.0,2.0,23.0,-3.0
Andrew Wiggins,36.88333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.239,0.133,0.2,0.267,0.0,10.4,5.5,12.8,1.3,0.0,19.3,25.1,49.0,99.0,-14.0,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,2.0,15.0,0.133,0.0,3.0,0.0,4.0,4.0,1.0,0.0,4.0,4.0,3.0,1.0,0.0,4.0,2.0,8.0,-2.0
Ricky Rubio,30.266666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.833,0.833,0.667,0.0,3.5,6.3,5.0,26.6,3.3,0.0,50.0,8.8,100.0,97.0,-1.0,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,3.0,5.0,2.0,0.0,3.0,2.0,5.0,-2.0
Gorgui Dieng,27.466666666666665,,,,,,,,,,,,,,,,,,,,Starter,0.727,0.667,0.0,0.333,3.9,24.5,14.7,13.4,1.8,6.6,12.7,12.8,134.0,89.0,7.3,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,4.0,6.0,0.667,0.0,0.0,,2.0,2.0,1.0,1.0,7.0,8.0,2.0,1.0,2.0,1.0,4.0,10.0,-9.0
Nemanja Bjelica,22.966666666666665,,,,,,,,,,,,,,,,,,,,Reserve,0.509,0.417,0.667,0.333,0.0,12.5,6.6,0.0,2.2,0.0,0.0,13.3,107.0,97.0,-0.8,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,2.0,6.0,0.333,1.0,4.0,0.25,2.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,7.0,9.0
Shabazz Muhammad,18.683333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.644,0.583,0.167,0.667,5.7,20.6,13.5,0.0,2.6,0.0,20.5,23.3,103.0,92.0,1.7,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,3.0,6.0,0.5,1.0,1.0,1.0,3.0,4.0,0.75,1.0,4.0,5.0,0.0,1.0,0.0,2.0,2.0,10.0,-9.0
Kris Dunn,17.733333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.0,0.0,0.0,10.8,5.7,24.6,0.0,0.0,33.3,7.5,44.0,102.0,-11.6,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0
Cole Aldrich,8.116666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.0,0.0,0.0,23.7,12.5,17.9,0.0,11.2,0.0,11.0,27.0,90.0,-5.9,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,-1.0
Robert Covington,38.75,,,,,,,,,,,,,,,,,,,,Starter,0.412,0.321,0.643,0.286,2.5,24.8,13.0,8.8,5.1,2.1,11.3,19.6,85.0,85.0,1.2,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,4.0,14.0,0.286,1.0,9.0,0.111,4.0,4.0,1.0,1.0,9.0,10.0,2.0,4.0,1.0,2.0,4.0,13.0,-2.0
T.J. McConnell,35.1,,,,,,,,,,,,,,,,,,,,Starter,0.333,0.333,0.333,0.0,0.0,21.3,10.1,37.9,2.8,0.0,18.2,13.4,83.0,93.0,-2.3,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,3.0,9.0,0.333,0.0,3.0,0.0,0.0,0.0,,0.0,7.0,7.0,8.0,2.0,0.0,2.0,1.0,6.0,-11.0
Ersan İlyasova,32.266666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.638,0.607,0.571,0.143,3.0,13.2,7.8,6.6,0.0,2.6,11.8,22.4,113.0,99.0,3.7,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,7.0,14.0,0.5,3.0,8.0,0.375,2.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,2.0,3.0,19.0,-3.0
Nik Stauskas,31.983333333333334,,,,,,,,,,,,,,,,,,,,Starter,0.444,0.444,0.556,0.0,0.0,10.0,4.7,10.5,0.0,0.0,10.0,13.4,89.0,102.0,-4.2,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,3.0,9.0,0.333,2.0,5.0,0.4,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,8.0,20.0
Joel Embiid,29.816666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.503,0.425,0.15,0.55,16.1,10.7,13.6,24.0,1.7,5.6,10.8,40.0,104.0,94.0,8.2,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,8.0,20.0,0.4,1.0,3.0,0.333,8.0,11.0,0.727,5.0,3.0,8.0,3.0,1.0,2.0,3.0,3.0,25.0,11.0
Dario Šarić,24.266666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.45,0.375,0.375,0.25,7.9,22.0,14.6,7.3,4.1,3.4,25.3,21.0,78.0,87.0,-1.0,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,3.0,8.0,0.375,0.0,3.0,0.0,2.0,2.0,1.0,2.0,5.0,7.0,1.0,2.0,1.0,3.0,1.0,8.0,6.0
Timothé Luwawu-Cabarrot,22.016666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.532,0.0,0.5,2.0,0.0,9.7,4.6,6.6,0.0,3.8,34.7,11.2,80.0,99.0,-7.3,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,0.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,-3.0
Nerlens Noel,11.266666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.8,0.8,0.0,0.0,8.5,0.0,4.5,0.0,4.4,0.0,0.0,19.0,157.0,95.0,12.5,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,4.0,5.0,0.8,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,1.0
Jahlil Okafor,10.166666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.258,0.333,0.0,0.667,18.9,21.0,19.9,0.0,0.0,8.1,20.5,20.6,60.0,93.0,-12.0,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,1.0,3.0,0.333,0.0,0.0,,0.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,-9.0
Hollis Thompson,4.366666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.0,0.0,0.0,24.4,11.6,33.3,0.0,0.0,0.0,9.8,47.0,98.0,-11.8,,,,,,,,,,,,,,,,,,,,201701030PHI,2017-01-03 19:00:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Rodney Hood,34.65,,,,,,,,,,,,,,,,,,,,Starter,0.356,0.3,0.3,0.6,0.0,13.4,6.2,16.4,0.0,0.0,0.0,17.3,92.0,134.0,-8.9,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,3.0,10.0,0.3,0.0,3.0,0.0,3.0,6.0,0.5,0.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,9.0,-9.0
Rudy Gobert,34.31666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.45,0.375,0.0,0.25,19.4,36.1,27.1,0.0,0.0,3.3,10.1,13.7,109.0,129.0,-7.9,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,3.0,8.0,0.375,0.0,0.0,,2.0,2.0,1.0,5.0,8.0,13.0,0.0,0.0,1.0,1.0,1.0,8.0,-18.0
Gordon Hayward,34.28333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.673,0.607,0.5,0.5,0.0,9.0,4.2,9.9,1.6,0.0,14.9,27.8,115.0,131.0,0.3,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,7.0,14.0,0.5,3.0,7.0,0.429,6.0,7.0,0.857,0.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,23.0,-20.0
Derrick Favors,29.016666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.551,0.5,0.0,0.2,9.2,21.3,14.8,39.0,0.0,0.0,8.4,19.4,130.0,133.0,3.2,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,5.0,10.0,0.5,0.0,0.0,,2.0,2.0,1.0,2.0,4.0,6.0,7.0,0.0,0.0,1.0,4.0,12.0,-6.0
Shelvin Mack,25.983333333333334,,,,,,,,,,,,,,,,,,,,Starter,0.368,0.3,0.1,0.2,0.0,6.0,2.8,22.8,2.1,0.0,0.0,19.9,97.0,130.0,-7.6,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,3.0,10.0,0.3,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,8.0,-11.0
Joe Ingles,26.483333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.509,0.417,0.667,0.333,5.0,23.4,13.5,21.1,2.0,0.0,22.5,15.9,103.0,128.0,-4.8,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,2.0,6.0,0.333,1.0,4.0,0.25,2.0,2.0,1.0,1.0,4.0,5.0,4.0,1.0,0.0,2.0,3.0,7.0,-5.0
Joe Johnson,20.75,,,,,,,,,,,,,,,,,,,,Reserve,0.773,0.773,0.364,0.0,0.0,22.4,10.4,21.2,2.6,10.8,0.0,25.1,147.0,117.0,19.6,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,7.0,11.0,0.636,3.0,4.0,0.75,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,17.0,3.0
Boris Diaw,14.633333333333333,,,,,,,,,,,,,,,,,,,,Reserve,1.071,1.071,0.429,0.0,0.0,0.0,0.0,0.0,3.7,0.0,22.2,29.2,126.0,126.0,16.8,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,6.0,7.0,0.857,3.0,3.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,15.0,-3.0
Raul Neto,13.883333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.625,0.625,0.5,0.0,0.0,22.3,10.3,11.1,3.9,0.0,0.0,13.7,129.0,124.0,2.4,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,10.0
Trey Lyles,5.983333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.3,9.0,0.0,33.3,23.8,53.0,113.0,1.3,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0
Avery Bradley,36.35,,,,,,,,,,,,,,,,,,,,Starter,0.799,0.714,0.571,0.571,0.0,11.0,5.9,7.4,0.0,0.0,25.5,16.4,117.0,122.0,-3.9,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,4.0,7.0,0.571,2.0,4.0,0.5,4.0,4.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,14.0,12.0
Isaiah Thomas,35.416666666666664,,,,,,,,,,,,,,,,,,,,Starter,0.734,0.694,0.444,0.222,0.0,15.1,8.1,74.1,1.5,0.0,4.8,29.8,159.0,118.0,16.8,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,10.0,18.0,0.556,5.0,8.0,0.625,4.0,4.0,1.0,0.0,4.0,4.0,15.0,1.0,0.0,1.0,3.0,29.0,12.0
Jae Crowder,35.083333333333336,,,,,,,,,,,,,,,,,,,,Starter,1.076,1.063,0.75,0.5,0.0,11.4,6.1,4.2,1.5,0.0,0.0,14.1,201.0,118.0,11.1,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,6.0,8.0,0.75,5.0,6.0,0.833,4.0,4.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,21.0,21.0
Al Horford,30.9,,,,,,,,,,,,,,,,,,,,Starter,0.656,0.656,0.375,0.0,5.0,17.3,11.6,23.0,1.7,0.0,5.9,28.0,126.0,117.0,3.0,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,9.0,16.0,0.563,3.0,6.0,0.5,0.0,0.0,,1.0,4.0,5.0,4.0,1.0,0.0,1.0,5.0,21.0,18.0
Amir Johnson,27.766666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.429,0.429,0.0,0.0,5.6,19.2,12.9,9.7,0.0,9.3,12.5,14.6,94.0,113.0,-2.9,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,3.0,7.0,0.429,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,2.0,0.0,3.0,1.0,1.0,6.0,17.0
Marcus Smart,27.933333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.765,0.7,0.2,0.4,5.5,0.0,2.6,14.4,1.9,0.0,33.8,16.2,114.0,120.0,-3.5,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,3.0,5.0,0.6,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,9.0,-3.0
Kelly Olynyk,20.516666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.363,0.333,0.667,0.333,7.5,39.0,24.4,19.3,2.6,8.4,12.7,19.5,94.0,103.0,-0.7,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,2.0,6.0,0.333,0.0,4.0,0.0,1.0,2.0,0.5,1.0,6.0,7.0,3.0,1.0,2.0,1.0,2.0,5.0,-6.0
Jonas Jerebko,13.1,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.0,0.0,0.0,10.2,5.5,0.0,0.0,0.0,50.0,7.8,0.0,122.0,-15.8,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,-6.0
Jaylen Brown,12.916666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.776,0.75,0.333,0.167,0.0,31.0,16.6,14.2,0.0,6.6,23.7,33.2,106.0,112.0,2.9,,,,,,,,,,,,,,,,,,,,201701030BOS,2017-01-03 19:30:00,4.0,6.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,10.0,-10.0
Paul George,35.766666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.748,0.647,0.176,0.588,4.2,15.3,10.6,9.1,0.0,3.9,8.5,32.0,142.0,128.0,5.1,,,,,,,,,,,,,,,,,,,,201701030DET,2017-01-03 19:30:00,10.0,17.0,0.588,2.0,3.0,0.667,10.0,10.0,1.0,1.0,5.0,6.0,2.0,0.0,2.0,2.0,0.0,32.0,-6.0
