Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y
CJ McCollum,41.2,8.0,20.0,0.4,3.0,7.0,0.429,1.0,2.0,0.5,1.0,5.0,6.0,6.0,0.0,0.0,3.0,3.0,20.0,11.0,Starter,0.479,0.475,0.35,0.1,2.8,9.2,6.7,26.2,0.0,0.0,12.6,26.8,95.0,102.0,0.4,201905010DEN,2019-05-01 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Lillard,38.6,5.0,17.0,0.294,1.0,7.0,0.143,3.0,4.0,0.75,0.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,14.0,4.0,Starter,0.373,0.324,0.412,0.235,0.0,7.9,4.7,16.7,2.7,1.8,13.8,26.1,74.0,97.0,-3.1,201905010DEN,2019-05-01 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enes Kanter,31.683333333333334,5.0,10.0,0.5,0.0,0.0,,5.0,5.0,1.0,2.0,7.0,9.0,1.0,2.0,2.0,2.0,3.0,15.0,6.0,Starter,0.615,0.5,0.0,0.5,7.2,16.8,13.0,5.3,3.2,4.4,14.1,20.7,115.0,87.0,6.1,201905010DEN,2019-05-01 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Farouq Aminu,30.866666666666667,3.0,9.0,0.333,1.0,4.0,0.25,4.0,5.0,0.8,3.0,7.0,10.0,1.0,0.0,0.0,0.0,3.0,11.0,7.0,Starter,0.491,0.389,0.444,0.556,11.1,17.3,14.8,5.0,0.0,0.0,0.0,16.8,118.0,96.0,1.0,201905010DEN,2019-05-01 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Harkless,12.85,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,5.0,9.0,Starter,0.833,0.833,0.333,0.0,0.0,23.7,14.2,13.1,4.0,0.0,0.0,10.8,167.0,83.0,14.3,201905010DEN,2019-05-01 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Hood,27.216666666666665,5.0,11.0,0.455,2.0,6.0,0.333,3.0,4.0,0.75,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,15.0,4.0,Reserve,0.588,0.545,0.545,0.364,0.0,8.4,5.0,0.0,0.0,7.7,0.0,21.7,118.0,100.0,10.2,201905010DEN,2019-05-01 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Turner,18.016666666666666,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,1.0,2.0,4.0,5.0,Reserve,0.5,0.5,0.0,0.0,0.0,16.9,10.1,26.1,0.0,0.0,20.0,12.8,98.0,96.0,-1.5,201905010DEN,2019-05-01 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Collins,17.0,5.0,6.0,0.833,0.0,0.0,,0.0,0.0,,1.0,5.0,6.0,1.0,0.0,0.0,1.0,5.0,10.0,-2.0,Reserve,0.833,0.833,0.0,0.0,6.7,22.4,16.1,12.9,0.0,0.0,14.3,19.0,140.0,91.0,5.6,201905010DEN,2019-05-01 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth Curry,16.65,1.0,4.0,0.25,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,-4.0,Reserve,0.375,0.375,0.75,0.0,0.0,4.6,2.7,8.7,0.0,0.0,0.0,11.1,87.0,106.0,-3.8,201905010DEN,2019-05-01 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Layman,5.916666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-5.0,Reserve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,107.0,-17.7,201905010DEN,2019-05-01 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
