Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime
Tim Duncan,33.15,9,10,0.9,0,0,,3,4,0.75,1,9,10,3,0,0,5,2,21,10,Starter,0.893,0.9,0.0,0.4,5.4,31.8,21.3,16.1,0.0,0.0,29.8,24.3,120,106,4.6,201406050SAS,2014-06-05 21:00:00
Danny Green,28.133333333333333,4,9,0.444,3,7,0.429,2,2,1.0,1,2,3,1,2,1,1,2,13,2,Starter,0.658,0.611,0.778,0.222,6.3,8.3,7.5,5.1,3.7,3.5,9.2,18.6,122,99,6.4,201406050SAS,2014-06-05 21:00:00
Kawhi Leonard,23.55,3,5,0.6,2,3,0.667,1,2,0.5,0,2,2,0,1,0,4,3,9,11,Starter,0.765,0.8,0.6,0.4,0.0,9.9,6.0,0.0,2.2,0.0,40.5,20.2,72,105,-5.9,201406050SAS,2014-06-05 21:00:00
Tiago Splitter,23.25,5,6,0.833,0,0,,4,5,0.8,0,4,4,0,0,2,4,1,14,1,Starter,0.854,0.833,0.0,0.833,0.0,20.1,12.1,0.0,0.0,8.4,32.8,25.3,101,101,0.1,201406050SAS,2014-06-05 21:00:00
Boris Diaw,33.11666666666667,1,5,0.2,0,1,0.0,0,0,,2,8,10,6,0,0,1,1,2,30,Reserve,0.2,0.2,0.2,0.0,10.7,28.3,21.3,22.6,0.0,0.0,16.7,8.7,106,107,-0.5,201406050SAS,2014-06-05 21:00:00
Manu Ginóbili,32.166666666666664,5,10,0.5,3,6,0.5,3,3,1.0,0,5,5,11,3,1,2,3,16,22,Reserve,0.707,0.65,0.6,0.3,0.0,18.2,11.0,50.4,4.9,3.0,15.0,19.9,146,95,16.4,201406050SAS,2014-06-05 21:00:00
Marco Belinelli,18.416666666666668,2,3,0.667,2,3,0.667,3,4,0.75,0,2,2,1,0,0,1,1,9,-11,Reserve,0.945,1.0,1.0,1.333,0.0,12.7,7.7,7.5,0.0,0.0,17.4,15.1,147,110,5.1,201406050SAS,2014-06-05 21:00:00
Patty Mills,11.616666666666667,3,5,0.6,1,3,0.333,0,0,,1,2,3,0,1,0,0,0,7,-3,Reserve,0.7,0.7,0.6,0.0,15.3,20.2,18.2,0.0,4.5,0.0,0.0,20.7,137,98,10.6,201406050SAS,2014-06-05 21:00:00
LeBron James,37.6,14,22,0.636,3,3,1.0,4,5,0.8,2,8,10,3,2,0,4,3,35,11,Starter,0.723,0.705,0.136,0.227,8.2,23.2,17.0,20.0,2.9,0.0,14.2,39.0,127,104,14.6,201406080SAS,2014-06-08 20:00:00
Chris Bosh,36.2,6,11,0.545,1,2,0.5,5,6,0.833,1,2,3,2,1,1,0,2,18,-11,Starter,0.66,0.591,0.182,0.545,4.3,6.0,5.3,9.1,1.5,2.4,0.0,19.6,143,112,7.8,201406080SAS,2014-06-08 20:00:00
Dwyane Wade,33.95,5,9,0.556,0,0,,4,4,1.0,0,7,7,4,1,0,5,1,14,-8,Starter,0.651,0.556,0.0,0.444,0.0,22.5,13.2,18.9,1.6,0.0,31.7,24.2,98,108,-0.5,201406080SAS,2014-06-08 20:00:00
Mario Chalmers,31.216666666666665,2,4,0.5,0,1,0.0,1,2,0.5,0,3,3,4,0,0,1,3,5,5,Starter,0.512,0.5,0.25,0.5,0.0,10.5,6.2,18.1,0.0,0.0,17.0,9.8,110,115,-3.4,201406080SAS,2014-06-08 20:00:00
Rashard Lewis,25.566666666666666,5,9,0.556,3,7,0.429,1,2,0.5,0,1,1,1,0,1,0,3,14,8,Starter,0.709,0.722,0.778,0.222,0.0,4.3,2.5,6.8,0.0,3.4,0.0,20.1,142,115,8.0,201406080SAS,2014-06-08 20:00:00
Ray Allen,33.11666666666667,4,7,0.571,1,3,0.333,0,0,,2,1,3,1,2,1,0,1,9,9,Reserve,0.643,0.643,0.429,0.0,9.4,3.3,5.8,4.6,3.3,2.6,0.0,11.0,142,109,7.8,201406080SAS,2014-06-08 20:00:00
Chris Andersen,24.133333333333333,1,4,0.25,0,0,,1,2,0.5,0,9,9,0,0,0,2,3,3,-1,Reserve,0.307,0.25,0.0,0.5,0.0,40.7,23.9,0.0,0.0,0.0,29.1,14.8,45,105,-10.3,201406080SAS,2014-06-08 20:00:00
Norris Cole,10.633333333333333,0,2,0.0,0,1,0.0,0,0,,0,2,2,1,0,0,1,2,0,-3,Reserve,0.0,0.0,0.5,0.0,0.0,20.5,12.0,12.2,0.0,0.0,33.3,14.7,22,111,-17.0,201406080SAS,2014-06-08 20:00:00
James Jones,6.816666666666666,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,0,1,0,3,Reserve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0,118,-20.8,201406080SAS,2014-06-08 20:00:00
Udonis Haslem,0.7666666666666667,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-3,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,109,-27.7,201406080SAS,2014-06-08 20:00:00
Tim Duncan,37.93333333333333,7,14,0.5,0,0,,4,8,0.5,7,8,15,1,0,1,3,2,18,2,Starter,0.514,0.5,0.0,0.571,20.1,32.7,25.3,4.7,0.0,2.5,14.6,25.5,103,113,-1.9,201406080SAS,2014-06-08 20:00:00
Tony Parker,35.2,8,15,0.533,2,4,0.5,3,6,0.5,0,0,0,7,1,0,1,1,21,-1,Starter,0.595,0.6,0.267,0.4,0.0,0.0,0.0,38.0,1.6,0.0,5.4,25.0,126,115,8.6,201406080SAS,2014-06-08 20:00:00
Kawhi Leonard,31.533333333333335,3,9,0.333,2,3,0.667,1,2,0.5,0,2,2,3,1,0,0,6,9,-6,Starter,0.455,0.444,0.333,0.222,0.0,9.8,4.1,14.5,1.7,0.0,0.0,14.8,107,113,-1.7,201406080SAS,2014-06-08 20:00:00
Tiago Splitter,19.116666666666667,1,3,0.333,0,0,,0,0,,1,5,6,5,1,0,1,3,2,1,Starter,0.333,0.333,0.0,0.0,5.7,40.5,20.1,37.5,2.9,0.0,25.0,9.9,107,107,6.4,201406080SAS,2014-06-08 20:00:00
Danny Green,17.833333333333332,3,5,0.6,2,3,0.667,1,1,1.0,0,1,1,0,1,0,0,3,9,0,Starter,0.827,0.8,0.6,0.2,0.0,8.7,3.6,0.0,3.1,0.0,0.0,14.4,157,111,8.0,201406080SAS,2014-06-08 20:00:00
Boris Diaw,32.03333333333333,3,9,0.333,1,2,0.5,0,0,,3,7,10,5,1,0,1,0,7,-5,Reserve,0.389,0.389,0.222,0.0,10.2,33.8,20.0,23.8,1.7,0.0,10.0,14.7,106,111,3.8,201406080SAS,2014-06-08 20:00:00
Manu Ginóbili,27.716666666666665,7,15,0.467,2,7,0.286,3,3,1.0,0,2,2,4,1,0,3,3,19,4,Reserve,0.582,0.533,0.467,0.2,0.0,11.2,4.6,29.0,2.0,0.0,15.5,32.9,105,113,3.8,201406080SAS,2014-06-08 20:00:00
Marco Belinelli,22.4,1,5,0.2,1,4,0.25,0,0,,0,1,1,1,1,0,2,0,3,-7,Reserve,0.3,0.3,0.8,0.0,0.0,6.9,2.9,6.3,2.5,0.0,28.6,14.7,51,113,-8.7,201406080SAS,2014-06-08 20:00:00
Patty Mills,15.183333333333334,3,7,0.429,2,3,0.667,0,0,,0,0,0,0,0,0,0,1,8,-1,Reserve,0.571,0.571,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,109,119,0.4,201406080SAS,2014-06-08 20:00:00
Matt Bonner,1.05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,3,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,116,-24.8,201406080SAS,2014-06-08 20:00:00
Kawhi Leonard,39.266666666666666,10,13,0.769,3,6,0.5,6,7,0.857,1,3,4,2,2,2,1,4,29,19,Starter,0.902,0.885,0.462,0.538,4.7,12.6,8.9,9.5,2.9,6.0,5.9,23.2,171,106,16.0,201406100MIA,2014-06-10 21:00:00
Boris Diaw,37.28333333333333,3,6,0.5,1,2,0.5,2,4,0.5,0,5,5,3,1,1,2,3,9,20,Starter,0.58,0.583,0.333,0.667,0.0,22.2,11.7,11.3,1.5,3.1,20.5,13.9,104,110,-0.2,201406100MIA,2014-06-10 21:00:00
Tony Parker,33.03333333333333,4,10,0.4,1,3,0.333,6,6,1.0,0,1,1,4,2,0,1,4,15,12,Starter,0.593,0.45,0.3,0.6,0.0,5.0,2.6,18.1,3.4,0.0,7.3,22.0,128,110,0.3,201406100MIA,2014-06-10 21:00:00
Tim Duncan,30.166666666666668,4,7,0.571,0,0,,6,8,0.75,2,4,6,2,0,0,4,2,14,8,Starter,0.665,0.571,0.0,1.143,12.2,21.9,17.4,10.1,0.0,0.0,27.5,25.6,110,115,-4.4,201406100MIA,2014-06-10 21:00:00
Danny Green,21.316666666666666,7,8,0.875,1,2,0.5,0,1,0.0,0,1,1,3,5,1,2,4,15,14,Starter,0.889,0.938,0.25,0.125,0.0,7.8,4.1,30.4,13.3,5.5,19.2,26.1,138,83,24.6,201406100MIA,2014-06-10 21:00:00
Manu Ginóbili,27.216666666666665,4,8,0.5,1,3,0.333,2,2,1.0,0,3,3,1,1,0,1,4,11,9,Reserve,0.619,0.563,0.375,0.25,0.0,18.2,9.6,5.7,2.1,0.0,10.1,19.3,116,111,-3.9,201406100MIA,2014-06-10 21:00:00
Tiago Splitter,15.866666666666667,2,3,0.667,0,0,,2,2,1.0,2,2,4,1,0,0,1,3,6,11,Reserve,0.773,0.667,0.0,0.667,23.3,20.9,22.0,9.5,0.0,0.0,20.5,16.4,145,115,-0.4,201406100MIA,2014-06-10 21:00:00
Patty Mills,15.183333333333334,2,5,0.4,1,3,0.333,0,0,,0,2,2,4,1,0,0,0,5,10,Reserve,0.5,0.5,0.6,0.0,0.0,21.8,11.5,39.9,3.7,0.0,0.0,17.5,133,107,9.7,201406100MIA,2014-06-10 21:00:00
Matt Bonner,9.75,0,0,,0,0,,2,2,1.0,0,1,1,1,0,0,0,0,2,-5,Reserve,1.136,,,,0.0,17.0,9.0,13.0,0.0,0.0,0.0,4.8,242,116,8.1,201406100MIA,2014-06-10 21:00:00
Marco Belinelli,6.133333333333334,1,3,0.333,1,1,1.0,0,0,,0,1,1,0,0,0,0,1,3,-4,Reserve,0.5,0.5,0.333,0.0,0.0,27.0,14.2,0.0,0.0,0.0,0.0,26.1,100,114,-7.6,201406100MIA,2014-06-10 21:00:00
Aron Baynes,1.6,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0,Reserve,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,200,118,19.5,201406100MIA,2014-06-10 21:00:00
Jeff Ayres,1.6,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0,Reserve,,,,,0.0,100.0,54.5,0.0,0.0,0.0,,0.0,0,106,3.8,201406100MIA,2014-06-10 21:00:00
Cory Joseph,1.5833333333333335,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,118,-4.1,201406100MIA,2014-06-10 21:00:00
LeBron James,39.81666666666667,9,14,0.643,2,4,0.5,2,3,0.667,1,4,5,7,5,0,7,5,22,-21,Starter,0.718,0.714,0.286,0.214,4.2,18.5,11.0,39.9,7.1,0.0,31.4,29.1,108,120,9.1,201406100MIA,2014-06-10 21:00:00
Dwyane Wade,36.36666666666667,8,12,0.667,0,1,0.0,6,8,0.75,1,3,4,2,2,0,5,2,22,-9,Starter,0.709,0.667,0.083,0.667,4.6,15.2,9.6,12.3,3.1,0.0,24.4,29.3,110,129,2.0,201406100MIA,2014-06-10 21:00:00
Chris Bosh,34.36666666666667,4,4,1.0,1,1,1.0,0,0,,0,3,3,0,0,0,0,4,9,-18,Starter,1.125,1.125,0.25,0.0,0.0,16.1,7.6,0.0,0.0,0.0,0.0,6.0,225,136,1.9,201406100MIA,2014-06-10 21:00:00
Rashard Lewis,33.43333333333333,5,7,0.714,4,5,0.8,0,0,,0,4,4,0,0,0,0,3,14,-10,Starter,1.0,1.0,0.714,0.0,0.0,22.1,10.4,0.0,0.0,0.0,0.0,10.9,187,135,7.9,201406100MIA,2014-06-10 21:00:00
Mario Chalmers,21.683333333333334,0,5,0.0,0,3,0.0,2,2,1.0,0,2,2,4,0,0,3,4,2,-2,Starter,0.17,0.0,0.6,0.4,0.0,17.0,8.0,27.7,0.0,0.0,33.8,21.2,53,136,-18.5,201406100MIA,2014-06-10 21:00:00
Ray Allen,28.45,3,8,0.375,2,4,0.5,3,3,1.0,1,1,2,3,0,0,3,3,11,-19,Reserve,0.59,0.5,0.5,0.375,5.8,6.5,6.1,18.8,0.0,0.0,24.4,22.5,103,137,-2.9,201406100MIA,2014-06-10 21:00:00
Chris Andersen,19.716666666666665,0,1,0.0,0,0,,3,4,0.75,2,3,5,0,1,1,0,1,3,-11,Reserve,0.543,0.0,0.0,4.0,16.8,28.1,22.1,0.0,2.9,5.5,0.0,7.3,146,124,3.2,201406100MIA,2014-06-10 21:00:00
Norris Cole,17.733333333333334,3,9,0.333,1,2,0.5,1,2,0.5,0,0,0,1,0,0,2,1,8,-9,Reserve,0.405,0.389,0.222,0.222,0.0,0.0,0.0,11.3,0.0,0.0,16.8,34.7,72,138,-15.4,201406100MIA,2014-06-10 21:00:00
James Jones,2.033333333333333,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,3,0,4,Reserve,,,,,0.0,90.8,42.9,0.0,0.0,0.0,,0.0,0,126,-30.4,201406100MIA,2014-06-10 21:00:00
Toney Douglas,1.6,0,1,0.0,0,1,0.0,1,2,0.5,0,0,0,0,0,0,0,0,1,0,Reserve,0.266,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,60,138,-35.3,201406100MIA,2014-06-10 21:00:00
Udonis Haslem,1.6,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,0,138,-37.1,201406100MIA,2014-06-10 21:00:00
Greg Oden,1.6,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,138,-2.2,201406100MIA,2014-06-10 21:00:00
Shane Battier,1.6,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,138,-1.9,201406100MIA,2014-06-10 21:00:00
Kawhi Leonard,38.68333333333333,7,12,0.583,1,3,0.333,5,6,0.833,5,9,14,3,3,3,1,3,20,23,Starter,0.683,0.625,0.25,0.5,18.8,29.4,24.5,11.9,4.4,7.6,6.4,20.4,152,89,15.9,201406120MIA,2014-06-12 21:00:00
Boris Diaw,35.55,3,6,0.5,0,1,0.0,2,4,0.5,3,6,9,9,1,0,2,0,8,15,Starter,0.515,0.5,0.167,0.667,12.3,21.3,17.1,33.8,1.6,0.0,20.5,13.9,130,104,8.5,201406120MIA,2014-06-12 21:00:00
Tony Parker,35.016666666666666,8,15,0.533,0,2,0.0,3,4,0.75,0,0,0,2,0,0,4,1,19,16,Starter,0.567,0.533,0.133,0.267,0.0,0.0,0.0,9.4,0.0,0.0,19.3,30.0,99,111,-9.3,201406120MIA,2014-06-12 21:00:00
Tim Duncan,30.75,4,10,0.4,0,1,0.0,2,2,1.0,1,10,11,2,2,1,0,3,10,21,Starter,0.46,0.4,0.1,0.2,4.7,41.1,24.2,9.2,3.7,3.2,0.0,17.9,121,92,2.8,201406120MIA,2014-06-12 21:00:00
Danny Green,19.316666666666666,3,5,0.6,3,5,0.6,0,0,,1,2,3,0,0,0,2,5,9,-7,Starter,0.9,0.9,1.0,0.0,7.5,13.1,10.5,0.0,0.0,0.0,28.6,18.3,115,107,-1.0,201406120MIA,2014-06-12 21:00:00
Manu Ginóbili,27.95,2,4,0.5,1,2,0.5,2,3,0.667,0,1,1,2,0,0,4,3,7,27,Reserve,0.658,0.625,0.5,0.75,0.0,4.5,2.4,9.4,0.0,0.0,42.9,16.8,81,110,-10.9,201406120MIA,2014-06-12 21:00:00
Patty Mills,16.166666666666668,5,8,0.625,4,6,0.667,0,0,,0,1,1,2,0,0,1,2,14,7,Reserve,0.875,0.875,0.75,0.0,0.0,7.8,4.2,23.6,0.0,0.0,11.1,28.1,153,109,15.6,201406120MIA,2014-06-12 21:00:00
Tiago Splitter,14.533333333333333,3,4,0.75,0,0,,0,0,,0,1,1,2,1,0,0,0,6,1,Reserve,0.75,0.75,0.0,0.0,0.0,8.7,4.7,22.0,3.9,0.0,0.0,13.9,167,101,13.7,201406120MIA,2014-06-12 21:00:00
Matt Bonner,9.183333333333334,1,1,1.0,0,0,,1,2,0.5,0,2,2,2,1,0,0,1,3,6,Reserve,0.798,1.0,0.0,2.0,0.0,27.5,14.7,30.1,6.2,0.0,0.0,10.3,178,92,19.0,201406120MIA,2014-06-12 21:00:00
Cory Joseph,3.8,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-1,Reserve,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,200,110,1.2,201406120MIA,2014-06-12 21:00:00
Marco Belinelli,3.6333333333333333,2,3,0.667,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,4,-1,Reserve,0.667,0.667,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7,134,111,4.7,201406120MIA,2014-06-12 21:00:00
Aron Baynes,2.716666666666667,1,1,1.0,0,0,,0,0,,1,0,1,0,0,0,0,0,2,-1,Reserve,1.0,1.0,0.0,0.0,53.5,0.0,24.9,0.0,0.0,0.0,0.0,18.6,207,111,16.1,201406120MIA,2014-06-12 21:00:00
Jeff Ayres,2.7,0,0,,0,0,,3,4,0.75,1,0,1,1,0,0,0,0,3,-1,Reserve,0.852,,,,53.9,0.0,25.0,44.4,0.0,0.0,0.0,32.9,196,111,39.8,201406120MIA,2014-06-12 21:00:00
Chris Bosh,38.666666666666664,5,11,0.455,0,1,0.0,2,2,1.0,0,4,4,0,2,0,2,2,12,-15,Starter,0.505,0.455,0.091,0.182,0.0,15.0,7.0,0.0,3.0,0.0,14.4,18.6,87,125,-3.2,201406120MIA,2014-06-12 21:00:00
LeBron James,37.65,10,17,0.588,4,8,0.5,4,6,0.667,0,8,8,2,0,0,3,0,28,-21,Starter,0.713,0.706,0.471,0.353,0.0,30.9,14.4,13.2,0.0,0.0,13.3,31.1,123,127,11.2,201406120MIA,2014-06-12 21:00:00
Dwyane Wade,32.9,3,13,0.231,0,0,,4,8,0.5,0,2,2,4,4,0,3,4,10,-9,Starter,0.303,0.231,0.0,0.615,0.0,8.8,4.1,21.1,7.0,0.0,15.4,30.7,65,117,-5.3,201406120MIA,2014-06-12 21:00:00
Mario Chalmers,30.633333333333333,2,6,0.333,0,2,0.0,0,0,,0,0,0,5,1,0,1,3,4,-14,Starter,0.333,0.333,0.333,0.0,0.0,0.0,0.0,27.1,1.9,0.0,14.3,11.8,88,131,-4.1,201406120MIA,2014-06-12 21:00:00
Rashard Lewis,15.733333333333333,1,4,0.25,0,2,0.0,0,0,,0,1,1,0,0,1,1,1,2,-17,Starter,0.25,0.25,0.5,0.0,0.0,9.2,4.3,0.0,0.0,6.2,20.0,16.4,41,129,-10.2,201406120MIA,2014-06-12 21:00:00
Ray Allen,29.583333333333332,3,6,0.5,2,4,0.5,0,0,,1,1,2,0,0,0,1,4,8,-18,Reserve,0.667,0.667,0.667,0.0,4.3,4.9,4.6,0.0,0.0,0.0,14.3,12.2,115,133,-3.0,201406120MIA,2014-06-12 21:00:00
Norris Cole,17.35,2,2,1.0,0,0,,0,0,,0,0,0,1,0,0,1,1,4,0,Reserve,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,33.3,8.9,130,135,-1.5,201406120MIA,2014-06-12 21:00:00
Chris Andersen,10.283333333333333,1,4,0.25,0,0,,3,4,0.75,3,2,5,0,0,0,0,5,5,-9,Reserve,0.434,0.25,0.0,1.0,36.9,28.3,32.9,0.0,0.0,0.0,0.0,29.0,116,126,-11.0,201406120MIA,2014-06-12 21:00:00
Udonis Haslem,10.25,1,2,0.5,0,0,,0,0,,2,1,3,0,0,0,0,1,2,0,Reserve,0.5,0.5,0.0,0.0,24.6,14.2,19.8,0.0,0.0,0.0,0.0,10.1,135,131,-2.0,201406120MIA,2014-06-12 21:00:00
Shane Battier,6.5,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,2,0,-4,Reserve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,134,-17.3,201406120MIA,2014-06-12 21:00:00
Toney Douglas,6.4,0,1,0.0,0,1,0.0,0,0,,0,2,2,1,0,0,1,1,0,0,Reserve,0.0,0.0,1.0,0.0,0.0,45.5,21.1,23.4,0.0,0.0,50.0,16.2,27,123,-14.5,201406120MIA,2014-06-12 21:00:00
James Jones,2.716666666666667,4,4,1.0,3,3,1.0,0,0,,0,0,0,0,0,0,0,0,11,1,Reserve,1.375,1.375,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2,275,135,155.0,201406120MIA,2014-06-12 21:00:00
Greg Oden,1.3333333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,1,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,132,-19.5,201406120MIA,2014-06-12 21:00:00
LeBron James,41.266666666666666,10,21,0.476,3,9,0.333,8,9,0.889,1,9,10,5,0,2,1,1,31,-16,Starter,0.621,0.548,0.429,0.429,3.0,24.9,14.4,31.7,0.0,4.5,3.9,31.2,127,115,16.5,201406150SAS,2014-06-15 20:00:00
Chris Bosh,38.61666666666667,6,14,0.429,0,5,0.0,1,2,0.5,0,7,7,2,1,0,0,2,13,-20,Starter,0.437,0.429,0.357,0.143,0.0,20.7,10.7,11.0,1.4,0.0,0.0,19.1,92,117,-0.2,201406150SAS,2014-06-15 20:00:00
Dwyane Wade,36.0,4,12,0.333,1,2,0.5,2,4,0.5,0,3,3,1,0,0,3,3,11,-10,Starter,0.4,0.375,0.167,0.333,0.0,9.5,4.9,5.4,0.0,0.0,17.9,23.1,67,122,-10.8,201406150SAS,2014-06-15 20:00:00
Ray Allen,31.333333333333332,1,8,0.125,1,3,0.333,2,2,1.0,1,4,5,2,1,0,4,2,5,-18,Starter,0.282,0.188,0.375,0.25,3.9,14.6,9.5,10.8,1.7,0.0,31.1,20.4,51,117,-10.4,201406150SAS,2014-06-15 20:00:00
Rashard Lewis,9.0,1,2,0.5,1,2,0.5,0,0,,0,2,2,1,0,0,0,2,3,8,Starter,0.75,0.75,1.0,0.0,0.0,25.4,13.2,21.6,0.0,0.0,0.0,11.0,155,119,5.4,201406150SAS,2014-06-15 20:00:00
Chris Andersen,17.966666666666665,0,1,0.0,0,0,,0,0,,1,5,6,0,1,1,0,5,0,-11,Reserve,0.0,0.0,0.0,0.0,6.9,31.8,19.8,0.0,3.0,5.1,0.0,2.8,62,106,-5.0,201406150SAS,2014-06-15 20:00:00
Michael Beasley,17.016666666666666,4,7,0.571,0,0,,1,3,0.333,2,1,3,1,0,0,1,2,9,4,Reserve,0.541,0.571,0.0,0.429,14.5,6.7,10.4,15.1,0.0,0.0,10.7,27.1,105,122,-0.2,201406150SAS,2014-06-15 20:00:00
Mario Chalmers,14.85,2,3,0.667,0,0,,4,5,0.8,0,1,1,0,1,0,0,1,8,2,Reserve,0.769,0.667,0.0,1.667,0.0,7.7,4.0,0.0,3.6,0.0,0.0,17.3,160,114,8.5,201406150SAS,2014-06-15 20:00:00
Shane Battier,10.983333333333333,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,2,0,-5,Reserve,,,,,0.0,0.0,0.0,0.0,4.9,0.0,100.0,4.5,0,112,-7.0,201406150SAS,2014-06-15 20:00:00
