Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime
Udonis Haslem,9.8,1,2,0.5,0,0,,0,0,,0,1,1,0,0,1,0,2,2,-17,Reserve,0.5,0.5,0.0,0.0,0.0,11.7,6.0,0.0,0.0,9.4,0.0,10.1,98,112,-2.5,201406150SAS,2014-06-15 20:00:00
Norris Cole,8.8,0,2,0.0,0,1,0.0,2,2,1.0,0,1,1,1,0,0,0,1,2,-4,Reserve,0.347,0.0,0.5,1.0,0.0,13.0,6.7,18.2,0.0,0.0,0.0,16.2,89,121,-5.8,201406150SAS,2014-06-15 20:00:00
James Jones,2.2,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,0,Reserve,0.0,0.0,1.0,0.0,0.0,51.9,26.9,0.0,0.0,0.0,0.0,22.5,0,115,-19.5,201406150SAS,2014-06-15 20:00:00
Toney Douglas,2.1666666666666665,1,2,0.5,1,2,0.5,0,0,,0,1,1,1,0,0,0,0,3,2,Reserve,0.75,0.75,1.0,0.0,0.0,52.7,27.4,100.0,0.0,0.0,0.0,45.7,164,115,55.1,201406150SAS,2014-06-15 20:00:00
Boris Diaw,38.05,2,7,0.286,1,3,0.333,0,0,,1,8,9,6,1,0,2,1,5,14,Starter,0.357,0.357,0.429,0.0,3.0,25.9,14.0,22.0,1.4,0.0,22.2,11.8,90,97,1.0,201406150SAS,2014-06-15 20:00:00
Tony Parker,36.1,7,18,0.389,0,1,0.0,2,2,1.0,0,1,1,2,0,0,0,2,16,1,Starter,0.424,0.389,0.056,0.111,0.0,3.4,1.6,9.6,0.0,0.0,0.0,26.1,90,104,-7.3,201406150SAS,2014-06-15 20:00:00
Kawhi Leonard,33.983333333333334,7,10,0.7,3,4,0.75,5,6,0.833,2,8,10,2,1,1,3,6,22,15,Starter,0.87,0.85,0.4,0.6,6.7,29.0,17.4,10.4,1.6,2.8,19.2,23.0,137,93,11.4,201406150SAS,2014-06-15 20:00:00
Tim Duncan,33.4,5,10,0.5,0,0,,4,6,0.667,2,6,8,2,0,2,0,3,14,5,Starter,0.554,0.5,0.0,0.6,6.8,22.1,14.2,9.6,0.0,5.7,0.0,18.9,125,96,3.7,201406150SAS,2014-06-15 20:00:00
Danny Green,19.116666666666667,0,5,0.0,0,3,0.0,0,0,,0,2,2,2,2,0,1,0,0,-4,Starter,0.0,0.0,0.6,0.0,0.0,12.9,6.2,13.6,5.6,0.0,16.7,15.7,22,91,-6.8,201406150SAS,2014-06-15 20:00:00
Manu Ginóbili,28.433333333333334,6,11,0.545,3,6,0.5,4,5,0.8,0,4,4,4,0,0,2,3,19,21,Reserve,0.72,0.682,0.545,0.455,0.0,17.3,8.3,25.1,0.0,0.0,13.2,26.7,126,102,7.1,201406150SAS,2014-06-15 20:00:00
Patty Mills,17.666666666666668,6,10,0.6,5,8,0.625,0,0,,0,1,1,2,0,0,0,2,17,15,Reserve,0.85,0.85,0.8,0.0,0.0,7.0,3.4,26.3,0.0,0.0,0.0,28.3,151,103,22.3,201406150SAS,2014-06-15 20:00:00
Tiago Splitter,11.4,1,1,1.0,0,0,,1,2,0.5,0,2,2,2,1,1,0,2,3,16,Reserve,0.798,1.0,0.0,2.0,0.0,21.6,10.4,25.7,4.7,8.4,0.0,8.2,179,83,16.5,201406150SAS,2014-06-15 20:00:00
Marco Belinelli,8.616666666666667,2,3,0.667,0,0,,0,0,,0,2,2,1,0,0,0,1,4,2,Reserve,0.667,0.667,0.0,0.0,0.0,28.6,13.8,21.5,0.0,0.0,0.0,17.4,136,100,4.7,201406150SAS,2014-06-15 20:00:00
Matt Bonner,6.983333333333333,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0,3,Reserve,,,,,0.0,0.0,0.0,37.2,0.0,0.0,,0.0,232,105,10.2,201406150SAS,2014-06-15 20:00:00
Jeff Ayres,2.2,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,1,2,0,Reserve,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,200,103,7.9,201406150SAS,2014-06-15 20:00:00
Cory Joseph,2.1666666666666665,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-2,Reserve,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1,0,105,-46.5,201406150SAS,2014-06-15 20:00:00
Aron Baynes,1.8833333333333333,0,0,,0,0,,2,2,1.0,1,0,1,0,0,0,0,0,2,-1,Reserve,1.136,,,,60.7,0.0,31.5,0.0,0.0,0.0,0.0,23.3,242,105,28.9,201406150SAS,2014-06-15 20:00:00
