Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime
Pau Gasol,41.3,6,14,0.429,0,0,,5,6,0.833,5,8,13,9,1,3,2,2,17,20,Starter,0.511,0.429,0.0,0.429,14.5,18.2,16.6,40.2,1.3,5.7,10.7,21.6,122,77,13.5,201006150LAL,2010-06-15 21:00:00
Kobe Bryant,39.61666666666667,9,19,0.474,1,4,0.25,7,7,1.0,3,8,11,3,4,0,2,2,26,15,Starter,0.589,0.5,0.211,0.368,9.1,19.0,14.6,16.5,5.6,0.0,8.3,29.1,124,72,13.8,201006150LAL,2010-06-15 21:00:00
Metta World Peace,32.083333333333336,6,11,0.545,3,6,0.5,0,0,,0,6,6,0,0,1,2,3,15,26,Starter,0.682,0.682,0.545,0.0,0.0,17.6,9.9,0.0,0.0,2.5,15.4,19.4,112,83,2.3,201006150LAL,2010-06-15 21:00:00
Andrew Bynum,15.883333333333333,1,4,0.25,0,0,,0,0,,3,1,4,0,1,1,0,1,2,9,Starter,0.25,0.25,0.0,0.0,22.7,5.9,13.3,0.0,3.5,5.0,0.0,12.0,92,79,-3.2,201006150LAL,2010-06-15 21:00:00
Derek Fisher,15.333333333333334,1,1,1.0,0,0,,2,2,1.0,0,2,2,0,2,0,3,4,4,1,Starter,1.064,1.0,0.0,2.0,0.0,12.3,6.9,0.0,7.2,0.0,61.5,15.2,72,71,-4.2,201006150LAL,2010-06-15 21:00:00
Lamar Odom,28.433333333333334,3,9,0.333,0,2,0.0,2,2,1.0,1,9,10,1,1,2,1,2,8,14,Reserve,0.405,0.333,0.222,0.222,4.2,29.8,18.6,6.0,1.9,5.5,9.2,18.3,90,71,0.7,201006150LAL,2010-06-15 21:00:00
Shannon Brown,19.4,2,4,0.5,0,1,0.0,0,0,,0,2,2,2,0,0,0,1,4,8,Reserve,0.5,0.5,0.25,0.0,0.0,9.7,5.4,17.6,0.0,0.0,0.0,9.9,123,88,-0.7,201006150LAL,2010-06-15 21:00:00
Jordan Farmar,17.45,2,6,0.333,0,1,0.0,0,0,,0,1,1,1,3,0,2,0,4,9,Reserve,0.333,0.333,0.167,0.0,0.0,5.4,3.0,10.0,9.5,0.0,25.0,21.9,58,70,-0.7,201006150LAL,2010-06-15 21:00:00
Sasha Vujačić,14.35,3,6,0.5,2,4,0.5,1,2,0.5,0,1,1,1,1,0,1,1,9,10,Reserve,0.654,0.667,0.667,0.333,0.0,6.6,3.7,14.6,3.8,0.0,12.7,26.3,118,81,10.6,201006150LAL,2010-06-15 21:00:00
Josh Powell,7.683333333333334,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,2,Reserve,0.0,0.0,0.5,0.0,0.0,12.2,6.9,0.0,0.0,0.0,0.0,12.4,0,87,-14.5,201006150LAL,2010-06-15 21:00:00
Luke Walton,5.766666666666667,0,2,0.0,0,0,,0,0,,0,0,0,0,0,1,0,0,0,-3,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,16.6,0,83,-8.9,201006150LAL,2010-06-15 21:00:00
Didier Ilunga-Mbenga,2.7,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-1,Reserve,0.0,0.0,0.0,0.0,0.0,34.9,19.5,0.0,0.0,0.0,0.0,17.7,0,76,-24.2,201006150LAL,2010-06-15 21:00:00
Paul Pierce,45.583333333333336,5,15,0.333,2,3,0.667,6,6,1.0,1,9,10,2,1,1,3,4,18,1,Starter,0.51,0.4,0.2,0.4,2.8,17.2,11.3,8.9,1.3,1.7,14.5,23.5,96,96,1.0,201006170LAL,2010-06-17 21:00:00
Ray Allen,45.266666666666666,3,14,0.214,2,7,0.286,5,6,0.833,0,2,2,2,3,0,4,3,13,0,Starter,0.391,0.286,0.5,0.429,0.0,3.9,2.3,8.2,3.8,0.0,19.4,23.7,70,102,-4.4,201006170LAL,2010-06-17 21:00:00
Rajon Rondo,44.88333333333333,6,13,0.462,1,2,0.5,1,2,0.5,4,4,8,10,1,0,3,2,14,-3,Starter,0.504,0.5,0.154,0.154,11.3,7.8,9.2,47.4,1.3,0.0,17.8,19.5,109,104,5.0,201006170LAL,2010-06-17 21:00:00
Kevin Garnett,38.11666666666667,8,13,0.615,0,0,,1,1,1.0,0,3,3,2,0,4,2,5,17,-4,Starter,0.632,0.615,0.0,0.077,0.0,6.9,4.1,13.3,0.0,8.0,13.0,21.0,109,104,5.6,201006170LAL,2010-06-17 21:00:00
Rasheed Wallace,35.6,5,11,0.455,1,4,0.25,0,0,,2,6,8,2,0,2,0,6,11,-4,Starter,0.5,0.5,0.364,0.0,7.1,14.7,11.6,12.1,0.0,4.3,0.0,16.0,113,99,3.5,201006170LAL,2010-06-17 21:00:00
Glen Davis,20.833333333333332,2,4,0.5,0,0,,2,2,1.0,1,8,9,0,1,0,2,4,6,-1,Reserve,0.615,0.5,0.0,0.5,6.1,33.5,22.3,0.0,2.8,0.0,29.1,17.1,91,79,-1.6,201006170LAL,2010-06-17 21:00:00
Tony Allen,5.333333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-9,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,112,-9.0,201006170LAL,2010-06-17 21:00:00
Nate Robinson,3.55,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0,113,-17.4,201006170LAL,2010-06-17 21:00:00
Brian Scalabrine,0.85,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,113,-3.1,201006170LAL,2010-06-17 21:00:00
Metta World Peace,46.016666666666666,7,18,0.389,2,7,0.286,4,5,0.8,3,2,5,1,5,0,4,3,20,-1,Starter,0.495,0.444,0.389,0.278,5.7,5.5,5.6,5.3,6.3,0.0,16.5,22.9,99,89,7.3,201006170LAL,2010-06-17 21:00:00
Kobe Bryant,44.85,6,24,0.25,0,6,0.0,11,15,0.733,4,11,15,2,1,0,4,4,23,0,Starter,0.376,0.25,0.25,0.625,7.8,31.0,17.3,10.4,1.3,0.0,11.6,33.6,88,93,0.3,201006170LAL,2010-06-17 21:00:00
Pau Gasol,42.2,6,16,0.375,0,0,,7,13,0.538,9,9,18,4,0,2,1,2,19,7,Starter,0.437,0.375,0.0,0.813,18.6,26.9,22.0,22.6,0.0,4.1,4.4,23.4,113,94,10.4,201006170LAL,2010-06-17 21:00:00
Derek Fisher,30.45,4,6,0.667,2,2,1.0,0,0,,0,1,1,2,1,0,0,3,10,-5,Starter,0.833,0.833,0.333,0.0,0.0,4.1,1.7,15.2,1.9,0.0,0.0,8.6,185,99,8.5,201006170LAL,2010-06-17 21:00:00
Andrew Bynum,18.55,1,5,0.2,0,0,,0,0,,4,2,6,0,0,0,0,2,2,-12,Starter,0.2,0.2,0.0,0.0,18.8,13.6,16.7,0.0,0.0,0.0,0.0,11.7,83,101,-8.1,201006170LAL,2010-06-17 21:00:00
Lamar Odom,34.53333333333333,3,8,0.375,0,3,0.0,1,2,0.5,3,4,7,2,0,1,1,0,7,13,Reserve,0.394,0.375,0.375,0.25,7.6,14.6,10.5,12.2,0.0,2.5,10.1,12.5,98,99,1.4,201006170LAL,2010-06-17 21:00:00
Jordan Farmar,12.733333333333333,0,3,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,2,0,10,Reserve,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.7,0,105,-21.6,201006170LAL,2010-06-17 21:00:00
Shannon Brown,5.416666666666667,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,105,-15.6,201006170LAL,2010-06-17 21:00:00
Sasha Vujačić,4.683333333333334,0,2,0.0,0,1,0.0,2,2,1.0,0,1,1,0,0,0,0,2,2,9,Reserve,0.347,0.0,0.5,1.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,26.8,99,97,-11.9,201006170LAL,2010-06-17 21:00:00
Josh Powell,0.5666666666666667,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,105,-3.9,201006170LAL,2010-06-17 21:00:00
