Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y
Reggie Miller,44.56666666666667,10.0,19.0,0.526,5.0,7.0,0.714,9.0,9.0,1.0,0.0,5.0,5.0,1.0,4.0,1.0,1.0,2.0,34.0,9.0,Starter,0.74,0.658,0.368,0.474,0.0,13.7,7.0,5.8,4.9,1.7,4.2,25.9,147,84,21.0,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale Davis,35.31666666666667,4.0,9.0,0.444,0.0,0.0,,1.0,2.0,0.5,6.0,10.0,16.0,1.0,0.0,1.0,3.0,2.0,9.0,11.0,Starter,0.455,0.444,0.0,0.222,22.2,35.2,28.9,5.8,0.0,2.1,23.3,17.9,94,91,-0.7,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Rose,34.166666666666664,5.0,15.0,0.333,1.0,6.0,0.167,0.0,2.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,2.0,2.0,11.0,9.0,Starter,0.346,0.367,0.4,0.133,3.8,10.9,7.4,19.3,0.0,0.0,11.2,25.6,74,97,-6.0,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Jackson,25.333333333333332,3.0,7.0,0.429,1.0,4.0,0.25,2.0,2.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,9.0,-2.0,Starter,0.571,0.5,0.571,0.286,0.0,4.9,2.5,33.0,6.6,0.0,11.3,17.3,118,84,10.9,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rik Smits,13.15,1.0,4.0,0.25,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,5.0,4.0,-7.0,Starter,0.41,0.25,0.0,0.5,10.0,18.9,14.6,14.6,4.2,0.0,17.0,22.0,88,86,-4.9,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Perkins,29.683333333333334,2.0,8.0,0.25,0.0,3.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,6.0,14.0,Reserve,0.338,0.25,0.375,0.25,0.0,16.4,8.4,0.0,0.0,0.0,0.0,14.4,76,96,-7.2,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Best,22.666666666666668,3.0,5.0,0.6,0.0,1.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,10.0,15.0,Reserve,0.74,0.6,0.2,0.8,0.0,10.7,5.5,36.7,0.0,0.0,22.8,18.5,127,97,2.8,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick McKey,18.416666666666668,0.0,1.0,0.0,0.0,0.0,,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,11.0,Reserve,0.725,0.0,0.0,4.0,0.0,6.8,3.5,0.0,0.0,0.0,26.6,10.2,115,97,-2.8,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Croshere,16.5,1.0,6.0,0.167,0.0,1.0,0.0,4.0,4.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,Reserve,0.387,0.167,0.167,0.667,0.0,46.2,23.7,0.0,0.0,0.0,0.0,23.6,89,91,-3.1,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Bender,0.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,99,-1.1,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latrell Sprewell,45.083333333333336,13.0,26.0,0.5,3.0,5.0,0.6,3.0,4.0,0.75,0.0,5.0,5.0,3.0,1.0,0.0,1.0,2.0,32.0,-9.0,Starter,0.576,0.558,0.192,0.154,0.0,14.4,7.0,18.7,1.2,0.0,3.5,32.2,111,109,10.0,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Johnson,42.266666666666666,3.0,10.0,0.3,1.0,2.0,0.5,0.0,0.0,,1.0,3.0,4.0,0.0,1.0,0.0,2.0,4.0,7.0,-10.0,Starter,0.35,0.35,0.2,0.0,2.9,9.3,6.0,0.0,1.3,0.0,16.7,14.4,61,110,-7.2,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Houston,40.21666666666667,5.0,15.0,0.333,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,4.0,5.0,10.0,-15.0,Starter,0.333,0.333,0.133,0.0,0.0,3.2,1.6,9.6,0.0,2.3,21.1,23.9,55,113,-11.7,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Ewing,37.61666666666667,6.0,15.0,0.4,0.0,0.0,,6.0,9.0,0.667,3.0,9.0,12.0,1.0,2.0,3.0,4.0,1.0,18.0,-8.0,Starter,0.475,0.4,0.0,0.6,9.7,30.7,19.9,5.4,2.9,7.3,17.4,30.4,86,95,3.5,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Ward,26.966666666666665,2.0,3.0,0.667,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,6.0,2.0,0.0,0.0,6.0,6.0,-2.0,Starter,0.773,0.667,0.333,0.667,4.6,14.4,9.4,38.9,4.0,0.0,0.0,7.2,177,102,8.7,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Camby,20.183333333333334,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,-14.0,Reserve,0.0,0.0,0.0,0.0,0.0,38.9,18.9,0.0,0.0,0.0,33.3,7.6,0,104,-10.0,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Childs,18.016666666666666,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,5.0,6.0,-5.0,Reserve,1.042,1.0,0.0,1.0,0.0,14.4,7.0,51.9,0.0,0.0,25.8,10.9,167,111,5.0,200006020NYK,2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
