Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime
Walt Williams,24.6,2,7,0.286,0,0,,4,5,0.8,1,7,8,3,1,3,1,0,8,-15,Starter,0.435,0.286,0.0,0.714,4.6,33.6,18.7,19.1,2.0,7.5,9.8,17.9,100,101,7.4,200010310HOU,2000-10-31 20:30:00
Shandon Anderson,19.9,1,2,0.5,0,0,,1,2,0.5,0,1,1,1,0,0,0,1,3,-7,Starter,0.521,0.5,0.0,1.0,0.0,6.0,2.9,7.6,0.0,0.0,0.0,6.3,120,120,-4.7,200010310HOU,2000-10-31 20:30:00
Hakeem Olajuwon,17.633333333333333,2,4,0.5,0,0,,0,2,0.0,0,6,6,1,1,0,1,0,4,-5,Starter,0.41,0.5,0.0,0.5,0.0,40.0,19.5,9.3,2.8,0.0,17.0,14.3,72,103,-1.5,200010310HOU,2000-10-31 20:30:00
Cuttino Mobley,32.35,10,22,0.455,2,5,0.4,11,11,1.0,1,4,5,1,3,2,2,1,33,0,Reserve,0.615,0.5,0.227,0.5,3.6,15.0,9.1,7.9,4.7,3.9,6.9,39.5,123,104,15.6,200010310HOU,2000-10-31 20:30:00
Moochie Norris,26.016666666666666,3,8,0.375,0,2,0.0,2,6,0.333,2,3,5,3,1,0,2,3,8,4,Reserve,0.376,0.375,0.25,0.75,8.8,13.8,11.3,19.5,1.9,0.0,15.8,21.3,82,113,-7.2,200010310HOU,2000-10-31 20:30:00
Kelvin Cato,22.15,4,5,0.8,0,0,,1,2,0.5,2,1,3,0,0,1,0,4,9,11,Reserve,0.765,0.8,0.0,0.4,10.4,5.5,8.0,0.0,0.0,2.8,0.0,11.7,158,118,0.6,200010310HOU,2000-10-31 20:30:00
Matt Bullard,8.283333333333333,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,1,1,0,-2,Reserve,0.0,0.0,1.0,0.0,0.0,15.0,7.3,0.0,0.0,0.0,50.0,10.9,0,117,-18.5,200010310HOU,2000-10-31 20:30:00
Carlos Rogers,8.216666666666667,0,0,,0,0,,1,2,0.5,0,0,0,0,0,0,0,0,1,-14,Reserve,0.568,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,123,122,-5.5,200010310HOU,2000-10-31 20:30:00
Jason Collier,2.8833333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-5,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.6,0,122,-22.0,200010310HOU,2000-10-31 20:30:00
Travis Best,44.81666666666667,6,16,0.375,0,0,,3,4,0.75,1,5,6,8,2,0,2,3,15,-14,Starter,0.422,0.375,0.0,0.25,2.6,17.2,8.9,28.8,2.4,0.0,10.1,20.7,96,107,1.1,200010310SAS,2000-10-31 20:30:00
Reggie Miller,41.483333333333334,10,19,0.526,2,9,0.222,5,5,1.0,1,7,8,4,2,0,2,4,27,-9,Starter,0.637,0.579,0.474,0.263,2.9,26.4,13.0,19.3,2.6,0.0,8.6,26.7,124,105,11.0,200010310SAS,2000-10-31 20:30:00
Austin Croshere,34.78333333333333,8,16,0.5,1,3,0.333,0,0,,0,6,6,4,0,0,5,4,17,-10,Starter,0.531,0.531,0.188,0.0,0.0,26.5,11.4,21.9,0.0,0.0,23.8,28.3,85,111,-1.4,200010310SAS,2000-10-31 20:30:00
Jermaine O'Neal,31.466666666666665,8,15,0.533,0,0,,0,2,0.0,6,4,10,2,0,1,3,5,16,-11,Starter,0.504,0.533,0.0,0.133,22.7,20.0,21.5,13.1,0.0,2.8,15.9,28.7,97,109,-0.5,200010310SAS,2000-10-31 20:30:00
Sam Perkins,22.7,1,4,0.25,0,1,0.0,0,0,,0,0,0,0,0,0,0,3,2,-5,Starter,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,55,113,-9.1,200010310SAS,2000-10-31 20:30:00
Al Harrington,17.016666666666666,0,3,0.0,0,0,,1,2,0.5,1,0,1,0,0,0,0,3,1,-7,Reserve,0.129,0.0,0.0,0.667,6.9,0.0,3.9,0.0,0.0,0.0,0.0,10.8,46,113,-12.6,200010310SAS,2000-10-31 20:30:00
Derrick McKey,15.883333333333333,1,3,0.333,0,2,0.0,0,0,,0,2,2,0,1,0,1,5,2,-7,Reserve,0.333,0.333,0.667,0.0,0.0,19.4,8.3,0.0,3.3,0.0,25.0,11.8,50,104,-9.8,200010310SAS,2000-10-31 20:30:00
Žan Tabak,11.7,1,1,1.0,0,0,,0,0,,0,2,2,0,0,1,1,3,2,-4,Reserve,1.0,1.0,0.0,0.0,0.0,25.8,11.1,0.0,0.0,7.1,50.0,7.9,79,104,-4.1,200010310SAS,2000-10-31 20:30:00
Jeff Foster,10.45,0,1,0.0,0,0,,0,0,,0,0,0,0,0,1,0,0,0,5,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,4.7,0,106,-3.5,200010310SAS,2000-10-31 20:30:00
Jonathan Bender,8.766666666666667,1,2,0.5,1,2,0.5,0,0,,0,0,0,1,0,1,2,2,3,-5,Reserve,0.75,0.75,1.0,0.0,0.0,0.0,0.0,17.4,0.0,9.5,50.0,21.0,74,105,0.0,200010310SAS,2000-10-31 20:30:00
Tyus Edney,0.9333333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,2,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,114,-8.1,200010310SAS,2000-10-31 20:30:00
David Robinson,31.116666666666667,5,9,0.556,0,0,,12,12,1.0,1,8,9,0,1,3,1,2,22,18,Starter,0.77,0.556,0.0,1.333,5.0,30.2,19.4,0.0,1.7,7.4,6.5,24.3,153,85,14.7,200010310SAS,2000-10-31 20:30:00
Tim Duncan,29.333333333333332,7,11,0.636,0,0,,2,4,0.5,2,8,10,0,2,1,5,5,16,15,Starter,0.627,0.636,0.0,0.364,10.7,32.3,23.0,0.0,3.6,2.6,28.2,30.2,89,84,-0.6,200010310SAS,2000-10-31 20:30:00
Derek Anderson,27.566666666666666,2,7,0.286,1,1,1.0,4,4,1.0,0,2,2,3,0,0,4,4,9,5,Starter,0.514,0.357,0.143,0.571,0.0,8.4,4.8,17.4,0.0,0.0,31.3,22.5,81,99,-7.2,200010310SAS,2000-10-31 20:30:00
Sean Elliott,25.65,3,7,0.429,2,4,0.5,2,2,1.0,0,0,0,2,0,0,0,4,10,11,Starter,0.635,0.571,0.571,0.286,0.0,0.0,0.0,13.4,0.0,0.0,0.0,14.9,135,101,4.0,200010310SAS,2000-10-31 20:30:00
Avery Johnson,18.5,2,4,0.5,0,0,,0,0,,1,0,1,2,1,0,2,1,4,12,Starter,0.5,0.5,0.0,0.0,8.1,0.0,3.5,18.1,2.8,0.0,33.3,15.6,85,96,-0.4,200010310SAS,2000-10-31 20:30:00
Antonio Daniels,29.5,6,11,0.545,0,2,0.0,0,0,,1,2,3,6,0,0,2,1,12,1,Reserve,0.545,0.545,0.182,0.0,5.3,8.1,6.9,43.0,0.0,0.0,15.4,22.1,110,100,2.6,200010310SAS,2000-10-31 20:30:00
Danny Ferry,22.35,3,4,0.75,1,1,1.0,5,6,0.833,0,1,1,1,1,0,1,2,12,2,Reserve,0.904,0.875,0.25,1.5,0.0,5.3,3.0,8.2,2.4,0.0,13.1,17.1,158,95,11.7,200010310SAS,2000-10-31 20:30:00
Malik Rose,18.25,0,4,0.0,0,0,,1,4,0.25,0,3,3,0,1,0,0,1,1,4,Reserve,0.087,0.0,0.0,1.0,0.0,19.5,11.1,0.0,2.9,0.0,0.0,15.8,20,91,-9.5,200010310SAS,2000-10-31 20:30:00
Samaki Walker,17.3,2,4,0.5,0,0,,1,2,0.5,0,5,5,0,0,0,2,0,5,-11,Reserve,0.512,0.5,0.0,0.5,0.0,34.4,19.6,0.0,0.0,0.0,29.1,19.9,69,93,-4.0,200010310SAS,2000-10-31 20:30:00
Terry Porter,11.666666666666666,1,1,1.0,0,0,,1,1,1.0,0,1,1,1,0,0,0,1,3,1,Reserve,1.042,1.0,0.0,1.0,0.0,9.8,5.6,13.8,0.0,0.0,0.0,5.9,216,99,4.8,200010310SAS,2000-10-31 20:30:00
Steve Kerr,8.766666666666667,2,2,1.0,0,0,,0,0,,0,2,2,2,0,0,1,1,4,7,Reserve,1.0,1.0,0.0,0.0,0.0,26.0,14.8,47.8,0.0,0.0,33.3,16.4,138,95,9.4,200010310SAS,2000-10-31 20:30:00
Jeff McInnis,35.18333333333333,9,12,0.75,0,1,0.0,2,2,1.0,1,2,3,7,0,0,3,3,20,-16,Starter,0.776,0.75,0.083,0.167,4.0,6.4,5.3,44.3,0.0,0.0,18.9,20.2,138,116,5.2,200010310UTA,2000-10-31 21:00:00
Darius Miles,34.016666666666666,4,6,0.667,0,1,0.0,0,4,0.0,1,6,7,2,0,2,2,2,8,1,Starter,0.515,0.667,0.167,0.667,4.2,19.7,12.8,10.0,0.0,3.8,20.5,12.8,89,110,-0.2,200010310UTA,2000-10-31 21:00:00
Brian Skinner,20.75,3,4,0.75,0,0,,0,2,0.0,0,2,2,0,1,1,3,3,6,-6,Starter,0.615,0.75,0.0,0.5,0.0,10.6,5.9,0.0,2.4,3.0,38.1,16.7,65,107,-4.9,200010310UTA,2000-10-31 21:00:00
Lamar Odom,17.816666666666666,2,7,0.286,1,3,0.333,4,4,1.0,0,3,3,2,0,1,4,4,9,-9,Starter,0.514,0.357,0.429,0.571,0.0,18.6,10.4,18.6,0.0,3.6,31.3,31.5,84,109,-7.7,200010310UTA,2000-10-31 21:00:00
Michael Olowokandi,16.8,0,2,0.0,0,0,,0,0,,1,3,4,1,0,0,6,5,0,0,Starter,0.0,0.0,0.0,0.0,8.3,19.7,14.7,8.3,0.0,0.0,75.0,20.9,13,111,-25.6,200010310UTA,2000-10-31 21:00:00
Sean Rooks,31.2,3,4,0.75,0,0,,5,8,0.625,2,4,6,1,1,1,1,4,11,-13,Reserve,0.731,0.75,0.0,2.0,9.1,14.4,12.1,5.3,1.6,2.1,11.7,12.2,140,109,4.3,200010310UTA,2000-10-31 21:00:00
Derek Strong,27.25,3,6,0.5,0,0,,4,4,1.0,1,6,7,1,1,0,2,3,10,-7,Reserve,0.644,0.5,0.0,0.667,5.2,24.8,16.2,6.2,1.9,0.0,20.5,16.1,116,108,1.3,200010310UTA,2000-10-31 21:00:00
Tyrone Nesby,17.916666666666668,1,7,0.143,1,4,0.25,0,0,,1,1,2,0,0,1,0,2,3,-18,Reserve,0.214,0.214,0.571,0.0,7.8,6.2,6.9,0.0,0.0,3.6,0.0,17.3,65,113,-9.0,200010310UTA,2000-10-31 21:00:00
Corey Maggette,16.266666666666666,6,11,0.545,1,2,0.5,2,2,1.0,3,2,5,1,0,0,1,2,15,2,Reserve,0.631,0.591,0.182,0.182,26.5,14.0,19.5,18.8,0.0,0.0,7.8,35.8,130,114,9.6,200010310UTA,2000-10-31 21:00:00
Keyon Dooling,12.816666666666666,2,5,0.4,1,2,0.5,5,8,0.625,0,2,2,3,0,0,2,2,10,3,Reserve,0.587,0.5,0.4,1.6,0.0,17.2,9.6,41.6,0.0,0.0,19.0,36.0,112,113,1.2,200010310UTA,2000-10-31 21:00:00
Quentin Richardson,7.3,1,3,0.333,0,0,,0,0,,1,1,2,0,0,0,0,2,2,-1,Reserve,0.333,0.333,0.0,0.0,20.2,15.9,17.8,0.0,0.0,0.0,0.0,19.1,94,112,-10.5,200010310UTA,2000-10-31 21:00:00
Eric Piatkowski,2.6833333333333336,0,2,0.0,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-1,Reserve,0.0,0.0,0.0,0.0,47.1,0.0,20.8,0.0,0.0,0.0,0.0,29.6,34,118,-25.8,200010310UTA,2000-10-31 21:00:00
Karl Malone,36.78333333333333,15,24,0.625,0,0,,4,6,0.667,2,4,6,5,3,2,1,2,34,17,Starter,0.638,0.625,0.0,0.25,6.0,15.3,10.1,27.6,4.1,4.6,3.6,32.4,129,93,18.3,200010310UTA,2000-10-31 21:00:00
John Stockton,31.833333333333332,5,8,0.625,0,1,0.0,1,1,1.0,1,1,2,14,2,0,2,3,11,8,Starter,0.652,0.625,0.125,0.125,3.5,4.4,3.9,59.2,3.1,0.0,19.2,14.2,137,100,8.2,200010310UTA,2000-10-31 21:00:00
Bryon Russell,31.3,6,10,0.6,3,3,1.0,4,5,0.8,1,3,4,1,1,0,0,3,19,12,Starter,0.779,0.75,0.3,0.5,3.6,13.7,8.0,4.6,1.6,0.0,0.0,17.1,157,101,8.1,200010310UTA,2000-10-31 21:00:00
Olden Polynice,29.333333333333332,1,4,0.25,0,0,,0,4,0.0,2,4,6,0,0,1,1,3,2,13,Starter,0.174,0.25,0.0,1.0,7.7,19.5,12.9,0.0,0.0,3.0,14.8,10.1,49,101,-11.4,200010310UTA,2000-10-31 21:00:00
John Starks,28.75,7,17,0.412,1,3,0.333,3,5,0.6,0,1,1,1,3,0,0,3,18,17,Starter,0.469,0.441,0.176,0.294,0.0,4.9,2.1,5.3,5.2,0.0,0.0,28.7,99,96,0.0,200010310UTA,2000-10-31 21:00:00
Greg Ostertag,16.3,0,1,0.0,0,0,,2,4,0.5,2,4,6,1,1,0,1,4,2,0,Reserve,0.362,0.0,0.0,4.0,14.0,35.3,23.4,7.0,3.1,0.0,26.6,10.2,91,91,-5.4,200010310UTA,2000-10-31 21:00:00
Jacque Vaughn,16.166666666666668,1,3,0.333,1,2,0.5,1,1,1.0,0,0,0,7,0,0,0,2,4,5,Reserve,0.581,0.5,0.667,0.333,0.0,0.0,0.0,52.5,0.0,0.0,0.0,9.3,161,108,5.6,200010310UTA,2000-10-31 21:00:00
Donyell Marshall,15.583333333333334,2,7,0.286,0,1,0.0,0,0,,1,1,2,1,0,0,0,3,4,3,Reserve,0.286,0.286,0.143,0.0,7.0,8.8,7.8,8.1,0.0,0.0,0.0,19.0,77,105,-13.0,200010310UTA,2000-10-31 21:00:00
Quincy Lewis,12.95,0,1,0.0,0,0,,0,0,,0,1,1,2,0,1,3,4,0,-10,Reserve,0.0,0.0,0.0,0.0,0.0,10.9,4.8,17.2,0.0,6.6,75.0,13.3,25,100,-15.4,200010310UTA,2000-10-31 21:00:00
Danny Manning,12.466666666666667,4,7,0.571,0,0,,0,1,0.0,1,2,3,0,0,0,2,3,8,-2,Reserve,0.538,0.571,0.0,0.143,8.6,21.7,14.4,0.0,0.0,0.0,21.2,31.5,80,101,-12.3,200010310UTA,2000-10-31 21:00:00
DeShawn Stevenson,7.416666666666667,2,3,0.667,0,0,,1,3,0.333,1,0,1,1,1,0,2,0,5,4,Reserve,0.579,0.667,0.0,1.0,15.9,0.0,8.9,23.4,7.2,0.0,31.6,39.2,83,93,2.1,200010310UTA,2000-10-31 21:00:00
David Benoit,1.1166666666666667,0,0,,0,0,,0,1,0.0,0,1,1,0,0,0,0,0,0,-2,Reserve,0.0,,,,0.0,100.0,62.3,0.0,0.0,0.0,0.0,19.1,0,71,-15.5,200010310UTA,2000-10-31 21:00:00
Jason Kidd,44.766666666666666,8,17,0.471,1,5,0.2,7,8,0.875,1,9,10,11,5,0,5,4,24,1,Starter,0.585,0.5,0.294,0.471,2.1,20.4,10.8,42.7,5.3,0.0,19.6,23.5,108,87,8.1,200010310GSW,2000-10-31 22:30:00
Clifford Robinson,42.2,10,25,0.4,2,6,0.333,4,6,0.667,1,4,5,3,2,1,1,2,26,-3,Starter,0.47,0.44,0.24,0.24,2.2,9.7,5.8,14.0,2.3,1.6,3.5,28.3,97,96,3.5,200010310GSW,2000-10-31 22:30:00
Shawn Marion,28.116666666666667,6,16,0.375,2,5,0.4,2,2,1.0,2,4,6,1,1,1,3,3,16,-12,Starter,0.474,0.438,0.313,0.125,6.6,14.6,10.4,6.7,1.7,2.4,15.1,29.4,84,95,-2.2,200010310GSW,2000-10-31 22:30:00
Chris Dudley,14.616666666666667,1,1,1.0,0,0,,0,0,,1,1,2,0,0,0,2,3,2,3,Starter,1.0,1.0,0.0,0.0,6.2,6.8,6.5,0.0,0.0,0.0,66.7,8.3,60,103,-11.7,200010310GSW,2000-10-31 22:30:00
Mario Elie,10.383333333333333,1,3,0.333,0,1,0.0,0,0,,0,1,1,1,0,0,1,2,2,-13,Starter,0.333,0.333,0.333,0.0,0.0,10.2,4.8,15.4,0.0,0.0,25.0,16.6,59,101,-13.4,200010310GSW,2000-10-31 22:30:00
Tony Delk,37.61666666666667,5,14,0.357,1,4,0.25,2,2,1.0,0,3,3,3,2,0,2,2,13,11,Reserve,0.437,0.393,0.286,0.143,0.0,8.1,3.8,12.8,2.5,0.0,11.8,18.4,84,97,-3.1,200010310GSW,2000-10-31 22:30:00
Corie Blount,24.3,1,1,1.0,0,0,,0,0,,3,5,8,2,0,0,1,3,2,0,Reserve,1.0,1.0,0.0,0.0,11.5,21.3,16.2,11.8,0.0,0.0,50.0,3.5,135,98,-1.5,200010310GSW,2000-10-31 22:30:00
Rodney Rogers,22.266666666666666,3,8,0.375,0,0,,1,2,0.5,0,5,5,2,0,0,0,5,7,-1,Reserve,0.394,0.375,0.0,0.25,0.0,23.2,11.0,14.8,0.0,0.0,0.0,16.7,89,96,-6.8,200010310GSW,2000-10-31 22:30:00
Paul McPherson,8.866666666666667,1,4,0.25,0,0,,0,0,,3,0,3,1,1,0,0,0,2,10,Reserve,0.25,0.25,0.0,0.0,30.8,0.0,16.2,17.4,5.3,0.0,0.0,18.4,92,95,4.3,200010310GSW,2000-10-31 22:30:00
Daniel Santiago,4.533333333333333,0,1,0.0,0,0,,0,0,,0,1,1,1,1,0,0,2,0,-2,Reserve,0.0,0.0,0.0,0.0,0.0,20.4,9.7,26.7,9.5,0.0,0.0,8.3,45,77,0.8,200010310GSW,2000-10-31 22:30:00
Rubén Garcés,2.3333333333333335,0,1,0.0,0,0,,0,0,,0,0,0,0,0,1,1,2,0,-4,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,50.0,41.5,0,81,-40.0,200010310GSW,2000-10-31 22:30:00
Larry Hughes,39.93333333333333,6,20,0.3,2,3,0.667,3,4,0.75,1,4,5,5,2,0,7,6,17,-2,Starter,0.391,0.35,0.15,0.2,2.6,9.2,6.1,24.2,2.4,0.0,24.3,29.6,71,95,-8.3,200010310GSW,2000-10-31 22:30:00
Mookie Blaylock,35.21666666666667,3,12,0.25,0,1,0.0,0,0,,1,4,5,5,2,1,3,2,6,2,Starter,0.25,0.25,0.083,0.0,2.9,10.5,6.9,24.6,2.7,2.0,20.0,17.6,62,93,-6.1,200010310GSW,2000-10-31 22:30:00
Danny Fortson,31.233333333333334,4,9,0.444,0,0,,10,12,0.833,8,10,18,1,0,0,1,2,18,-7,Starter,0.63,0.444,0.0,1.333,26.4,29.8,28.2,6.0,0.0,0.0,6.5,20.3,142,94,6.2,200010310GSW,2000-10-31 22:30:00
Erick Dampier,30.45,2,4,0.5,0,0,,6,10,0.6,2,4,6,0,2,2,3,2,10,-12,Starter,0.595,0.5,0.0,2.5,6.8,12.3,9.7,0.0,3.2,4.6,26.3,15.6,95,89,0.1,200010310GSW,2000-10-31 22:30:00
Antawn Jamison,28.166666666666668,4,9,0.444,0,0,,5,8,0.625,0,6,6,1,1,0,4,3,13,13,Starter,0.519,0.444,0.0,0.889,0.0,19.8,10.4,6.8,1.7,0.0,24.2,24.3,83,94,-5.7,200010310GSW,2000-10-31 22:30:00
Chris Mills,33.583333333333336,8,14,0.571,1,2,0.5,2,2,1.0,1,5,6,1,3,0,2,1,19,-6,Reserve,0.638,0.607,0.143,0.143,3.0,13.6,8.6,6.8,4.2,0.0,11.8,20.4,116,90,7.4,200010310GSW,2000-10-31 22:30:00
Adonal Foyle,14.466666666666667,2,3,0.667,0,0,,0,0,,1,7,8,3,0,2,1,3,4,13,Reserve,0.667,0.667,0.0,0.0,7.3,46.2,27.7,40.9,0.0,9.8,25.0,11.7,121,81,12.0,200010310GSW,2000-10-31 22:30:00
Vonteego Cummings,12.866666666666667,1,4,0.25,0,1,0.0,0,0,,0,0,0,1,1,0,0,2,2,0,Reserve,0.25,0.25,0.25,0.0,0.0,0.0,0.0,13.0,3.6,0.0,0.0,12.7,69,96,-6.6,200010310GSW,2000-10-31 22:30:00
Vinny Del Negro,10.466666666666667,1,3,0.333,1,1,1.0,1,1,1.0,0,1,1,1,0,0,0,1,4,5,Reserve,0.581,0.5,0.333,0.333,0.0,8.4,4.4,15.8,0.0,0.0,0.0,12.9,137,101,1.4,200010310GSW,2000-10-31 22:30:00
Adam Keefe,3.6166666666666667,1,1,1.0,0,0,,1,1,1.0,0,0,0,0,0,0,0,0,3,4,Reserve,1.042,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,221,104,14.9,200010310GSW,2000-10-31 22:30:00
Horace Grant,47.55,2,5,0.4,0,1,0.0,1,2,0.5,2,6,8,1,0,0,1,5,5,8,Starter,0.425,0.4,0.2,0.4,7.6,13.9,11.5,3.0,0.0,0.0,14.5,7.3,96,105,-5.7,200010310POR,2000-10-31 22:30:00
Shaquille O'Neal,43.35,14,20,0.7,0,0,,8,16,0.5,3,8,11,5,1,4,1,1,36,7,Starter,0.666,0.7,0.0,0.8,12.1,19.8,16.9,26.3,1.3,5.9,3.6,31.8,138,96,16.6,200010310POR,2000-10-31 22:30:00
Kobe Bryant,34.9,4,11,0.364,0,1,0.0,6,6,1.0,0,2,2,2,1,1,7,4,14,8,Starter,0.513,0.364,0.091,0.545,0.0,6.2,3.9,9.0,1.6,1.9,33.9,29.4,75,104,-13.1,200010310POR,2000-10-31 22:30:00
Rick Fox,27.333333333333332,2,6,0.333,1,3,0.333,1,2,0.5,0,5,5,5,0,1,0,3,6,3,Starter,0.436,0.417,0.5,0.333,0.0,20.2,12.5,27.4,0.0,2.4,0.0,12.7,123,101,1.8,200010310POR,2000-10-31 22:30:00
Ron Harper,27.3,2,3,0.667,1,1,1.0,1,2,0.5,1,4,5,6,1,2,4,2,6,-1,Starter,0.773,0.833,0.333,0.667,6.6,16.2,12.5,32.9,2.1,4.8,50.8,14.6,98,96,7.8,200010310POR,2000-10-31 22:30:00
Isaiah Rider,25.483333333333334,6,8,0.75,1,1,1.0,0,0,,1,4,5,3,2,0,1,1,13,12,Reserve,0.813,0.813,0.125,0.0,6.8,16.8,13.0,22.2,4.3,0.0,11.1,17.3,145,95,13.6,200010310POR,2000-10-31 22:30:00
Brian Shaw,14.816666666666666,2,3,0.667,1,1,1.0,2,2,1.0,0,1,1,3,0,0,3,1,7,3,Reserve,0.902,0.833,0.333,0.667,0.0,7.3,4.5,32.4,0.0,0.0,43.6,22.9,106,108,2.1,200010310POR,2000-10-31 22:30:00
Tyronn Lue,11.2,2,4,0.5,0,1,0.0,0,0,,1,0,1,2,0,0,1,0,4,16,Reserve,0.5,0.5,0.25,0.0,16.2,0.0,6.1,32.0,0.0,0.0,20.0,22.7,104,111,-2.4,200010310POR,2000-10-31 22:30:00
Greg Foster,3.9833333333333334,1,1,1.0,0,0,,0,0,,0,1,1,1,0,0,0,0,2,3,Reserve,1.0,1.0,0.0,0.0,0.0,27.3,16.9,50.0,0.0,0.0,0.0,12.5,204,100,22.5,200010310POR,2000-10-31 22:30:00
Devean George,3.25,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,2,1,3,-9,Reserve,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,66.5,54,111,-25.7,200010310POR,2000-10-31 22:30:00
Mark Madsen,0.8333333333333334,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,111,-3.3,200010310POR,2000-10-31 22:30:00
Rasheed Wallace,47.45,11,17,0.647,2,2,1.0,2,2,1.0,3,4,7,2,0,1,3,1,26,-8,Starter,0.727,0.706,0.118,0.118,7.0,15.1,10.1,9.0,0.0,2.0,14.4,20.9,129,117,6.5,200010310POR,2000-10-31 22:30:00
Steve Smith,35.81666666666667,8,18,0.444,0,4,0.0,6,7,0.857,1,1,2,5,0,0,1,3,22,-24,Starter,0.522,0.444,0.222,0.389,3.0,4.9,3.8,28.6,0.0,0.0,4.5,28.9,117,120,3.9,200010310POR,2000-10-31 22:30:00
Dale Davis,30.333333333333332,1,4,0.25,0,0,,0,0,,2,4,6,1,1,0,0,5,2,0,Starter,0.25,0.25,0.0,0.0,7.3,23.7,13.5,4.9,1.9,0.0,0.0,6.3,88,112,-6.6,200010310POR,2000-10-31 22:30:00
Damon Stoudamire,28.666666666666668,3,13,0.231,0,1,0.0,1,1,1.0,1,0,1,4,3,0,2,3,7,-18,Starter,0.26,0.231,0.077,0.077,3.8,0.0,2.3,22.8,5.8,0.0,13.0,25.0,66,108,-5.9,200010310POR,2000-10-31 22:30:00
Scottie Pippen,6.966666666666667,0,0,,0,0,,0,0,,1,1,2,0,1,0,0,0,0,1,Starter,,,,,15.6,25.4,19.3,0.0,8.0,0.0,,0.0,213,101,5.4,200010310POR,2000-10-31 22:30:00
Stacey Augmon,27.0,3,8,0.375,0,0,,4,4,1.0,2,4,6,1,2,0,0,2,10,2,Reserve,0.512,0.375,0.0,0.5,8.1,26.3,15.0,6.2,4.1,0.0,0.0,17.0,125,108,4.7,200010310POR,2000-10-31 22:30:00
Bonzi Wells,25.566666666666666,3,11,0.273,0,1,0.0,1,2,0.5,1,2,3,4,3,0,1,2,7,3,Reserve,0.295,0.273,0.091,0.182,4.2,13.7,7.8,25.9,6.5,0.0,7.8,23.3,77,105,0.8,200010310POR,2000-10-31 22:30:00
Greg Anthony,20.266666666666666,3,4,0.75,2,3,0.667,0,0,,1,0,1,1,2,0,2,5,8,4,Reserve,1.0,1.0,0.75,0.0,5.5,0.0,3.4,9.0,5.6,0.0,33.3,14.1,121,108,5.4,200010310POR,2000-10-31 22:30:00
Shawn Kemp,11.483333333333333,2,9,0.222,0,0,,0,0,,0,2,2,0,1,0,1,4,4,0,Reserve,0.222,0.222,0.0,0.0,0.0,29.6,11.3,0.0,4.7,0.0,10.0,39.2,46,105,-25.0,200010310POR,2000-10-31 22:30:00
Antonio Harvey,4.383333333333334,0,1,0.0,0,0,,0,0,,1,1,2,0,0,0,0,3,0,-8,Reserve,0.0,0.0,0.0,0.0,27.3,44.4,33.8,0.0,0.0,0.0,0.0,11.8,56,109,-25.0,200010310POR,2000-10-31 22:30:00
Will Perdue,2.05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,121,-7.4,200010310POR,2000-10-31 22:30:00
Gary Payton,48.0,10,26,0.385,2,9,0.222,5,7,0.714,4,10,14,10,1,0,6,4,27,-6,Starter,0.464,0.423,0.346,0.269,7.8,19.2,13.6,45.5,1.0,0.0,17.1,31.1,95,97,1.5,200010310VAN,2000-10-31 22:30:00
Vin Baker,37.46666666666667,7,16,0.438,0,0,,5,6,0.833,2,5,7,1,1,4,3,3,19,0,Starter,0.51,0.438,0.0,0.375,5.1,12.5,8.8,5.7,1.3,6.8,13.9,24.9,96,94,1.7,200010310VAN,2000-10-31 22:30:00
Patrick Ewing,36.6,1,6,0.167,0,0,,0,0,,2,10,12,2,0,2,3,4,2,-15,Starter,0.167,0.167,0.0,0.0,5.1,24.9,15.1,8.5,0.0,3.4,33.3,10.4,44,95,-8.2,200010310VAN,2000-10-31 22:30:00
