Player,MP,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y,GameID,DateTime,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus
C.J. Miles,20.066666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.8,0.8,0.4,0.0,0.0,0.0,0.0,6.5,0.0,4.1,0.0,12.4,154.0,139.0,3.0,,,,,,,,,,,,,,,,,,,,201805030TOR,2018-05-03 18:00:00,3.0,5.0,0.6,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,8.0,-12.0
Pascal Siakam,18.25,,,,,,,,,,,,,,,,,,,,Reserve,1.0,1.0,0.0,0.0,0.0,45.1,22.9,0.0,0.0,0.0,50.0,5.4,79.0,140.0,-8.8,,,,,,,,,,,,,,,,,,,,201805030TOR,2018-05-03 18:00:00,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,1.0,4.0,2.0,-1.0
Jakob Poeltl,14.7,,,,,,,,,,,,,,,,,,,,Reserve,1.031,1.0,0.0,0.667,0.0,18.7,9.5,9.5,3.6,0.0,0.0,13.1,216.0,135.0,12.2,,,,,,,,,,,,,,,,,,,,201805030TOR,2018-05-03 18:00:00,3.0,3.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,-7.0
Norman Powell,3.2,,,,,,,,,,,,,,,,,,,,Reserve,0.5,0.5,0.5,0.0,0.0,42.9,21.7,0.0,0.0,0.0,0.0,31.0,94.0,141.0,-7.8,,,,,,,,,,,,,,,,,,,,201805030TOR,2018-05-03 18:00:00,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
Lorenzo Brown,2.5666666666666664,,,,,,,,,,,,,,,,,,,,Reserve,0.75,0.75,1.0,0.0,0.0,0.0,0.0,73.9,0.0,0.0,0.0,38.6,161.0,144.0,27.8,,,,,,,,,,,,,,,,,,,,201805030TOR,2018-05-03 18:00:00,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Lucas Nogueira,2.5666666666666664,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,144.0,-6.3,,,,,,,,,,,,,,,,,,,,201805030TOR,2018-05-03 18:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Covington,40.43333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.693,0.667,0.467,0.133,9.1,15.6,11.9,7.8,2.6,5.2,0.0,17.3,151.0,111.0,9.6,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,8.0,15.0,0.533,4.0,7.0,0.571,2.0,2.0,1.0,4.0,5.0,9.0,2.0,2.0,2.0,0.0,5.0,22.0,4.0
Joel Embiid,36.88333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.406,0.386,0.273,0.273,10.0,34.2,20.2,22.0,1.4,2.8,7.5,31.8,96.0,113.0,-2.1,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,8.0,22.0,0.364,1.0,6.0,0.167,3.0,6.0,0.5,4.0,10.0,14.0,5.0,1.0,1.0,2.0,5.0,20.0,-8.0
J.J. Redick,36.0,,,,,,,,,,,,,,,,,,,,Starter,0.676,0.676,0.529,0.0,2.6,7.0,4.4,9.5,1.4,0.0,0.0,20.8,139.0,120.0,7.1,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,9.0,17.0,0.529,5.0,9.0,0.556,0.0,0.0,,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,23.0,-11.0
Dario Šarić,34.03333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.474,0.385,0.462,0.308,8.1,22.3,14.1,12.3,0.0,0.0,11.9,21.7,105.0,121.0,-4.8,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,4.0,13.0,0.308,2.0,6.0,0.333,4.0,4.0,1.0,3.0,6.0,9.0,3.0,0.0,0.0,2.0,3.0,14.0,-12.0
Ben Simmons,30.833333333333332,,,,,,,,,,,,,,,,,,,,Starter,0.102,0.0,0.0,0.5,0.0,20.5,8.6,27.2,0.0,3.4,50.6,14.1,48.0,118.0,-14.3,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,0.0,4.0,0.0,0.0,0.0,,1.0,2.0,0.5,0.0,5.0,5.0,7.0,0.0,1.0,5.0,2.0,1.0,-23.0
Marco Belinelli,19.566666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.5,0.5,0.364,0.0,0.0,6.5,2.7,26.5,0.0,0.0,15.4,29.2,93.0,123.0,-5.8,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,5.0,11.0,0.455,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,11.0,-3.0
T.J. McConnell,17.2,,,,,,,,,,,,,,,,,,,,Reserve,1.0,1.0,0.0,0.0,5.4,0.0,3.1,48.4,6.0,0.0,0.0,10.2,212.0,110.0,19.0,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,4.0,4.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,8.0,16.0
Ersan İlyasova,16.0,,,,,,,,,,,,,,,,,,,,Reserve,0.333,0.333,0.167,0.0,17.3,23.7,20.0,8.8,3.2,0.0,0.0,16.5,104.0,113.0,-3.4,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,2.0,6.0,0.333,0.0,1.0,0.0,0.0,0.0,,3.0,3.0,6.0,1.0,1.0,0.0,0.0,1.0,4.0,9.0
Amir Johnson,9.05,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,14.0,5.9,26.5,0.0,0.0,,0.0,233.0,121.0,-2.0,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0
Marcus Smart,39.483333333333334,,,,,,,,,,,,,,,,,,,,Starter,0.625,0.615,0.769,0.385,0.0,11.7,6.8,12.3,2.6,2.1,16.5,21.8,104.0,109.0,1.3,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,6.0,13.0,0.462,4.0,10.0,0.4,3.0,5.0,0.6,0.0,5.0,5.0,3.0,2.0,1.0,3.0,4.0,19.0,9.0
Terry Rozier,38.06666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.597,0.533,0.6,0.267,0.0,17.0,9.8,38.6,1.4,2.1,0.0,20.8,137.0,109.0,11.8,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,6.0,15.0,0.4,4.0,9.0,0.444,4.0,4.0,1.0,0.0,7.0,7.0,9.0,1.0,1.0,0.0,1.0,20.0,17.0
Al Horford,37.11666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.63,0.556,0.222,0.333,10.2,22.4,17.2,21.2,1.4,0.0,8.8,14.4,140.0,108.0,4.5,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,5.0,9.0,0.556,0.0,2.0,0.0,3.0,3.0,1.0,3.0,9.0,12.0,5.0,1.0,0.0,1.0,1.0,13.0,21.0
Jayson Tatum,33.333333333333336,,,,,,,,,,,,,,,,,,,,Starter,0.631,0.571,0.286,0.429,0.0,5.5,3.2,10.7,1.6,2.4,10.7,26.4,113.0,114.0,2.5,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,7.0,14.0,0.5,2.0,4.0,0.5,5.0,6.0,0.833,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,21.0,-7.0
Aron Baynes,21.183333333333334,,,,,,,,,,,,,,,,,,,,Starter,0.417,0.417,0.5,0.0,6.0,13.1,10.1,0.0,0.0,0.0,14.3,15.6,77.0,116.0,-9.3,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,2.0,6.0,0.333,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,-16.0
Marcus Morris,28.383333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.564,0.5,0.375,0.5,4.5,16.3,11.3,15.9,0.0,0.0,0.0,16.3,129.0,114.0,1.0,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,3.0,8.0,0.375,2.0,3.0,0.667,3.0,4.0,0.75,1.0,5.0,6.0,3.0,0.0,0.0,0.0,3.0,11.0,4.0
Jaylen Brown,24.683333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.505,0.5,0.417,0.167,0.0,15.0,8.6,7.1,2.1,0.0,7.2,26.6,92.0,110.0,-3.1,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,5.0,12.0,0.417,2.0,5.0,0.4,1.0,2.0,0.5,0.0,4.0,4.0,1.0,1.0,0.0,1.0,2.0,13.0,9.0
Shane Larkin,9.933333333333334,,,,,,,,,,,,,,,,,,,,Reserve,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,9.5,76.0,122.0,-10.4,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-12.0
Greg Monroe,6.25,,,,,,,,,,,,,,,,,,,,Reserve,0.5,0.5,0.0,0.0,0.0,14.8,8.5,0.0,8.3,0.0,0.0,30.2,92.0,95.0,1.3,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0
Semi Ojeleye,1.5666666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,122.0,-5.2,,,,,,,,,,,,,,,,,,,,201805030BOS,2018-05-03 20:30:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
Draymond Green,36.416666666666664,,,,,,,,,,,,,,,,,,,,Starter,0.564,0.5,0.5,0.5,2.4,33.0,16.1,38.2,0.0,0.0,41.8,19.1,83.0,117.0,-4.0,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,3.0,8.0,0.375,2.0,4.0,0.5,3.0,4.0,0.75,1.0,11.0,12.0,9.0,0.0,0.0,7.0,3.0,11.0,-24.0
Klay Thompson,36.36666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.537,0.477,0.409,0.227,0.0,21.0,9.4,5.7,0.0,0.0,4.0,28.8,104.0,120.0,-1.0,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,9.0,22.0,0.409,3.0,9.0,0.333,5.0,5.0,1.0,0.0,7.0,7.0,1.0,0.0,0.0,1.0,3.0,26.0,-24.0
Kevin Durant,35.25,,,,,,,,,,,,,,,,,,,,Starter,0.533,0.472,0.333,0.333,0.0,9.3,4.2,16.9,2.6,0.0,4.6,25.5,107.0,116.0,2.9,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,8.0,18.0,0.444,1.0,6.0,0.167,5.0,6.0,0.833,0.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,22.0,-24.0
Stephen Curry,28.55,,,,,,,,,,,,,,,,,,,,Starter,0.458,0.395,0.474,0.211,6.2,15.3,10.3,13.5,6.5,5.2,12.6,34.6,87.0,102.0,8.5,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,6.0,19.0,0.316,3.0,9.0,0.333,4.0,4.0,1.0,2.0,4.0,6.0,2.0,4.0,2.0,3.0,1.0,19.0,-12.0
JaVale McGee,9.166666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.5,0.5,0.0,0.0,19.4,0.0,10.7,0.0,0.0,0.0,0.0,9.1,131.0,124.0,-9.9,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,-10.0
Andre Iguodala,27.683333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.5,0.5,0.0,0.0,3.2,3.9,3.5,5.5,3.3,0.0,0.0,6.0,115.0,116.0,-3.1,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,4.0,-6.0
Kevon Looney,22.05,,,,,,,,,,,,,,,,,,,,Reserve,0.75,0.75,0.0,0.0,4.0,19.8,11.1,0.0,2.1,0.0,0.0,7.5,151.0,115.0,-1.8,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,3.0,4.0,0.75,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,0.0,1.0,0.0,0.0,3.0,6.0,-10.0
Shaun Livingston,16.816666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.2,0.2,0.0,0.0,0.0,0.0,0.0,26.6,0.0,4.4,0.0,12.4,68.0,120.0,-7.3,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,1.0,5.0,0.2,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,-1.0
David West,7.766666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,17.7,0.0,0.0,,0.0,226.0,124.0,-5.5,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Zaza Pachulia,4.983333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.521,0.5,0.0,1.0,53.5,43.8,49.1,0.0,9.3,0.0,0.0,24.0,137.0,94.0,16.2,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,3.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0
Nick Young,4.983333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.301,0.0,1.0,1.5,0.0,43.8,19.7,0.0,0.0,0.0,0.0,27.7,68.0,115.0,-12.4,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,0.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,0.667,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
Quinn Cook,4.983333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7,42.0,124.0,-24.9,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
Jordan Bell,4.983333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.266,0.0,0.0,2.0,0.0,0.0,0.0,55.0,9.3,14.8,0.0,15.7,94.0,91.0,21.7,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,0.5,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0
Anthony Davis,40.583333333333336,,,,,,,,,,,,,,,,,,,,Starter,0.583,0.574,0.111,0.111,8.1,32.9,21.7,11.7,4.6,0.0,3.4,29.8,119.0,85.0,9.9,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,15.0,27.0,0.556,1.0,3.0,0.333,2.0,3.0,0.667,3.0,15.0,18.0,3.0,4.0,0.0,1.0,4.0,33.0,24.0
Rajon Rondo,37.233333333333334,,,,,,,,,,,,,,,,,,,,Starter,0.182,0.182,0.182,0.0,5.9,19.1,13.2,59.6,1.2,0.0,26.7,16.6,99.0,97.0,-0.6,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,2.0,11.0,0.182,0.0,2.0,0.0,0.0,0.0,,2.0,8.0,10.0,21.0,1.0,0.0,4.0,2.0,4.0,22.0
E'Twaun Moore,35.71666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.528,0.455,0.091,0.273,0.0,2.5,1.4,9.8,0.0,0.0,7.5,15.4,110.0,105.0,-3.4,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,5.0,11.0,0.455,0.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,13.0,12.0
Jrue Holiday,35.61666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.666,0.679,0.5,0.286,3.1,15.0,9.6,18.1,2.6,4.4,11.3,20.6,123.0,92.0,10.7,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,8.0,14.0,0.571,3.0,7.0,0.429,2.0,4.0,0.5,1.0,6.0,7.0,5.0,2.0,2.0,2.0,2.0,21.0,24.0
Nikola Mirotić,33.516666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.643,0.625,0.417,0.083,6.5,29.2,19.0,10.9,0.0,0.0,13.9,17.8,118.0,97.0,4.6,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,6.0,12.0,0.5,3.0,5.0,0.6,1.0,1.0,1.0,2.0,11.0,13.0,3.0,0.0,0.0,2.0,2.0,16.0,13.0
Ian Clark,21.533333333333335,,,,,,,,,,,,,,,,,,,,Reserve,0.787,0.773,0.455,0.091,0.0,4.1,2.3,6.9,0.0,3.7,0.0,21.9,149.0,102.0,12.9,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,7.0,11.0,0.636,3.0,5.0,0.6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,18.0,1.0
Solomon Hill,14.333333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.75,0.75,1.0,0.0,7.6,6.2,6.8,0.0,0.0,0.0,14.3,20.2,115.0,103.0,2.6,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,3.0,6.0,0.5,3.0,6.0,0.5,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,9.0,8.0
Darius Miller,14.3,,,,,,,,,,,,,,,,,,,,Reserve,0.625,0.625,0.5,0.0,7.6,6.2,6.9,0.0,0.0,0.0,33.3,17.3,80.0,104.0,-7.7,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,5.0,-4.0
DeAndre Liggins,3.5833333333333335,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,11.5,0.0,106.0,-16.8,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0
Cheick Diallo,3.5833333333333335,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,11.5,0.0,104.0,-31.6,,,,,,,,,,,,,,,,,,,,201805040NOP,2018-05-04 20:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,-5.0
Chris Paul,30.85,,,,,,,,,,,,,,,,,,,,Starter,0.419,0.382,0.412,0.118,0.0,25.3,13.0,28.6,1.6,0.0,0.0,27.1,96.0,94.0,-0.2,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,6.0,17.0,0.353,1.0,7.0,0.143,2.0,2.0,1.0,0.0,7.0,7.0,6.0,1.0,0.0,0.0,1.0,15.0,16.0
James Harden,30.483333333333334,,,,,,,,,,,,,,,,,,,,Starter,0.623,0.529,0.471,0.412,3.8,11.0,7.5,64.3,3.2,2.9,4.7,32.3,137.0,90.0,20.4,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,8.0,17.0,0.471,2.0,8.0,0.25,7.0,7.0,1.0,1.0,3.0,4.0,12.0,2.0,1.0,1.0,1.0,25.0,29.0
Clint Capela,30.183333333333334,,,,,,,,,,,,,,,,,,,,Starter,0.619,0.625,0.0,0.25,7.8,22.2,15.1,18.7,3.2,11.6,25.3,18.4,107.0,80.0,8.0,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,5.0,8.0,0.625,0.0,0.0,,1.0,2.0,0.5,2.0,6.0,8.0,4.0,2.0,4.0,3.0,2.0,11.0,28.0
Trevor Ariza,27.533333333333335,,,,,,,,,,,,,,,,,,,,Starter,0.619,0.625,0.625,0.25,0.0,12.2,6.2,10.0,1.8,3.2,0.0,15.1,122.0,93.0,6.7,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,4.0,8.0,0.5,2.0,5.0,0.4,1.0,2.0,0.5,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,11.0,40.0
P.J. Tucker,24.616666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.75,0.75,0.5,0.0,0.0,22.7,11.6,0.0,0.0,0.0,0.0,11.4,136.0,98.0,2.0,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,4.0,6.0,0.667,1.0,3.0,0.333,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,9.0,20.0
Eric Gordon,30.866666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.822,0.769,0.615,0.385,0.0,7.2,3.7,0.0,1.6,0.0,0.0,23.0,154.0,97.0,11.1,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,8.0,13.0,0.615,4.0,8.0,0.5,5.0,5.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,25.0,21.0
Luc Mbah a Moute,21.766666666666666,,,,,,,,,,,,,,,,,,,,Reserve,0.25,0.25,0.5,0.0,0.0,20.5,10.5,0.0,0.0,4.0,0.0,8.6,49.0,95.0,-6.9,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,-11.0
Gerald Green,17.3,,,,,,,,,,,,,,,,,,,,Reserve,0.375,0.375,0.75,0.0,0.0,19.4,9.9,0.0,2.8,0.0,0.0,10.8,70.0,92.0,-3.2,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,1.0,4.0,0.25,1.0,3.0,0.333,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,-15.0
Nenê Hilário,13.533333333333333,,,,,,,,,,,,,,,,,,,,Reserve,1.031,1.0,0.0,0.667,0.0,33.0,16.9,11.3,0.0,0.0,50.8,27.2,91.0,96.0,-7.6,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,3.0,3.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,4.0,5.0,8.0,1.0
Ryan Anderson,4.283333333333333,,,,,,,,,,,,,,,,,,,,Reserve,1.0,1.0,0.0,0.0,0.0,0.0,0.0,36.4,0.0,0.0,0.0,10.9,207.0,102.0,14.8,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-8.0
Joe Johnson,4.283333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,63.0,101.0,-23.7,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-8.0
Tarik Black,4.283333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.0,0.0,0.0,26.1,13.3,0.0,0.0,0.0,0.0,21.8,0.0,97.0,-31.0,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-8.0
Rudy Gobert,32.18333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.75,0.75,0.0,0.0,6.9,25.5,16.0,11.5,0.0,6.0,11.1,12.6,139.0,111.0,5.1,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,6.0,8.0,0.75,0.0,0.0,,0.0,0.0,,2.0,7.0,9.0,2.0,0.0,2.0,1.0,4.0,12.0,-23.0
Donovan Mitchell,30.9,,,,,,,,,,,,,,,,,,,,Starter,0.313,0.313,0.438,0.0,0.0,3.8,1.8,16.2,0.0,0.0,15.8,27.7,60.0,118.0,-12.6,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,4.0,16.0,0.25,2.0,7.0,0.286,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,3.0,4.0,10.0,-31.0
Joe Ingles,30.466666666666665,,,,,,,,,,,,,,,,,,,,Starter,0.3,0.3,0.7,0.0,0.0,19.2,9.4,4.9,0.0,0.0,33.3,22.2,42.0,117.0,-14.2,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,2.0,10.0,0.2,2.0,7.0,0.286,0.0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,5.0,0.0,6.0,-23.0
Royce O'Neale,29.416666666666668,,,,,,,,,,,,,,,,,,,,Starter,0.85,0.85,0.5,0.0,0.0,19.9,9.7,6.9,0.0,0.0,23.1,19.9,118.0,117.0,4.2,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,7.0,10.0,0.7,3.0,5.0,0.6,0.0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,3.0,4.0,17.0,-29.0
