Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y
Courtney Lee,19.85,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,Starter,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,2.8,0.0,20.0,13.4,78,122,-7.5,200906090ORL,2009-06-09 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mickaël Piétrus,31.183333333333334,7.0,11.0,0.636,0.0,3.0,0.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,3.0,18.0,3.0,Reserve,0.705,0.636,0.273,0.364,7.3,4.4,5.5,10.5,5.4,0.0,7.3,23.5,141,116,7.3,200906090ORL,2009-06-09 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jameer Nelson,11.266666666666667,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,4.0,Reserve,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.8,5.0,0.0,75.0,18.9,64,119,-4.8,200906090ORL,2009-06-09 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Battie,9.466666666666667,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,-1.0,Reserve,0.667,0.667,0.0,0.0,0.0,0.0,0.0,17.0,0.0,9.2,0.0,16.9,144,122,5.2,200906090ORL,2009-06-09 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcin Gortat,4.7,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0,127,-19.3,200906090ORL,2009-06-09 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,43.3,10.0,23.0,0.435,2.0,5.0,0.4,8.0,8.0,1.0,0.0,6.0,6.0,5.0,2.0,4.0,1.0,2.0,30.0,14.0,Starter,0.566,0.478,0.217,0.348,0.0,16.6,8.0,23.2,2.5,8.1,3.6,29.8,128,89,17.0,200906140ORL,2009-06-14 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pau Gasol,42.15,6.0,9.0,0.667,0.0,0.0,,2.0,4.0,0.5,4.0,11.0,15.0,3.0,0.0,4.0,1.0,2.0,14.0,15.0,Starter,0.651,0.667,0.0,0.444,10.6,31.3,20.6,12.1,0.0,8.3,8.5,13.1,139,92,9.9,200906140ORL,2009-06-14 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Ariza,41.483333333333334,5.0,12.0,0.417,2.0,5.0,0.4,3.0,6.0,0.5,1.0,4.0,5.0,1.0,2.0,0.0,3.0,3.0,15.0,12.0,Starter,0.512,0.5,0.417,0.5,2.7,11.6,7.0,4.0,2.6,0.0,17.0,19.9,94,97,-0.2,200906140ORL,2009-06-14 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Fisher,31.983333333333334,4.0,7.0,0.571,1.0,1.0,1.0,4.0,4.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,4.0,13.0,16.0,Starter,0.742,0.643,0.143,0.571,0.0,15.0,7.2,10.4,0.0,0.0,10.2,14.3,146,101,2.8,200906140ORL,2009-06-14 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Bynum,16.9,3.0,11.0,0.273,0.0,0.0,,0.0,1.0,0.0,4.0,1.0,5.0,0.0,1.0,0.0,1.0,5.0,6.0,-6.0,Starter,0.262,0.273,0.0,0.091,26.4,7.1,17.1,0.0,3.2,0.0,8.0,34.5,73,95,-17.4,200906140ORL,2009-06-14 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar Odom,31.733333333333334,5.0,12.0,0.417,3.0,3.0,1.0,4.0,5.0,0.8,3.0,7.0,10.0,0.0,1.0,0.0,3.0,4.0,17.0,16.0,Reserve,0.599,0.542,0.25,0.417,10.6,26.5,18.2,0.0,1.7,0.0,17.4,25.4,111,96,2.5,200906140ORL,2009-06-14 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Walton,14.116666666666667,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,Reserve,0.5,0.5,0.5,0.0,7.9,8.5,8.2,10.8,0.0,0.0,0.0,6.6,139,103,1.6,200906140ORL,2009-06-14 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
