Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime
Tim Duncan,44.45,11,17,0.647,0,0,,10,14,0.714,3,17,20,6,3,7,1,1,32,10,Starter,0.691,0.647,0.0,0.824,7.8,37.1,23.7,24.2,3.6,10.0,4.1,25.5,145,79,24.9,200306040SAS,2003-06-04 20:30:00
Stephen Jackson,41.53333333333333,5,15,0.333,0,4,0.0,2,5,0.4,1,2,3,5,2,0,3,3,12,9,Starter,0.349,0.333,0.267,0.333,2.7,4.6,3.7,17.2,2.5,0.0,14.9,22.3,76,103,-6.6,200306040SAS,2003-06-04 20:30:00
Tony Parker,39.833333333333336,6,14,0.429,1,2,0.5,3,4,0.75,0,3,3,5,1,0,2,0,16,17,Starter,0.508,0.464,0.143,0.286,0.0,7.2,3.9,18.9,1.3,0.0,11.3,20.6,102,104,-0.9,200306040SAS,2003-06-04 20:30:00
David Robinson,27.516666666666666,6,8,0.75,0,0,,2,3,0.667,2,4,6,1,0,4,0,2,14,11,Starter,0.751,0.75,0.0,0.375,8.5,14.2,11.6,6.3,0.0,9.4,0.0,16.0,157,96,11.6,200306040SAS,2003-06-04 20:30:00
Bruce Bowen,26.466666666666665,2,3,0.667,2,2,1.0,0,0,,0,2,2,1,0,0,1,4,6,2,Starter,1.0,1.0,0.667,0.0,0.0,7.4,4.0,5.2,0.0,0.0,25.0,7.1,131,106,-0.7,200306040SAS,2003-06-04 20:30:00
Manu Ginóbili,28.0,3,8,0.375,1,2,0.5,0,0,,1,6,7,3,0,0,3,3,7,13,Reserve,0.438,0.438,0.25,0.0,4.1,20.6,13.0,15.2,0.0,0.0,27.3,18.3,77,101,-7.7,200306040SAS,2003-06-04 20:30:00
Malik Rose,23.683333333333334,5,11,0.455,0,0,,2,2,1.0,3,3,6,2,1,0,2,5,12,6,Reserve,0.505,0.455,0.0,0.182,14.3,12.0,13.0,13.8,2.2,0.0,14.4,26.9,102,100,-2.3,200306040SAS,2003-06-04 20:30:00
Speedy Claxton,8.183333333333334,1,3,0.333,0,0,,0,0,,0,0,0,1,0,1,0,2,2,-5,Reserve,0.333,0.333,0.0,0.0,0.0,0.0,0.0,18.2,0.0,7.9,0.0,17.4,85,103,-3.4,200306040SAS,2003-06-04 20:30:00
Danny Ferry,0.36666666666666664,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,110,-3.7,200306040SAS,2003-06-04 20:30:00
Jason Kidd,42.3,11,24,0.458,2,4,0.5,6,8,0.75,4,3,7,3,0,0,4,1,30,-2,Starter,0.545,0.5,0.167,0.333,10.4,9.0,9.8,15.3,0.0,0.0,12.7,35.0,110,107,6.2,200306060SAS,2003-06-06 20:30:00
Richard Jefferson,39.11666666666667,3,10,0.3,0,0,,2,2,1.0,1,2,3,3,2,0,3,3,8,-5,Starter,0.368,0.3,0.0,0.2,2.8,6.5,4.5,11.8,2.9,0.0,21.6,16.6,76,101,-4.7,200306060SAS,2003-06-06 20:30:00
Jason Collins,33.833333333333336,3,6,0.5,0,1,0.0,0,0,,1,3,4,1,1,0,1,2,6,3,Starter,0.5,0.5,0.167,0.0,3.2,11.1,6.9,4.6,1.7,0.0,14.3,9.6,100,102,-1.6,200306060SAS,2003-06-06 20:30:00
Kenyon Martin,32.583333333333336,6,16,0.375,0,0,,2,2,1.0,3,2,5,4,2,2,1,5,14,-3,Starter,0.415,0.375,0.0,0.125,9.9,7.7,8.9,22.1,3.4,5.3,5.6,25.2,104,96,5.8,200306060SAS,2003-06-06 20:30:00
Kerry Kittles,21.433333333333334,3,7,0.429,1,2,0.5,1,2,0.5,1,3,4,1,3,0,1,1,8,-2,Starter,0.508,0.5,0.286,0.286,5.2,18.0,11.1,8.1,8.1,0.0,11.3,19.7,105,87,9.4,200306060SAS,2003-06-06 20:30:00
Lucious Harris,26.7,5,8,0.625,0,1,0.0,0,0,,2,5,7,1,1,0,1,1,10,4,Reserve,0.625,0.625,0.125,0.0,8.1,23.4,15.2,6.8,2.1,0.0,11.1,15.5,123,97,5.3,200306060SAS,2003-06-06 20:30:00
Dikembe Mutombo,19.766666666666666,2,3,0.667,0,0,,0,0,,1,3,4,0,0,3,0,3,4,-2,Reserve,0.667,0.667,0.0,0.0,5.5,18.9,11.7,0.0,0.0,13.1,0.0,7.0,148,95,4.1,200306060SAS,2003-06-06 20:30:00
Rodney Rogers,18.566666666666666,2,8,0.25,1,3,0.333,2,2,1.0,2,3,5,2,0,0,1,4,7,13,Reserve,0.394,0.313,0.375,0.25,12.1,21.1,16.3,18.0,0.0,0.0,10.1,25.6,98,100,-3.2,200306060SAS,2003-06-06 20:30:00
Anthony Johnson,5.7,0,1,0.0,0,0,,0,0,,0,0,0,1,0,0,1,1,0,4,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,0.0,0.0,50.0,15.5,24,108,-19.9,200306060SAS,2003-06-06 20:30:00
Tim Duncan,43.18333333333333,8,19,0.421,0,1,0.0,3,10,0.3,2,10,12,3,0,3,4,3,19,0,Starter,0.406,0.421,0.053,0.526,5.9,25.4,16.3,13.9,0.0,4.7,14.6,30.6,83,98,-2.2,200306060SAS,2003-06-06 20:30:00
Tony Parker,40.96666666666667,9,17,0.529,0,2,0.0,3,4,0.75,1,4,5,5,0,1,1,3,21,2,Starter,0.56,0.529,0.118,0.235,3.1,10.6,7.1,26.1,0.0,1.6,5.1,23.1,128,107,5.1,200306060SAS,2003-06-06 20:30:00
Stephen Jackson,40.2,6,10,0.6,4,7,0.571,0,0,,0,2,2,3,2,1,7,2,16,8,Starter,0.8,0.8,0.7,0.0,0.0,5.5,2.9,14.0,2.8,1.7,41.2,20.4,91,103,4.2,200306060SAS,2003-06-06 20:30:00
David Robinson,32.81666666666667,3,6,0.5,0,0,,4,6,0.667,4,4,8,1,2,2,1,0,10,4,Starter,0.579,0.5,0.0,1.0,15.3,13.2,14.2,5.1,3.4,4.0,10.4,14.0,127,97,8.3,200306060SAS,2003-06-06 20:30:00
Bruce Bowen,25.683333333333334,1,2,0.5,1,1,1.0,0,0,,0,5,5,0,0,0,2,1,3,-9,Starter,0.75,0.75,0.5,0.0,0.0,21.0,11.3,0.0,0.0,0.0,50.0,7.4,65,103,-3.7,200306060SAS,2003-06-06 20:30:00
Manu Ginóbili,29.05,1,6,0.167,0,2,0.0,2,2,1.0,4,2,6,3,1,0,3,4,4,-6,Reserve,0.291,0.167,0.333,0.333,17.4,7.5,12.1,15.8,1.9,0.0,30.4,16.4,77,105,-5.9,200306060SAS,2003-06-06 20:30:00
Malik Rose,18.85,3,4,0.75,0,0,,1,1,1.0,2,1,3,1,1,0,2,1,7,-7,Reserve,0.788,0.75,0.0,0.25,13.3,5.7,9.2,9.9,3.0,0.0,31.1,16.3,115,104,5.1,200306060SAS,2003-06-06 20:30:00
Speedy Claxton,6.966666666666667,2,2,1.0,0,0,,1,2,0.5,0,0,0,0,0,0,1,0,5,-6,Reserve,0.868,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,26.6,109,113,4.5,200306060SAS,2003-06-06 20:30:00
Steve Kerr,1.1666666666666667,0,1,0.0,0,0,,0,0,,0,0,0,1,0,0,0,2,0,3,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,48.0,62,110,-45.2,200306060SAS,2003-06-06 20:30:00
Kevin Willis,1.1,0,1,0.0,0,0,,0,0,,1,1,2,0,0,0,0,0,0,1,Reserve,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,48.0,57,63,-24.1,200306060SAS,2003-06-06 20:30:00
Tim Duncan,45.35,6,13,0.462,0,0,,9,12,0.75,3,13,16,7,1,3,5,3,21,6,Starter,0.574,0.462,0.0,0.923,8.9,32.2,21.6,34.6,1.2,4.7,21.5,25.0,107,83,9.3,200306080NJN,2003-06-08 20:30:00
Tony Parker,42.71666666666667,9,21,0.429,4,6,0.667,4,8,0.5,1,2,3,6,0,0,1,0,26,-3,Starter,0.53,0.524,0.286,0.381,3.1,5.2,4.2,37.3,0.0,0.0,3.9,28.7,114,101,7.3,200306080NJN,2003-06-08 20:30:00
Stephen Jackson,36.38333333333333,2,7,0.286,1,2,0.5,2,4,0.5,0,6,6,2,1,0,4,3,7,3,Starter,0.4,0.357,0.286,0.571,0.0,18.6,10.1,10.5,1.5,0.0,31.3,17.1,62,91,-8.0,200306080NJN,2003-06-08 20:30:00
Bruce Bowen,32.016666666666666,0,5,0.0,0,2,0.0,0,0,,1,3,4,0,1,2,1,3,0,-5,Starter,0.0,0.0,0.4,0.0,4.2,10.5,7.6,0.0,1.7,4.4,16.7,9.1,12,92,-7.1,200306080NJN,2003-06-08 20:30:00
David Robinson,25.516666666666666,1,5,0.2,0,0,,6,8,0.75,1,2,3,0,1,0,0,2,8,7,Starter,0.469,0.2,0.0,1.6,5.1,8.6,7.0,0.0,2.1,0.0,0.0,15.8,112,95,-1.6,200306080NJN,2003-06-08 20:30:00
Manu Ginóbili,27.683333333333334,3,6,0.5,0,0,,2,3,0.667,2,0,2,4,4,2,1,2,8,10,Reserve,0.546,0.5,0.0,0.5,9.5,0.0,4.3,30.0,7.8,5.0,12.0,14.3,119,84,16.2,200306080NJN,2003-06-08 20:30:00
Malik Rose,21.633333333333333,4,7,0.571,0,0,,0,0,,0,2,2,0,1,1,3,2,8,0,Reserve,0.571,0.571,0.0,0.0,0.0,10.1,5.5,0.0,2.5,3.2,30.0,21.9,70,91,-4.1,200306080NJN,2003-06-08 20:30:00
Speedy Claxton,5.283333333333333,2,2,1.0,0,0,,0,0,,0,1,1,0,1,0,1,1,4,8,Reserve,1.0,1.0,0.0,0.0,0.0,22.3,12.2,0.0,10.9,0.0,33.3,29.0,98,69,15.9,200306080NJN,2003-06-08 20:30:00
Kevin Willis,3.4166666666666665,1,1,1.0,0,0,,0,0,,1,0,1,0,0,0,1,1,2,-1,Reserve,1.0,1.0,0.0,0.0,44.4,0.0,20.3,0.0,0.0,0.0,50.0,32.2,87,103,-6.6,200306080NJN,2003-06-08 20:30:00
Jason Kidd,42.36666666666667,6,19,0.316,0,5,0.0,0,0,,2,1,3,11,2,0,4,3,12,2,Starter,0.316,0.316,0.263,0.0,5.3,3.2,4.3,54.3,2.6,0.0,17.4,24.7,80,101,-0.6,200306080NJN,2003-06-08 20:30:00
Kenyon Martin,42.06666666666667,8,18,0.444,0,1,0.0,7,8,0.875,2,9,11,0,4,2,5,5,23,3,Starter,0.534,0.444,0.056,0.444,5.3,28.6,15.9,0.0,5.2,4.0,18.9,28.5,94,86,5.2,200306080NJN,2003-06-08 20:30:00
Richard Jefferson,35.96666666666667,3,11,0.273,0,0,,0,0,,2,7,9,0,2,0,1,2,6,-6,Starter,0.273,0.273,0.0,0.0,6.2,25.9,15.2,0.0,3.0,0.0,8.3,15.0,64,94,-4.5,200306080NJN,2003-06-08 20:30:00
Kerry Kittles,34.15,8,16,0.5,3,5,0.6,2,3,0.667,1,3,4,1,3,2,0,2,21,9,Starter,0.606,0.594,0.313,0.188,3.3,11.8,7.1,7.5,4.8,5.0,0.0,23.0,132,91,19.2,200306080NJN,2003-06-08 20:30:00
Jason Collins,25.333333333333332,0,3,0.0,0,0,,0,0,,4,1,5,1,0,1,3,6,0,4,Starter,0.0,0.0,0.0,0.0,17.9,5.3,12.2,6.4,0.0,3.4,50.0,10.8,34,103,-13.0,200306080NJN,2003-06-08 20:30:00
Lucious Harris,21.5,1,6,0.167,1,2,0.5,4,4,1.0,1,0,1,3,1,0,2,2,7,-17,Reserve,0.451,0.25,0.333,0.667,5.1,0.0,2.8,23.5,2.5,0.0,20.5,20.0,95,102,1.6,200306080NJN,2003-06-08 20:30:00
Dikembe Mutombo,18.333333333333332,1,1,1.0,0,0,,0,0,,1,2,3,0,1,0,1,3,2,-13,Reserve,1.0,1.0,0.0,0.0,6.2,14.8,10.1,0.0,3.0,0.0,50.0,5.0,92,97,-2.5,200306080NJN,2003-06-08 20:30:00
Rodney Rogers,10.4,0,3,0.0,0,0,,2,2,1.0,0,2,2,0,0,0,2,2,2,-2,Reserve,0.258,0.0,0.0,0.667,0.0,24.2,11.0,0.0,0.0,0.0,34.0,24.1,40,100,-21.3,200306080NJN,2003-06-08 20:30:00
Anthony Johnson,5.633333333333333,2,2,1.0,0,0,,0,0,,0,1,1,0,0,0,0,0,4,-7,Reserve,1.0,1.0,0.0,0.0,0.0,22.2,10.1,0.0,0.0,0.0,0.0,15.0,200,102,16.7,200306080NJN,2003-06-08 20:30:00
Aaron Williams,4.25,1,2,0.5,0,0,,0,0,,1,1,2,1,0,0,0,1,2,2,Reserve,0.5,0.5,0.0,0.0,27.9,33.3,30.4,66.7,0.0,0.0,0.0,22.5,133,97,13.9,200306080NJN,2003-06-08 20:30:00
Bruce Bowen,40.5,2,9,0.222,1,5,0.2,0,0,,1,6,7,1,2,0,0,2,5,12,Starter,0.278,0.278,0.556,0.0,2.1,14.4,7.9,5.1,2.8,0.0,0.0,9.7,80,90,-1.4,200306110NJN,2003-06-11 20:30:00
Tim Duncan,39.45,10,23,0.435,0,0,,3,3,1.0,8,9,17,2,1,7,3,4,23,4,Starter,0.473,0.435,0.0,0.13,17.6,22.2,19.7,18.0,1.5,12.5,11.0,30.1,103,82,14.6,200306110NJN,2003-06-11 20:30:00
Tony Parker,30.583333333333332,1,12,0.083,0,2,0.0,1,2,0.5,0,4,4,3,0,0,2,3,3,-20,Starter,0.116,0.083,0.167,0.167,0.0,12.4,5.8,19.0,0.0,0.0,13.4,20.7,36,97,-16.6,200306110NJN,2003-06-11 20:30:00
Stephen Jackson,27.733333333333334,1,9,0.111,1,4,0.25,2,3,0.667,2,2,4,3,1,1,2,3,5,-18,Starter,0.242,0.167,0.444,0.333,6.1,6.9,6.5,21.2,2.0,2.5,16.2,18.9,64,95,-3.0,200306110NJN,2003-06-11 20:30:00
David Robinson,23.55,4,5,0.8,0,0,,6,7,0.857,3,4,7,1,1,1,0,6,14,2,Starter,0.866,0.8,0.0,1.4,10.7,16.0,13.2,11.1,2.4,2.9,0.0,14.5,189,88,16.6,200306110NJN,2003-06-11 20:30:00
Manu Ginóbili,27.616666666666667,3,10,0.3,2,6,0.333,2,3,0.667,1,1,2,1,4,0,1,1,10,2,Reserve,0.442,0.4,0.6,0.3,3.1,3.4,3.2,8.2,8.1,0.0,8.1,18.9,100,86,10.6,200306110NJN,2003-06-11 20:30:00
Speedy Claxton,17.333333333333332,3,6,0.5,0,0,,4,4,1.0,1,2,3,2,1,0,0,1,10,17,Reserve,0.644,0.5,0.0,0.667,5.0,11.3,8.0,32.2,3.3,0.0,0.0,19.6,156,91,17.6,200306110NJN,2003-06-11 20:30:00
Kevin Willis,16.516666666666666,2,7,0.286,0,0,,2,2,1.0,5,0,5,0,0,1,2,3,6,3,Reserve,0.381,0.286,0.0,0.286,26.8,0.0,14.2,0.0,0.0,4.3,20.2,26.6,83,102,-7.1,200306110NJN,2003-06-11 20:30:00
Malik Rose,15.35,0,9,0.0,0,1,0.0,0,0,,1,3,4,0,0,0,1,3,0,-13,Reserve,0.0,0.0,0.111,0.0,5.7,19.2,12.1,0.0,0.0,0.0,10.0,28.7,5,92,-28.3,200306110NJN,2003-06-11 20:30:00
Danny Ferry,1.2166666666666668,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,4,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,105,-5.6,200306110NJN,2003-06-11 20:30:00
Steve Kerr,0.15,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,2,Reserve,,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,215,100,101.2,200306110NJN,2003-06-11 20:30:00
Jason Kidd,46.96666666666667,5,18,0.278,0,4,0.0,6,6,1.0,3,5,8,9,0,0,5,3,16,3,Starter,0.388,0.278,0.222,0.333,6.1,9.1,7.7,40.1,0.0,0.0,19.5,24.5,86,98,-2.0,200306110NJN,2003-06-11 20:30:00
Richard Jefferson,40.3,8,15,0.533,0,0,,2,4,0.5,1,9,10,1,0,2,3,1,18,-3,Starter,0.537,0.533,0.0,0.267,2.4,19.3,11.3,6.5,0.0,3.3,15.2,22.2,95,88,4.1,200306110NJN,2003-06-11 20:30:00
Kenyon Martin,39.38333333333333,7,16,0.438,0,0,,6,12,0.5,5,8,13,3,1,3,5,5,20,7,Starter,0.47,0.438,0.0,0.75,12.0,17.1,14.7,18.4,1.4,5.0,19.0,29.5,88,86,5.2,200306110NJN,2003-06-11 20:30:00
Kerry Kittles,34.85,2,10,0.2,0,4,0.0,0,0,,1,5,6,1,1,0,0,0,4,3,Starter,0.2,0.2,0.4,0.0,2.7,12.2,7.8,5.4,1.6,0.0,0.0,12.8,60,92,-5.3,200306110NJN,2003-06-11 20:30:00
Jason Collins,10.183333333333334,0,0,,0,0,,0,0,,2,0,2,1,1,1,0,4,0,-5,Starter,,,,,19.2,0.0,9.1,17.1,5.7,6.7,,0.0,201,90,6.3,200306110NJN,2003-06-11 20:30:00
Dikembe Mutombo,20.75,1,3,0.333,0,0,,2,2,1.0,2,1,3,0,2,3,1,3,4,7,Reserve,0.515,0.333,0.0,0.667,9.1,4.1,6.5,0.0,5.4,9.5,20.5,10.4,101,87,5.4,200306110NJN,2003-06-11 20:30:00
Aaron Williams,16.983333333333334,2,6,0.333,0,0,,4,5,0.8,2,5,7,1,0,4,0,3,8,1,Reserve,0.488,0.333,0.0,0.833,11.3,25.2,18.6,12.6,0.0,15.7,0.0,21.7,125,77,16.4,200306110NJN,2003-06-11 20:30:00
Lucious Harris,14.933333333333334,0,4,0.0,0,0,,0,0,,3,1,4,3,0,0,1,1,0,0,Reserve,0.0,0.0,0.0,0.0,19.2,5.7,12.1,34.3,0.0,0.0,20.0,15.0,48,101,-5.9,200306110NJN,2003-06-11 20:30:00
Rodney Rogers,11.3,2,5,0.4,0,0,,0,0,,0,0,0,0,0,0,1,2,4,-6,Reserve,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,24.5,70,106,-11.5,200306110NJN,2003-06-11 20:30:00
Anthony Johnson,4.35,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,3,-2,Reserve,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,300,106,24.7,200306110NJN,2003-06-11 20:30:00
Tim Duncan,46.03333333333333,10,18,0.556,0,0,,9,10,0.9,3,14,17,4,1,4,6,3,29,11,Starter,0.647,0.556,0.0,0.556,9.5,30.4,21.9,18.5,1.2,7.2,21.1,30.6,113,87,10.3,200306130NJN,2003-06-13 20:30:00
Tony Parker,33.36666666666667,5,13,0.385,1,2,0.5,3,5,0.6,0,2,2,4,1,0,2,3,14,7,Starter,0.461,0.423,0.154,0.385,0.0,6.1,3.6,22.6,1.7,0.0,11.6,25.9,95,103,-2.1,200306130NJN,2003-06-13 20:30:00
Stephen Jackson,32.233333333333334,2,7,0.286,1,4,0.25,0,0,,1,6,7,3,0,0,4,2,5,-5,Starter,0.357,0.357,0.571,0.0,4.5,18.8,13.0,15.0,0.0,0.0,36.4,17.1,63,99,-7.6,200306130NJN,2003-06-13 20:30:00
Bruce Bowen,29.366666666666667,1,4,0.25,0,2,0.0,2,2,1.0,0,1,1,1,0,0,0,4,4,7,Starter,0.41,0.25,0.5,0.5,0.0,3.4,2.0,5.3,0.0,0.0,0.0,8.3,101,109,-4.8,200306130NJN,2003-06-13 20:30:00
David Robinson,19.733333333333334,2,4,0.5,0,0,,2,2,1.0,1,2,3,0,3,2,1,6,6,-2,Starter,0.615,0.5,0.0,0.5,7.3,10.0,8.9,0.0,8.4,8.3,17.0,14.6,112,83,5.7,200306130NJN,2003-06-13 20:30:00
Malik Rose,29.3,6,9,0.667,0,0,,2,2,1.0,2,1,3,1,0,0,1,2,14,6,Reserve,0.709,0.667,0.0,0.222,10.0,3.4,6.1,7.2,0.0,0.0,9.2,18.6,137,109,4.3,200306130NJN,2003-06-13 20:30:00
Manu Ginóbili,25.483333333333334,4,8,0.5,0,0,,4,4,1.0,0,3,3,0,2,1,1,5,12,15,Reserve,0.615,0.5,0.0,0.5,0.0,11.5,6.8,0.0,4.3,3.2,9.3,20.5,118,93,4.5,200306130NJN,2003-06-13 20:30:00
Speedy Claxton,14.633333333333333,1,4,0.25,0,0,,1,2,0.5,0,1,1,2,2,2,0,4,3,3,Reserve,0.307,0.25,0.0,0.5,0.0,6.7,4.0,21.5,7.5,11.0,0.0,16.1,86,85,10.0,200306130NJN,2003-06-13 20:30:00
Steve Kerr,8.916666666666666,2,2,1.0,1,1,1.0,1,2,0.5,1,0,1,0,1,0,0,0,6,3,Reserve,1.042,1.25,0.5,1.0,16.2,0.0,6.6,0.0,6.2,0.0,0.0,15.9,200,98,28.0,200306130NJN,2003-06-13 20:30:00
Kevin Willis,0.9333333333333333,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,5,Reserve,,,,,0.0,100.0,59.3,0.0,0.0,0.0,,0.0,0,51,8.5,200306130NJN,2003-06-13 20:30:00
Jason Kidd,48.0,10,23,0.435,4,10,0.4,5,6,0.833,3,4,7,7,2,0,2,2,29,-10,Starter,0.566,0.522,0.435,0.261,6.3,12.1,8.6,43.8,2.3,0.0,7.2,26.3,125,109,14.1,200306130NJN,2003-06-13 20:30:00
Kenyon Martin,37.6,2,8,0.25,0,1,0.0,0,0,,1,8,9,3,1,3,8,5,4,-1,Starter,0.25,0.25,0.125,0.0,2.6,30.6,14.0,16.1,1.5,6.3,50.0,19.3,35,102,-10.4,200306130NJN,2003-06-13 20:30:00
Richard Jefferson,36.9,5,11,0.455,0,0,,9,11,0.818,2,4,6,4,2,0,1,4,19,-10,Starter,0.6,0.455,0.0,1.0,5.4,15.7,9.6,26.6,3.0,0.0,5.9,20.8,134,107,11.1,200306130NJN,2003-06-13 20:30:00
Kerry Kittles,33.733333333333334,3,9,0.333,0,3,0.0,2,2,1.0,1,3,4,1,1,1,1,3,8,3,Starter,0.405,0.333,0.333,0.222,2.9,12.8,7.0,6.5,1.6,2.4,9.2,14.6,91,108,-1.8,200306130NJN,2003-06-13 20:30:00
Jason Collins,26.233333333333334,1,3,0.333,0,0,,5,6,0.833,4,1,5,0,1,0,0,5,7,4,Starter,0.621,0.333,0.0,2.0,15.4,5.6,11.4,0.0,2.2,0.0,0.0,9.9,156,111,1.8,200306130NJN,2003-06-13 20:30:00
Aaron Williams,22.9,4,9,0.444,0,0,,2,3,0.667,4,3,7,0,0,1,0,4,10,-5,Reserve,0.484,0.444,0.0,0.333,17.4,19.0,18.0,0.0,0.0,3.5,0.0,20.5,119,109,1.8,200306130NJN,2003-06-13 20:30:00
Lucious Harris,22.4,1,7,0.143,0,0,,3,4,0.75,0,1,1,0,0,0,1,0,5,-6,Reserve,0.285,0.143,0.0,0.571,0.0,6.6,2.7,0.0,0.0,0.0,10.2,20.3,63,115,-10.9,200306130NJN,2003-06-13 20:30:00
Dikembe Mutombo,6.9,0,1,0.0,0,0,,0,0,,1,1,2,0,0,0,2,2,0,-15,Reserve,0.0,0.0,0.0,0.0,14.3,20.8,16.9,0.0,0.0,0.0,66.7,19.6,15,112,-28.0,200306130NJN,2003-06-13 20:30:00
Rodney Rogers,5.333333333333333,0,3,0.0,0,2,0.0,1,2,0.5,1,0,1,0,0,0,1,0,1,-10,Reserve,0.129,0.0,0.667,0.667,20.0,0.0,11.9,0.0,0.0,0.0,20.5,44.6,35,117,-28.8,200306130NJN,2003-06-13 20:30:00
Jason Kidd,41.766666666666666,8,20,0.4,3,9,0.333,2,2,1.0,2,2,4,7,1,0,0,4,21,-15,Starter,0.503,0.475,0.45,0.1,4.4,6.0,5.1,38.4,1.2,0.0,0.0,23.0,114,100,10.3,200306150SAS,2003-06-15 20:30:00
Richard Jefferson,41.61666666666667,6,15,0.4,0,1,0.0,1,1,1.0,2,5,7,2,0,0,3,5,13,-1,Starter,0.421,0.4,0.067,0.067,4.5,15.4,9.1,10.2,0.0,0.0,16.3,20.8,78,100,-4.5,200306150SAS,2003-06-15 20:30:00
