Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y
Iman Shumpert,29.066666666666666,4.0,7.0,0.571,1.0,2.0,0.5,3.0,4.0,0.75,0.0,6.0,6.0,1.0,3.0,0.0,2.0,4.0,12.0,3.0,Starter,0.685,0.643,0.286,0.571,0.0,28.3,12.4,6.5,5.7,0.0,18.6,18.2,113.0,96.0,6.0,201305010NYK,2013-05-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo Prigioni,12.933333333333334,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,9.0,Starter,0.3,0.3,0.8,0.0,0.0,0.0,0.0,13.1,4.3,0.0,0.0,19.0,73.0,104.0,-2.7,201305010NYK,2013-05-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.R. Smith,36.35,3.0,14.0,0.214,3.0,8.0,0.375,5.0,6.0,0.833,0.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,14.0,-8.0,Reserve,0.421,0.321,0.571,0.429,0.0,15.1,6.6,9.4,0.0,0.0,10.7,25.2,84.0,112.0,-4.4,201305010NYK,2013-05-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Kidd,21.416666666666668,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,-14.0,Reserve,0.0,0.0,0.0,0.0,5.0,6.4,5.6,0.0,0.0,4.7,20.0,11.5,15.0,109.0,-13.3,201305010NYK,2013-05-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenyon Martin,13.316666666666666,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,2.0,-13.0,Reserve,1.0,1.0,0.0,0.0,0.0,20.6,9.0,12.7,4.2,0.0,0.0,3.7,203.0,101.0,0.7,201305010NYK,2013-05-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Novak,2.8333333333333335,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Reserve,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,200.0,114.0,13.9,201305010NYK,2013-05-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Camby,0.9666666666666667,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,Reserve,1.0,1.0,0.0,0.0,100.0,0.0,62.1,0.0,0.0,0.0,0.0,50.8,204.0,114.0,62.8,201305010NYK,2013-05-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Horford,39.18333333333333,5.0,14.0,0.357,0.0,0.0,,4.0,4.0,1.0,1.0,8.0,9.0,2.0,0.0,1.0,2.0,4.0,14.0,-16.0,Starter,0.444,0.357,0.0,0.286,2.5,32.7,14.0,13.0,0.0,2.5,11.3,22.4,85.0,117.0,-3.7,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Harris,36.81666666666667,3.0,9.0,0.333,0.0,3.0,0.0,7.0,8.0,0.875,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,13.0,-28.0,Starter,0.519,0.333,0.333,0.889,0.0,0.0,0.0,18.5,1.5,0.0,7.4,18.1,105.0,122.0,-1.2,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Teague,34.03333333333333,3.0,16.0,0.188,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,7.0,-20.0,Starter,0.213,0.188,0.063,0.063,0.0,9.4,3.6,34.0,0.0,0.0,5.7,25.3,52.0,124.0,-12.4,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Smith,25.816666666666666,5.0,16.0,0.313,1.0,3.0,0.333,3.0,7.0,0.429,2.0,3.0,5.0,0.0,4.0,1.0,1.0,5.0,14.0,-13.0,Starter,0.367,0.344,0.188,0.438,7.6,18.6,11.8,0.0,8.3,3.7,5.0,38.4,74.0,101.0,1.1,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johan Petro,18.533333333333335,2.0,3.0,0.667,0.0,0.0,,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,-11.0,Starter,0.644,0.667,0.0,0.667,5.3,8.6,6.6,0.0,0.0,0.0,20.5,13.0,104.0,124.0,-4.5,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Korver,32.31666666666667,2.0,5.0,0.4,1.0,3.0,0.333,5.0,5.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,10.0,-13.0,Reserve,0.694,0.5,0.6,1.0,0.0,24.8,9.4,0.0,0.0,0.0,0.0,11.0,143.0,120.0,-2.6,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Tolliver,16.866666666666667,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,-4.0,Reserve,0.75,0.75,1.0,0.0,0.0,9.5,3.6,12.8,0.0,0.0,0.0,5.9,146.0,123.0,-0.5,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Johnson,15.966666666666667,1.0,2.0,0.5,0.0,0.0,,7.0,8.0,0.875,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,9.0,-6.0,Reserve,0.815,0.5,0.0,4.0,6.1,10.0,7.6,27.3,3.4,0.0,0.0,17.1,180.0,116.0,14.4,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Scott,5.05,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,-1.0,Reserve,0.5,0.5,0.0,0.0,0.0,31.7,12.0,0.0,0.0,0.0,0.0,39.1,91.0,119.0,0.1,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelvin Mack,5.05,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,Reserve,0.5,0.5,0.5,0.0,19.4,0.0,12.0,0.0,0.0,0.0,0.0,19.5,113.0,125.0,2.3,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dahntay Jones,5.05,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,Reserve,0.532,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,116.0,125.0,-2.0,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Jenkins,5.05,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,Reserve,,,,,0.0,0.0,0.0,38.0,0.0,0.0,,0.0,212.0,125.0,-4.2,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeShawn Stevenson,0.26666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reserve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,125.0,-142.5,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lance Stephenson,38.166666666666664,3.0,7.0,0.429,1.0,3.0,0.333,1.0,2.0,0.5,0.0,12.0,12.0,4.0,0.0,0.0,3.0,3.0,8.0,25.0,Starter,0.508,0.5,0.429,0.286,0.0,30.8,19.1,16.1,0.0,0.0,27.6,13.6,87.0,91.0,-0.6,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Hill,35.81666666666667,5.0,10.0,0.5,1.0,5.0,0.2,4.0,4.0,1.0,1.0,4.0,5.0,10.0,1.0,0.0,1.0,3.0,15.0,24.0,Starter,0.638,0.55,0.5,0.4,4.5,10.9,8.5,47.4,1.5,0.0,7.8,17.0,147.0,93.0,12.1,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David West,35.03333333333333,11.0,16.0,0.688,0.0,0.0,,2.0,2.0,1.0,0.0,5.0,5.0,0.0,1.0,0.0,3.0,3.0,24.0,24.0,Starter,0.711,0.688,0.0,0.125,0.0,14.0,8.7,0.0,1.5,0.0,15.1,27.1,113.0,92.0,4.3,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy Hibbert,35.016666666666666,3.0,7.0,0.429,0.0,0.0,,12.0,14.0,0.857,3.0,6.0,9.0,3.0,0.0,0.0,3.0,4.0,18.0,22.0,Starter,0.684,0.429,0.0,2.0,13.7,16.8,15.6,13.3,0.0,0.0,18.6,22.1,131.0,95.0,5.3,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul George,33.833333333333336,7.0,8.0,0.875,2.0,2.0,1.0,5.0,7.0,0.714,1.0,9.0,10.0,5.0,0.0,0.0,1.0,4.0,21.0,18.0,Starter,0.948,1.0,0.25,0.875,4.7,26.1,18.0,28.3,0.0,0.0,8.3,17.1,176.0,92.0,17.4,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.J. Augustin,25.366666666666667,3.0,10.0,0.3,3.0,9.0,0.333,2.0,3.0,0.667,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,11.0,3.0,Reserve,0.486,0.45,0.9,0.3,0.0,7.7,4.8,12.9,0.0,0.0,0.0,21.3,112.0,97.0,-0.1,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Hansbrough,13.1,1.0,5.0,0.2,0.0,0.0,,1.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,3.0,4.0,3.0,-1.0,Reserve,0.276,0.2,0.0,0.2,36.6,7.5,18.6,0.0,0.0,0.0,35.5,30.8,61.0,97.0,-24.5,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Mahinmi,9.45,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,Reserve,0.5,0.5,0.0,0.0,0.0,20.7,12.9,0.0,0.0,8.3,33.3,15.2,61.0,85.0,-9.9,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Ayres,8.933333333333334,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,Reserve,0.25,0.25,0.0,0.0,0.0,21.9,13.6,0.0,0.0,8.8,0.0,21.4,57.0,85.0,-7.7,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerald Green,3.4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,99.0,0.2,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Johnson,1.8833333333333333,0.0,0.0,,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.0,Reserve,1.136,,,,0.0,0.0,0.0,0.0,0.0,0.0,53.2,47.7,107.0,99.0,-2.0,201305010IND,2013-05-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandler Parsons,42.016666666666666,4.0,12.0,0.333,0.0,5.0,0.0,2.0,4.0,0.5,0.0,5.0,5.0,4.0,0.0,0.0,3.0,4.0,10.0,2.0,Starter,0.363,0.333,0.417,0.333,0.0,11.9,6.7,15.5,0.0,0.0,17.9,19.1,75.0,113.0,-8.6,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Harden,41.56666666666667,10.0,16.0,0.625,7.0,9.0,0.778,4.0,5.0,0.8,0.0,8.0,8.0,3.0,1.0,1.0,3.0,2.0,31.0,16.0,Starter,0.852,0.844,0.563,0.313,0.0,19.2,10.9,15.4,1.3,2.2,14.2,24.4,144.0,106.0,15.2,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco García,40.2,6.0,14.0,0.429,5.0,12.0,0.417,1.0,2.0,0.5,1.0,4.0,5.0,3.0,1.0,1.0,2.0,4.0,18.0,0.0,Starter,0.605,0.607,0.857,0.143,3.2,10.0,7.0,13.3,1.3,2.3,11.8,20.1,115.0,109.0,5.0,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Beverley,38.916666666666664,5.0,11.0,0.455,2.0,5.0,0.4,2.0,2.0,1.0,3.0,5.0,8.0,1.0,1.0,1.0,1.0,4.0,14.0,3.0,Starter,0.589,0.545,0.455,0.182,10.0,12.8,11.6,4.4,1.3,2.3,7.8,15.8,123.0,108.0,2.9,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ömer Aşık,37.86666666666667,4.0,6.0,0.667,0.0,0.0,,13.0,18.0,0.722,1.0,10.0,11.0,0.0,0.0,2.0,2.0,4.0,21.0,12.0,Starter,0.754,0.667,0.0,3.0,3.4,26.4,16.4,0.0,0.0,4.8,12.6,20.1,139.0,105.0,5.0,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Brooks,19.066666666666666,4.0,11.0,0.364,0.0,3.0,0.0,2.0,4.0,0.5,1.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,10.0,8.0,Reserve,0.392,0.364,0.273,0.364,6.8,10.5,8.9,31.6,0.0,0.0,7.3,34.5,92.0,114.0,-7.2,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Delfino,10.233333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,Reserve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,4.7,60.0,117.0,-6.1,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Smith,10.133333333333333,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.5,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,-5.0,Reserve,0.798,1.0,0.0,2.0,0.0,19.7,11.1,0.0,5.1,0.0,0.0,8.9,160.0,99.0,5.0,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,44.7,11.0,23.0,0.478,1.0,8.0,0.125,13.0,16.0,0.813,1.0,6.0,7.0,7.0,1.0,1.0,3.0,3.0,36.0,-8.0,Starter,0.599,0.5,0.348,0.696,2.2,17.4,8.8,31.1,1.2,2.9,9.1,33.4,122.0,118.0,10.5,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thabo Sefolosha,35.81666666666667,3.0,8.0,0.375,3.0,6.0,0.5,0.0,0.0,,3.0,5.0,8.0,6.0,2.0,2.0,0.0,2.0,9.0,1.0,Starter,0.563,0.563,0.75,0.0,8.4,18.1,12.6,25.1,2.9,7.2,0.0,10.1,145.0,111.0,11.6,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serge Ibaka,35.166666666666664,7.0,14.0,0.5,0.0,1.0,0.0,0.0,0.0,,5.0,4.0,9.0,1.0,0.0,2.0,0.0,4.0,14.0,-3.0,Starter,0.5,0.5,0.071,0.0,14.2,14.8,14.5,5.2,0.0,7.4,0.0,18.0,119.0,118.0,-1.4,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Jackson,32.166666666666664,7.0,15.0,0.467,2.0,6.0,0.333,4.0,6.0,0.667,0.0,4.0,4.0,2.0,0.0,2.0,2.0,4.0,20.0,-13.0,Starter,0.567,0.533,0.4,0.4,0.0,16.1,7.0,11.7,0.0,8.1,10.2,27.6,107.0,117.0,1.6,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendrick Perkins,15.633333333333333,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,1.0,1.0,0.0,0.0,3.0,2.0,-13.0,Starter,0.333,0.333,0.0,0.0,6.4,33.2,18.1,9.3,3.3,0.0,0.0,8.7,100.0,111.0,-2.6,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Fisher,29.066666666666666,2.0,6.0,0.333,2.0,5.0,0.4,2.0,4.0,0.5,0.0,2.0,2.0,0.0,1.0,0.0,2.0,5.0,8.0,7.0,Reserve,0.515,0.5,0.833,0.667,0.0,8.9,3.9,0.0,1.8,0.0,20.5,15.2,81.0,119.0,-8.3,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Martin,22.833333333333332,1.0,10.0,0.1,0.0,5.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,Reserve,0.138,0.1,0.5,0.2,0.0,22.7,9.9,12.4,0.0,0.0,8.4,23.5,39.0,121.0,-20.1,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAndre Liggins,18.1,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,2.0,-8.0,Reserve,0.25,0.25,0.5,0.0,0.0,14.3,6.2,8.0,0.0,7.2,0.0,10.0,67.0,117.0,-9.2,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Collison,6.533333333333333,3.0,3.0,1.0,0.0,0.0,,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,Reserve,1.0,1.0,0.0,0.0,30.6,0.0,17.3,0.0,0.0,39.7,0.0,20.7,205.0,100.0,33.4,201305010OKC,2013-05-01 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deron Williams,41.583333333333336,5.0,12.0,0.417,1.0,4.0,0.25,6.0,8.0,0.75,0.0,2.0,2.0,11.0,0.0,0.0,3.0,3.0,17.0,-6.0,Starter,0.548,0.458,0.333,0.667,0.0,5.0,2.7,45.0,0.0,0.0,16.2,20.9,113.0,107.0,1.5,201305020CHI,2013-05-02 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Johnson,37.95,7.0,13.0,0.538,1.0,3.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,17.0,0.0,Starter,0.612,0.577,0.231,0.154,0.0,5.5,2.9,20.1,2.8,0.0,0.0,17.1,133.0,101.0,7.8,201305020CHI,2013-05-02 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brook Lopez,37.28333333333333,7.0,18.0,0.389,0.0,0.0,,3.0,4.0,0.75,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,17.0,4.0,Starter,0.43,0.389,0.0,0.222,3.1,5.6,4.4,5.2,2.8,3.6,9.2,27.3,85.0,99.0,-1.1,201305020CHI,2013-05-02 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
